family,slow_lookback,slow_mode,slow_thr,fast_lookback,fast_mode,fast_thr,sharpe_daily,cagr,max_drawdown,trade_count,exposure,net_return,mean_hold_bars,median_hold_bars,positive_fold_share,min_fold_cagr
ret_gate_ret_state,40,fixed_zero,,168,train_quantile,0.5,1.9216025378109574,1.173588007719827,-0.2519225386675913,51,0.4275285171102662,9.274542031624724,55.11764705882353,6.0,0.6666666666666666,-0.18963272643444118
ret_gate_ret_state,40,train_quantile,0.5,168,train_quantile,0.5,1.8688997417803377,1.1091512983916547,-0.28862349968247214,49,0.41277566539923954,8.387393945849189,55.38775510204081,7.0,0.6666666666666666,-0.3365802222197649
ret_gate_ret_state,40,train_quantile,0.65,202,fixed_zero,,1.867555415941063,0.9846461391030823,-0.2519225386675916,17,0.3467680608365019,6.820832845922493,134.11764705882354,24.0,0.6666666666666666,-0.07821659244528145
ret_gate_ret_state,40,train_quantile,0.65,202,train_quantile,0.5,1.8405668300916507,0.9639759081163137,-0.25192253866759107,19,0.3452471482889734,6.578951168232325,119.47368421052632,12.0,0.6666666666666666,-0.07821659244528145
ret_gate_ret_state,40,train_quantile,0.65,168,fixed_zero,,1.8013603832586793,0.9298227129662755,-0.2519225386675914,29,0.33931558935361217,6.190310857003309,76.93103448275862,17.0,0.6666666666666666,-0.07821659244528145
ret_gate_ret_state,40,fixed_zero,,168,train_quantile,0.65,1.7853292811257735,0.8891277968698872,-0.28750490071065504,53,0.3329277566539924,5.7448625770563755,41.301886792452834,4.0,0.8333333333333334,-0.037517166633783905
ret_gate_ret_state,40,fixed_zero,,168,fixed_zero,,1.7839121183161273,1.0456462422134973,-0.3405760014233217,49,0.445171102661597,7.564546057576218,59.734693877551024,10.0,0.6666666666666666,-0.3377362276906479
ret_gate_ret_state,40,train_quantile,0.5,168,train_quantile,0.65,1.7619222811905373,0.8673624518138421,-0.28750490071065504,50,0.3291254752851711,5.514356348757632,43.28,5.5,0.8333333333333334,-0.186982891628237
ret_gate_ret_state,40,train_quantile,0.35,168,train_quantile,0.5,1.7588062862282523,1.0337218785016158,-0.36312392782096437,64,0.45201520912547527,7.415611846160125,46.4375,6.0,0.6666666666666666,-0.41338210006151965
ret_gate_ret_state,32,train_quantile,0.35,168,train_quantile,0.5,1.754427441014839,1.042918155389195,-0.34376456567672653,75,0.47224334600760454,7.530318742747161,41.4,5.0,0.6666666666666666,-0.3031246995395104
ret_gate_ret_state,48,train_quantile,0.35,168,train_quantile,0.5,1.7488286978556196,1.0056124969936215,-0.2864022644560278,58,0.43072243346007605,7.071383041039812,48.827586206896555,4.0,0.6666666666666666,-0.24181036953707624
ret_gate_ret_state,40,train_quantile,0.35,168,train_quantile,0.65,1.7481376087212277,0.8618492536687206,-0.28750490071065504,57,0.3341444866920152,5.456814535862216,38.54385964912281,3.0,0.8333333333333334,-0.07357940072448999
ret_gate_ret_state,32,train_quantile,0.35,168,fixed_zero,,1.743614759088721,1.0643903777233619,-0.35458753760858286,68,0.5050950570342205,7.8021941108351704,48.838235294117645,7.0,0.6666666666666666,-0.27984736719633985
ret_gate_ret_state,40,train_quantile,0.65,168,train_quantile,0.5,1.7304675537938352,0.8826217870167914,-0.25192253866759107,32,0.3338403041825095,5.675400179942404,68.59375,13.0,0.6666666666666666,-0.07821659244528145
ret_gate_ret_state,40,train_quantile,0.5,168,fixed_zero,,1.7253448060084653,0.9803863384289726,-0.3940325826513845,50,0.4269201520912548,6.7705700416553345,56.14,6.5,0.6666666666666666,-0.45782745800651337
ret_gate_ret_state,40,train_quantile,0.65,202,train_quantile,0.35,1.7216631484964573,0.8847910480005976,-0.2519225386675914,17,0.3493536121673004,5.6985073549570435,135.11764705882354,24.0,0.6666666666666666,-0.07821659244528145
ret_gate_ret_state,40,fixed_zero,,202,train_quantile,0.5,1.7179439003400911,0.9845046725318856,-0.35613285077464385,53,0.4473003802281369,6.819160164977518,55.490566037735846,3.0,0.6666666666666666,-0.3601849632109283
