timeframe,gap_hours_from_prev_open,symbol,interval,open_time,close_time,open,high,low,close,volume,quote_volume,num_trades,taker_buy_base_vol,taker_buy_quote_volume
H4,32.0,BTCUSDT,4h,2018-02-09T08:00:00.000000+0000,2018-02-09T11:59:59.999000+0000,7789.9,8395.0,7789.9,8280.11,3483.805239,28855369.39180809,29747,1605.745207,13286895.10570103
H4,12.0,BTCUSDT,4h,2018-06-26T12:00:00.000000+0000,2018-06-26T15:59:59.999000+0000,6228.0,6247.6,6121.05,6188.01,7021.871009,43416369.79863034,38802,3461.195159,21405687.94175529
H4,8.0,BTCUSDT,4h,2018-07-04T08:00:00.000000+0000,2018-07-04T11:59:59.999000+0000,6481.72,6600.0,6455.2,6536.93,3983.723239,26002712.01808652,27569,1943.629538,12689172.19722639
H4,8.0,BTCUSDT,4h,2018-11-14T08:00:00.000000+0000,2018-11-14T11:59:59.999000+0000,6469.0,6482.84,6340.0,6381.88,4003.120367,25594890.83208463,29130,1498.541119,9578627.87471901
H4,8.0,BTCUSDT,4h,2019-03-12T08:00:00.000000+0000,2019-03-12T11:59:59.999000+0000,3834.69,3905.2,3831.23,3885.18,7964.476537,30939973.28785423,50586,4090.255927,15891577.814748
H4,12.0,BTCUSDT,4h,2019-05-15T12:00:00.000000+0000,2019-05-15T15:59:59.999000+0000,7946.71,8047.0,7850.0,7991.95,6873.871449,54591536.26190488,56695,3421.607153,27177373.87160081
H4,8.0,BTCUSDT,4h,2019-08-15T08:00:00.000000+0000,2019-08-15T11:59:59.999000+0000,10085.65,10219.7,9945.86,10158.55,6225.21748,62923226.91259758,61649,3201.573074,32362313.91889519
H4,8.0,BTCUSDT,4h,2020-02-19T16:00:00.000000+0000,2020-02-19T19:59:59.999000+0000,10149.99,10250.0,10131.25,10139.22,7962.236715,81048212.5032253,83975,3815.47219,38842725.07669652
