bar_date,S1_D1_RET40_Z0,S2_D1_VCL5_20_LT1.0,S3_H4_RET168_Z0,S4_H4_UPFR48_LT0.4,L1_VCL5_20_LT1.0_AND_H4RET168_Z0,L2_D1RET40_Z0_AND_H4RET168_Z0
2020-01-01T00:00:00+0000,0.0,-0.0002314363384682272,-0.005841153090954676,0.0,-0.005841153090954676,0.0
2020-01-02T00:00:00+0000,0.0,-0.03267428344468726,-0.01192133886098301,0.0,-0.01192133886098301,0.0
2020-01-03T00:00:00+0000,0.0,0.05448432199314057,-0.00476036781618594,0.0,-0.00476036781618594,0.0
2020-01-04T00:00:00+0000,0.0002511912865896804,-0.0010000000000000009,0.0,0.0,0.0,0.0
2020-01-05T00:00:00+0000,0.0004691203246041109,-0.00053087967539589,-0.009173274067497683,0.0,-0.009173274067497683,-0.009173274067497683
2020-01-06T00:00:00+0000,0.054536508989295296,0.054536508989295296,0.02787562325238291,0.030869909284118924,0.02787562325238291,0.02787562325238291
2020-01-07T00:00:00+0000,0.04988078206962343,-0.0010000000000000009,0.04988078206962321,-0.0010000000000000009,-0.0010000000000000009,0.04988078206962321
2020-01-08T00:00:00+0000,-0.011195788812067842,0.0,-0.011195788812067842,0.0,0.0,-0.011195788812067842
2020-01-09T00:00:00+0000,-0.02942125859123601,0.0,-0.02942125859123612,0.0,0.0,-0.02942125859123612
2020-01-10T00:00:00+0000,0.048750661956012964,0.0,0.048750661956012964,0.0,0.0,0.048750661956012964
2020-01-11T00:00:00+0000,-0.0218140082889573,0.0,-0.02181400828895752,0.0,0.0,-0.02181400828895752
2020-01-12T00:00:00+0000,0.020568552907041182,0.0,0.020568552907040738,0.0,0.0,0.020568552907040738
2020-01-13T00:00:00+0000,-0.0091179320144118,0.0,-0.009117932014411911,0.0,0.0,-0.009117932014411911
2020-01-14T00:00:00+0000,0.08683976257468862,0.0,0.08683976257468862,0.0,0.0,0.08683976257468862
2020-01-15T00:00:00+0000,0.0006092137625588467,0.0,0.0006092137625588467,0.0,0.0,0.0006092137625588467
2020-01-16T00:00:00+0000,-0.011321982628137661,0.0,-0.011321982628137772,0.0,0.0,-0.011321982628137772
2020-01-17T00:00:00+0000,0.022146408031971987,0.0,0.02214640803197221,0.0,0.0,0.02214640803197221
2020-01-18T00:00:00+0000,0.00020418993253867868,0.0,0.00020418993253890072,0.0,0.0,0.00020418993253890072
2020-01-19T00:00:00+0000,-0.023933577787773386,0.0,-0.023933577787773164,0.0,0.0,-0.023933577787773164
2020-01-20T00:00:00+0000,-0.00682278905779532,-0.00782278905779532,-0.006822789057795431,0.0,-0.007819871308558102,-0.006822789057795431
2020-01-21T00:00:00+0000,0.010840801402396405,0.010840801402396405,0.010840801402396405,0.0,0.010840801402396405,0.010840801402396405
2020-01-22T00:00:00+0000,-0.0060977284902542506,-0.0060977284902542506,-0.006097728490254362,0.0,-0.006097728490254362,-0.006097728490254362
2020-01-23T00:00:00+0000,-0.032046224879848206,-0.032046224879848206,-0.03204622487984843,0.0,-0.03204622487984843,-0.03204622487984843
2020-01-24T00:00:00+0000,0.004101364503862115,0.004101364503862115,0.004101364503862115,0.0,0.004101364503862115,0.004101364503862115
2020-01-25T00:00:00+0000,-0.011728891727564528,-0.011728891727564528,-0.011728891727564639,0.0,-0.011728891727564639,-0.011728891727564639
2020-01-26T00:00:00+0000,0.03289924112800824,0.03289924112800824,0.03289924112800824,0.0,0.03289924112800824,0.03289924112800824
2020-01-27T00:00:00+0000,0.03403375050351798,0.03403375050351798,0.0340337505035182,0.0,0.0340337505035182,0.0340337505035182
2020-01-28T00:00:00+0000,0.05251376076752701,0.05251376076752701,0.05251376076752701,0.0,0.05251376076752701,0.05251376076752701
2020-01-29T00:00:00+0000,-0.007868514635202661,-0.007868514635202661,-0.00786851463520255,0.0,-0.00786851463520255,-0.00786851463520255
2020-01-30T00:00:00+0000,0.02257145836670582,0.02257145836670582,0.02257145836670582,0.0,0.02257145836670582,0.02257145836670582
2020-01-31T00:00:00+0000,-0.016801730953622696,-0.016801730953622696,-0.016801730953622918,0.0,-0.016801730953622918,-0.016801730953622918
2020-02-01T00:00:00+0000,0.0034966867022181436,-0.0010000000000000009,0.0034966867022185877,0.0,-0.0010000000000000009,0.0034966867022185877
2020-02-02T00:00:00+0000,-0.005628483836490505,-0.006628483836490506,-0.0056284838364907275,0.0,-0.006635476549177621,-0.0056284838364907275
2020-02-03T00:00:00+0000,-0.0043122340351429145,-0.0043122340351429145,-0.0043122340351430255,0.0,-0.0043122340351430255,-0.0043122340351430255
2020-02-04T00:00:00+0000,-0.010152453626222191,-0.010152453626222191,-0.010152453626222191,0.0,-0.010152453626222191,-0.010152453626222191
2020-02-05T00:00:00+0000,0.045124398990107784,0.045124398990107784,0.04512439899010756,0.0,0.04512439899010756,0.04512439899010756
2020-02-06T00:00:00+0000,0.016642686300396337,0.016642686300396337,0.01664268630039656,0.0,0.01664268630039656,0.01664268630039656
2020-02-07T00:00:00+0000,0.004284690953745507,-0.0010000000000000009,0.004284690953745285,0.0,-0.0010000000000000009,0.004284690953745285
2020-02-08T00:00:00+0000,0.008270947139100038,0.007270947139100148,0.008270947139099816,0.0,0.00725232480094129,0.008270947139099816
2020-02-09T00:00:00+0000,0.025940269064096633,0.025940269064096633,0.02594026906409641,0.0,0.02594026906409641,0.02594026906409641
2020-02-10T00:00:00+0000,-0.029549672370790314,-0.029549672370790314,-0.029549672370790203,0.0,-0.029549672370790203,-0.029549672370790203
2020-02-11T00:00:00+0000,0.03769283395623524,0.03769283395623524,0.03769283395623524,0.0,0.03769283395623524,0.03769283395623524
2020-02-12T00:00:00+0000,0.010001878103272244,-0.0010000000000000009,0.010001878103272022,0.0,-0.0010000000000000009,0.010001878103272022
2020-02-13T00:00:00+0000,-0.009447639930152296,0.0,-0.009447639930152407,0.0,0.0,-0.009447639930152407
2020-02-14T00:00:00+0000,0.011398367974281731,0.0,0.011398367974281953,0.0,0.0,0.011398367974281953
2020-02-15T00:00:00+0000,-0.04252558882328161,0.0,-0.0425255888232815,0.0,0.0,-0.0425255888232815
2020-02-16T00:00:00+0000,0.0006300192034700558,0.0,0.0006300192034700558,0.0,0.0,0.0006300192034700558
2020-02-17T00:00:00+0000,-0.02065444418658624,-0.02165444418658624,-0.02065444418658635,0.0,-0.02164407074683361,-0.02065444418658635
2020-02-18T00:00:00+0000,0.04726766948279426,0.04726766948279426,0.04726766948279426,0.0,0.04726766948279426,0.04726766948279426
2020-02-19T00:00:00+0000,-0.05608876926013162,-0.0010000000000000009,-0.05608876926013162,0.0,-0.0010000000000000009,-0.05608876926013162
2020-02-20T00:00:00+0000,0.0002668153606435464,0.0,0.0002668153606435464,0.0,0.0,0.0002668153606435464
2020-02-21T00:00:00+0000,0.008319084400570498,0.0,0.00831908440057072,0.0,0.0,0.00831908440057072
2020-02-22T00:00:00+0000,-0.0027074366671659966,0.0,-0.0027074366671662187,0.0,0.0,-0.0027074366671662187
2020-02-23T00:00:00+0000,0.029588067372303906,0.0,0.029588067372303906,0.0,0.0,0.029588067372303906
2020-02-24T00:00:00+0000,-0.02826778310051925,0.0,-0.02826778310051925,0.0,0.0,-0.02826778310051925
2020-02-25T00:00:00+0000,-0.03511359305350725,-0.036113593053507254,-0.035113593053507475,0.0,-0.036086091837424616,-0.035113593053507475
2020-02-26T00:00:00+0000,-0.05693996015662561,-0.05693996015662561,-0.016693013885072494,0.0,-0.016693013885072494,-0.016693013885072494
2020-02-27T00:00:00+0000,-0.0010000000000000009,-0.0010000000000000009,0.0,0.012687347097553037,0.0,0.0
2020-02-28T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29T00:00:00+0000,0.0,-0.02023758457219116,0.0,0.00038474104046248847,0.0,0.0
2020-03-01T00:00:00+0000,0.0,0.000784878707495773,0.0,0.0,0.0,0.0
2020-03-02T00:00:00+0000,0.0,0.0446502467674057,0.0,0.0,0.0,0.0
2020-03-03T00:00:00+0000,-0.017957350205023426,-0.016957350205023425,0.0,0.0,0.0,0.0
2020-03-04T00:00:00+0000,-0.001036521397660084,-0.001036521397660084,0.0,0.0,0.0,0.0
2020-03-05T00:00:00+0000,0.03469893120664058,0.03469893120664058,0.0,0.0,0.0,0.0
2020-03-06T00:00:00+0000,0.008421096807824435,0.008421096807824435,0.0,0.0,0.0,0.0
2020-03-07T00:00:00+0000,-0.02690208731021837,-0.02690208731021837,0.0,0.0,0.0,0.0
2020-03-08T00:00:00+0000,-0.0010000000000000009,-0.09571931009256907,0.0,0.0,0.0,0.0
2020-03-09T00:00:00+0000,0.0,-0.0010000000000000009,0.0,0.0,0.0,0.0
2020-03-10T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15T00:00:00+0000,0.0,0.0,0.0,-0.0008092728285075124,0.0,0.0
2020-03-16T00:00:00+0000,0.0,0.0,0.0,0.12466941158832379,0.0,0.0
2020-03-17T00:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18T00:00:00+0000,0.0,0.014175129502469463,0.0,0.0,0.0,0.0
2020-03-19T00:00:00+0000,0.0,0.14254643759062247,0.0,0.0,0.0,0.0
2020-03-20T00:00:00+0000,0.0,0.006900301036181,0.0,0.0,0.0,0.0
2020-03-21T00:00:00+0000,0.0,-0.0028253368081913033,0.0,0.0,0.0,0.0
2020-03-22T00:00:00+0000,0.0,-0.05996243761152342,0.0,0.0,0.0,0.0
2020-03-23T00:00:00+0000,0.0,0.11162214905305134,0.0,0.0,0.0,0.0
2020-03-24T00:00:00+0000,0.0,0.04322183983604644,0.0,0.0,0.0,0.0
2020-03-25T00:00:00+0000,0.0,-0.009973771959867594,0.0,0.0,0.0,0.0
2020-03-26T00:00:00+0000,0.0,0.008963042612266436,0.0,0.0,0.0,0.0
2020-03-27T00:00:00+0000,0.0,-0.05612955989592239,0.0,0.0,0.0,0.0
2020-03-28T00:00:00+0000,0.0,-0.01925741180762719,0.0,0.0,0.0,0.0
2020-03-29T00:00:00+0000,0.0,-0.057105978369797805,0.0,0.0,0.0,0.0
