config,sharpe,cagr_pct,mdd_pct,trades,win_rate,avg_win,avg_loss,exposure_pct,d_sharpe,d_cagr,d_mdd
baseline_d1ema21,1.31,52.72,41.01,197,40.6,9.99,-3.26,43.5,0.0,0.0,0.0
antivol_th=0.3,0.8572,18.84,37.9,102,36.3,9.53,-2.91,21.4,-0.4528000000000001,-33.879999999999995,-3.1099999999999994
antivol_th=0.4,0.9223,21.81,36.01,118,35.6,9.33,-2.73,24.4,-0.38770000000000004,-30.91,-5.0
antivol_th=0.5,0.8774,21.77,36.58,135,36.3,8.66,-2.77,27.5,-0.4326000000000001,-30.95,-4.43
antivol_th=0.6,1.0603,29.56,36.58,147,37.4,9.03,-2.69,30.4,-0.24970000000000003,-23.16,-4.43
antivol_th=0.7,1.294,41.38,36.58,161,37.9,9.94,-2.72,34.1,-0.016000000000000014,-11.339999999999996,-4.43
