threshold,sharpe,cagr_pct,mdd_pct,trades,win_rate,avg_win,avg_loss,exposure_pct,d_sharpe,d_cagr,d_mdd
baseline,1.2965,57.77,51.32,221,41.2,10.88,-3.65,43.0,0.0,0.0,0.0
6,1.3108,58.7,49.46,220,41.4,10.89,-3.65,42.9,0.01429999999999998,0.9299999999999997,-1.8599999999999994
5,1.3108,58.7,49.46,220,41.4,10.89,-3.65,42.9,0.01429999999999998,0.9299999999999997,-1.8599999999999994
4,1.3185,59.0,48.69,218,40.8,11.16,-3.65,42.3,0.02200000000000002,1.2299999999999969,-2.6300000000000026
3,1.3026,57.92,48.69,218,40.8,11.16,-3.69,42.3,0.006099999999999994,0.14999999999999858,-2.6300000000000026
2,1.2103,50.59,63.6,202,41.6,11.01,-3.88,39.4,-0.08620000000000005,-7.18,12.280000000000001
