threshold,sharpe,cagr_pct,mdd_pct,trades,win_rate,avg_win,avg_loss,exposure_pct,d_sharpe,d_cagr,d_mdd
baseline,1.2965,57.77,51.32,221,41.2,10.88,-3.65,43.0,0.0,0.0,0.0
0.1,1.2564,53.94,51.6,221,41.2,10.62,-3.65,42.8,-0.040100000000000025,-3.8300000000000054,0.28000000000000114
0.05,1.1835,46.84,45.54,208,41.3,10.17,-3.58,40.4,-0.11299999999999999,-10.93,-5.780000000000001
0.02,1.0729,38.65,42.03,189,40.2,10.15,-3.53,36.7,-0.22360000000000002,-19.120000000000005,-9.29
0.0,1.1039,36.95,34.59,153,41.2,10.4,-3.41,30.4,-0.19259999999999988,-20.82,-16.729999999999997
-0.02,1.2726,30.97,25.13,75,45.3,11.84,-3.04,16.3,-0.023900000000000032,-26.800000000000004,-26.19
