label,scenario,score,cagr_pct,max_drawdown_mid_pct,sharpe,sortino,calmar,profit_factor,win_rate_pct,trades,avg_trade_pnl,fees_total,fee_drag_pct_per_year,turnover_per_year,avg_exposure,time_in_market_pct,total_return_pct,initial_cash,final_nav_mid
candidate,harsh,16.8138,10.54,36.84,0.6376,0.5619,0.2862,1.4934,54.12,85,134.23,1923.42,1.48,9.86,0.1921,55.93,104.58,10000.0,20457.51
baseline,harsh,91.0416,37.45,35.9,1.1872,1.1423,1.0433,1.8918,50.0,98,954.32,13380.36,3.7,24.65,0.4012,53.43,869.09,10000.0,96908.67
