block_size,median_sharpe,p_sharpe_gt_0,median_cagr,p_cagr_gt_0,median_mdd,sharpe_p05,sharpe_p95,cagr_p05,cagr_p95
5,1.2730883376906015,0.9995,0.33767974494396247,0.999,-0.2498877052624342,0.6502474564366213,1.884904082715239,0.13441189841984374,0.6071796251362823
10,1.2656195351102473,0.998,0.3370473537353389,0.996,-0.24601732240929935,0.6450260594456199,1.8749274155880342,0.13254884128852729,0.6157587287981171
20,1.2874187864809883,0.9985,0.34368205400916785,0.9975,-0.25033977813824393,0.6046945317329045,1.9393613116583925,0.12235612913925498,0.6619301667327806
40,1.2843733110528968,0.9985,0.338834858275179,0.998,-0.24250347405189243,0.6144303957089083,1.9078479442434662,0.11980906667262126,0.6579110597228854
