roundtrip_cost_bps,dev_sharpe,dev_cagr,dev_mdd,dev_total_return,hold_sharpe,hold_cagr,hold_mdd,hold_total_return,full_sharpe,full_cagr,full_mdd,full_total_return
0,1.8263669515838532,0.6022929237771752,-0.13612323228857692,5.591248095536693,0.3458176684509513,0.050775273055710946,-0.2501129314788475,0.11186628683805266,1.3837797919927726,0.41941729378303694,-0.3043289822573224,11.193094815008886
20,1.73542553860355,0.5620273317343814,-0.13785869341811285,4.953255404202393,0.20656080948895725,0.021714024788067388,-0.26860689381747416,0.04706620452359789,1.29138743017764,0.3829643808277392,-0.31409684371684454,9.125928045060334
50,1.5980008089433204,0.5034465078925492,-0.14045861339934695,4.109188460949671,-0.0021908264561213155,-0.02042944888922893,-0.3247480221625476,-0.043230144887928534,1.15205369059622,0.3299678728536599,-0.32851009235624096,6.6606355877385575
