signal_id,ts_ms,signal_type,trade_id,backtest_price,qty_btc,ts_utc,date
304,1728273600000,entry,153,63594.056393,3.06793565,2024-10-07 04:00:00+00:00,2024-10-07
305,1728504000000,exit,153,60970.973268,3.06793565,2024-10-09 20:00:00+00:00,2024-10-09
306,1728806400000,entry,154,62906.339191,2.96464077,2024-10-13 08:00:00+00:00,2024-10-13
307,1729670400000,exit,154,66785.494383,2.96464077,2024-10-23 08:00:00+00:00,2024-10-23
308,1729800000000,entry,155,68378.116867,2.88691636,2024-10-24 20:00:00+00:00,2024-10-24
309,1730404800000,exit,155,70021.995453,2.88691636,2024-10-31 20:00:00+00:00,2024-10-31
310,1730577600000,entry,156,69579.527377,2.89657198,2024-11-02 20:00:00+00:00,2024-11-02
311,1731628800000,exit,156,87238.286241,2.89657198,2024-11-15 00:00:00+00:00,2024-11-15
312,1731643200000,entry,157,88306.460275,2.85296267,2024-11-15 04:00:00+00:00,2024-11-15
313,1732564800000,exit,157,94574.844177,2.85296267,2024-11-25 20:00:00+00:00,2024-11-25
314,1732636800000,entry,158,92905.826193,2.89551547,2024-11-26 16:00:00+00:00,2024-11-26
315,1733443200000,exit,158,96848.708606,2.89551547,2024-12-06 00:00:00+00:00,2024-12-06
316,1733457600000,entry,159,97833.049724,2.85779615,2024-12-06 04:00:00+00:00,2024-12-06
317,1733846400000,exit,159,95563.155125,2.85779615,2024-12-10 16:00:00+00:00,2024-12-10
318,1733860800000,entry,160,95952.380464,2.83767785,2024-12-10 20:00:00+00:00,2024-12-10
319,1734566400000,exit,160,100103.831041,2.83767785,2024-12-19 00:00:00+00:00,2024-12-19
320,1736136000000,entry,161,99136.632329,2.85677964,2025-01-06 04:00:00+00:00,2025-01-06
321,1736265600000,exit,161,97854.332228,2.85677964,2025-01-07 16:00:00+00:00,2025-01-07
322,1737000000000,entry,162,99577.54291,2.79893304,2025-01-16 04:00:00+00:00,2025-01-16
323,1737331200000,exit,162,101230.263763,2.79893304,2025-01-20 00:00:00+00:00,2025-01-20
324,1737345600000,entry,163,101993.857413,2.76965692,2025-01-20 04:00:00+00:00,2025-01-20
325,1737417600000,exit,163,102157.765565,2.76965692,2025-01-21 00:00:00+00:00,2025-01-21
326,1737432000000,entry,164,103038.971744,2.73774479,2025-01-21 04:00:00+00:00,2025-01-21
327,1737936000000,exit,164,102517.415645,2.73774479,2025-01-27 00:00:00+00:00,2025-01-27
328,1738094400000,entry,165,102526.689846,2.72929695,2025-01-28 20:00:00+00:00,2025-01-28
329,1738440000000,exit,165,101567.955817,2.72929695,2025-02-01 20:00:00+00:00,2025-02-01
330,1743048000000,entry,166,87757.862088,3.14933299,2025-03-27 04:00:00+00:00,2025-03-27
331,1743177600000,exit,166,83967.119863,3.14933299,2025-03-28 16:00:00+00:00,2025-03-28
332,1744660800000,entry,167,85008.014301,3.10145214,2025-04-14 20:00:00+00:00,2025-04-14
333,1746403200000,exit,167,94183.355959,3.10145214,2025-05-05 00:00:00+00:00,2025-05-05
334,1746489600000,entry,168,94828.437363,3.07112693,2025-05-06 00:00:00+00:00,2025-05-06
335,1747656000000,exit,168,102860.462341,3.07112693,2025-05-19 12:00:00+00:00,2025-05-19
336,1747670400000,entry,169,104891.232617,3.00264622,2025-05-19 16:00:00+00:00,2025-05-19
337,1748044800000,exit,169,107211.00853,3.00264622,2025-05-24 00:00:00+00:00,2025-05-24
338,1748116800000,entry,170,109068.98724,2.94265523,2025-05-24 20:00:00+00:00,2025-05-24
339,1748548800000,exit,170,105626.034693,2.94265523,2025-05-29 20:00:00+00:00,2025-05-29
340,1748635200000,entry,171,104745.15665,2.95851328,2025-05-30 20:00:00+00:00,2025-05-30
341,1749139200000,exit,171,104426.994633,2.95851328,2025-06-05 16:00:00+00:00,2025-06-05
342,1749427200000,entry,172,105839.770444,2.91027835,2025-06-09 00:00:00+00:00,2025-06-09
343,1749729600000,exit,172,106794.075775,2.91027835,2025-06-12 12:00:00+00:00,2025-06-12
344,1750118400000,entry,173,106901.351229,2.89864888,2025-06-17 00:00:00+00:00,2025-06-17
345,1750233600000,exit,173,104868.293003,2.89864888,2025-06-18 08:00:00+00:00,2025-06-18
346,1750910400000,entry,174,107961.670753,2.80716104,2025-06-26 04:00:00+00:00,2025-06-26
347,1751385600000,exit,174,105849.261299,2.80716104,2025-07-01 16:00:00+00:00,2025-07-01
348,1751500800000,entry,175,108958.466802,2.71888784,2025-07-03 00:00:00+00:00,2025-07-03
349,1752552000000,exit,175,117031.340827,2.71888784,2025-07-15 04:00:00+00:00,2025-07-15
350,1752566400000,entry,176,116895.938325,2.71388329,2025-07-15 08:00:00+00:00,2025-07-15
351,1753416000000,exit,176,115304.259205,2.71388329,2025-07-25 04:00:00+00:00,2025-07-25
352,1753588800000,entry,177,118301.042376,2.63721211,2025-07-27 04:00:00+00:00,2025-07-27
353,1754006400000,exit,177,115648.334871,2.63721211,2025-08-01 00:00:00+00:00,2025-08-01
354,1754755200000,entry,178,117009.401703,2.59872786,2025-08-09 16:00:00+00:00,2025-08-09
355,1755000000000,exit,178,118403.727411,2.59872786,2025-08-12 12:00:00+00:00,2025-08-12
356,1755014400000,entry,179,120052.962983,2.55535009,2025-08-12 16:00:00+00:00,2025-08-12
357,1755187200000,exit,179,118139.032304,2.55535009,2025-08-14 16:00:00+00:00,2025-08-14
358,1757563200000,entry,180,114514.43861,2.6283348,2025-09-11 04:00:00+00:00,2025-09-11
359,1758470400000,exit,180,115416.117263,2.6283348,2025-09-21 16:00:00+00:00,2025-09-21
360,1759334400000,entry,181,117541.183086,2.57308542,2025-10-01 16:00:00+00:00,2025-10-01
361,1759852800000,exit,181,121724.194452,2.57308542,2025-10-07 16:00:00+00:00,2025-10-07
362,1759924800000,entry,182,123007.054861,2.53862298,2025-10-08 12:00:00+00:00,2025-10-08
363,1760112000000,exit,182,118900.000765,2.53862298,2025-10-10 16:00:00+00:00,2025-10-10
364,1761595200000,entry,183,115057.611376,2.61554277,2025-10-27 20:00:00+00:00,2025-10-27
365,1761768000000,exit,183,110529.38766,2.61554277,2025-10-29 20:00:00+00:00,2025-10-29
366,1767412800000,entry,184,90411.57381,3.18795863,2026-01-03 04:00:00+00:00,2026-01-03
367,1767801600000,exit,184,91258.622887,3.18795863,2026-01-07 16:00:00+00:00,2026-01-07
368,1767916800000,entry,185,91191.122775,3.18076175,2026-01-09 00:00:00+00:00,2026-01-09
369,1768780800000,exit,185,93579.490278,3.18076175,2026-01-19 00:00:00+00:00,2026-01-19
370,1768824000000,entry,186,93285.175258,3.18123901,2026-01-19 12:00:00+00:00,2026-01-19
371,1768939200000,exit,186,89636.066661,3.18123901,2026-01-20 20:00:00+00:00,2026-01-20
