config,sharpe_median,sharpe_p5,sharpe_p95,cagr_median,cagr_p5,cagr_p95,mdd_median,mdd_p5,mdd_p95,p_cagr_gt0,p_sharpe_gt0
long,0.572066795222211,-0.1320458192462857,1.2577161765310974,13.986627557401166,-8.606644859179774,46.374887638551584,52.1958198150775,35.19168005723753,74.98486766892776,0.844,0.918
combined,0.2958902489696864,-0.5814249150254642,1.0562907052411155,4.297775827273032,-13.788422320769998,31.70759797723163,50.35123075872925,33.29417071745125,75.57791311030425,0.63,0.724
