entry_bar_idx,entry_fill_bar_idx,entry_ts_ms,exit_ts_ms,entry_fill_price,exit_fill_price,qty,return_pct,pnl_usd
2209,2210,1546588800000,1547107200000,3787.064226,3773.763404,2.63661292,-0.351217,-49.994048
2428,2429,1549742400000,1551024000000,3657.214473,3774.482685,2.71248740,3.206490,302.731191
2536,2537,1551297600000,1551686400000,3817.054193,3723.273932,2.67420045,-2.456875,-265.722389
2568,2569,1551758400000,1552377600000,3716.713928,3830.856269,2.67089569,3.071055,289.514559
2616,2617,1552449600000,1553529600000,3891.778862,3958.958071,2.62120958,1.726183,160.524897
2694,2695,1553572800000,1554336000000,3940.077124,4927.658643,2.62588100,25.065030,2573.862379
2757,2758,1554480000000,1554984000000,4971.467742,4996.010240,2.59494493,0.493667,44.239875
2799,2800,1555084800000,1556236800000,5042.488709,5215.250835,2.56332484,3.426128,422.792876
2885,2886,1556323200000,1557676800000,5320.316329,6835.659211,2.50517754,28.482195,3770.516137
2984,2985,1557748800000,1557864000000,7232.467046,7730.513685,2.36063892,6.886262,1148.334853
3010,3011,1558123200000,1559260800000,7142.867514,8258.834967,2.54719643,15.623522,2811.033001
3094,3095,1559332800000,1559606400000,8453.166831,8107.546369,2.48118359,-4.088651,-887.722287
3121,3122,1559721600000,1559980800000,7831.855986,7902.131938,2.56083009,0.897309,149.610746
3140,3141,1559995200000,1560009600000,7989.313325,7911.182880,2.52529840,-0.977937,-227.269835
3168,3169,1560398400000,1561593600000,8090.094031,13085.284895,2.46205456,61.744534,12250.107431
3265,3266,1561795200000,1561996800000,11889.380469,10379.782428,2.70158569,-12.697029,-4120.371268
3288,3289,1562126400000,1562817600000,11300.752282,11689.471755,2.47398326,3.439766,918.306134
3342,3343,1562904000000,1563120000000,11200.702307,10402.769423,2.57420722,-7.123954,-2094.212917
3478,3479,1564862400000,1565136000000,10861.993853,11470.211180,2.45798959,5.599500,1452.701371
3503,3504,1565222400000,1565611200000,11987.018034,11316.684822,2.34497064,-5.592160,-1611.717643
3531,3532,1565625600000,1565755200000,11411.402850,10644.267744,2.31854062,-6.722531,-1815.652656
3679,3680,1567756800000,1567972800000,10726.588549,10330.052195,2.29385516,-3.696761,-945.140428
3708,3709,1568174400000,1568203200000,10103.445873,10053.009446,2.33827779,-0.499200,-153.194472
3729,3730,1568476800000,1568664000000,10368.140369,10111.271140,2.26041636,-2.477486,-614.914933
3983,3984,1572134400000,1572451200000,9239.232307,9084.628553,2.46635409,-1.673340,-414.916468
4007,4008,1572480000000,1573228800000,9163.176309,8811.941445,2.43788758,-3.833113,-888.494896
4063,4064,1573286400000,1573531200000,8831.735116,8731.911535,2.42513745,-1.130283,-273.850032
4340,4341,1577275200000,1577289600000,7224.138724,7182.392217,2.92251483,-0.577875,-153.490757
4362,4363,1577592000000,1577808000000,7314.368887,7187.806799,2.86118604,-1.730321,-392.966158
4403,4404,1578182400000,1578556800000,7361.546029,7941.622417,2.78529101,7.879817,1582.501954
4438,4439,1578686400000,1579435200000,8066.110065,8672.481010,2.73408985,7.517514,1622.305637
4502,4503,1579608000000,1579795200000,8665.418924,8349.454279,2.72812141,-3.646271,-896.157398
