entry_bar,exit_bar,bars_held,entry_price,exit_price,gross_ret,net_ret,exit_reason,mfe,mae,win,entry_volume_z,entry_range_z,entry_body_ratio,entry_close_pos,entry_upper_wick,entry_lower_wick,entry_taker_ratio,entry_taker_imbalance,entry_range_per_vol,entry_taker_price_align,entry_vdo,entry_ema_spread,entry_ratr_pct,entry_vol_accel,entry_range_accel,entry_body_consist_6,entry_wick_asym,entry_rangepos_84,entry_rangepos_168,entry_ret_168,entry_relvol_168,entry_trendq_84,entry_vol_ratio_5_20,entry_range_vol_84,entry_taker_imbal_12,entry_taker_imbal_168,entry_trade_surprise_168,entry_d1_dist_mean_21,entry_d1_rangevol_84,entry_d1_rangevol84_rank365,entry_d1_taker_imbal_12
125,135,10,4484.03,4190.01,-0.06557048012613644,-0.07057048012613644,trail,0.060430014964217516,-0.06557048012613644,0,-0.5256681164867409,0.7978643245578431,0.6066863323500504,0.20488066505765623,0.1884330025922934,0.20488066505765623,0.4526140186428953,-0.09477196271420939,2.566558982230321,0.09477196271420939,0.072619602076997,0.010318427217433897,0.04015240783648792,5.20647270676231,4.231889540382091,3.0,-0.016447662465362833,0.65935982158226,,,,0.529792613262692,0.2991028157614766,0.03280442822733036,-0.05098927045880308,,,0.06387306579464647,,,-0.300771550904842
136,143,7,4282.8,4144.0,-0.03240870458578504,-0.03740870458578504,trend,0.010467451200149417,-0.03240870458578504,0,2.01674832346661,1.2261043712095885,0.317089184752874,0.8126937807769486,0.18730621922305132,0.4956045960240747,0.3393402917646737,-0.32131941647065265,0.952122359576546,-0.32131941647065265,0.009877289341402667,0.014506658333091331,0.040340906215919785,1.2789882636208385,1.3276671993801148,-2.0,-0.30829837680102334,0.5087599817391242,,,,0.0026100095620054924,1.3367220084902343,0.035199249607231274,-0.13437551161314887,,,0.07562173379326054,,,-0.28100903188555726
275,355,80,4419.85,5400.01,0.22176318200843914,0.21676318200843914,trail,0.32809710736789693,-0.0626288222450989,1,-0.2314717371049426,0.46366319658330274,0.11028390466137224,0.22134563031279622,0.7786543696872038,0.111061725651424,0.5581658826028824,0.11633176520576477,1.4100402212034169,0.11633176520576477,0.017336831276040437,0.04299612465804796,0.02476298605106162,1.1384745754155863,1.6897296282388194,4.0,0.6675926440357798,0.8670871070226187,0.8129732855208234,0.01827895800263102,0.8176864952784642,1.0926308112882612,0.4358101950501592,0.028208592953989815,-0.17107346950102886,-0.08989919958965054,0.1337144854682909,0.11839861921411221,,,-0.051300773009702594
377,407,30,5585.0,5625.03,0.007167412712623052,0.0021674127126230522,trail,0.10116204118173676,-0.0012569382273948857,1,0.8823335060131766,0.15471278760060553,0.5104934770277937,0.6717243335224036,0.3282756664775964,0.16123085649460994,0.5652465473957923,0.13049309479158466,0.515029558694454,0.13049309479158466,0.013896061163549231,0.10589537154639508,0.024466460644384406,0.8298801707071765,0.6414407858832085,4.0,0.16704480998298643,0.8138829112177894,0.8604323988827971,0.4591160134390202,1.70125594239285,2.1796947914266482,0.8883857077604254,0.025804568346941354,-0.0668846897402956,-0.030928126961981106,-0.3899983454012287,0.1387693255763438,,,0.021392003886125277
411,489,78,5635.07,7028.95,0.24735806298768254,0.24235806298768253,trail,0.33734097358151727,-0.03175825677409509,1,0.7307439655481998,-0.8028733362497973,0.0005879586077054612,0.012699905926621916,0.987300094073378,0.012111947318916454,0.5569774469763697,0.11395489395273944,0.255006790245484,0.11395489395273944,0.01830825903365879,0.0828598841310498,0.027972268172584646,0.8841088133757744,0.6305798605961708,0.0,0.9751881467544616,0.6404143826195474,0.7668034409687623,0.4426222373551314,1.6754823209630605,0.8244098435766383,0.2757155144992387,0.02923429727981967,-0.1415051390679859,-0.06795427259297149,-0.5777123591547215,0.132015348485913,,,-0.07966774117994513
502,512,10,7303.0,6760.02,-0.07435026701355602,-0.07935026701355602,trail,0.005757907709160644,-0.07435026701355602,0,2.332004332984333,1.8999424097728177,0.548170803434891,0.9598400188213158,0.040159981178684245,0.4116692153864248,0.4577646396485511,-0.08447072070289781,0.7022101146876872,-0.08447072070289781,0.001068655911697719,0.10643111347744695,0.023588736784363577,0.5514426282474539,0.3798412896999152,2.0,-0.37150923420774057,0.7817653353520342,0.8422155101930495,0.5146958474975265,2.09882498205882,2.0957881513259218,0.923253334667167,0.025627972808102414,-0.11671239041278325,-0.10392643074873331,0.13461239759787838,0.12397023583890321,,,-0.12567626172210844
513,521,8,6526.31,5956.02,-0.08738322267866527,-0.09238322267866528,trail,0.031210592202944632,-0.08738322267866527,0,2.363734641924106,2.746090781319429,0.4180858676207514,0.3136135957066197,0.26830053667262893,0.3136135957066197,0.5080797851493152,0.016159570298630382,0.8675178644353392,-0.016159570298630382,0.01837283240529214,0.07791056276972005,0.028708585230473566,0.6992563742121622,1.5935914248246776,-4.0,-0.045313059033990744,0.4188243870298461,0.5447737429860876,0.17401002700130785,2.1608127048092602,0.9117976162019225,1.265968932358582,0.02751520079730363,-0.12010095253946274,-0.11587474192265779,-0.1423160873834022,0.09994731076263119,0.07661762479181587,,-0.12843201185967568
533,627,94,6590.9,9306.0,0.41194677509900024,0.40694677509900024,trail,0.6350270827959763,-0.02744693440956465,1,-0.1721127661560673,-0.08424933922338294,0.5703913420704141,0.5703913420704141,0.4296086579295859,0.0,0.4860079621119605,-0.027984075776078973,0.6794100082787246,-0.027984075776078973,0.03531413272505846,0.0020577227151353824,0.04125669647725225,1.6305139821461216,0.8994906760864197,4.0,0.4296086579295859,0.517744303704279,0.5684151577375395,0.1727559203631308,0.9492194528897472,0.3972673176296068,0.40490684109669145,0.03844015587631171,-0.04638077634494342,-0.11297947722316037,-0.030916461146924798,-0.0037583078964306127,0.08098083236239878,,-0.10874113854869749
628,632,4,9687.88,8980.0,-0.07306861769551225,-0.07806861769551225,trail,0.07402032229961565,-0.07306861769551225,0,5.606075990672938,2.803516784518868,0.3729615384615377,0.6037307692307685,0.39626923076923154,0.23076923076923078,0.6652108257513986,0.3304216515027971,0.2891034102043938,0.3304216515027971,0.07615429076266769,0.15333904660887493,0.026931239845381923,1.075060638735158,0.42362525458248473,2.0,0.16550000000000076,0.6183384114222671,0.7301850035648414,0.4343957192647889,6.20338663362376,1.5981007262334597,1.427899378714689,0.030622889519747988,0.21444147250687284,0.014845942748659136,-0.5331463595214434,0.27770540160924884,0.07717890426650356,,0.008145636701855752
633,686,53,9761.0,14405.48,0.4758201003995492,0.4708201003995492,trail,0.7005429771539802,-0.022641122835775022,1,0.7666885281806964,1.826922415175673,0.8977229623329008,0.9781606685134312,0.021839331486568817,0.08043770618053032,0.5969662888373202,0.19393257767464023,0.7289330202635594,0.19393257767464023,0.043530942578981435,0.144611116163938,0.03153543133037742,0.5623137164544825,0.9069575914265443,0.0,-0.05859837469396151,0.6031412856527669,0.7424226195058761,0.3980435125109212,1.9374157442443392,1.041382224043428,1.174628587003997,0.03443886802269057,0.2342053125748158,0.027451888459223417,-0.19487691098076204,0.23266037891894875,0.07975086613183227,,0.0763137805395091
