trade_id,return_pct,pnl_usd,days_held,mfe_pct,mae_pct,edge_ratio
1,-0.351217,-49.994048,6.0,7.465829918037419,2.2047216793095865,3.386291334684639
2,3.20649,302.731191,14.833333,14.78681469168516,2.436402722832599,6.069117618820334
3,-2.456875,-265.722389,4.5,1.8586533859043919,3.8344803505387355,0.48472106152356614
4,3.071055,289.514559,7.166667,6.861869838264288,0.14135949394489117,48.54198078085494
5,1.726183,160.524897,12.5,4.561953397032456,2.0902745218723653,2.182466154228432
6,25.06503,2573.862379,8.833333,33.88088187077833,1.1694472607993527,28.97170569934015
7,0.493667,44.239875,5.833333,9.06235907343438,0.8944590271465914,10.131664836950842
8,3.426128,422.792876,13.333333,11.056272471268706,1.8341877262892687,6.027884884845766
9,28.482195,3770.516137,15.666667,41.378435695641876,2.6599232122462775,15.556251964393445
10,6.886262,1148.334853,1.333333,15.67283952751522,0.4083951687873265,38.376652628025866
11,15.623522,2811.033001,13.166667,27.03945554379214,1.020143714792126,26.505535594366677
12,-4.088651,-887.722287,3.166667,4.277842567520009,7.958754919313632,0.5375014824415442
13,0.897309,149.610746,3.0,3.4237607851743816,4.9448813498650015,0.6923848203694215
14,-0.977937,-227.269835,0.166667,0.0,2.9829012244929083,0.0
15,61.744534,12250.107431,13.833333,72.6803167734405,0.9896551349490723,73.44004411918766
16,-12.697029,-4120.371268,2.333333,2.9826577753535957,15.639002165403742,0.19071918680027847
17,3.439766,918.306134,8.0,16.338095658824926,4.462643454305912,3.6610802153733877
18,-7.123954,-2094.212917,2.5,6.1094177333178585,8.08612069293165,0.7555437230436477
19,5.5995,1452.701371,3.166667,13.52151517370225,2.8539313978195815,4.737855711609872
20,-5.59216,-1611.717643,4.5,0.6088417135353695,7.298796343831379,0.08341672857469654
21,-6.722531,-1815.652656,1.5,0.5488120156935854,7.627483329098318,0.07195191284127829
22,-3.696761,-945.140428,2.5,1.6713743626972108,5.3753208335165725,0.3109348101188196
23,-0.4992,-153.194472,0.333333,0.38139588695155857,2.2115808389405776,0.17245396606630947
24,-2.477486,-614.914933,2.166667,0.5000861210851835,2.7983838824896665,0.17870533210771167
25,-1.67334,-414.916468,3.666667,7.17448886416446,2.5783777167234287,2.7825592882030157
26,-3.833113,-888.494896,8.666667,3.825133110837755,5.098410128168586,0.7502599858932477
27,-1.130283,-273.850032,2.833333,3.571833618837903,2.412381182198485,1.4806257175256066
28,-0.577875,-153.490757,0.166667,0.441039094309613,1.3188938867337383,0.33440074197466585
29,-1.730321,-392.966158,2.5,2.9268569347177937,2.315427203856302,1.2640677840543493
30,7.879817,1582.501954,4.333333,14.85359144251029,0.591533746151356,25.11030273277037
31,7.517514,1622.305637,8.666667,14.044811264300542,1.3155047990285496,10.676366421978926
32,-3.646271,-896.157398,2.166667,1.7608043804715239,4.143237934009434,0.42498268468197375
33,16.74632,3763.33484,18.0,22.320888736128392,1.0915310749680331,20.449155546746194
34,-2.865197,-795.894347,4.166667,3.1924040335563384,3.6772617206775555,0.8681470822718924
35,-3.85659,-1024.185316,3.666667,2.8131475651619424,6.2143483186083746,0.45268585231024056
36,-0.766532,-224.621031,4.666667,4.236152826846109,1.9199362790437016,2.206402823408331
37,2.548915,581.467149,6.833333,11.006382834944812,1.7552686352128266,6.270483397323559
38,-5.956309,-1513.471124,2.833333,0.57051131447201,7.6446869222787175,0.0746284733792542
39,0.377498,52.814503,5.0,8.258269833591497,3.9851860919495032,2.072241958857097
40,23.639721,5462.775197,7.0,32.47396709086163,0.45925717819500317,70.70976488270152
41,-1.95328,-603.029305,9.5,14.583676605840367,7.611433097287547,1.916022438801635
42,4.233015,1144.147371,10.5,14.302933884030574,5.80059720110043,2.4657691937852824
43,-5.076139,-1522.043305,2.5,1.4460956441545494,5.803144684793233,0.24919172667604683
44,-0.50955,-181.842683,0.166667,0.1455714684130888,1.278397852823813,0.11387023851107114
45,-0.032556,-49.970007,4.833333,9.705506629952259,2.0682828099096695,4.69254329410403
46,-1.694585,-502.673422,7.666667,3.2733736221586476,5.818410420913243,0.5625889865715019
47,-1.495258,-439.442466,2.0,0.2142891944960459,3.7197744399058243,0.05760811521181138
48,-3.395678,-930.014541,0.666667,0.21075939337289012,4.5769728547903235,0.04604777001294784
49,-3.172528,-839.3725,1.333333,0.0,3.393134007151005,0.0
50,-1.145009,-315.864432,0.5,0.017739336611229655,1.2839901512534353,0.01381578869114569
51,16.840574,4011.561184,7.5,25.19299520118056,0.3492069350340197,72.14345613934115
52,1.441592,361.566627,9.0,7.6096305759282235,2.4790927603532658,3.0695223259188844
53,3.080331,829.726939,6.666667,8.68292443300018,1.7568427805014455,4.942345740534542
54,-3.762374,-1138.65016,6.166667,0.5118518139398943,6.2118729095534615,0.08239895139398282
55,0.159613,2.62148,1.166667,1.4302322611582579,1.1656205439780263,1.2270136010791004
56,-2.800311,-822.730664,2.5,2.7976554170313173,4.80073071861228,0.5827561638033345
57,-3.094097,-876.682994,3.166667,1.957968300409398,6.0988688597978795,0.3210379408738896
58,-3.962348,-1073.691789,3.666667,0.06602694593092821,4.9372744013656185,0.013373157042408983
59,20.260746,5027.220929,19.833333,26.728359756132058,0.9817534424701297,27.22512455763075
60,11.229217,3320.671371,9.5,21.350252812323376,1.7582264392303544,12.14306208571703
61,16.179084,5327.755226,14.833333,26.39031455848387,0.3407802021034199,77.44086773701407
62,11.440252,4346.72033,10.666667,18.24056042982591,1.1034953750869714,16.529802336859174
63,68.073869,29055.402736,24.5,90.32440192825158,3.8348203011643482,23.553750850027264
64,13.393328,9492.770545,6.0,34.363666865705774,4.231856036123896,8.120235322839727
65,-0.83891,-801.574155,5.166667,14.506180672644097,7.538400743635513,1.9243047916882516
66,-9.797859,-7970.136072,3.666667,6.112938435283131,12.987390483067832,0.47068257809394487
67,-3.187471,-2404.844737,0.166667,0.7086373024870456,3.168732908038243,0.22363428002701613
68,58.342363,40470.000454,20.5,73.73294375708929,0.2609366497838867,282.57028599913616
69,-8.168976,-9133.6586,2.333333,6.338032102078728,9.875628893210822,0.6417851633161228
70,-7.782793,-7974.218172,1.833333,2.9524839895144517,8.522610002291165,0.3464295548805735
71,15.946111,14598.315506,13.166667,27.829830487651176,4.299185829211413,6.473279265705972
72,-5.939132,-6505.542521,4.833333,1.963769773749838,9.02446403413009,0.21760514157106225
73,-3.48369,-3640.767718,2.0,5.657191221348492,4.871584826932739,1.1612630021492183
74,-0.264454,-399.786902,9.833333,6.712327594878201,3.0516022118494517,2.199607658171847
75,5.19583,4837.002109,7.666667,12.223030253899847,0.5904746973586428,20.700345516203917
76,-5.124388,-5303.338257,2.0,4.112191080515103,6.091242960558528,0.6750988438881843
77,-5.738881,-5600.925847,7.166667,3.1311299179040173,15.761799764535542,0.19865307037773317
78,8.046392,7057.590513,1.5,17.763403839047008,1.6582645048202944,10.71204490442375
79,7.168227,6757.109493,6.333333,15.567707219619486,0.5027123805723392,30.967423563142834
80,17.917037,18277.642558,13.666667,27.140806020511775,1.4101535202318132,19.246703022838346
81,3.838405,4460.632417,6.333333,10.103749126507578,4.225654247435909,2.391049654059711
82,-0.553987,-881.744591,11.5,12.910274397509008,8.589937045990197,1.5029533194932498
83,-6.520204,-8280.904659,1.833333,0.31619847371469584,8.684175519814916,0.03641088011098086
84,31.797029,36615.813013,19.166667,40.36953320151604,1.76018236787629,22.934858306882727
85,-1.679495,-2781.802884,2.333333,4.592678987216157,4.782367067182708,0.9603359429960494
86,-0.767437,-1367.620622,8.666667,5.016745015989908,5.522511329943418,0.908417333394825
