peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13326.27,2019-05-12T15:59:59Z,12266.09,2019-05-13T15:59:59Z,7.96,2,8,0.3,1.3
2019-05-14T07:59:59Z,14717.75,2019-05-23T07:59:59Z,12573.42,2019-06-15T15:59:59Z,14.57,54,194,9.0,32.3
2019-06-26T19:59:59Z,23235.8,2020-05-26T15:59:59Z,10873.35,2020-12-25T11:59:59Z,53.2,2009,3286,334.8,547.7
2021-01-03T07:59:59Z,32596.39,2021-01-04T11:59:59Z,29181.58,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,38888.14,2021-01-27T15:59:59Z,30794.47,2021-02-21T19:59:59Z,20.81,115,266,19.2,44.3
2021-02-21T19:59:59Z,39057.31,2021-03-06T15:59:59Z,34514.24,2021-03-11T23:59:59Z,11.63,77,109,12.8,18.2
2021-03-14T03:59:59Z,41637.77,2021-03-25T15:59:59Z,35550.07,2021-04-30T15:59:59Z,14.62,69,285,11.5,47.5
2021-05-03T07:59:59Z,43146.67,2021-09-28T23:59:59Z,32345.72,2021-10-10T07:59:59Z,25.03,892,960,148.7,160.0
2021-10-20T15:59:59Z,51875.79,2021-10-27T23:59:59Z,46440.28,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,52530.86,2023-06-15T15:59:59Z,30199.82,2024-02-28T15:59:59Z,42.51,3501,5049,583.5,841.5
2024-03-04T23:59:59Z,59559.18,2024-08-07T19:59:59Z,33975.79,2025-01-20T07:59:59Z,42.95,935,1928,155.8,321.3
2025-01-20T11:59:59Z,60336.15,2025-04-21T19:59:59Z,38531.42,,36.14,548,,91.3,
