config_id,bucket,timeframe,family,feature,mode,tail,threshold_spec,threshold_value,params,formula,bars,days,cagr,sharpe_daily,max_drawdown,trade_count,exposure,total_return,positive_fold_share,worst_fold_cagr,isolated_quarter_flag,largest_positive_fold_share,stage1_pass_gate,cost_side
native_d1|posfrac_5|high|abs|0.550,native_d1,1d,directional_persistence,posfrac_5,absolute,high,0.550,0.55,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.19187037706073218,0.6047485447361955,-0.764436214049327,149,0.5324980422866092,0.8472029905171283,0.6428571428571429,-0.8690405693899665,0,0.43484824842601993,1,0.001
native_d1|posfrac_5|high|abs|0.650,native_d1,1d,directional_persistence,posfrac_5,absolute,high,0.650,0.65,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.33711033423431847,1.1692008940188114,-0.3689604736747778,78,0.16836335160532498,1.7612796775879542,0.5714285714285714,-0.5456043360810237,0,0.3326730441958669,1,0.001
native_d1|posfrac_5|high|abs|0.750,native_d1,1d,directional_persistence,posfrac_5,absolute,high,0.750,0.75,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.33711033423431847,1.1692008940188114,-0.3689604736747778,78,0.16836335160532498,1.7612796775879542,0.5714285714285714,-0.5456043360810237,0,0.3326730441958669,1,0.001
native_d1|posfrac_5|low|abs|0.250,native_d1,1d,directional_persistence,posfrac_5,absolute,low,0.250,0.25,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,-0.06327572552140426,0.043297543127290956,-0.5156435510377356,76,0.15270164447924825,-0.2043023407544502,0.5714285714285714,-0.877283705648986,0,0.2497422999808536,0,0.001
native_d1|posfrac_5|low|abs|0.350,native_d1,1d,directional_persistence,posfrac_5,absolute,low,0.350,0.35,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,-0.06327572552140426,0.043297543127290956,-0.5156435510377356,76,0.15270164447924825,-0.2043023407544502,0.5714285714285714,-0.877283705648986,0,0.2497422999808536,0,0.001
native_d1|posfrac_5|low|abs|0.450,native_d1,1d,directional_persistence,posfrac_5,absolute,low,0.450,0.45,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.06902471210976846,0.4083200113125044,-0.5339205537387812,149,0.46750195771339076,0.26283898577016873,0.5714285714285714,-0.7794916470979218,0,0.2272642332214313,1,0.001
native_d1|posfrac_5|high|q|0.60,native_d1,1d,directional_persistence,posfrac_5,train_quantile,high,q0.60,0.6,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.19187037706073218,0.6047485447361955,-0.764436214049327,149,0.5324980422866092,0.8472029905171283,0.6428571428571429,-0.8690405693899665,0,0.43484824842601993,1,0.001
native_d1|posfrac_5|high|q|0.70,native_d1,1d,directional_persistence,posfrac_5,train_quantile,high,q0.70,0.7,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.19187037706073218,0.6047485447361955,-0.764436214049327,149,0.5324980422866092,0.8472029905171283,0.6428571428571429,-0.8690405693899665,0,0.43484824842601993,1,0.001
native_d1|posfrac_5|high|q|0.80,native_d1,1d,directional_persistence,posfrac_5,train_quantile,high,q0.80,0.8,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.30622725197324185,0.8342345699852928,-0.6639498919432247,138,0.4878621769772905,1.5446545511299807,0.6428571428571429,-0.8690405693899665,0,0.46054982613567874,1,0.001
native_d1|posfrac_5|low|q|0.40,native_d1,1d,directional_persistence,posfrac_5,train_quantile,low,q0.40,0.4,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.06902471210976846,0.4083200113125044,-0.5339205537387812,149,0.46750195771339076,0.26283898577016873,0.5714285714285714,-0.7794916470979218,0,0.2272642332214313,1,0.001
native_d1|posfrac_5|low|q|0.30,native_d1,1d,directional_persistence,posfrac_5,train_quantile,low,q0.30,0.3,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.06902471210976846,0.4083200113125044,-0.5339205537387812,149,0.46750195771339076,0.26283898577016873,0.5714285714285714,-0.7794916470979218,0,0.2272642332214313,1,0.001
native_d1|posfrac_5|low|q|0.20,native_d1,1d,directional_persistence,posfrac_5,train_quantile,low,q0.20,0.2,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,1277,1277,0.06902471210976846,0.4083200113125044,-0.5339205537387812,149,0.46750195771339076,0.26283898577016873,0.5714285714285714,-0.7794916470979218,0,0.2272642332214313,1,0.001
native_d1|posfrac_10|high|abs|0.550,native_d1,1d,directional_persistence,posfrac_10,absolute,high,0.550,0.55,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.30292038856953507,0.8642158610983016,-0.5069466028846912,89,0.3790133124510572,1.5222025878422394,0.6428571428571429,-0.6446337349638899,0,0.3590862251492319,1,0.001
native_d1|posfrac_10|high|abs|0.650,native_d1,1d,directional_persistence,posfrac_10,absolute,high,0.650,0.65,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.3373747038016579,1.1253897754746185,-0.23656538286444317,51,0.16992952231793265,1.7631889260708085,0.5714285714285714,-0.49716406640347577,0,0.4152085768696754,1,0.001
native_d1|posfrac_10|high|abs|0.750,native_d1,1d,directional_persistence,posfrac_10,absolute,high,0.750,0.75,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.12328239406565955,0.8049544079571639,-0.16024670369009775,22,0.05168363351605325,0.5014859197171728,0.5714285714285714,-0.33670007587533735,0,0.4373042579861439,1,0.001
native_d1|posfrac_10|low|abs|0.250,native_d1,1d,directional_persistence,posfrac_10,absolute,low,0.250,0.25,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.014325048836291376,0.17788395037454993,-0.1771887607238921,14,0.02975724353954581,0.050985617334182276,0.7142857142857143,-0.23990978648015615,0,0.42100173943896907,0,0.001
native_d1|posfrac_10|low|abs|0.350,native_d1,1d,directional_persistence,posfrac_10,absolute,low,0.350,0.35,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.14272728125393996,0.5942398570609377,-0.3553147238877654,55,0.1331245105716523,0.594340057082339,0.7142857142857143,-0.6698076885432656,0,0.2972433991717683,1,0.001
native_d1|posfrac_10|low|abs|0.450,native_d1,1d,directional_persistence,posfrac_10,absolute,low,0.450,0.45,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.041233968629266204,0.3377163596532748,-0.4706975703691826,84,0.3328112764291308,0.15173638223550445,0.7142857142857143,-0.8251327433513748,0,0.17142578779923534,1,0.001
native_d1|posfrac_10|high|q|0.60,native_d1,1d,directional_persistence,posfrac_10,train_quantile,high,q0.60,0.6,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.3309053300013083,0.9062673444525816,-0.5069466028846912,87,0.4158183241973375,1.716737750656164,0.5714285714285714,-0.6446337349638899,0,0.3362418550206423,1,0.001
native_d1|posfrac_10|high|q|0.70,native_d1,1d,directional_persistence,posfrac_10,train_quantile,high,q0.70,0.7,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.30292038856953507,0.8642158610983016,-0.5069466028846912,89,0.3790133124510572,1.5222025878422394,0.6428571428571429,-0.6446337349638899,0,0.3590862251492319,1,0.001
native_d1|posfrac_10|high|q|0.80,native_d1,1d,directional_persistence,posfrac_10,train_quantile,high,q0.80,0.8,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.4485191687454033,1.194962412953508,-0.4132173403339374,71,0.31949882537196556,2.6528266030149896,0.7142857142857143,-0.6446337349638899,0,0.34024098071208736,1,0.001
native_d1|posfrac_10|low|q|0.40,native_d1,1d,directional_persistence,posfrac_10,train_quantile,low,q0.40,0.4,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.047063318999841286,0.3880548154291318,-0.6803748264590854,90,0.6209866875489428,0.17443806908270698,0.5,-0.909095177956951,0,0.2526991315998442,1,0.001
native_d1|posfrac_10|low|q|0.30,native_d1,1d,directional_persistence,posfrac_10,train_quantile,low,q0.30,0.3,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,-0.029087276154764585,0.2374502834750305,-0.6968004634861478,87,0.4815974941268598,-0.09805732733043793,0.5714285714285714,-0.909095177956951,0,0.3120521543237168,0,0.001
native_d1|posfrac_10|low|q|0.20,native_d1,1d,directional_persistence,posfrac_10,train_quantile,low,q0.20,0.2,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,1277,1277,0.041233968629266204,0.3377163596532748,-0.4706975703691826,84,0.3328112764291308,0.15173638223550445,0.7142857142857143,-0.8251327433513748,0,0.17142578779923534,1,0.001
native_d1|posfrac_20|high|abs|0.550,native_d1,1d,directional_persistence,posfrac_20,absolute,high,0.550,0.55,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.4778400589412459,1.1175306822946196,-0.5155698901436708,49,0.4487079091620987,2.9179370227948933,0.42857142857142855,-0.47297338327087446,0,0.4802266987230541,0,0.001
native_d1|posfrac_20|high|abs|0.650,native_d1,1d,directional_persistence,posfrac_20,absolute,high,0.650,0.65,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.002692845005473954,0.13638527415856178,-0.4634268202030809,43,0.13390759592795615,0.009446505789439508,0.35714285714285715,-0.4972684807626334,0,0.6225666851709488,0,0.001
native_d1|posfrac_20|high|abs|0.750,native_d1,1d,directional_persistence,posfrac_20,absolute,high,0.750,0.75,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.06376726962775625,0.6398647615111103,-0.12861761453619236,5,0.015661707126076743,0.24125816270033806,0.9285714285714286,-0.0009401235431759636,1,0.9364946430457606,0,0.001
native_d1|posfrac_20|low|abs|0.250,native_d1,1d,directional_persistence,posfrac_20,absolute,low,0.250,0.25,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.04893340358674747,0.7541765525542728,-0.011387870471820105,1,0.0031323414252153485,0.1817880633301383,1.0,0.0,1,1.0,0,0.001
native_d1|posfrac_20|low|abs|0.350,native_d1,1d,directional_persistence,posfrac_20,absolute,low,0.350,0.35,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.23854320098100934,1.1601542126885687,-0.13270465462981706,36,0.08300704776820673,1.112707092762379,0.7142857142857143,-0.19885183076797897,0,0.29512881659013573,1,0.001
native_d1|posfrac_20|low|abs|0.450,native_d1,1d,directional_persistence,posfrac_20,absolute,low,0.450,0.45,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,-0.053512834654855235,0.1526361387170178,-0.5600661764879317,55,0.40015661707126077,-0.17492872131154769,0.6428571428571429,-0.8770386077630007,0,0.33579508484726683,0,0.001
native_d1|posfrac_20|high|q|0.60,native_d1,1d,directional_persistence,posfrac_20,train_quantile,high,q0.60,0.6,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.4778400589412459,1.1175306822946196,-0.5155698901436708,49,0.4487079091620987,2.9179370227948933,0.42857142857142855,-0.47297338327087446,0,0.4802266987230541,0,0.001
native_d1|posfrac_20|high|q|0.70,native_d1,1d,directional_persistence,posfrac_20,train_quantile,high,q0.70,0.7,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,1277,1277,0.31903251981482783,0.9385364194682757,-0.4603384028932448,56,0.341425215348473,1.6329435799587406,0.5,-0.5817678183831919,0,0.45820935616568204,1,0.001
