config_id,bucket,timeframe,family,feature,mode,tail,threshold_spec,threshold_value,params,formula,bars,days,cagr,sharpe_daily,max_drawdown,trade_count,exposure,total_return,positive_fold_share,worst_fold_cagr,isolated_quarter_flag,largest_positive_fold_share,stage1_pass_gate,cost_side
transported_d1_on_h4|posfrac_5|high|abs|0.550,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,absolute,high,0.550,0.55,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.192066212494038,0.6051186388191995,-0.7643573608483124,149,0.5324370186659705,0.8482643600215145,0.6428571428571429,-0.869003764556634,0,0.43475770693005944,1,0.001
transported_d1_on_h4|posfrac_5|high|abs|0.650,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,absolute,high,0.650,0.65,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.33708492076348984,1.1693287926538094,-0.3688726931576003,78,0.1683853282861245,1.7610961938816767,0.5714285714285714,-0.5454385772046078,0,0.3327390124119184,1,0.001
transported_d1_on_h4|posfrac_5|high|abs|0.750,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,absolute,high,0.750,0.75,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.33708492076348984,1.1693287926538094,-0.3688726931576003,78,0.1683853282861245,1.7610961938816767,0.5714285714285714,-0.5454385772046078,0,0.3327390124119184,1,0.001
transported_d1_on_h4|posfrac_5|low|abs|0.250,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,absolute,low,0.250,0.25,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,-0.06333378759043151,0.043075702650176455,-0.5155294980409973,76,0.15272157681764784,-0.20447476402844955,0.5714285714285714,-0.8772586981210607,0,0.24969801840214093,0,0.001
transported_d1_on_h4|posfrac_5|low|abs|0.350,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,absolute,low,0.350,0.35,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,-0.06333378759043151,0.043075702650176455,-0.5155294980409973,76,0.15272157681764784,-0.20447476402844955,0.5714285714285714,-0.8772586981210607,0,0.24969801840214093,0,0.001
transported_d1_on_h4|posfrac_5|low|abs|0.450,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,absolute,low,0.450,0.45,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.06906408189829882,0.4083677245012922,-0.533907357058153,149,0.4675629813340295,0.2630015945358435,0.5714285714285714,-0.7795493847110417,0,0.22714697723799912,1,0.001
transported_d1_on_h4|posfrac_5|high|q|0.60,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,train_quantile,high,q0.60,0.6,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.192066212494038,0.6051186388191995,-0.7643573608483124,149,0.5324370186659705,0.8482643600215145,0.6428571428571429,-0.869003764556634,0,0.43475770693005944,1,0.001
transported_d1_on_h4|posfrac_5|high|q|0.70,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,train_quantile,high,q0.70,0.7,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.192066212494038,0.6051186388191995,-0.7643573608483124,149,0.5324370186659705,0.8482643600215145,0.6428571428571429,-0.869003764556634,0,0.43475770693005944,1,0.001
transported_d1_on_h4|posfrac_5|high|q|0.80,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,train_quantile,high,q0.80,0.8,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.3063671421492413,0.8345540866768799,-0.6639183670276808,138,0.4877953269808119,1.5456074702305544,0.6428571428571429,-0.869003764556634,0,0.46048471130273216,1,0.001
transported_d1_on_h4|posfrac_5|low|q|0.40,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,train_quantile,low,q0.40,0.4,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.06906408189829882,0.4083677245012922,-0.533907357058153,149,0.4675629813340295,0.2630015945358435,0.5714285714285714,-0.7795493847110417,0,0.22714697723799912,1,0.001
transported_d1_on_h4|posfrac_5|low|q|0.30,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,train_quantile,low,q0.30,0.3,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.06906408189829882,0.4083677245012922,-0.533907357058153,149,0.4675629813340295,0.2630015945358435,0.5714285714285714,-0.7795493847110417,0,0.22714697723799912,1,0.001
transported_d1_on_h4|posfrac_5|low|q|0.20,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_5,train_quantile,low,q0.20,0.2,{'lookback': 5},rolling fraction of positive close-to-close returns over 5 bars,7661,1277,0.06906408189829882,0.4083677245012922,-0.533907357058153,149,0.4675629813340295,0.2630015945358435,0.5714285714285714,-0.7795493847110417,0,0.22714697723799912,1,0.001
transported_d1_on_h4|posfrac_10|high|abs|0.550,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,absolute,high,0.550,0.55,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.3029727847461081,0.8643474231318121,-0.5069367735170082,89,0.37893225427489885,1.522557224932207,0.6428571428571429,-0.6445812403979915,0,0.35910658849331456,1,0.001
transported_d1_on_h4|posfrac_10|high|abs|0.650,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,absolute,high,0.650,0.65,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.337429393498887,1.12566097760115,-0.23645103694032532,51,0.1699517034329722,1.7635840067877777,0.5714285714285714,-0.4969585539783914,0,0.41519649483913224,1,0.001
transported_d1_on_h4|posfrac_10|high|abs|0.750,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,absolute,high,0.750,0.75,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.12322770927429505,0.8048149731275125,-0.16026474311058925,22,0.05169037984597311,0.501230371323556,0.5714285714285714,-0.3365651999093874,0,0.43736091365428326,1,0.001
transported_d1_on_h4|posfrac_10|low|abs|0.250,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,absolute,low,0.250,0.25,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.014338151071665806,0.17799686302003254,-0.1771949005499419,14,0.02976112779010573,0.05103308224767322,0.7142857142857143,-0.2399389244238218,0,0.4209249598863096,0,0.001
transported_d1_on_h4|posfrac_10|low|abs|0.350,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,absolute,low,0.350,0.35,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.1427865700709483,0.5945111699302366,-0.35516854627963723,55,0.13314188748205194,0.5946292848215551,0.7142857142857143,-0.6694832773204493,0,0.2971153944363803,1,0.001
transported_d1_on_h4|posfrac_10|low|abs|0.450,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,absolute,low,0.450,0.45,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.04116190626532057,0.33755831327489305,-0.4706050205729778,84,0.3328547187051299,0.15145772108836297,0.7142857142857143,-0.8251182120489458,0,0.17142293713471882,1,0.001
transported_d1_on_h4|posfrac_10|high|q|0.60,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,train_quantile,high,q0.60,0.6,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.3309535010597231,0.9063930165106546,-0.5069367735170082,87,0.4157420702258191,1.7170815515754687,0.5714285714285714,-0.6445812403979915,0,0.33626412279611984,1,0.001
transported_d1_on_h4|posfrac_10|high|q|0.70,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,train_quantile,high,q0.70,0.7,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.3029727847461081,0.8643474231318121,-0.5069367735170082,89,0.37893225427489885,1.522557224932207,0.6428571428571429,-0.6445812403979915,0,0.35910658849331456,1,0.001
transported_d1_on_h4|posfrac_10|high|q|0.80,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,train_quantile,high,q0.80,0.8,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.448547945177981,1.1950701826881287,-0.41319504094465975,71,0.3194099986946874,2.653080322139827,0.7142857142857143,-0.6445812403979915,0,0.3402740497006238,1,0.001
transported_d1_on_h4|posfrac_10|low|q|0.40,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,train_quantile,low,q0.40,0.4,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.047032458806089306,0.3879921822382564,-0.680304078926085,90,0.6210677457251012,0.17431705371635386,0.5,-0.9090777319193382,0,0.2527235554924798,1,0.001
transported_d1_on_h4|posfrac_10|low|q|0.30,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,train_quantile,low,q0.30,0.3,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,-0.02907447081285086,0.2374483998941525,-0.6966946981491905,87,0.4816603576556585,-0.09801573648554551,0.5714285714285714,-0.9090777319193382,0,0.3120788387146599,0,0.001
transported_d1_on_h4|posfrac_10|low|q|0.20,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_10,train_quantile,low,q0.20,0.2,{'lookback': 10},rolling fraction of positive close-to-close returns over 10 bars,7661,1277,0.04116190626532057,0.33755831327489305,-0.4706050205729778,84,0.3328547187051299,0.15145772108836297,0.7142857142857143,-0.8251182120489458,0,0.17142293713471882,1,0.001
transported_d1_on_h4|posfrac_20|high|abs|0.550,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_20,absolute,high,0.550,0.55,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,7661,1277,0.477879737532406,1.1176238963382206,-0.5154903484406295,49,0.44863594830962017,2.918304814123748,0.42857142857142855,-0.4730148328504489,0,0.4802088255035433,0,0.001
transported_d1_on_h4|posfrac_20|high|abs|0.650,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_20,absolute,high,0.650,0.65,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,7661,1277,0.0027385413051967955,0.13653918020848996,-0.4633686863085166,43,0.1339250750554758,0.009607356062738548,0.35714285714285715,-0.49694102990296496,0,0.6225486887770985,0,0.001
transported_d1_on_h4|posfrac_20|high|abs|0.750,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_20,absolute,high,0.750,0.75,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,7661,1277,0.06375077137957619,0.6397432816125769,-0.12862667856741217,5,0.0156637514684767,0.24119085796946638,0.9285714285714286,-0.0009822975574539372,1,0.936669588482651,0,0.001
transported_d1_on_h4|posfrac_20|low|abs|0.250,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_20,absolute,low,0.250,0.25,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,7661,1277,0.0489319110402624,0.754152464822352,-0.011392788667298204,1,0.00313275029369534,0.18178218411367375,1.0,0.0,1,1.0,0,0.001
transported_d1_on_h4|posfrac_20|low|abs|0.350,transported_d1_on_h4,4h,transported_directional_persistence,transport_posfrac_20,absolute,low,0.350,0.35,{'lookback': 20},rolling fraction of positive close-to-close returns over 20 bars,7661,1277,0.23848904136542837,1.1602424032898928,-0.13268144716537722,36,0.08301788278292652,1.1123841090118471,0.7142857142857143,-0.19851672750949922,0,0.29521269792811405,1,0.001
