config_id,bucket,timeframe,family,feature,mode,tail,threshold_spec,threshold_value,params,formula,bars,days,cagr,sharpe_daily,max_drawdown,trade_count,exposure,total_return,positive_fold_share,worst_fold_cagr,isolated_quarter_flag,largest_positive_fold_share,stage1_pass_gate,cost_side
cross_tf|x_in_d1range|high|abs|0.700,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,absolute,high,0.700,0.7,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.1611286772476529,-0.19304203154670485,-0.7926814715696119,646,0.36835922203367705,-0.4589704693848411,0.5,-0.8931996919430539,0,0.4285954775962278,0,0.001
cross_tf|x_in_d1range|high|abs|0.800,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,absolute,high,0.800,0.8,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.06336452704253592,0.022878579017969324,-0.7587489171800607,624,0.2802506200234956,-0.20456603824471453,0.5,-0.8227167501497288,0,0.43250841808223633,0,0.001
cross_tf|x_in_d1range|low|abs|0.200,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,absolute,low,0.200,0.2,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.29220266244372106,-0.6774323291220541,-0.7317085154021692,542,0.20532567549928207,-0.7012924079501008,0.14285714285714285,-0.741934421109165,0,0.5617505505427666,0,0.001
cross_tf|x_in_d1range|low|abs|0.300,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,absolute,low,0.300,0.3,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.3278312368922599,-0.7014148897632657,-0.7838076896787491,601,0.2852108079885132,-0.7506418270947319,0.35714285714285715,-0.6929509176190298,0,0.7360572720168603,0,0.001
cross_tf|x_in_d1range|low|abs|0.400,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,absolute,low,0.400,0.4,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.28189643751330296,-0.479080438424012,-0.7404784906518086,685,0.36770656572249055,-0.6858072390817429,0.42857142857142855,-0.7732291513212339,0,0.41425305958142006,0,0.001
cross_tf|x_in_d1range|high|q|0.60,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,train_quantile,high,q0.60,0.6,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.17027397198190242,-0.20276127965132018,-0.7423631664947072,673,0.39433494321890095,-0.47931307473267903,0.42857142857142855,-0.8680300683307249,0,0.47452213229636725,0,0.001
cross_tf|x_in_d1range|high|q|0.70,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,train_quantile,high,q0.70,0.7,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.0841949404642518,-0.02165289343984359,-0.7533981101045317,630,0.30022190314580344,-0.2647171625105533,0.42857142857142855,-0.8538887876630079,0,0.44611409014932923,0,0.001
cross_tf|x_in_d1range|high|q|0.80,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,train_quantile,high,q0.80,0.8,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.12191006043557229,-0.2119364551164648,-0.7049258148163937,564,0.20310664404124787,-0.36525534158490447,0.42857142857142855,-0.7937917709219647,0,0.34703038253077495,0,0.001
cross_tf|x_in_d1range|low|q|0.40,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,train_quantile,low,q0.40,0.4,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.3047327258043302,-0.5160426963286819,-0.7714435669389187,698,0.40529956924683463,-0.7193755647815587,0.42857142857142855,-0.7997104432999174,0,0.4152860688571725,0,0.001
cross_tf|x_in_d1range|low|q|0.30,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,train_quantile,low,q0.30,0.3,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.3380327823900484,-0.7086769930395698,-0.7950637460243299,618,0.3020493408171257,-0.7636246646446996,0.2857142857142857,-0.7880859960517468,0,0.4725903823031386,0,0.001
cross_tf|x_in_d1range|low|q|0.20,cross_tf,4h,cross_rel_loc_in_d1_range,x_in_d1range,train_quantile,low,q0.20,0.2,{},(h4_close - visible_d1_low)/(visible_d1_high - visible_d1_low),7661,1277,-0.29108409091841614,-0.7074779657077839,-0.7290138660328878,525,0.19762433102728102,-0.6996387022187354,0.14285714285714285,-0.7156427519571291,0,0.532664394693552,0,0.001
cross_tf|x_h4atr6_vs_d1atr|high|fixed|1,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,fixed_one,high,1,1.0,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,0.014888704152785648,0.17776736097607768,-0.20925962921203722,32,0.017621720402036287,0.05302893126727204,0.7142857142857143,-0.29290313861004036,0,0.18893508349237667,1,0.001
cross_tf|x_h4atr6_vs_d1atr|low|fixed|1,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,fixed_one,low,1,1.0,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,0.43494980559940966,0.8724973941247104,-0.767020738920437,33,0.9823782795979638,2.534582031457322,0.5714285714285714,-0.9665805566954053,0,0.3988351086283199,1,0.001
cross_tf|x_h4atr6_vs_d1atr|high|q|0.60,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,train_quantile,high,q0.60,0.6,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,-0.008182925951510489,0.26887814276813393,-0.687014588488084,366,0.42461819605795587,-0.028318431671633837,0.35714285714285715,-0.8832235486599437,0,0.3544054296200136,0,0.001
cross_tf|x_h4atr6_vs_d1atr|high|q|0.70,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,train_quantile,high,q0.70,0.7,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,-0.021826094169827726,0.2073890983211618,-0.5958204695030451,320,0.3113170604359744,-0.07425295297832457,0.5,-0.8919328330245577,0,0.47367991551984867,0,0.001
cross_tf|x_h4atr6_vs_d1atr|high|q|0.80,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,train_quantile,high,q0.80,0.8,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,0.12496595234094077,0.5073135712174225,-0.43158275852055616,240,0.20023495627202714,0.5093685907562007,0.5714285714285714,-0.7338212847698115,0,0.37930598955931927,1,0.001
cross_tf|x_h4atr6_vs_d1atr|low|q|0.40,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,train_quantile,low,q0.40,0.4,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,-0.16256158785599306,-0.3583452469478873,-0.7562856078662448,382,0.3584388461036418,-0.4621946495058268,0.42857142857142855,-0.6941842208388699,0,0.44498542481141046,0,0.001
cross_tf|x_h4atr6_vs_d1atr|low|q|0.30,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,train_quantile,low,q0.30,0.3,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,-0.11018526176458976,-0.28975575207113635,-0.595666879316997,318,0.259496149327764,-0.3351258535883085,0.5,-0.6450539780498328,0,0.5429560004157022,0,0.001
cross_tf|x_h4atr6_vs_d1atr|low|q|0.20,cross_tf,4h,cross_rel_h4atr_vs_d1atr,x_h4atr6_vs_d1atr,train_quantile,low,q0.20,0.2,{},h4_atr6_pct / visible_d1_atr20_pct,7661,1277,-0.12117440285325887,-0.48783111440279553,-0.5499693664479605,233,0.1681242657616499,-0.3633941524003569,0.42857142857142855,-0.609277660156953,0,0.46437195283069693,0,0.001
cross_tf|x_h4volshare_d1|high|fixed|1,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,fixed_one,high,1,1.0,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.5130033074006066,-1.086987345820911,-0.9476562681813355,1274,0.4046469129356481,-0.9191802759139593,0.2857142857142857,-0.9456564267078797,0,0.3930297597489499,0,0.001
cross_tf|x_h4volshare_d1|low|fixed|1,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,fixed_one,low,1,1.0,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.27805244093142245,-0.47015843559736054,-0.7603961153089605,1274,0.5953530870643519,-0.6798876385957267,0.42857142857142855,-0.8615129673497379,0,0.24917752577024188,0,0.001
cross_tf|x_h4volshare_d1|high|q|0.60,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,train_quantile,high,q0.60,0.6,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.5018689580480102,-1.0487630909879488,-0.9468995219086699,1270,0.40164469390419005,-0.9125334521385784,0.2857142857142857,-0.9396359134686837,0,0.38557729489599607,0,0.001
cross_tf|x_h4volshare_d1|high|q|0.70,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,train_quantile,high,q0.70,0.7,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.4340534439859971,-0.9459612777793958,-0.9098639227589091,1121,0.30557368489753295,-0.8633389783773595,0.21428571428571427,-0.9194808152706075,0,0.5459694224565932,0,0.001
cross_tf|x_h4volshare_d1|high|q|0.80,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,train_quantile,high,q0.80,0.8,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.3875837869134232,-0.9799311752669492,-0.8553943744559973,903,0.20950267589087587,-0.8199201786327136,0.21428571428571427,-0.9120742596502929,0,0.6544204630543808,0,0.001
cross_tf|x_h4volshare_d1|low|q|0.40,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,train_quantile,low,q0.40,0.4,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.3060067995873077,-0.7715042448889199,-0.744073131370284,1264,0.4137841012922595,-0.7211693705456286,0.35714285714285715,-0.7664319512726417,0,0.3541325833874026,0,0.001
cross_tf|x_h4volshare_d1|low|q|0.30,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,train_quantile,low,q0.30,0.3,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.372113377158385,-1.2616716579883833,-0.8186300469472441,1111,0.3152329983030936,-0.8035078557932478,0.2857142857142857,-0.8363293592073038,0,0.5543487136704833,0,0.001
cross_tf|x_h4volshare_d1|low|q|0.20,cross_tf,4h,cross_rel_h4vol_vs_d1vol,x_h4volshare_d1,train_quantile,low,q0.20,0.2,{},h4_quote_volume / (visible_d1_quote_volume/6),7661,1277,-0.19235157026861727,-0.6583277298128253,-0.5507234162645904,861,0.21524605142931733,-0.5261646024968585,0.35714285714285715,-0.6056832553353085,0,0.4443657407773156,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|high|zero|0,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,zero,high,0,0.0,{},h4_ret6 - visible_d1_ret20/5,7661,1277,-0.15693799976761524,-0.12915648112770697,-0.7283136266305454,496,0.45986163686202847,-0.4494618664718091,0.35714285714285715,-0.8929031125420839,0,0.34932158911512845,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|low|zero|0,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,zero,low,0,0.0,{},h4_ret6 - visible_d1_ret20/5,7661,1277,0.01557975850588944,0.30295148406662736,-0.7395575676058213,497,0.5401383631379716,0.05553794953805502,0.42857142857142855,-0.8311772418928888,0,0.37113242389715495,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|high|q|0.55,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,train_quantile,high,q0.55,0.55,{},h4_ret6 - visible_d1_ret20/5,7661,1277,-0.1212492586504399,-0.044080423222954156,-0.7167781824634455,501,0.4500717921942305,-0.3635837129098324,0.35714285714285715,-0.8952501220467937,0,0.3512015020507787,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|high|q|0.65,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,train_quantile,high,q0.65,0.65,{},h4_ret6 - visible_d1_ret20/5,7661,1277,-0.2562478872263818,-0.46431941459617304,-0.8222265119109222,483,0.34173084453726665,-0.6447919841458385,0.2857142857142857,-0.9256218928577805,0,0.6124128103402595,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|high|q|0.75,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,train_quantile,high,q0.75,0.75,{},h4_ret6 - visible_d1_ret20/5,7661,1277,-0.32324638747386636,-0.8636386883117361,-0.8215979108090807,388,0.2371753034851847,-0.7446443972127044,0.21428571428571427,-0.9003616907855647,0,0.5480484309530961,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|low|q|0.45,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,train_quantile,low,q0.45,0.45,{},h4_ret6 - visible_d1_ret20/5,7661,1277,-0.16199143631068436,-0.10093253940272683,-0.7852498550097655,464,0.44680851063829785,-0.46091340436511774,0.42857142857142855,-0.8309428046243774,0,0.4834758046003102,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|low|q|0.35,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,train_quantile,low,q0.35,0.35,{},h4_ret6 - visible_d1_ret20/5,7661,1277,-0.1510568673432926,-0.11898258444951387,-0.6853390503937387,403,0.3466910325022843,-0.4359172250806964,0.2857142857142857,-0.6748366320414484,0,0.46544063516982215,0,0.001
cross_tf|x_h4ret6_vs_d1ret20|low|q|0.25,cross_tf,4h,cross_rel_h4ret_vs_d1trend,x_h4ret6_vs_d1ret20,train_quantile,low,q0.25,0.25,{},h4_ret6 - visible_d1_ret20/5,7661,1277,0.07226505592338728,0.3776376639720851,-0.598053177936156,343,0.2346952095026759,0.27627264719739664,0.5,-0.5671558518354016,0,0.35111574856881145,1,0.001
cross_tf|x_h4rangepct_vs_d1trend|high|zero|0,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,zero,high,0,0.0,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,0.16066002468648644,0.5608602707975229,-0.7202353959757528,427,0.6179349954314058,0.6835422069166939,0.5,-0.8827054835640871,0,0.3995450844438008,1,0.001
cross_tf|x_h4rangepct_vs_d1trend|low|zero|0,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,zero,low,0,0.0,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,-0.2011868946648978,-0.38264538684722244,-0.8098699776121533,427,0.38206500456859416,-0.5440414288520217,0.5,-0.9051258905343298,0,0.3257452972636818,0,0.001
cross_tf|x_h4rangepct_vs_d1trend|high|q|0.55,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,train_quantile,high,q0.55,0.55,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,-0.07952483520222375,0.11312963461175281,-0.6928615184163474,470,0.43688813470826265,-0.25152423654500156,0.42857142857142855,-0.8877683845313172,0,0.24754999987972395,0,0.001
cross_tf|x_h4rangepct_vs_d1trend|high|q|0.65,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,train_quantile,high,q0.65,0.65,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,-0.1384382520175208,-0.07801971908388396,-0.6136725205797298,512,0.3440804072575382,-0.4060552502248794,0.5,-0.8552272692672499,0,0.33660879897712415,0,0.001
cross_tf|x_h4rangepct_vs_d1trend|high|q|0.75,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,train_quantile,high,q0.75,0.75,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,-0.24875229297854717,-0.43826321627243514,-0.6821786761001907,543,0.2487925858243049,-0.6321178822059983,0.2857142857142857,-0.8243367420033313,0,0.6812411184254693,0,0.001
cross_tf|x_h4rangepct_vs_d1trend|low|q|0.45,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,train_quantile,low,q0.45,0.45,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,-0.13976634539978494,-0.13191932144176138,-0.8024997031381463,438,0.46208066832006267,-0.40925012024814766,0.5,-0.9526440276322489,0,0.35276728736379703,0,0.001
cross_tf|x_h4rangepct_vs_d1trend|low|q|0.35,cross_tf,4h,cross_rel_h4loc_signed_by_d1trend,x_h4rangepct_vs_d1trend,train_quantile,low,q0.35,0.35,{},(h4_rangepct24 - 0.5)*sign(visible_d1_ret20),7661,1277,-0.19109911388492362,-0.3783726512780371,-0.7781734231543815,411,0.35595875212113304,-0.5235906006738505,0.5,-0.9045215493914535,0,0.3609972499443972,0,0.001
