target,model,folds,logloss_med,brier_med,auc_med,logloss_gain_vs_prior_pct,brier_gain_vs_prior_pct
hard,DD_ONLY,8,0.529373068219056,0.1739534138114397,0.5634432783608196,2.2043375361295294,1.5821687310506
hard,PRIOR,8,0.5413052633235417,0.17674989538844024,0.5450060108194751,0.0,0.0
hard,CORE4,8,0.5750969368295948,0.18973715720879414,0.5573732718894009,-6.242627920995416,-7.3478186744111
hard,EXPANDED7,8,0.5870079264523085,0.1903197087347982,0.5431641897945036,-8.443047985190203,-7.677409548976427
soft,CORE4,8,0.6705860581072844,0.23878626922416307,0.659760333673377,2.3648276640656376,3.261769556119804
soft,DD_ONLY,8,0.6706022477500426,0.23850373955670773,0.6796873478844994,2.36247050417297,3.3762293203530245
soft,EXPANDED7,8,0.6772109920396463,0.24231339217843223,0.6688968827274675,1.4002586003633828,1.8328447093830056
soft,PRIOR,8,0.6868283652944166,0.24683754098922434,0.4595618345618345,0.0,0.0
