config_id,mechanism_type,candidate_id,fold,cost_bps_rt,cagr,sharpe,max_drawdown,entries,exposure,mean_daily_return
A001,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,50,-0.271351021933,-1.21758375675,0.188975872494,7,0.235185185185,-0.000789534420154
A001,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,50,-0.167166543318,-3.4693554938,0.044551001445,3,0.0274725274725,-0.000496936388446
A001,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,50,-0.431020312941,-2.83580769478,0.154486438387,7,0.130434782609,-0.00149123507495
A001,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,50,-0.235331214273,-1.97121132338,0.0849018475421,7,0.114130434783,-0.000710824631859
A001,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,50,0.258886603859,0.711642138717,0.234261968011,31,0.522222222222,0.000933372692209
A001,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,50,-0.305199377476,-1.17802244599,0.164108169879,19,0.346153846154,-0.000893795835458
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,20,0.121352151785,0.500942224412,0.165309578191,16,0.34495412844,0.000472091422568
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,20,0.598649945003,1.19374614211,0.153527247645,23,0.467032967033,0.00159903468775
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,20,0.0851990586146,0.405392238092,0.142425833751,25,0.400362318841,0.000368149642524
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,20,13.0314520566,4.86666650146,0.104217282217,29,0.735507246377,0.00769971568851
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,20,8.70877045309,3.57545533181,0.234416400632,21,0.587037037037,0.00689894237773
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,20,-0.42773598449,-2.26538915002,0.202616080435,9,0.227106227106,-0.00145293105291
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,20,0.976834434211,2.05777635792,0.115409704885,16,0.378623188406,0.0020434023722
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,20,0.481705391457,1.2144839311,0.168535755542,17,0.346014492754,0.00127136160652
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,20,-0.206410340716,-0.888915836915,0.176697160821,7,0.235185185185,-0.000560349594427
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,20,-0.136476898486,-3.23452467735,0.0363398805551,3,0.0274725274725,-0.000398881228152
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,20,-0.381459178963,-2.46307894221,0.137807644101,7,0.130434782609,-0.00126532112321
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,20,-0.1687245269,-1.37929315572,0.0696505588942,7,0.114130434783,-0.000483652580442
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,20,0.951333787802,1.64336755157,0.174186429843,30,0.524074074074,0.00212642912436
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,20,-0.0294860772253,0.0236187709846,0.123810249704,19,0.347985347985,1.76737753298e-05
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,50,-0.0754627032594,-0.0509499472658,0.186361474306,16,0.34495412844,-4.90549575486e-05
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,50,0.211338717344,0.624902958151,0.181911585052,23,0.467032967033,0.000846042660448
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,50,-0.194680965737,-0.471267315223,0.188803465449,25,0.400362318841,-0.000439856350906
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,50,8.98677740928,4.2012028427,0.116250004489,29,0.735507246377,0.00678120322163
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,50,6.51504028344,3.19922151885,0.246966670393,21,0.587037037037,0.00620142297996
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,50,-0.489695090234,-2.64760165777,0.220387641091,9,0.227106227106,-0.00176041480737
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,50,0.633291767472,1.518311871,0.129910860397,16,0.378623188406,0.00152406171153
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,50,0.209688853788,0.677770598974,0.203989776143,17,0.346014492754,0.000723947919549
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,50,-0.271351021933,-1.21758375675,0.188975872494,7,0.235185185185,-0.000789534420154
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,50,-0.167166543318,-3.4693554938,0.044551001445,3,0.0274725274725,-0.000496936388446
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,50,-0.431020312941,-2.83580769478,0.154486438387,7,0.130434782609,-0.00149123507495
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,50,-0.235331214273,-1.97121132338,0.0849018475421,7,0.114130434783,-0.000710824631859
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,50,0.36168231084,0.873014958212,0.219307483047,30,0.524074074074,0.00115246031261
A002,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,50,-0.232905112521,-0.808375720525,0.14323735582,19,0.347985347985,-0.00062057682693
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,20,0.189511458378,0.678730962224,0.140482880145,16,0.333944954128,0.000627746139251
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,20,0.246146581644,0.688845076502,0.153951158416,21,0.410256410256,0.00090226825799
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,20,0.132568595817,0.536912338994,0.133147128306,24,0.36231884058,0.000481354414224
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,20,11.9231787296,4.73996453535,0.104228930265,29,0.726449275362,0.00746918302108
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,20,5.78595650956,3.37379038232,0.159011595333,14,0.425925925926,0.00576439604323
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,20,-0.275681724433,-1.48072126262,0.154403511854,7,0.161172161172,-0.000826673079408
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,20,0.88855687752,2.01980032629,0.115409704885,15,0.326086956522,0.00190043404412
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,20,0.608713756377,1.4917545718,0.158524497253,15,0.320652173913,0.00147514878421
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,20,-0.170073084594,-0.895759255872,0.155250825481,9,0.201851851852,-0.000462459851604
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,20,-0.136476898486,-3.23452467735,0.0363398805551,3,0.0274725274725,-0.000398881228152
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,20,-0.381459178963,-2.46307894221,0.137807644101,7,0.130434782609,-0.00126532112321
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,20,-0.1687245269,-1.37929315572,0.0696505588942,7,0.114130434783,-0.000483652580442
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,20,0.847252897729,1.5608665029,0.179335997521,29,0.509259259259,0.00195937880548
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,20,-0.248873508852,-0.922609989529,0.174190117869,19,0.338827838828,-0.000684877620968
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,50,-0.0192664218638,0.112210276426,0.159639224104,16,0.333944954128,0.000105930268924
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,50,-0.03270587483,0.161902959702,0.18782225917,21,0.410256410256,0.000213699784449
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,50,-0.149440443064,-0.319507175819,0.177558612864,24,0.36231884058,-0.00029435467441
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,50,8.19797244594,4.07528362156,0.117588430764,29,0.726449275362,0.00655058828738
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,50,4.72078718082,3.09631650688,0.166567180715,14,0.425925925926,0.0052973579656
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,50,-0.338332276259,-1.85157184389,0.168265438944,7,0.161172161172,-0.00106995633044
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,50,0.57908388841,1.48868309484,0.129910860397,15,0.326086956522,0.00141278414343
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,50,0.345097944359,0.983037028078,0.182429074179,15,0.320652173913,0.000992066529566
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,50,-0.256349973168,-1.41721900422,0.175318154405,9,0.201851851852,-0.000759022703276
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,50,-0.167166543318,-3.4693554938,0.044551001445,3,0.0274725274725,-0.000496936388446
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,50,-0.431020312941,-2.83580769478,0.154486438387,7,0.130434782609,-0.00149123507495
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,50,-0.235331214273,-1.97121132338,0.0849018475421,7,0.114130434783,-0.000710824631859
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,50,0.304870441519,0.79620655145,0.224883115967,29,0.509259259259,0.00101657793349
A003,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,50,-0.406309092854,-1.72419497094,0.196226717723,19,0.338827838828,-0.00132140907044
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,20,0.261343219197,0.850540570641,0.140482880145,15,0.335779816514,0.000789503201042
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,20,0.598649945003,1.19374614211,0.153527247645,23,0.467032967033,0.00159903468775
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,20,0.046268334027,0.29530006135,0.150281168407,26,0.398550724638,0.000268811861454
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,20,13.0314520566,4.86666650146,0.104217282217,29,0.735507246377,0.00769971568851
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,20,5.4977890887,3.21551258292,0.17542956997,16,0.472222222222,0.00568525939337
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,20,-0.329090296024,-1.66729543043,0.170387495652,9,0.172161172161,-0.00102426973084
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,20,0.631850848787,1.51517740356,0.120891362116,18,0.36231884058,0.001521601072
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,20,0.712117169918,1.61671355865,0.148368316237,16,0.342391304348,0.00165996560584
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,20,-0.137124113943,-0.664698884713,0.147436921998,9,0.222222222222,-0.000353070576942
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,20,-0.136476898486,-3.23452467735,0.0363398805551,3,0.0274725274725,-0.000398881228152
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,20,-0.381459178963,-2.46307894221,0.137807644101,7,0.130434782609,-0.00126532112321
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,20,-0.1687245269,-1.37929315572,0.0696505588942,7,0.114130434783,-0.000483652580442
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,20,1.02530802234,1.72368793501,0.166580175734,29,0.522222222222,0.00222783532096
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,20,-0.120951411985,-0.347665632392,0.141190993869,19,0.346153846154,-0.000256256257182
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,50,0.0525780055501,0.317338662887,0.159639224104,15,0.335779816514,0.00030037960621
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,50,0.211338717344,0.624902958151,0.181911585052,23,0.467032967033,0.000846042660448
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,50,-0.23277988747,-0.60966661711,0.198645883082,26,0.398550724638,-0.000571240983627
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,50,8.98677740928,4.2012028427,0.116250004489,29,0.735507246377,0.00678120322163
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,50,4.34584938812,2.91162580877,0.182830303172,16,0.472222222222,0.00515040332168
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,50,-0.401729784384,-2.06562984268,0.188877345497,9,0.172161172161,-0.0013306171926
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,50,0.316468954377,0.920173058157,0.148198724368,18,0.36231884058,0.000939399682398
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,50,0.414578191365,1.0938666821,0.172338570242,16,0.342391304348,0.00114400264749
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,50,-0.226826285655,-1.1844708024,0.167368579667,9,0.222222222222,-0.000649910918435
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,50,-0.167166543318,-3.4693554938,0.044551001445,3,0.0274725274725,-0.000496936388446
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,50,-0.431020312941,-2.83580769478,0.154486438387,7,0.130434782609,-0.00149123507495
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,50,-0.235331214273,-1.97121132338,0.0849018475421,7,0.114130434783,-0.000710824631859
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,50,0.430645785735,0.976377320467,0.209745466663,29,0.522222222222,0.00128690386468
A004,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,50,-0.305199377476,-1.17802244599,0.164108169879,19,0.346153846154,-0.000893795835458
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,20,0.621216900555,1.55265655955,0.126696368207,12,0.376146788991,0.00148709079759
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,20,0.0112660468684,0.283668595149,0.170420971655,15,0.481684981685,0.000420757462838
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,20,-0.107276175379,-0.123682652848,0.178404766303,22,0.442028985507,-0.000126141149203
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,20,19.9963719248,5.5763196497,0.0911859382871,17,0.809782608696,0.00881047206493
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,20,6.74143324627,3.0782039029,0.222639138571,16,0.561111111111,0.00636701638282
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,20,-0.56223955954,-3.21696619012,0.219464064426,11,0.241758241758,-0.00217648788959
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,20,0.304483671112,0.819876974774,0.142485552815,17,0.396739130435,0.000999757077329
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,20,0.169015108437,0.588987835249,0.240778069556,18,0.36231884058,0.000632911376186
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,20,-0.362535356868,-1.73407219678,0.193282012131,7,0.259259259259,-0.00115157046986
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,20,-0.149490051775,-3.5124153664,0.0399786581153,3,0.029304029304,-0.000440344566849
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,20,-0.411972765942,-2.73582651677,0.148724603972,9,0.141304347826,-0.00140380017422
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,20,-0.107891015711,-0.83571584033,0.0593815075189,6,0.134057971014,-0.000290754901282
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,20,2.45183291171,2.86895236154,0.126829736593,19,0.546296296296,0.00368842232259
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,20,-0.0492628804774,-0.0554160121611,0.134154101292,17,0.360805860806,-4.0987930501e-05
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,50,0.402742429917,1.13558768153,0.138427137122,12,0.376146788991,0.00109181673999
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,50,-0.156108835016,-0.0456372171787,0.193770525701,15,0.481684981685,-6.82010897873e-05
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,50,-0.313373352292,-0.795294333212,0.213437967713,22,0.442028985507,-0.000833537163419
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,50,16.2443529777,5.17023293956,0.104739961542,17,0.809782608696,0.00827965591716
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,50,5.3690180795,2.79809524653,0.234232673088,16,0.561111111111,0.00584656448022
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,50,-0.618940649032,-3.62628731421,0.23915011928,11,0.241758241758,-0.00254862827935
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,50,0.0650021023008,0.365761694195,0.161597262542,17,0.396739130435,0.000451959473416
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,50,-0.0569162012579,0.0498659446034,0.277507277737,18,0.36231884058,5.48186371163e-05
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,50,-0.414700084183,-2.03179529243,0.207698032559,7,0.259259259259,-0.00138101424382
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,50,-0.179717208629,-3.68463971994,0.0481587738388,3,0.029304029304,-0.000538337469879
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,50,-0.47184363179,-3.15298586407,0.17019479308,9,0.141304347826,-0.00169262928155
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,50,-0.169522316806,-1.38595587435,0.0690968577784,6,0.134057971014,-0.000486257852894
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,50,1.75460200574,2.35958173438,0.138558714019,19,0.546296296296,0.00307767519658
A005,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,50,-0.225530594339,-0.784479821724,0.15710573349,17,0.360805860806,-0.000596416401309
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,20,0.621216900555,1.55265655955,0.126696368207,12,0.376146788991,0.00148709079759
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,20,0.299348404951,0.746340070783,0.154758858083,13,0.492673992674,0.00110828518765
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,20,-0.087813899873,-0.0655973809297,0.173929482669,22,0.44384057971,-6.69314663581e-05
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,20,21.3141795327,5.66946778092,0.0911859382871,17,0.817028985507,0.0089809317196
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,20,2.51465001749,1.9615027175,0.351593699042,22,0.601851851852,0.00429029204784
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,20,-0.56223955954,-3.21696619012,0.219464064426,11,0.241758241758,-0.00217648788959
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,20,0.434172847897,1.01924610889,0.142485552815,16,0.402173913043,0.00127146922897
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,20,0.169015108437,0.588987835249,0.240778069556,18,0.36231884058,0.000632911376186
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,20,-0.362535356868,-1.73407219678,0.193282012131,7,0.259259259259,-0.00115157046986
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,20,-0.149490051775,-3.5124153664,0.0399786581153,3,0.029304029304,-0.000440344566849
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,20,-0.411972765942,-2.73582651677,0.148724603972,9,0.141304347826,-0.00140380017422
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,20,-0.107891015711,-0.83571584033,0.0593815075189,6,0.134057971014,-0.000290754901282
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,20,2.68843507362,2.99709068556,0.126829736593,18,0.548148148148,0.00387374536231
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,20,-0.0492628804774,-0.0554160121611,0.134154101292,17,0.360805860806,-4.0987930501e-05
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,50,0.402742429917,1.13558768153,0.138427137122,12,0.376146788991,0.00109181673999
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,50,0.110769202251,0.457879036791,0.178549242182,13,0.492673992674,0.000685090429284
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,50,-0.298404202126,-0.738909148644,0.209153512246,22,0.44384057971,-0.00077450515394
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,50,17.3266704194,5.26198892569,0.104739961542,17,0.817028985507,0.00845028803836
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,50,1.68752405015,1.6150365206,0.368896313732,22,0.601851851852,0.00357589523969
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,50,-0.618940649032,-3.62628731421,0.23915011928,11,0.241758241758,-0.00254862827935
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,50,0.184936211685,0.598237392997,0.161597262542,16,0.402173913043,0.000757417876105
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,50,-0.0569162012579,0.0498659446034,0.277507277737,18,0.36231884058,5.48186371163e-05
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,50,-0.414700084183,-2.03179529243,0.207698032559,7,0.259259259259,-0.00138101424382
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,50,-0.179717208629,-3.68463971994,0.0481587738388,3,0.029304029304,-0.000538337469879
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,50,-0.47184363179,-3.15298586407,0.17019479308,9,0.141304347826,-0.00169262928155
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,50,-0.169522316806,-1.38595587435,0.0690968577784,6,0.134057971014,-0.000486257852894
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,50,1.97953192378,2.51296337594,0.138558714019,18,0.548148148148,0.00329676281698
A006,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,50,-0.225530594339,-0.784479821724,0.15710573349,17,0.360805860806,-0.000596416401309
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,20,0.82361173616,1.91380663194,0.100721174288,11,0.366972477064,0.00180450257606
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,20,-0.0476707360264,0.168844299812,0.182739512104,14,0.446886446886,0.000247627065768
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,20,0.0120127582131,0.2097061466,0.152035536991,21,0.400362318841,0.000209451684343
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,20,19.9963719248,5.5763196497,0.0911859382871,17,0.809782608696,0.00881047206493
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,20,4.96080916413,2.94055801898,0.16223304613,12,0.446296296296,0.00550300056888
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,6,20,-0.374772942937,-2.09364345575,0.146976941693,8,0.172161172161,-0.00122352386393
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,7,20,0.330271960013,0.871998014454,0.138246817838,15,0.346014492754,0.0010434253754
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,8,20,0.436540203543,1.1505709387,0.200328499349,16,0.340579710145,0.00117804466414
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,9,20,-0.291830258575,-1.61115764993,0.172099958153,8,0.216666666667,-0.000889479183555
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,10,20,-0.149490051775,-3.5124153664,0.0399786581153,3,0.029304029304,-0.000440344566849
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,11,20,-0.411972765942,-2.73582651677,0.148724603972,9,0.141304347826,-0.00140380017422
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,12,20,-0.107891015711,-0.83571584033,0.0593815075189,6,0.134057971014,-0.000290754901282
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,13,20,2.20667177101,2.76042156123,0.126829736593,19,0.537037037037,0.00347466553098
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,14,20,-0.18761733273,-0.630166133282,0.167423612874,17,0.35347985348,-0.000469609294287
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,1,50,0.597010563432,1.52672573546,0.11013058419,11,0.366972477064,0.00144125130375
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,2,50,-0.195646894369,-0.141297516975,0.203351804328,14,0.446886446886,-0.000208696059657
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,3,50,-0.212281265743,-0.454696756584,0.185749774416,21,0.400362318841,-0.000466314755717
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,4,50,16.2443529777,5.17023293956,0.104739961542,17,0.809782608696,0.00827965591716
A007,A_slow_trend_state,A_D1EMA_H4STATE_DD,5,50,4.14924492232,2.70882974845,0.182134509822,12,0.446296296296,0.0051112548591
