config_id,mechanism_type,candidate_id,cost_bps_rt,agg_cagr,agg_sharpe,agg_mdd,total_entries,avg_exposure,mean_fold_sharpe,median_fold_sharpe
B002,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.116461077117,0.492034503257,0.400964617541,68,0.259724989385,-0.279985371996,-0.325546296389
B003,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.110413294442,0.494270601727,0.363591347765,61,0.2007708136,0.0160212167182,0
B003,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0536902240699,0.321071672775,0.429707771864,61,0.2007708136,-0.152007543986,-0.0408187434286
B004,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.10304159712,0.468978152403,0.374482097906,61,0.20632328445,0.012765879967,0
B004,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0466950940202,0.299474389784,0.427752338182,61,0.20632328445,-0.152011059202,-0.147833360718
B005,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.190626672305,0.694775074836,0.391674891079,87,0.248914002025,-0.292071926504,-0.194298692606
B005,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.10483629812,0.464176846928,0.442447357786,87,0.248914002025,-0.509827056907,-0.26431366734
B006,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.237532693983,0.789907843967,0.369215228187,76,0.27755821929,-0.118854449871,-0.194298692606
B006,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.15927209074,0.59745286475,0.454768969002,76,0.27755821929,-0.299074354099,-0.26431366734
B007,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.0670856731687,0.362467148057,0.40561814122,78,0.193781232649,-0.222031230893,0
B007,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,-0.00211297661439,0.143399463365,0.463807354579,78,0.193781232649,-0.415391440099,-0.0408187434286
B008,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.0985320249385,0.44970116079,0.425486714894,72,0.231734003985,-0.081755365577,0
B008,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0326060084284,0.258291368847,0.495890038574,72,0.231734003985,-0.252307346487,-0.0408187434286
B009,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.197309643766,0.813862973015,0.242668052769,52,0.164973707417,0.122801984968,0
B009,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.144971134338,0.642042668177,0.27513260143,52,0.164973707417,-0.0681688416293,0
B010,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.187095453393,0.770280251555,0.275613863816,50,0.169807623216,0.109744631712,0
B010,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.137156693793,0.608891969306,0.302321189229,50,0.169807623216,-0.0725710640862,0
B011,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.146221702319,0.700269532715,0.261983726351,41,0.118757552993,0.175255325839,0
B011,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.106529653344,0.547483205044,0.305035559164,41,0.118757552993,0.0223565571337,0
B012,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.133839917656,0.642313932997,0.298385794475,40,0.123820099944,0.147490419306,0
B012,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0955179024357,0.497679083563,0.337325610558,40,0.123820099944,0.000203523520869,0
B013,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.134214150594,0.605034000783,0.294324146331,67,0.175425417252,-0.0844794130559,0
B013,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.070738749323,0.387610115221,0.339471490621,67,0.175425417252,-0.291746940544,0
B014,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.117916881626,0.541767500217,0.285304048485,66,0.183002906882,-0.109719876897,0
B014,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0562610846077,0.334808904973,0.343321027034,66,0.183002906882,-0.309335341081,0
B015,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.13199207969,0.616810980114,0.294381416385,56,0.146323937682,-0.0614737856725,-0.0437871424743
B015,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0787932469264,0.424473465831,0.343482987588,56,0.146323937682,-0.244664948412,-0.27589440399
B016,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,20,0.11572673916,0.548754363157,0.338186882912,55,0.153901427312,-0.0903587354258,-0.0437871424743
B016,B_pullback_continuation,B_D1RNG_H4PB_1HBRK,50,0.0642066757988,0.366910925592,0.382386880671,55,0.153901427312,-0.265947622791,-0.27589440399
C001,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.672499296768,1.5805132613,0.287687137566,8,0.2765457099,0.873019876648,0
C001,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.661037705816,1.56166667054,0.287687137566,8,0.2765457099,0.854081051619,0
C002,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.674877567802,1.58432857351,0.287687137566,7,0.276513048306,0.875551671915,0
C002,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.664830102086,1.56785188587,0.287687137566,7,0.276513048306,0.858257942352,0
C003,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.638904563336,1.52122320991,0.287687137566,14,0.282424796682,0.52267855752,0
C003,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.619300210085,1.488232355,0.287687137566,14,0.282424796682,0.460881340987,-0.0332437781655
C004,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.637437197888,1.51886936949,0.287687137566,12,0.282326811902,0.433314048096,0
C004,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.620634101107,1.49051889034,0.287687137566,12,0.282326811902,0.38017017133,0
C005,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.487753025884,1.22678453674,0.492404690978,19,0.29493418689,0.767568320516,0
C005,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.464281819864,1.18474842154,0.508171899243,19,0.29493418689,0.711918277845,0
C006,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.498210612267,1.2468222111,0.484886493717,17,0.293105137669,0.821416310499,0
C006,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.477111605144,1.20931824458,0.499385016755,17,0.293105137669,0.774114683599,0
C007,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.469393721911,1.19361898358,0.499981945447,25,0.296828559297,0.629131356718,0
C007,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.438772633113,1.13803629377,0.521302946951,25,0.296828559297,0.545052665105,0
C008,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,20,0.477283763096,1.20908250585,0.497803079116,23,0.295456772381,0.678688254763,0
C008,C_compression_breakout,C_D1ROC_H4CMP_1HBRK,50,0.448987123916,1.15793848153,0.51921698849,23,0.295456772381,0.60493628203,0
