sharpe,cagr,mdd,bar_count,end_equity,fold,trades,closed_trades,exposure,policy
1.6910214277580962,0.5341892626385096,-0.2379029296102133,3294,1.902418728057881,fold1,28,28,0.22161505768063144,combo1_entryFreeze_exitWinner
1.8611140268623398,0.6557935990458621,-0.284704144951899,3282,2.127574170344774,fold2,49,49,0.3668494820231566,combo1_entryFreeze_exitWinner
2.284285608448531,0.8521942020154314,-0.19214211751555943,2190,1.8508923111807085,fold3,32,31,0.3863013698630137,combo1_entryFreeze_exitWinner
0.8956505477176805,0.1299767936832199,-0.12026080715429688,1458,1.0846330123983239,fold4,13,13,0.23593964334705075,combo1_entryFreeze_exitWinner
1.1676084932605189,0.3497343244492539,-0.1975818819356956,3294,1.569329651628413,fold1,31,31,0.24256223436551305,combo2_entryFreeze_exitRunner
2.3352353899821257,0.8583211287269574,-0.2645228428616555,3282,2.5287950581705756,fold2,49,49,0.4098110907982937,combo2_entryFreeze_exitRunner
1.9545817251010014,0.6403683998109664,-0.15295930687400783,2190,1.6394425232601633,fold3,33,32,0.3963470319634703,combo2_entryFreeze_exitRunner
0.9165971167510569,0.13491052732713493,-0.11657681332748626,1458,1.0877792375763526,fold4,14,14,0.24142661179698216,combo2_entryFreeze_exitRunner
1.1196934805892897,0.3404909079493399,-0.22899029472556287,3294,1.5532083642022847,fold1,25,25,0.2583485124468731,combo3_entryFreeze_baseExit
1.5075440738480446,0.5245701955037103,-0.2856178360798711,3282,1.880177342005125,fold2,41,41,0.4826325411334552,combo3_entryFreeze_baseExit
1.8753474413200957,0.6725487817062601,-0.1366945235736139,2190,1.6715676946400555,fold3,27,26,0.4547945205479452,combo3_entryFreeze_baseExit
0.3222358854220594,0.039629685918127544,-0.12775209903264229,1458,1.026175497240916,fold4,11,11,0.2729766803840878,combo3_entryFreeze_baseExit
0.606679459597133,0.15654145509205408,-0.36484848108187096,3294,1.2442496494843067,fold1,31,31,0.29143897996357016,combo4_origEntry_baseExit
1.5375055975163145,0.5856032823972954,-0.30918733110768093,3282,1.993980302816811,fold2,47,47,0.5414381474710542,combo4_origEntry_baseExit
1.818573333257709,0.6554226646434023,-0.13236946834247387,2190,1.6544710487751673,fold3,28,27,0.473972602739726,combo4_origEntry_baseExit
-0.022157305304334646,-0.016647569432985954,-0.12477834959495138,1458,0.9889008977112946,fold4,12,12,0.28052126200274347,combo4_origEntry_baseExit
