side_cost,bps_per_side,combo1_sharpe,combo1_mdd,combo1_trades,combo2_sharpe,combo2_mdd,combo2_trades,combo3_sharpe,combo3_mdd,combo3_trades,combo4_sharpe,combo4_mdd,combo4_trades,combo1_pos_folds_vs_combo3,combo2_pos_folds_vs_combo3,combo1_pos_folds_vs_combo4,combo2_pos_folds_vs_combo4,combo1_vs_combo2_delta
0.0,0.0,2.0370566815361872,-0.2647605307028513,122,1.9444251959912005,-0.2534075232296795,127,1.532323458868138,-0.26661642649551454,104,1.3360251334262165,-0.33061216860051834,118,4,4,4,4,0.09263148554498679
0.0005,5.0,1.9407691326159187,-0.2728038461969037,122,1.844011600601687,-0.2578736666338445,127,1.4556808095390361,-0.2742767587247912,104,1.2539952772677003,-0.34452274198868515,118,4,4,4,4,0.09675753201423176
0.001,10.0,1.844199066328468,-0.2807591740102652,122,1.7432854824927124,-0.2623130956184674,127,1.378869700997173,-0.2818572606193299,104,1.1718583237084628,-0.36143225963763437,118,4,4,4,4,0.10091358383575555
0.00125,12.5,1.7958240267954706,-0.28470414495189855,122,1.6928225915262822,-0.26452284286165517,127,1.3404104320598558,-0.28561783607987157,104,1.1307597999722059,-0.37093930671517295,118,4,4,4,4,0.10300143526918837
0.002,20.0,1.6504157332623124,-0.29640972144310784,122,1.54111844084071,-0.2711124572408308,127,1.2248633403218845,-0.29678209961868585,104,1.0073925932699792,-0.39861963402917044,118,4,4,4,4,0.10929729242160247
0.003,30.0,1.4561167775311166,-0.3117197764257813,122,1.338371865177636,-0.27980689187726593,127,1.0705476105483265,-0.31743839336751256,104,0.8428864548697725,-0.4336415153524549,118,4,2,4,4,0.11774491235348061
0.004,40.0,1.261711524325613,-0.3269222543754573,122,1.1354937341706353,-0.305605372736122,127,0.916165635884316,-0.34157386380269694,104,0.6785963442879488,-0.4666240605677643,118,4,2,4,3,0.1262177901549777
0.006,60.0,0.8741905325304085,-0.3571896865304245,122,0.731106692854488,-0.38599166182062694,127,0.6081636482475501,-0.4017198721403221,104,0.3516679648579601,-0.5407642902164234,118,4,2,4,3,0.14308383967592042
0.01,100.0,0.11486143897104789,-0.4938858056551171,122,-0.06060034516888718,-0.5278912422750994,127,0.0016240639903680168,-0.5571201735493432,104,-0.28897774409682986,-0.6870060055484272,118,3,1,4,3,0.17546178413993507
