sharpe,cagr,mdd,bar_count,end_equity,trades,closed_trades,exposure,policy
1.7958240267954706,0.566914034044059,-0.28470414495189855,10224,8.125587882832642,122,121,0.3055555555555556,combo1_entryFreeze_exitWinner
1.6928225915262822,0.5211958676219528,-0.26452284286165517,10224,7.077253882826223,127,126,0.3290297339593114,combo2_entryFreeze_exitRunner
1.3404104320598558,0.41257096350760825,-0.28561783607987157,10224,5.009266587734396,104,103,0.3745109546165884,combo3_entryFreeze_baseExit
1.1307597999722059,0.3503025443385248,-0.37093930671517295,10224,4.059198917344875,118,117,0.40923317683881066,combo4_origEntry_baseExit
