combo,obs_sharpe,perm_method,n_perm,p_value_ge_obs,perm_mean,perm_p05,perm_p50,perm_p95
combo1_entryFreeze_exitWinner,1.7958240267954706,random_circular_shift_market_within_each_fold (timing null),1200,0.0008326394671107411,0.1057220810635283,-0.5526418944220489,0.10490772522658279,0.7761041949615649
combo2_entryFreeze_exitRunner,1.6928225915262822,random_circular_shift_market_within_each_fold (timing null),1200,0.0008326394671107411,0.12261069179449063,-0.5314008636996022,0.11871056501052364,0.8106725935511351
combo3_entryFreeze_baseExit,1.3404104320598558,random_circular_shift_market_within_each_fold (timing null),1200,0.00749375520399667,0.16940626673227382,-0.48162804654344055,0.14945555453416137,0.8448658846510001
combo4_origEntry_baseExit,1.1307597999722059,random_circular_shift_market_within_each_fold (timing null),1200,0.014154870940882597,0.20370072081383067,-0.45296525289700934,0.19965411405944244,0.8656070695283749
