rank,candidate_id,mechanism_type,representative_config_id,source_parent_candidate_id,source_parent_first_config_id,post_ablation_revision,removed_layer,param_1_name,param_1_value,param_2_name,param_2_value,param_3_name,param_3_value,param_4_name,param_4_value,agg_cagr_50bps,agg_sharpe_50bps,agg_mdd_50bps,total_entries,avg_exposure,mean_fold_sharpe,median_fold_sharpe,Calmar_50bps,agg_cagr_20bps,agg_sharpe_20bps,agg_mdd_20bps,total_entries_20bps,avg_exposure_20bps,mean_fold_sharpe_20bps,median_fold_sharpe_20bps,Calmar_20bps,cost_resilience_calmar_retention_50_over_20,cost_resilience_calmar_delta_20_minus_50,holdout_cagr_20bps,holdout_sharpe_20bps,holdout_mdd_20bps,holdout_entries_20bps,holdout_exit_count_20bps,holdout_final_position_state_20bps,holdout_exposure_20bps,holdout_mean_daily_return_20bps,holdout_cagr_50bps,holdout_sharpe_50bps,holdout_mdd_50bps,holdout_entries_50bps,holdout_exit_count_50bps,holdout_final_position_state_50bps,holdout_exposure_50bps,holdout_mean_daily_return_50bps,holdout_hard_constraints_pass_50bps,holdout_fail_reasons_50bps,reserve_cagr_20bps,reserve_sharpe_20bps,reserve_mdd_20bps,reserve_entries_20bps,reserve_exit_count_20bps,reserve_final_position_state_20bps,reserve_exposure_20bps,reserve_mean_daily_return_20bps,reserve_cagr_50bps,reserve_sharpe_50bps,reserve_mdd_50bps,reserve_entries_50bps,reserve_exit_count_50bps,reserve_final_position_state_50bps,reserve_exposure_50bps,reserve_mean_daily_return_50bps,bootstrap_lb5_block5,bootstrap_lb5_block10,bootstrap_lb5_block20,bootstrap_lb5_mean_daily_return,bootstrap_pass,layers,tunables,complexity_penalty,adjusted_preference,ablation_review_flag
1,btcsd_20260318_c1_av4h,base,cfg_001,,,False,,q_d1_antivol_rank,0.35,q_h4_rangepos_entry,0.55,q_h4_rangepos_hold,0.45,,,0.2299003630869573,0.9761750358390732,0.2156913246531812,22.0,0.1827795459062835,1.1817937400226382,1.4096631251173082,1.0658767266445388,0.2523355230846982,1.0543686279054283,0.1929152793349601,22.0,0.1827795459062835,1.290696483988032,1.5248137879189505,1.308012117830057,0.8148829143974509,0.2421353911855182,0.1824908004032406,1.2203670374672495,0.0618748973855756,3,3,flat,0.1077147016011644,0.0004875146481202,0.1739985678642077,1.1694088924809185,0.0675195113544525,3,3,flat,0.1077147016011644,0.0004678451893349,False,entries_per_year_out_of_range | exposure_out_of_range,0.1539578062421323,0.7590348362616847,0.1863768427696807,11,11,flat,0.2616297221354979,0.0004577709229094,0.1281816244434253,0.6555781440297868,0.2116602977469911,11,11,flat,0.2616297221354979,0.0003961153096013,8.638952879208189e-05,3.936507245776011e-05,-4.973820726162477e-05,3.936507245776011e-05,True,2,3,0.13,0.9358767266445388,True
2,btcsd_20260318_c3_trade4h15m,base,cfg_025,,,False,,q_h4_rangepos_entry,0.65,q_h4_rangepos_hold,0.35,rho_m15_relvol_min,1.1,,,0.3973481974345414,1.0106981476478314,0.3821883624332575,65.0,0.3707549750161285,0.2623776363440053,1.377332861985519,1.0396658728820696,0.4756824898923115,1.1428570054135954,0.3509537706783221,65.0,0.3707549750161285,0.6079610085249304,1.5430963181513295,1.355399285133521,0.7670550547617055,0.3157334122514514,0.4481994688135124,1.3318462673174325,0.2777093034696964,34,33,long,0.4441639374090247,0.001149349944962,0.3365484094012703,1.0750251137085405,0.296982752970455,34,33,long,0.4441639374090247,0.0009300277717474,True,none,-0.0442311907838218,-0.0518755929610613,0.3781352520962214,38,38,flat,0.3196067339016444,-3.618130194420069e-05,-0.1159979334817008,-0.3550195970511607,0.4393824369821472,38,38,flat,0.3196067339016444,-0.0002489736124209,0.0001804606533559,0.0001650301467096,0.0001794175114206,0.0001650301467096,True,3,3,0.15,0.8896658728820696,True
