trade_id,side,entry_ts,exit_ts,return_pct,pnl_usd,fees_usd,n_buy_fills,n_sell_fills,entry_reason,exit_reason,max_exposure_during_trade,exposure_at_entry,exposure_at_exit,entry_ts_ms,exit_ts_ms,entry_price,exit_price,qty,days_held,regime,label
1,long,2019-04-10T20:00:00Z,2019-04-28T04:00:00Z,2.079854,82.828736,13.030874,8,1,vdo_trend_accel,trailing_stop,0.447329,0.084012,0.0,1554926400000,1556424000000,5193.252696,5301.264757,0.82778933,17.333333,AnalyticalRegime.NEUTRAL,baseline
2,long,2019-04-29T00:00:00Z,2019-05-17T04:00:00Z,32.955161,2986.132394,31.855571,10,1,vdo_trend_accel,trailing_stop,0.935599,0.079364,0.0,1556496000000,1558065600000,5518.099381,7336.597896,1.65208461,18.166667,AnalyticalRegime.NEUTRAL,baseline
3,long,2019-05-19T04:00:00Z,2019-05-23T00:00:00Z,-3.837558,-468.835039,34.645561,4,1,vdo_trend_accel,emergency_dd,0.904021,0.350399,0.0,1558238400000,1558569600000,7924.272634,7620.174107,1.48587088,3.833333,AnalyticalRegime.SHOCK,baseline
4,long,2019-05-25T08:00:00Z,2019-06-04T00:00:00Z,-1.919742,-183.307783,26.351284,3,1,vdo_trend,trailing_stop,0.72274,0.319883,0.0,1558771200000,1559606400000,8266.236792,8107.546369,1.07290555,9.666667,AnalyticalRegime.BULL,baseline
5,long,2019-06-06T04:00:00Z,2019-06-27T16:00:00Z,49.862815,5899.956284,44.547899,8,1,vdo_trend_accel,trailing_stop,0.978518,0.347683,0.0,1559793600000,1561651200000,7885.994253,11818.172958,1.50722429,21.5,AnalyticalRegime.BULL,baseline
6,long,2019-07-03T04:00:00Z,2019-07-12T04:00:00Z,-2.300793,-337.134997,40.851246,4,1,vdo_trend_accel,trailing_stop,0.778169,0.098803,0.0,1562126400000,1562904000000,11441.570188,11178.323287,1.2039917,9.0,AnalyticalRegime.SHOCK,baseline
7,long,2019-07-18T08:00:00Z,2019-07-23T16:00:00Z,-5.915018,-671.37464,32.273928,7,1,vdo_trend_accel,trailing_stop,0.621807,0.080129,0.0,1563436800000,1563897600000,10544.362849,9920.661893,1.05135236,5.333333,AnalyticalRegime.SHOCK,baseline
8,long,2019-07-25T04:00:00Z,2019-08-11T00:00:00Z,14.346491,2297.754839,52.118169,7,1,vdo_trend_accel,trailing_stop,0.953824,0.228511,0.0,1564027200000,1565481600000,9880.437531,11297.933587,1.64060992,16.833333,AnalyticalRegime.CHOP,baseline
9,long,2019-08-16T16:00:00Z,2019-08-21T16:00:00Z,-3.448121,-664.575565,54.53331,4,1,vdo_trend_accel,emergency_dd,0.953584,0.351679,0.0,1565971200000,1566403200000,10333.082878,9976.785727,1.79004308,5.0,AnalyticalRegime.BULL,baseline
10,long,2019-08-23T16:00:00Z,2019-08-28T20:00:00Z,-5.804519,-945.887627,46.340287,5,1,vdo_trend_accel,emergency_dd,0.840279,0.35044,0.0,1566576000000,1567022400000,10271.7743,9675.547191,1.54875554,5.166667,AnalyticalRegime.CHOP,baseline
11,long,2019-08-31T00:00:00Z,2019-09-09T04:00:00Z,6.722924,1167.315533,55.153919,4,1,vdo_trend_accel,trailing_stop,1.0,0.350983,0.0,1567209600000,1568001600000,9641.71705,10289.922355,1.84476943,9.166667,AnalyticalRegime.BULL,baseline
12,long,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,-4.216064,-810.574311,54.600991,3,1,vdo_trend_accel,emergency_dd,0.982557,0.349304,0.0,1568246400000,1568865600000,10244.807435,9812.879756,1.81479851,7.166667,AnalyticalRegime.CHOP,baseline
