episode_id,entry_time,exit_time,exit_reason,hold_bars,realized_return_pct,mfe_pct,giveback_ratio,win_flag
58,2021-01-12T04:00:00Z,2021-01-17T08:00:00Z,vtrend_trail_stop,31,-0.83891,14.506180672644097,1.0578312113251165,0
59,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,vtrend_trail_stop,22,-9.797859,6.112938435283131,2.602806752223769,0
60,2021-02-01T12:00:00Z,2021-02-01T16:00:00Z,vtrend_trend_exit,1,-3.187471,0.7086373024870456,5.49802880657453,0
61,2021-02-02T04:00:00Z,2021-02-23T08:00:00Z,vtrend_trail_stop,127,47.65338,73.73294375708929,0.3537030047655162,1
62,2021-02-24T00:00:00Z,2021-02-28T04:00:00Z,vtrend_trail_stop,25,-8.892181,6.338032102078728,2.402987687153489,0
63,2021-03-02T08:00:00Z,2021-03-16T00:00:00Z,vtrend_trail_stop,82,14.819498,27.829830487651176,0.46749593007489576,1
64,2021-03-18T00:00:00Z,2021-03-22T20:00:00Z,vtrend_trail_stop,29,-5.939132,1.963769773749838,4.024352487440097,0
65,2021-03-23T00:00:00Z,2021-03-25T12:00:00Z,vtrend_trail_stop,15,-3.742882,5.657191221348492,1.6616148992587558,0
66,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,vtrend_trail_stop,59,-0.264454,6.712327594878201,1.0393982558601267,0
67,2021-04-08T20:00:00Z,2021-04-17T12:00:00Z,vtrend_trail_stop,52,5.253101,12.223030253899847,0.5702292401408432,1
68,2021-05-02T16:00:00Z,2021-05-04T16:00:00Z,vtrend_trail_stop,12,-5.124388,4.112191080515103,2.2461454002662995,0
69,2021-05-05T16:00:00Z,2021-05-12T20:00:00Z,vtrend_trail_stop,43,-5.738881,3.1311299179040173,2.8328466561494885,0
70,2021-07-25T12:00:00Z,2021-08-02T20:00:00Z,vtrend_trail_stop,50,13.66472,23.71401332033449,0.42377024861149665,1
71,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,vtrend_trail_stop,82,17.917037,27.140806020511775,0.3398487507534181,1
72,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,vtrend_trail_stop,38,3.838405,10.103749126507578,0.6201009197734537,1
73,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,vtrend_trail_stop,69,-0.553987,12.910274397509008,1.0429105519327218,0
74,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,vtrend_trail_stop,11,-6.520204,0.31619847371469584,21.620605543729297,0
75,2021-10-02T12:00:00Z,2021-10-22T00:00:00Z,vtrend_trail_stop,117,30.168591,40.36953320151604,0.2526891294629326,1
76,2021-10-25T00:00:00Z,2021-10-27T08:00:00Z,vtrend_trail_stop,14,-1.679495,4.592678987216157,1.3656896126802938,0
77,2021-10-28T16:00:00Z,2021-11-06T08:00:00Z,vtrend_trail_stop,52,-0.767437,5.016745015989908,1.1529750859479488,0
78,2021-11-06T20:00:00Z,2021-11-12T08:00:00Z,vtrend_trail_stop,33,5.204465,12.67771105311026,0.5894791277228887,1
79,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,vtrend_trail_stop,6,-7.497723,0.9477746728731362,8.9108708162363,0
80,2021-12-26T00:00:00Z,2021-12-28T16:00:00Z,vtrend_trail_stop,16,-3.095213,3.2466106224250586,1.9533674838062436,0
81,2022-02-05T20:00:00Z,2022-02-12T16:00:00Z,vtrend_trail_stop,41,1.191136,10.182509388881613,0.8830213698304453,1
82,2022-02-15T00:00:00Z,2022-02-17T16:00:00Z,vtrend_trail_stop,16,-1.632189,5.103312965864927,1.3198292973441754,0
83,2022-03-01T16:00:00Z,2022-03-04T16:00:00Z,vtrend_trail_stop,18,-6.944136,3.920255201230062,2.7713479463839836,0
84,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,vtrend_trail_stop,85,11.501257,17.99849376516171,0.36098780542057957,1
85,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,vtrend_trail_stop,29,-4.921238,2.2324934079270076,3.204368435098601,0
86,2022-04-07T12:00:00Z,2022-04-09T00:00:00Z,vtrend_trend_exit,9,-3.6538,0.3654197208613693,10.998913007177727,0
87,2022-07-18T08:00:00Z,2022-07-23T12:00:00Z,vtrend_trail_stop,31,-0.27001,9.019858715503059,1.0299350586873288,0
88,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,vtrend_trail_stop,12,-5.257612,2.4191401399475043,3.1733391601340184,0
89,2022-07-27T08:00:00Z,2022-08-01T20:00:00Z,vtrend_trail_stop,33,7.324028,15.446563744535949,0.5258474233409489,1
90,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,vtrend_trail_stop,36,-1.386833,3.7169618145004546,1.3731092944215206,0
91,2022-08-10T12:00:00Z,2022-08-17T16:00:00Z,vtrend_trail_stop,43,0.963582,8.925419271415477,0.8920407018764973,1
92,2022-08-18T04:00:00Z,2022-08-19T08:00:00Z,vtrend_trail_stop,7,-6.702373,0.6066662588632323,12.047875008837423,0
93,2022-09-11T16:00:00Z,2022-09-13T16:00:00Z,vtrend_trail_stop,12,-3.945639,5.24047878668881,1.7529157469394219,0
94,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,vtrend_trend_exit,11,-2.893608,1.1637426482003979,3.486467265313901,0
95,2022-10-05T04:00:00Z,2022-10-07T20:00:00Z,vtrend_trail_stop,16,-3.814733,1.2159024612833549,4.137367610863822,0
96,2022-10-09T12:00:00Z,2022-10-09T16:00:00Z,vtrend_trend_exit,1,0.145814,0.3492785327640957,0.582528021845295,1
97,2022-10-25T20:00:00Z,2022-11-03T00:00:00Z,vtrend_trail_stop,49,-0.812198,3.884694728128082,1.2090764028686944,0
98,2022-11-03T04:00:00Z,2022-11-07T08:00:00Z,vtrend_trail_stop,25,1.394546,5.654947430938279,0.7533936403421854,1
99,2022-12-07T00:00:00Z,2022-12-07T08:00:00Z,vtrend_trend_exit,2,-2.103244,0.2113682654299409,10.950613899971334,0
100,2022-12-09T08:00:00Z,2022-12-12T08:00:00Z,vtrend_trail_stop,18,-1.869974,0.7611298814311435,3.456839556060932,0
101,2022-12-12T12:00:00Z,2022-12-15T16:00:00Z,vtrend_trail_stop,19,2.378876,8.12342855222403,0.7071586233932332,1
102,2022-12-17T16:00:00Z,2022-12-18T00:00:00Z,vtrend_trend_exit,2,0.258901,0.4745632803831036,0.4544436733685012,1
103,2023-01-09T00:00:00Z,2023-01-30T20:00:00Z,vtrend_trail_stop,131,32.762503,39.75265645661404,0.17584116584115772,1
104,2023-01-31T16:00:00Z,2023-02-05T16:00:00Z,vtrend_trail_stop,30,-0.307189,4.796180139959636,1.064048678539123,0
105,2023-02-06T12:00:00Z,2023-02-09T20:00:00Z,vtrend_trail_stop,20,-3.89566,2.4054989255227954,2.6194810808960733,0
106,2023-02-16T04:00:00Z,2023-02-17T00:00:00Z,vtrend_trail_stop,5,-5.098208,1.994084186955129,3.5566663801615714,0
107,2023-02-18T00:00:00Z,2023-02-22T16:00:00Z,vtrend_trail_stop,28,-3.666044,2.6722668166072423,2.3718854633888973,0
108,2023-02-23T04:00:00Z,2023-02-25T00:00:00Z,vtrend_trail_stop,11,-5.385974,0.19105536127541103,29.190645706277696,0
109,2023-02-26T20:00:00Z,2023-03-03T04:00:00Z,vtrend_trail_stop,26,-5.209658,2.028517357034303,3.568209723192377,0
110,2023-03-14T16:00:00Z,2023-03-27T16:00:00Z,vtrend_trail_stop,78,3.688815,11.371195640811601,0.6756000761467229,1
111,2023-03-28T00:00:00Z,2023-04-08T20:00:00Z,vtrend_trail_stop,71,2.740794,7.486173936745856,0.6338858777316376,1
112,2023-04-09T04:00:00Z,2023-04-17T08:00:00Z,vtrend_trail_stop,49,6.247293,10.494304509464568,0.40469680536087815,1
113,2023-04-18T08:00:00Z,2023-04-19T20:00:00Z,vtrend_trail_stop,9,-2.038399,2.28014757184621,1.8939767869276687,0
114,2023-04-21T16:00:00Z,2023-04-22T00:00:00Z,vtrend_trend_exit,2,-2.968297,0.0776389820634475,39.232044278662386,0
115,2023-04-30T08:00:00Z,2023-05-01T16:00:00Z,vtrend_trail_stop,8,-3.936507,2.299607679057678,2.7118167745956923,0
116,2023-05-04T04:00:00Z,2023-05-08T00:00:00Z,vtrend_trail_stop,23,-2.486741,2.382912068889449,2.0435722880697567,0
117,2023-05-30T00:00:00Z,2023-05-31T16:00:00Z,vtrend_trail_stop,10,-3.167713,0.9885295996715106,4.204469548562465,0
118,2023-06-20T12:00:00Z,2023-06-29T00:00:00Z,vtrend_trail_stop,51,11.555361,16.695939080718887,0.30789391694986623,1
119,2023-06-29T08:00:00Z,2023-07-05T16:00:00Z,vtrend_trail_stop,38,-0.147762,3.3234801624988908,1.0444600216566058,0
120,2023-07-06T00:00:00Z,2023-07-10T08:00:00Z,vtrend_trail_stop,26,-1.484534,3.1592523454208834,1.4699004187341125,0
121,2023-07-10T20:00:00Z,2023-07-14T20:00:00Z,vtrend_trail_stop,24,-2.537147,3.0320962130986597,1.8367633550147655,0
122,2023-07-15T00:00:00Z,2023-07-20T00:00:00Z,vtrend_trend_exit,30,-1.525959,0.32673975944766975,5.670258075048855,0
123,2023-09-17T12:00:00Z,2023-09-22T00:00:00Z,vtrend_trail_stop,27,-0.194541,3.3479043245282827,1.0581082913793873,0
124,2023-09-24T20:00:00Z,2023-09-26T00:00:00Z,vtrend_trend_exit,7,-0.744587,0.1738738527816855,5.282340260412226,0
125,2023-09-28T20:00:00Z,2023-10-03T16:00:00Z,vtrend_trail_stop,29,0.702453,5.355872401176848,0.8688443362008307,1
126,2023-10-04T04:00:00Z,2023-10-11T00:00:00Z,vtrend_trail_stop,41,-0.34646,3.0487899996728935,1.113638525459993,0
127,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,vtrend_trend_exit,7,-0.548231,0.16592481445872925,4.304092891641367,0
128,2023-10-16T16:00:00Z,2023-11-14T20:00:00Z,vtrend_trail_stop,175,25.510553,35.169897193643955,0.27464806452120166,1
129,2023-11-15T12:00:00Z,2023-11-16T20:00:00Z,vtrend_trail_stop,8,-1.08085,4.693857269939835,1.2302690384136572,0
130,2023-11-17T04:00:00Z,2023-11-22T00:00:00Z,vtrend_trail_stop,29,-2.230462,3.366621789378331,1.6625222966942983,0
131,2023-11-22T04:00:00Z,2023-11-27T12:00:00Z,vtrend_trail_stop,32,1.599676,5.4855012090502555,0.7083810687415811,1
132,2023-11-27T20:00:00Z,2023-12-11T08:00:00Z,vtrend_trail_stop,81,14.02321,21.092641763067466,0.33516104063578284,1
133,2023-12-12T00:00:00Z,2023-12-18T00:00:00Z,vtrend_trail_stop,36,0.093479,5.280405632035552,0.9822970039587726,1
134,2023-12-18T16:00:00Z,2023-12-26T16:00:00Z,vtrend_trail_stop,48,2.522326,7.483033874255159,0.6629273577555379,1
135,2023-12-26T20:00:00Z,2024-01-03T20:00:00Z,vtrend_trail_stop,48,0.955712,8.845294419898114,0.8919524942154488,1
136,2024-01-06T00:00:00Z,2024-01-12T20:00:00Z,vtrend_trail_stop,41,-1.720277,10.817565391034243,1.1590262631022124,0
137,2024-01-14T08:00:00Z,2024-01-15T00:00:00Z,vtrend_trend_exit,4,-3.167695,0.056992482892958045,56.58092645216899,0
138,2024-01-30T12:00:00Z,2024-03-05T20:00:00Z,vtrend_trail_stop,212,40.770437,58.32479105193431,0.30097585838418756,1
139,2024-03-06T08:00:00Z,2024-03-16T20:00:00Z,vtrend_trail_stop,63,0.152019,10.538679312026368,0.9855751375007189,1
140,2024-03-17T12:00:00Z,2024-03-19T12:00:00Z,vtrend_trail_stop,12,-5.974397,2.884910083418838,3.0709127242260124,0
141,2024-03-21T00:00:00Z,2024-03-23T12:00:00Z,vtrend_trend_exit,15,-4.923356,0.4890450799700306,11.067284595321377,0
142,2024-03-25T04:00:00Z,2024-04-01T16:00:00Z,vtrend_trail_stop,45,1.114791,6.455566817853587,0.8273132272572995,1
143,2024-04-01T20:00:00Z,2024-04-02T12:00:00Z,vtrend_trail_stop,4,-5.967772,0.2615184411935595,23.819698575608406,0
144,2024-04-02T16:00:00Z,2024-04-04T08:00:00Z,vtrend_trend_exit,10,1.648249,3.0001337876666314,0.45060816728378844,1
145,2024-04-05T00:00:00Z,2024-04-05T12:00:00Z,vtrend_trend_exit,3,-3.128474,0.29226353174659586,11.704291367807434,0
146,2024-04-05T16:00:00Z,2024-04-10T12:00:00Z,vtrend_trail_stop,29,1.047698,6.64992717729898,0.842449703272458,1
147,2024-05-16T08:00:00Z,2024-05-23T16:00:00Z,vtrend_trail_stop,44,2.717392,8.715189915229066,0.688200483703564,1
148,2024-05-24T04:00:00Z,2024-05-29T16:00:00Z,vtrend_trail_stop,33,-0.953463,4.013878283004203,1.2375415826726008,0
149,2024-05-29T20:00:00Z,2024-06-08T12:00:00Z,vtrend_trail_stop,58,2.914614,6.925107670477439,0.5791236557338527,1
150,2024-06-08T20:00:00Z,2024-06-11T08:00:00Z,vtrend_trail_stop,15,-2.915095,0.9585324962265428,4.041206230853791,0
151,2024-06-11T20:00:00Z,2024-06-13T08:00:00Z,vtrend_trend_exit,9,0.270693,3.74149971919608,0.9276512039781303,1
152,2024-07-16T04:00:00Z,2024-07-25T00:00:00Z,vtrend_trail_stop,53,0.761749,5.643036310048678,0.8650107923914051,1
153,2024-07-26T04:00:00Z,2024-07-30T12:00:00Z,vtrend_trail_stop,26,-0.896475,4.427019682431924,1.2025007938314685,0
154,2024-08-23T16:00:00Z,2024-08-27T16:00:00Z,vtrend_trail_stop,24,0.0858,5.528751249400972,0.9844811249178019,1
155,2024-08-29T12:00:00Z,2024-08-29T20:00:00Z,vtrend_trend_exit,2,-1.544054,1.7294151810314744,1.8928185764387015,0
156,2024-09-15T16:00:00Z,2024-09-16T16:00:00Z,vtrend_trail_stop,6,-4.258457,0.0,,0
157,2024-09-16T20:00:00Z,2024-09-30T12:00:00Z,vtrend_trail_stop,82,9.919836,14.647872609858084,0.32277974664225945,1
158,2024-09-30T20:00:00Z,2024-10-02T00:00:00Z,vtrend_trail_stop,7,-4.417478,0.9112705328994614,5.84760325338795,0
159,2024-10-02T04:00:00Z,2024-10-04T04:00:00Z,vtrend_trend_exit,12,-1.490276,0.9352261524345222,2.59349265000835,0
160,2024-10-07T04:00:00Z,2024-10-09T20:00:00Z,vtrend_trail_stop,16,-4.12473,1.3902771063009638,3.966840194164204,0
161,2024-10-13T08:00:00Z,2024-10-23T08:00:00Z,vtrend_trail_stop,60,6.166557,10.51274147255759,0.41342065567795505,1
162,2024-10-24T20:00:00Z,2024-10-31T20:00:00Z,vtrend_trail_stop,42,2.4041,7.666199908950457,0.6864026468716058,1
163,2024-11-02T20:00:00Z,2024-11-25T20:00:00Z,vtrend_trail_stop,138,35.923378,43.12832201404044,0.16705829667323646,1
164,2024-11-26T16:00:00Z,2024-12-09T12:00:00Z,vtrend_trail_stop,77,5.472832,12.036030747706242,0.5452959439271139,1
165,2024-12-09T20:00:00Z,2024-12-19T00:00:00Z,vtrend_trail_stop,55,3.022007,11.51165161398158,0.7374827608290722,1
166,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,vtrend_trend_exit,15,-0.569021,2.0308292866483892,1.280191448754953,0
167,2025-01-06T04:00:00Z,2025-01-07T16:00:00Z,vtrend_trail_stop,9,-1.293467,3.6189928855899787,1.3574107606429116,0
168,2025-01-16T04:00:00Z,2025-01-23T12:00:00Z,vtrend_trail_stop,44,2.274647,10.052926390288249,0.7737328503471934,1
169,2025-01-24T00:00:00Z,2025-01-27T04:00:00Z,vtrend_trail_stop,19,-2.615041,2.985852983893386,1.87581036779317,0
170,2025-01-28T20:00:00Z,2025-02-01T20:00:00Z,vtrend_trail_stop,24,-0.935107,3.833879899862352,1.2439061797511115,0
171,2025-03-27T04:00:00Z,2025-03-28T16:00:00Z,vtrend_trail_stop,9,-4.319547,0.0,,0
172,2025-04-14T20:00:00Z,2025-05-05T00:00:00Z,vtrend_trail_stop,121,10.793502,15.160530221735085,0.2880524729586463,1
173,2025-05-06T00:00:00Z,2025-05-25T12:00:00Z,vtrend_trail_stop,117,12.996438,18.086940071936862,0.28144628398670535,1
174,2025-05-27T00:00:00Z,2025-05-29T20:00:00Z,vtrend_trail_stop,17,-3.576826,1.071492063919372,4.338173114335964,0
175,2025-05-30T20:00:00Z,2025-06-05T16:00:00Z,vtrend_trend_exit,35,-0.303749,1.956666461293601,1.1552380060724217,0
176,2025-06-09T00:00:00Z,2025-06-12T12:00:00Z,vtrend_trail_stop,21,0.901651,4.4316040523554445,0.7965407131711681,1
177,2025-06-13T08:00:00Z,2025-06-17T16:00:00Z,vtrend_trail_stop,26,-0.821455,3.7642393852541494,1.2182260254801882,0
178,2025-06-26T04:00:00Z,2025-07-01T16:00:00Z,vtrend_trail_stop,33,-1.956629,0.7672345576191352,3.550235753290058,0
179,2025-07-02T16:00:00Z,2025-07-15T04:00:00Z,vtrend_trail_stop,75,7.519603,13.203440711642687,0.43048155672261434,1
180,2025-07-15T08:00:00Z,2025-07-25T04:00:00Z,vtrend_trail_stop,59,-1.361621,3.50976409769968,1.3879522845687589,0
181,2025-07-27T04:00:00Z,2025-08-01T00:00:00Z,vtrend_trail_stop,29,-2.242337,1.2670705125621948,2.76970182619567,0
182,2025-08-09T16:00:00Z,2025-08-14T16:00:00Z,vtrend_trail_stop,30,0.965419,6.379485911693726,0.8486682134950142,1
183,2025-09-11T04:00:00Z,2025-09-21T12:00:00Z,vtrend_trail_stop,62,0.850056,2.9564493622766252,0.71247402007068,1
184,2025-10-01T16:00:00Z,2025-10-08T00:00:00Z,vtrend_trail_stop,38,3.122713,7.36630914091189,0.5760817337061376,1
185,2025-10-08T12:00:00Z,2025-10-10T20:00:00Z,vtrend_trail_stop,14,-5.253509,0.9675828271353567,6.429518644469574,0
186,2025-10-27T20:00:00Z,2025-10-29T20:00:00Z,vtrend_trail_stop,12,-3.935614,0.8938032101494782,5.40322204631802,0
187,2025-10-30T04:00:00Z,2025-10-30T12:00:00Z,vtrend_trend_exit,2,-1.131818,0.6582409897439948,2.719458401459001,0
188,2026-01-03T04:00:00Z,2026-01-08T04:00:00Z,vtrend_trail_stop,30,0.344022,4.8417542196526,0.9289468270397493,1
189,2026-01-09T00:00:00Z,2026-01-18T08:00:00Z,vtrend_trail_stop,56,4.103626,7.383796821554169,0.4442390413532189,1
190,2026-01-18T20:00:00Z,2026-01-19T04:00:00Z,vtrend_trail_stop,2,-3.015386,0.057318005245768765,53.60800663021323,0
191,2026-01-19T12:00:00Z,2026-01-20T20:00:00Z,vtrend_trail_stop,8,-3.911778,0.1445296550358731,28.065573490984075,0
192,2026-01-21T08:00:00Z,2026-01-21T16:00:00Z,vtrend_trend_exit,2,1.001732,1.4230215604573075,0.2960528302339427,1
