episode_id,entry_time,exit_time,exit_reason,hold_bars,realized_return_pct,mfe_pct,giveback_ratio,win_flag
1,2019-01-04T08:00:00Z,2019-01-10T08:00:00Z,vtrend_trail_stop,36,-0.351217,7.465829918037419,1.0470432629534543,0
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,vtrend_trail_stop,89,3.20649,14.78681469168516,0.7831520806301132,1
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,vtrend_trail_stop,27,-2.456875,1.8586533859043919,2.321857544086695,0
4,2019-03-05T04:00:00Z,2019-03-25T16:00:00Z,vtrend_trail_stop,123,6.517697,9.487038250203476,0.3129892777801112,1
5,2019-03-26T04:00:00Z,2019-04-11T12:00:00Z,vtrend_trail_stop,98,26.799808,37.61151950486541,0.28745745046186755,1
6,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,vtrend_trail_stop,80,3.426128,11.056272471268706,0.690119069613807,1
7,2019-04-27T00:00:00Z,2019-05-17T04:00:00Z,vtrend_trail_stop,121,37.897776,57.246289180186075,0.33798720331523124,1
8,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,vtrend_trail_stop,79,15.623522,27.03945554379214,0.4221953924073398,1
9,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,vtrend_trail_stop,19,-4.088651,4.277842567520009,1.9557740696311579,0
10,2019-06-05T08:00:00Z,2019-06-08T08:00:00Z,vtrend_trend_exit,18,0.897309,3.4237607851743816,0.737917145413447,1
11,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,vtrend_trend_exit,1,-0.977937,0.0,,0
12,2019-06-13T04:00:00Z,2019-06-27T16:00:00Z,vtrend_trail_stop,87,46.082022,72.6803167734405,0.3659628349770799,1
13,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,vtrend_trail_stop,14,-12.697029,2.9826577753535957,5.2569513354560975,0
14,2019-07-03T04:00:00Z,2019-07-11T08:00:00Z,vtrend_trail_stop,49,2.418113,16.338095658824926,0.8519954191421403,1
15,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,vtrend_trail_stop,15,-7.123954,6.1094177333178585,2.166061040669939,0
16,2019-08-03T20:00:00Z,2019-08-10T20:00:00Z,vtrend_trail_stop,42,4.218723,13.52151517370225,0.6879992407799892,1
17,2019-08-11T12:00:00Z,2019-08-13T16:00:00Z,vtrend_trail_stop,13,-4.697393,1.0355930802905726,5.535944754171184,0
18,2019-09-06T08:00:00Z,2019-09-09T04:00:00Z,vtrend_trail_stop,17,-4.070877,1.6713743626972108,3.435646430181296,0
19,2019-09-11T04:00:00Z,2019-09-11T12:00:00Z,vtrend_trend_exit,2,-0.4992,0.38139588695155857,2.3088762020745226,0
20,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,vtrend_trend_exit,13,-2.477486,0.5000861210851835,5.95411869184426,0
21,2019-10-27T00:00:00Z,2019-11-01T04:00:00Z,vtrend_trail_stop,31,-1.993392,7.17448886416446,1.2778444621967016,0
22,2019-11-01T08:00:00Z,2019-11-08T12:00:00Z,vtrend_trail_stop,43,-1.0022,4.448008835250587,1.2253143006501108,0
23,2019-11-09T08:00:00Z,2019-11-12T04:00:00Z,vtrend_trend_exit,17,-1.130283,3.571833618837903,1.3164433511233196,0
24,2019-12-25T12:00:00Z,2019-12-25T16:00:00Z,vtrend_trend_exit,1,-0.577875,0.441039094309613,2.310257996299818,0
25,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,vtrend_trail_stop,15,-1.730321,2.9268569347177937,1.5911874200188185,0
26,2020-01-05T00:00:00Z,2020-01-10T00:00:00Z,vtrend_trail_stop,30,6.090815,14.85359144251029,0.589943279133936,1
27,2020-01-10T20:00:00Z,2020-01-19T16:00:00Z,vtrend_trail_stop,53,6.896027,14.044811264300542,0.508998243534358,1
28,2020-01-21T12:00:00Z,2020-01-24T04:00:00Z,vtrend_trail_stop,16,-4.075365,1.7608043804715239,3.3144904937757267,0
29,2020-01-24T08:00:00Z,2020-02-11T04:00:00Z,vtrend_trail_stop,107,16.495145,22.057720431072,0.2521826971401894,1
30,2020-02-11T16:00:00Z,2020-02-16T16:00:00Z,vtrend_trail_stop,30,-3.208631,3.1924040335563384,2.0050829927142977,0
31,2020-02-18T08:00:00Z,2020-02-20T12:00:00Z,vtrend_trail_stop,13,-2.49744,4.584437407091081,1.5447647722569031,0
32,2020-02-20T16:00:00Z,2020-02-25T16:00:00Z,vtrend_trail_stop,30,-2.068129,4.236152826846109,1.4882092513030882,0
33,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,vtrend_trail_stop,41,2.548915,11.006382834944812,0.7684148336266025,1
34,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,vtrend_trail_stop,17,-5.956309,0.57051131447201,11.440299515378365,0
35,2020-04-15T20:00:00Z,2020-04-20T20:00:00Z,vtrend_trail_stop,30,0.377498,8.258269833591497,0.9542884880723463,1
36,2020-04-23T12:00:00Z,2020-05-10T04:00:00Z,vtrend_trail_stop,100,20.628462,40.97414658601522,0.4965493190518178,1
37,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,vtrend_trail_stop,63,4.233015,14.302933884030574,0.7040456850096873,1
38,2020-05-22T12:00:00Z,2020-05-25T00:00:00Z,vtrend_trail_stop,15,-5.076139,1.4460956441545494,4.510237390257636,0
39,2020-05-25T20:00:00Z,2020-05-26T00:00:00Z,vtrend_trend_exit,1,-0.50955,0.1455714684130888,4.500342515980176,0
40,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,vtrend_trail_stop,29,-0.032556,9.705506629952259,1.0033543843965371,0
41,2020-06-04T00:00:00Z,2020-06-11T20:00:00Z,vtrend_trail_stop,47,-4.17877,3.2733736221586476,2.276594267062091,0
42,2020-06-13T00:00:00Z,2020-06-15T00:00:00Z,vtrend_trend_exit,12,-1.495258,0.2142891944960459,7.977757341038448,0
43,2020-06-23T20:00:00Z,2020-06-24T16:00:00Z,vtrend_trail_stop,5,-4.237869,0.21075939337289012,21.107616235647768,0
44,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,vtrend_trail_stop,8,-3.172528,0.0,,0
45,2020-07-11T00:00:00Z,2020-07-11T12:00:00Z,vtrend_trend_exit,3,-1.145009,0.017739336611229655,65.54632577833644,0
46,2020-07-25T20:00:00Z,2020-08-03T00:00:00Z,vtrend_trail_stop,49,14.214177,25.19299520118056,0.4357885242905173,1
47,2020-08-03T04:00:00Z,2020-08-11T20:00:00Z,vtrend_trail_stop,52,2.047621,8.252509094657293,0.7518789768646681,1
48,2020-08-12T12:00:00Z,2020-08-19T04:00:00Z,vtrend_trail_stop,40,3.080331,8.68292443300018,0.6452426801858433,1
49,2020-08-19T12:00:00Z,2020-08-25T16:00:00Z,vtrend_trail_stop,37,-3.762374,0.5118518139398943,8.350514147912754,0
50,2020-08-26T04:00:00Z,2020-08-27T08:00:00Z,vtrend_trend_exit,7,0.159613,1.4302322611582579,0.8884006434935685,1
51,2020-08-31T00:00:00Z,2020-09-02T12:00:00Z,vtrend_trail_stop,15,-2.800311,2.7976554170313173,2.000949217316942,0
52,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,vtrend_trail_stop,19,-3.094097,1.957968300409398,2.5802589854764477,0
53,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,vtrend_trail_stop,22,-3.962348,0.06602694593092821,61.011074935149544,0
54,2020-10-09T00:00:00Z,2020-10-29T12:00:00Z,vtrend_trail_stop,123,19.222683,26.728359756132058,0.28081321953959765,1
55,2020-10-29T16:00:00Z,2020-11-26T08:00:00Z,vtrend_trail_stop,166,30.801606,44.859918952987506,0.31338248666299195,1
56,2020-11-27T20:00:00Z,2020-12-08T12:00:00Z,vtrend_trail_stop,64,11.440252,18.24056042982591,0.37281247229150033,1
57,2020-12-11T00:00:00Z,2021-01-11T08:00:00Z,vtrend_trail_stop,188,87.915263,129.57281637472977,0.3214991735168777,1
