episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,mfe_pct,mae_pct,giveback_ratio,win_flag,unit_size_positive_contribution_rank_desc
1,2019-01-04T08:00:00Z,2019-01-10T08:00:00Z,36,6.0,vtrend_trail_stop,-0.351217,7.465829918037419,2.2047216793095865,1.0470432629534543,0,89
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,89,14.833333,vtrend_trail_stop,3.20649,14.78681469168516,2.436402722832599,0.7831520806301132,1,43
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,27,4.5,vtrend_trail_stop,-2.456875,1.8586533859043919,3.8344803505387355,2.321857544086695,0,130
4,2019-03-05T04:00:00Z,2019-03-25T16:00:00Z,123,20.5,vtrend_trail_stop,6.517697,9.487038250203476,0.14135949394489117,0.3129892777801112,1,30
5,2019-03-26T04:00:00Z,2019-04-11T12:00:00Z,98,16.333333,vtrend_trail_stop,26.799808,37.61151950486541,1.1694472607993527,0.28745745046186755,1,10
6,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,80,13.333333,vtrend_trail_stop,3.426128,11.056272471268706,1.8341877262892687,0.690119069613807,1,42
7,2019-04-27T00:00:00Z,2019-05-17T04:00:00Z,121,20.166667,vtrend_trail_stop,37.897776,57.246289180186075,2.6599232122462775,0.33798720331523124,1,5
8,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,79,13.166667,vtrend_trail_stop,15.623522,27.03945554379214,1.020143714792126,0.4221953924073398,1,16
9,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,19,3.166667,vtrend_trail_stop,-4.088651,4.277842567520009,7.958754919313632,1.9557740696311579,0,163
10,2019-06-05T08:00:00Z,2019-06-08T08:00:00Z,18,3.0,vtrend_trend_exit,0.897309,3.4237607851743816,4.9448813498650015,0.737917145413447,1,68
11,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,1,0.166667,vtrend_trend_exit,-0.977937,0.0,2.9829012244929083,,0,104
12,2019-06-13T04:00:00Z,2019-06-27T16:00:00Z,87,14.5,vtrend_trail_stop,46.082022,72.6803167734405,0.9896551349490723,0.3659628349770799,1,3
13,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,14,2.333333,vtrend_trail_stop,-12.697029,2.9826577753535957,15.639002165403742,5.2569513354560975,0,192
14,2019-07-03T04:00:00Z,2019-07-11T08:00:00Z,49,8.166667,vtrend_trail_stop,2.418113,16.338095658824926,4.462643454305912,0.8519954191421403,1,52
15,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,15,2.5,vtrend_trail_stop,-7.123954,6.1094177333178585,8.08612069293165,2.166061040669939,0,188
16,2019-08-03T20:00:00Z,2019-08-10T20:00:00Z,42,7.0,vtrend_trail_stop,4.218723,13.52151517370225,2.8539313978195815,0.6879992407799892,1,38
17,2019-08-11T12:00:00Z,2019-08-13T16:00:00Z,13,2.166667,vtrend_trail_stop,-4.697393,1.0355930802905726,6.03297895111544,5.535944754171184,0,170
18,2019-09-06T08:00:00Z,2019-09-09T04:00:00Z,17,2.833333,vtrend_trail_stop,-4.070877,1.6713743626972108,5.934678542875096,3.435646430181296,0,161
19,2019-09-11T04:00:00Z,2019-09-11T12:00:00Z,2,0.333333,vtrend_trend_exit,-0.4992,0.38139588695155857,2.2115808389405776,2.3088762020745226,0,90
20,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,13,2.166667,vtrend_trend_exit,-2.477486,0.5000861210851835,2.7983838824896665,5.95411869184426,0,131
21,2019-10-27T00:00:00Z,2019-11-01T04:00:00Z,31,5.166667,vtrend_trail_stop,-1.993392,7.17448886416446,3.530946037073167,1.2778444621967016,0,124
22,2019-11-01T08:00:00Z,2019-11-08T12:00:00Z,43,7.166667,vtrend_trail_stop,-1.0022,4.448008835250587,4.5290692107219215,1.2253143006501108,0,105
23,2019-11-09T08:00:00Z,2019-11-12T04:00:00Z,17,2.833333,vtrend_trend_exit,-1.130283,3.571833618837903,2.412381182198485,1.3164433511233196,0,107
24,2019-12-25T12:00:00Z,2019-12-25T16:00:00Z,1,0.166667,vtrend_trend_exit,-0.577875,0.441039094309613,1.3188938867337383,2.310257996299818,0,95
25,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,15,2.5,vtrend_trail_stop,-1.730321,2.9268569347177937,2.315427203856302,1.5911874200188185,0,121
26,2020-01-05T00:00:00Z,2020-01-10T00:00:00Z,30,5.0,vtrend_trail_stop,6.090815,14.85359144251029,0.591533746151356,0.589943279133936,1,33
