peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-05-23T07:59:59Z,13459.69,2019-05-27T03:59:59Z,11.93,54,77,9.0,12.8
2019-05-30T15:59:59Z,15766.56,2019-06-09T23:59:59Z,13981.25,2019-06-15T15:59:59Z,11.32,62,96,10.3,16.0
2019-06-26T19:59:59Z,25015.56,2020-07-05T15:59:59Z,16826.26,2020-11-09T11:59:59Z,32.74,2249,3010,374.8,501.7
2020-11-24T15:59:59Z,30593.25,2020-11-26T11:59:59Z,27856.32,2020-12-16T15:59:59Z,8.95,11,132,1.8,22.0
2020-12-21T07:59:59Z,36025.15,2020-12-21T11:59:59Z,34097.63,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,51155.19,2021-01-04T11:59:59Z,45796.16,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,61029.17,2021-01-27T15:59:59Z,48409.91,2021-03-11T23:59:59Z,20.68,115,375,19.2,62.5
2021-03-14T03:59:59Z,64990.63,2021-03-25T15:59:59Z,57449.59,2021-04-14T03:59:59Z,11.6,69,186,11.5,31.0
2021-04-14T11:59:59Z,65839.48,2021-04-25T23:59:59Z,60984.98,2021-04-27T11:59:59Z,7.37,69,78,11.5,13.0
2021-05-03T07:59:59Z,69634.03,2021-09-28T23:59:59Z,52491.56,2021-10-06T19:59:59Z,24.62,892,939,148.7,156.5
2021-10-20T15:59:59Z,84185.53,2021-10-27T23:59:59Z,75364.63,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,85248.6,2023-06-15T15:59:59Z,58559.93,2023-12-04T19:59:59Z,31.31,3501,4534,583.5,755.7
2023-12-09T07:59:59Z,89952.38,2023-12-18T03:59:59Z,81335.66,2024-01-08T19:59:59Z,9.58,53,183,8.8,30.5
2024-01-11T11:59:59Z,91862.16,2024-01-23T19:59:59Z,80896.38,2024-02-08T15:59:59Z,11.94,74,169,12.3,28.2
2024-03-04T23:59:59Z,123160.75,2024-08-07T19:59:59Z,78457.17,2024-12-05T03:59:59Z,36.3,935,1651,155.8,275.2
2024-12-05T03:59:59Z,126751.3,2024-12-09T23:59:59Z,119604.0,2024-12-16T15:59:59Z,5.64,29,69,4.8,11.5
2024-12-17T03:59:59Z,128209.35,2024-12-30T15:59:59Z,115882.07,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,135134.95,2025-03-31T03:59:59Z,93433.52,,30.86,418,,69.7,
