close_dt,date,year,open,close,oo_ret,d1_ret_60,h4_trendq_84,macro_thr,entry_thr,exit_thr,macro_on,micro_entry_on,micro_hold_on,pos,trade,ret
2019-01-01 03:59:59.999000+00:00,2019-01-01 00:00:00+00:00,2019,3701.23,3693.13,-0.002407307840906925,-0.4223244929797192,0.2609216937171409,,,,False,False,False,0,0,-0.0
2019-01-01 07:59:59.999000+00:00,2019-01-01 00:00:00+00:00,2019,3692.32,3713.83,0.005923105256315786,-0.4223244929797192,0.34266931660878924,,,,False,False,False,0,0,0.0
2019-01-01 11:59:59.999000+00:00,2019-01-01 00:00:00+00:00,2019,3714.19,3707.54,-0.0017850459992623247,-0.4223244929797192,0.3681372266439264,,,,False,False,False,0,0,-0.0
2019-01-01 15:59:59.999000+00:00,2019-01-01 00:00:00+00:00,2019,3707.56,3682.61,-0.00662430277594972,-0.4223244929797192,0.28796788275741664,,,,False,False,False,0,0,-0.0
2019-01-01 19:59:59.999000+00:00,2019-01-01 00:00:00+00:00,2019,3683.0,3696.73,0.003722508824328008,-0.4223244929797192,0.2695065855690262,,,,False,False,False,0,0,0.0
2019-01-01 23:59:59.999000+00:00,2019-01-01 00:00:00+00:00,2019,3696.71,3797.14,0.026980747745968703,-0.4098303072126429,0.2342055663405063,,,,False,False,False,0,0,0.0
2019-01-02 03:59:59.999000+00:00,2019-01-02 00:00:00+00:00,2019,3796.45,3779.98,-0.004332995298239051,-0.4098303072126429,0.08348931911187009,,,,False,False,False,0,0,-0.0
2019-01-02 07:59:59.999000+00:00,2019-01-02 00:00:00+00:00,2019,3780.0,3771.08,-0.0019470899470900305,-0.4098303072126429,0.11828040501664937,,,,False,False,False,0,0,-0.0
2019-01-02 11:59:59.999000+00:00,2019-01-02 00:00:00+00:00,2019,3772.64,3787.97,0.004286123245260676,-0.4098303072126429,-0.05264465641573343,,,,False,False,False,0,0,0.0
2019-01-02 15:59:59.999000+00:00,2019-01-02 00:00:00+00:00,2019,3788.81,3801.28,0.003642304575843136,-0.4098303072126429,0.09234192215490117,,,,False,False,False,0,0,0.0
2019-01-02 19:59:59.999000+00:00,2019-01-02 00:00:00+00:00,2019,3802.61,3824.98,0.00588280154946208,-0.4098303072126429,0.12129272099157987,,,,False,False,False,0,0,0.0
2019-01-02 23:59:59.999000+00:00,2019-01-02 00:00:00+00:00,2019,3824.98,3858.56,0.008520305988528154,-0.39588137947015,0.3313207881502709,,,,False,False,False,0,0,0.0
2019-01-03 03:59:59.999000+00:00,2019-01-03 00:00:00+00:00,2019,3857.57,3841.83,-0.004080288886527117,-0.39588137947015,0.22711540676114175,,,,False,False,False,0,0,-0.0
2019-01-03 07:59:59.999000+00:00,2019-01-03 00:00:00+00:00,2019,3841.83,3828.88,-0.003370789441490052,-0.39588137947015,0.15953166058306884,,,,False,False,False,0,0,-0.0
2019-01-03 11:59:59.999000+00:00,2019-01-03 00:00:00+00:00,2019,3828.88,3804.0,-0.006678193100854601,-0.39588137947015,-0.2690568322661972,,,,False,False,False,0,0,-0.0
2019-01-03 15:59:59.999000+00:00,2019-01-03 00:00:00+00:00,2019,3803.31,3806.7,0.0010674912116024338,-0.39588137947015,-0.3062069917931408,,,,False,False,False,0,0,0.0
2019-01-03 19:59:59.999000+00:00,2019-01-03 00:00:00+00:00,2019,3807.37,3756.0,-0.013492253182643132,-0.39588137947015,-0.4359010655358586,,,,False,False,False,0,0,-0.0
2019-01-03 23:59:59.999000+00:00,2019-01-03 00:00:00+00:00,2019,3756.0,3766.78,0.002981895633652698,-0.41923109538456793,-0.47450393990536394,,,,False,False,False,0,0,0.0
2019-01-04 03:59:59.999000+00:00,2019-01-04 00:00:00+00:00,2019,3767.2,3780.04,0.0034083669568911734,-0.41923109538456793,-0.40680639886787096,,,,False,False,False,0,0,0.0
2019-01-04 07:59:59.999000+00:00,2019-01-04 00:00:00+00:00,2019,3780.04,3783.28,0.0008571337869440754,-0.41923109538456793,-0.346400358651429,,,,False,False,False,0,0,0.0
2019-01-04 11:59:59.999000+00:00,2019-01-04 00:00:00+00:00,2019,3783.28,3757.55,-0.007726100103613853,-0.41923109538456793,-0.4062206825394642,,,,False,False,False,0,0,-0.0
2019-01-04 15:59:59.999000+00:00,2019-01-04 00:00:00+00:00,2019,3754.05,3725.28,-0.0076583955994192765,-0.41923109538456793,-0.37951734876879806,,,,False,False,False,0,0,-0.0
2019-01-04 19:59:59.999000+00:00,2019-01-04 00:00:00+00:00,2019,3725.3,3739.53,0.0038761978901027394,-0.41923109538456793,-0.11974743700854483,,,,False,False,False,0,0,0.0
2019-01-04 23:59:59.999000+00:00,2019-01-04 00:00:00+00:00,2019,3739.74,3792.01,0.013463502810355799,-0.4138173037831253,-0.08551531840330508,,,,False,False,False,0,0,0.0
2019-01-05 03:59:59.999000+00:00,2019-01-05 00:00:00+00:00,2019,3790.09,3815.0,0.00666474938589845,-0.4138173037831253,-0.005897501337543158,,,,False,False,False,0,0,0.0
2019-01-05 07:59:59.999000+00:00,2019-01-05 00:00:00+00:00,2019,3815.35,3785.15,-0.008119831732344318,-0.4138173037831253,-0.09062111898309881,,,,False,False,False,0,0,-0.0
2019-01-05 11:59:59.999000+00:00,2019-01-05 00:00:00+00:00,2019,3784.37,3801.26,0.004402317955168211,-0.4138173037831253,-0.1333228212334833,,,,False,False,False,0,0,0.0
2019-01-05 15:59:59.999000+00:00,2019-01-05 00:00:00+00:00,2019,3801.03,3785.58,-0.004064687729378735,-0.4138173037831253,-0.08162638312253638,,,,False,False,False,0,0,-0.0
2019-01-05 19:59:59.999000+00:00,2019-01-05 00:00:00+00:00,2019,3785.58,3810.98,0.006685897537497487,-0.4138173037831253,-0.12146474165913258,,,,False,False,False,0,0,0.0
2019-01-05 23:59:59.999000+00:00,2019-01-05 00:00:00+00:00,2019,3810.89,3770.96,-0.010435882431662935,-0.4215529420427021,-0.3182572771416508,,,,False,False,False,0,0,-0.0
2019-01-06 03:59:59.999000+00:00,2019-01-06 00:00:00+00:00,2019,3771.12,3771.15,0.0001538004624621614,-0.4215529420427021,-0.3745082368588019,,,,False,False,False,0,0,0.0
2019-01-06 07:59:59.999000+00:00,2019-01-06 00:00:00+00:00,2019,3771.7,3767.94,-0.0009518254368056089,-0.4215529420427021,-0.3434377391741727,,,,False,False,False,0,0,-0.0
2019-01-06 11:59:59.999000+00:00,2019-01-06 00:00:00+00:00,2019,3768.11,3814.24,0.012239557762379505,-0.4215529420427021,-0.32130300716849225,,,,False,False,False,0,0,0.0
2019-01-06 15:59:59.999000+00:00,2019-01-06 00:00:00+00:00,2019,3814.23,3806.82,-0.0019191291558191548,-0.4215529420427021,-0.18322228311178235,,,,False,False,False,0,0,-0.0
2019-01-06 19:59:59.999000+00:00,2019-01-06 00:00:00+00:00,2019,3806.91,4002.46,0.05109130502165793,-0.4215529420427021,0.13316324126692708,,,,False,False,False,0,0,0.0
2019-01-06 23:59:59.999000+00:00,2019-01-06 00:00:00+00:00,2019,4001.41,3987.6,-0.0034462851844724307,-0.3938398956594704,0.09971703323454491,,,,False,False,False,0,0,-0.0
