segment,sharpe,cagr,mdd,trades,exposure,days
walkforward_2020_2023,1.627998919433356,0.6653309787919948,-0.23221426704758574,116,0.2966343411294923,1461
holdout_2024_2026_02_20,1.3747646041768034,0.4031567964192284,-0.1522081941084814,56,0.2640664961636829,782
full_context_2019_2026_02_20,1.4467026684968318,0.47270886937422785,-0.23221426704758574,172,0.24541328389695072,2608
full_context_2020_2026_02_20,1.5607062609813989,0.5685071907098531,-0.23221426704758574,172,0.2852790369324515,2243
