open_time,open_time_dt,close,state,trade_id
1503446400000,2017-08-23 00:00:00,4100.41,FLAT,-1
1503460800000,2017-08-23 04:00:00,4074.88,FLAT,-1
1503475200000,2017-08-23 08:00:00,4237.99,FLAT,-1
1503489600000,2017-08-23 12:00:00,4197.05,FLAT,-1
1503504000000,2017-08-23 16:00:00,4117.07,FLAT,-1
1503518400000,2017-08-23 20:00:00,4114.01,FLAT,-1
1503532800000,2017-08-24 00:00:00,4113.58,FLAT,-1
1503547200000,2017-08-24 04:00:00,4153.32,FLAT,-1
1503561600000,2017-08-24 08:00:00,4202.0,FLAT,-1
1503576000000,2017-08-24 12:00:00,4222.0,FLAT,-1
1503590400000,2017-08-24 16:00:00,4216.07,FLAT,-1
1503604800000,2017-08-24 20:00:00,4316.01,FLAT,-1
1503619200000,2017-08-25 00:00:00,4312.69,FLAT,-1
1503633600000,2017-08-25 04:00:00,4329.0,FLAT,-1
1503648000000,2017-08-25 08:00:00,4361.27,FLAT,-1
1503662400000,2017-08-25 12:00:00,4394.36,FLAT,-1
1503676800000,2017-08-25 16:00:00,4307.17,FLAT,-1
1503691200000,2017-08-25 20:00:00,4280.68,FLAT,-1
1503705600000,2017-08-26 00:00:00,4297.94,FLAT,-1
1503720000000,2017-08-26 04:00:00,4319.7,FLAT,-1
1503734400000,2017-08-26 08:00:00,4288.72,FLAT,-1
1503748800000,2017-08-26 12:00:00,4275.0,FLAT,-1
1503763200000,2017-08-26 16:00:00,4293.52,FLAT,-1
1503777600000,2017-08-26 20:00:00,4337.44,FLAT,-1
1503792000000,2017-08-27 00:00:00,4314.91,FLAT,-1
1503806400000,2017-08-27 04:00:00,4313.84,FLAT,-1
1503820800000,2017-08-27 08:00:00,4323.37,FLAT,-1
1503835200000,2017-08-27 12:00:00,4325.0,FLAT,-1
1503849600000,2017-08-27 16:00:00,4368.41,FLAT,-1
1503864000000,2017-08-27 20:00:00,4310.01,FLAT,-1
1503878400000,2017-08-28 00:00:00,4239.37,FLAT,-1
1503892800000,2017-08-28 04:00:00,4261.9,FLAT,-1
1503907200000,2017-08-28 08:00:00,4308.0,FLAT,-1
1503921600000,2017-08-28 12:00:00,4273.59,FLAT,-1
1503936000000,2017-08-28 16:00:00,4321.65,FLAT,-1
1503950400000,2017-08-28 20:00:00,4386.69,FLAT,-1
1503964800000,2017-08-29 00:00:00,4376.99,FLAT,-1
1503979200000,2017-08-29 04:00:00,4329.02,FLAT,-1
1503993600000,2017-08-29 08:00:00,4368.5,FLAT,-1
1504008000000,2017-08-29 12:00:00,4570.0,FLAT,-1
1504022400000,2017-08-29 16:00:00,4555.55,FLAT,-1
1504036800000,2017-08-29 20:00:00,4587.48,FLAT,-1
1504051200000,2017-08-30 00:00:00,4583.61,FLAT,-1
1504065600000,2017-08-30 04:00:00,4550.02,FLAT,-1
1504080000000,2017-08-30 08:00:00,4498.35,FLAT,-1
1504094400000,2017-08-30 12:00:00,4546.77,FLAT,-1
1504108800000,2017-08-30 16:00:00,4536.82,FLAT,-1
1504123200000,2017-08-30 20:00:00,4555.14,FLAT,-1
1504137600000,2017-08-31 00:00:00,4593.66,FLAT,-1
1504152000000,2017-08-31 04:00:00,4592.16,FLAT,-1
1504166400000,2017-08-31 08:00:00,4656.67,FLAT,-1
1504180800000,2017-08-31 12:00:00,4648.82,FLAT,-1
1504195200000,2017-08-31 16:00:00,4698.77,FLAT,-1
1504209600000,2017-08-31 20:00:00,4724.89,FLAT,-1
1504224000000,2017-09-01 00:00:00,4714.73,FLAT,-1
1504238400000,2017-09-01 04:00:00,4707.5,FLAT,-1
1504252800000,2017-09-01 08:00:00,4775.0,FLAT,-1
1504267200000,2017-09-01 12:00:00,4803.83,FLAT,-1
1504281600000,2017-09-01 16:00:00,4813.24,FLAT,-1
1504296000000,2017-09-01 20:00:00,4834.91,FLAT,-1
1504310400000,2017-09-02 00:00:00,4788.07,FLAT,-1
1504324800000,2017-09-02 04:00:00,4697.71,FLAT,-1
1504339200000,2017-09-02 08:00:00,4630.01,FLAT,-1
1504353600000,2017-09-02 12:00:00,4460.19,FLAT,-1
1504368000000,2017-09-02 16:00:00,4509.77,FLAT,-1
1504382400000,2017-09-02 20:00:00,4472.14,FLAT,-1
1504396800000,2017-09-03 00:00:00,4569.54,FLAT,-1
1504411200000,2017-09-03 04:00:00,4620.87,FLAT,-1
1504425600000,2017-09-03 08:00:00,4486.0,FLAT,-1
1504440000000,2017-09-03 12:00:00,4384.15,FLAT,-1
1504454400000,2017-09-03 16:00:00,4529.0,FLAT,-1
1504468800000,2017-09-03 20:00:00,4509.08,FLAT,-1
1504483200000,2017-09-04 00:00:00,4340.51,FLAT,-1
1504497600000,2017-09-04 04:00:00,4186.96,FLAT,-1
1504512000000,2017-09-04 08:00:00,4153.0,FLAT,-1
1504526400000,2017-09-04 12:00:00,4015.03,FLAT,-1
1504540800000,2017-09-04 16:00:00,4203.67,FLAT,-1
1504555200000,2017-09-04 20:00:00,4100.11,FLAT,-1
1504569600000,2017-09-05 00:00:00,3988.04,FLAT,-1
1504584000000,2017-09-05 04:00:00,4190.4,FLAT,-1
1504598400000,2017-09-05 08:00:00,4246.82,FLAT,-1
1504612800000,2017-09-05 12:00:00,4151.0,FLAT,-1
1504627200000,2017-09-05 16:00:00,4442.48,FLAT,-1
1504641600000,2017-09-05 20:00:00,4366.47,FLAT,-1
1504656000000,2017-09-06 00:00:00,4430.02,FLAT,-1
1504670400000,2017-09-06 04:00:00,4461.29,FLAT,-1
1504684800000,2017-09-06 08:00:00,4548.13,FLAT,-1
1504699200000,2017-09-06 12:00:00,4619.43,FLAT,-1
1504713600000,2017-09-06 16:00:00,4619.43,FLAT,-1
1504728000000,2017-09-06 20:00:00,4619.77,FLAT,-1
1504742400000,2017-09-07 00:00:00,4484.03,FLAT,-1
1504756800000,2017-09-07 04:00:00,4510.25,IN_TRADE,1
1504771200000,2017-09-07 08:00:00,4613.94,IN_TRADE,1
1504785600000,2017-09-07 12:00:00,4755.0,IN_TRADE,1
1504800000000,2017-09-07 16:00:00,4754.21,IN_TRADE,1
1504814400000,2017-09-07 20:00:00,4691.61,IN_TRADE,1
1504828800000,2017-09-08 00:00:00,4605.05,IN_TRADE,1
1504843200000,2017-09-08 04:00:00,4619.01,IN_TRADE,1
1504857600000,2017-09-08 08:00:00,4647.53,IN_TRADE,1
1504872000000,2017-09-08 12:00:00,4348.65,IN_TRADE,1
1504886400000,2017-09-08 16:00:00,4190.01,IN_TRADE,1
1504900800000,2017-09-08 20:00:00,4282.8,FLAT,-1
1504915200000,2017-09-09 00:00:00,4242.01,IN_TRADE,2
1504929600000,2017-09-09 04:00:00,4321.52,IN_TRADE,2
1504944000000,2017-09-09 08:00:00,4327.63,IN_TRADE,2
1504958400000,2017-09-09 12:00:00,4276.0,IN_TRADE,2
1504972800000,2017-09-09 16:00:00,4253.7,IN_TRADE,2
1504987200000,2017-09-09 20:00:00,4258.81,IN_TRADE,2
1505001600000,2017-09-10 00:00:00,4144.0,IN_TRADE,2
1505016000000,2017-09-10 04:00:00,3988.95,FLAT,-1
1505030400000,2017-09-10 08:00:00,4098.79,FLAT,-1
1505044800000,2017-09-10 12:00:00,4094.93,FLAT,-1
1505059200000,2017-09-10 16:00:00,4274.32,FLAT,-1
1505073600000,2017-09-10 20:00:00,4130.37,FLAT,-1
1505088000000,2017-09-11 00:00:00,4312.05,FLAT,-1
1505102400000,2017-09-11 04:00:00,4178.73,FLAT,-1
1505116800000,2017-09-11 08:00:00,4191.53,FLAT,-1
1505131200000,2017-09-11 12:00:00,4251.29,FLAT,-1
1505145600000,2017-09-11 16:00:00,4182.27,FLAT,-1
1505160000000,2017-09-11 20:00:00,4208.47,FLAT,-1
1505174400000,2017-09-12 00:00:00,4294.25,FLAT,-1
1505188800000,2017-09-12 04:00:00,4361.0,FLAT,-1
1505203200000,2017-09-12 08:00:00,4340.1,FLAT,-1
1505217600000,2017-09-12 12:00:00,4258.72,FLAT,-1
1505232000000,2017-09-12 16:00:00,4165.5,FLAT,-1
1505246400000,2017-09-12 20:00:00,4163.72,FLAT,-1
1505260800000,2017-09-13 00:00:00,3936.84,FLAT,-1
1505275200000,2017-09-13 04:00:00,3933.76,FLAT,-1
1505289600000,2017-09-13 08:00:00,3832.0,FLAT,-1
1505304000000,2017-09-13 12:00:00,3795.0,FLAT,-1
1505318400000,2017-09-13 16:00:00,3879.81,FLAT,-1
1505332800000,2017-09-13 20:00:00,3944.69,FLAT,-1
1505347200000,2017-09-14 00:00:00,3806.0,FLAT,-1
1505361600000,2017-09-14 04:00:00,3869.99,FLAT,-1
1505376000000,2017-09-14 08:00:00,3481.02,FLAT,-1
1505390400000,2017-09-14 12:00:00,3518.0,FLAT,-1
1505404800000,2017-09-14 16:00:00,3370.0,FLAT,-1
1505419200000,2017-09-14 20:00:00,3189.02,FLAT,-1
1505433600000,2017-09-15 00:00:00,3370.0,FLAT,-1
1505448000000,2017-09-15 04:00:00,3148.0,FLAT,-1
1505462400000,2017-09-15 08:00:00,2919.0,FLAT,-1
1505476800000,2017-09-15 12:00:00,3830.0,FLAT,-1
1505491200000,2017-09-15 16:00:00,3702.66,FLAT,-1
1505505600000,2017-09-15 20:00:00,3700.0,FLAT,-1
1505520000000,2017-09-16 00:00:00,3770.0,FLAT,-1
1505534400000,2017-09-16 04:00:00,3847.9,FLAT,-1
1505548800000,2017-09-16 08:00:00,3630.06,FLAT,-1
1505563200000,2017-09-16 12:00:00,3567.11,FLAT,-1
1505577600000,2017-09-16 16:00:00,3664.0,FLAT,-1
1505592000000,2017-09-16 20:00:00,3714.95,FLAT,-1
1505606400000,2017-09-17 00:00:00,3580.0,FLAT,-1
1505620800000,2017-09-17 04:00:00,3559.0,FLAT,-1
1505635200000,2017-09-17 08:00:00,3499.03,FLAT,-1
1505649600000,2017-09-17 12:00:00,3637.33,FLAT,-1
1505664000000,2017-09-17 16:00:00,3720.0,FLAT,-1
1505678400000,2017-09-17 20:00:00,3699.99,FLAT,-1
1505692800000,2017-09-18 00:00:00,3830.0,FLAT,-1
1505707200000,2017-09-18 04:00:00,3950.32,FLAT,-1
1505721600000,2017-09-18 08:00:00,3929.33,FLAT,-1
1505736000000,2017-09-18 12:00:00,4030.33,FLAT,-1
1505750400000,2017-09-18 16:00:00,3969.48,FLAT,-1
1505764800000,2017-09-18 20:00:00,4035.01,FLAT,-1
1505779200000,2017-09-19 00:00:00,3971.02,FLAT,-1
1505793600000,2017-09-19 04:00:00,3936.28,FLAT,-1
1505808000000,2017-09-19 08:00:00,3969.01,FLAT,-1
1505822400000,2017-09-19 12:00:00,3965.01,FLAT,-1
1505836800000,2017-09-19 16:00:00,3890.01,FLAT,-1
1505851200000,2017-09-19 20:00:00,3910.04,FLAT,-1
1505865600000,2017-09-20 00:00:00,3875.93,FLAT,-1
1505880000000,2017-09-20 04:00:00,3913.89,FLAT,-1
1505894400000,2017-09-20 08:00:00,3927.77,FLAT,-1
1505908800000,2017-09-20 12:00:00,4005.0,FLAT,-1
1505923200000,2017-09-20 16:00:00,3962.93,FLAT,-1
1505937600000,2017-09-20 20:00:00,3900.0,FLAT,-1
1505952000000,2017-09-21 00:00:00,3827.66,FLAT,-1
1505966400000,2017-09-21 04:00:00,3885.23,FLAT,-1
1505980800000,2017-09-21 08:00:00,3864.95,FLAT,-1
1505995200000,2017-09-21 12:00:00,3727.44,FLAT,-1
1506009600000,2017-09-21 16:00:00,3605.03,FLAT,-1
1506024000000,2017-09-21 20:00:00,3609.99,FLAT,-1
1506038400000,2017-09-22 00:00:00,3697.51,FLAT,-1
1506052800000,2017-09-22 04:00:00,3658.46,FLAT,-1
1506067200000,2017-09-22 08:00:00,3539.97,FLAT,-1
1506081600000,2017-09-22 12:00:00,3514.07,FLAT,-1
1506096000000,2017-09-22 16:00:00,3590.0,FLAT,-1
1506110400000,2017-09-22 20:00:00,3595.87,FLAT,-1
1506124800000,2017-09-23 00:00:00,3605.0,FLAT,-1
1506139200000,2017-09-23 04:00:00,3689.38,FLAT,-1
1506153600000,2017-09-23 08:00:00,3798.0,FLAT,-1
1506168000000,2017-09-23 12:00:00,3746.36,FLAT,-1
1506182400000,2017-09-23 16:00:00,3779.5,FLAT,-1
1506196800000,2017-09-23 20:00:00,3780.0,FLAT,-1
1506211200000,2017-09-24 00:00:00,3782.9,FLAT,-1
1506225600000,2017-09-24 04:00:00,3669.0,FLAT,-1
1506240000000,2017-09-24 08:00:00,3683.36,FLAT,-1
1506254400000,2017-09-24 12:00:00,3691.31,FLAT,-1
1506268800000,2017-09-24 16:00:00,3687.36,FLAT,-1
1506283200000,2017-09-24 20:00:00,3660.02,FLAT,-1
1506297600000,2017-09-25 00:00:00,3751.0,FLAT,-1
1506312000000,2017-09-25 04:00:00,3780.6,FLAT,-1
1506326400000,2017-09-25 08:00:00,3781.05,FLAT,-1
1506340800000,2017-09-25 12:00:00,3910.01,FLAT,-1
1506355200000,2017-09-25 16:00:00,3930.36,FLAT,-1
1506369600000,2017-09-25 20:00:00,3920.75,FLAT,-1
1506384000000,2017-09-26 00:00:00,3896.02,FLAT,-1
1506398400000,2017-09-26 04:00:00,3925.0,FLAT,-1
1506412800000,2017-09-26 08:00:00,3949.45,FLAT,-1
1506427200000,2017-09-26 12:00:00,3920.0,FLAT,-1
1506441600000,2017-09-26 16:00:00,3906.13,FLAT,-1
1506456000000,2017-09-26 20:00:00,3882.35,FLAT,-1
1506470400000,2017-09-27 00:00:00,3947.0,FLAT,-1
1506484800000,2017-09-27 04:00:00,3968.0,FLAT,-1
1506499200000,2017-09-27 08:00:00,4073.0,FLAT,-1
1506513600000,2017-09-27 12:00:00,4090.0,FLAT,-1
1506528000000,2017-09-27 16:00:00,4190.0,FLAT,-1
1506542400000,2017-09-27 20:00:00,4193.0,FLAT,-1
1506556800000,2017-09-28 00:00:00,4200.0,FLAT,-1
1506571200000,2017-09-28 04:00:00,4246.0,FLAT,-1
1506585600000,2017-09-28 08:00:00,4180.0,FLAT,-1
1506600000000,2017-09-28 12:00:00,4168.0,FLAT,-1
1506614400000,2017-09-28 16:00:00,4149.99,FLAT,-1
1506628800000,2017-09-28 20:00:00,4174.5,FLAT,-1
1506643200000,2017-09-29 00:00:00,4032.87,FLAT,-1
1506657600000,2017-09-29 04:00:00,4090.1,FLAT,-1
1506672000000,2017-09-29 08:00:00,4220.01,FLAT,-1
1506686400000,2017-09-29 12:00:00,4143.02,FLAT,-1
1506700800000,2017-09-29 16:00:00,4179.99,FLAT,-1
1506715200000,2017-09-29 20:00:00,4174.69,FLAT,-1
1506729600000,2017-09-30 00:00:00,4214.0,FLAT,-1
1506744000000,2017-09-30 04:00:00,4300.0,FLAT,-1
1506758400000,2017-09-30 08:00:00,4324.99,FLAT,-1
1506772800000,2017-09-30 12:00:00,4353.98,FLAT,-1
1506787200000,2017-09-30 16:00:00,4368.98,FLAT,-1
1506801600000,2017-09-30 20:00:00,4378.51,FLAT,-1
1506816000000,2017-10-01 00:00:00,4312.58,FLAT,-1
1506830400000,2017-10-01 04:00:00,4335.82,FLAT,-1
1506844800000,2017-10-01 08:00:00,4337.01,FLAT,-1
1506859200000,2017-10-01 12:00:00,4299.99,FLAT,-1
1506873600000,2017-10-01 16:00:00,4329.52,FLAT,-1
1506888000000,2017-10-01 20:00:00,4378.48,FLAT,-1
1506902400000,2017-10-02 00:00:00,4419.85,FLAT,-1
1506916800000,2017-10-02 04:00:00,4424.01,IN_TRADE,3
1506931200000,2017-10-02 08:00:00,4410.01,IN_TRADE,3
1506945600000,2017-10-02 12:00:00,4409.09,IN_TRADE,3
1506960000000,2017-10-02 16:00:00,4419.94,IN_TRADE,3
1506974400000,2017-10-02 20:00:00,4380.0,IN_TRADE,3
1506988800000,2017-10-03 00:00:00,4405.0,IN_TRADE,3
1507003200000,2017-10-03 04:00:00,4271.0,IN_TRADE,3
1507017600000,2017-10-03 08:00:00,4297.99,IN_TRADE,3
1507032000000,2017-10-03 12:00:00,4258.57,IN_TRADE,3
1507046400000,2017-10-03 16:00:00,4235.01,IN_TRADE,3
1507060800000,2017-10-03 20:00:00,4310.0,IN_TRADE,3
1507075200000,2017-10-04 00:00:00,4290.01,IN_TRADE,3
1507089600000,2017-10-04 04:00:00,4310.01,IN_TRADE,3
1507104000000,2017-10-04 08:00:00,4228.0,IN_TRADE,3
1507118400000,2017-10-04 12:00:00,4211.01,IN_TRADE,3
1507132800000,2017-10-04 16:00:00,4173.11,IN_TRADE,3
1507147200000,2017-10-04 20:00:00,4208.59,IN_TRADE,3
1507161600000,2017-10-05 00:00:00,4143.04,IN_TRADE,3
1507176000000,2017-10-05 04:00:00,4154.1,IN_TRADE,3
1507190400000,2017-10-05 08:00:00,4226.05,IN_TRADE,3
1507204800000,2017-10-05 12:00:00,4314.49,IN_TRADE,3
1507219200000,2017-10-05 16:00:00,4327.63,IN_TRADE,3
1507233600000,2017-10-05 20:00:00,4292.43,IN_TRADE,3
1507248000000,2017-10-06 00:00:00,4316.98,IN_TRADE,3
1507262400000,2017-10-06 04:00:00,4392.36,IN_TRADE,3
1507276800000,2017-10-06 08:00:00,4405.0,IN_TRADE,3
1507291200000,2017-10-06 12:00:00,4382.07,IN_TRADE,3
1507305600000,2017-10-06 16:00:00,4379.73,IN_TRADE,3
1507320000000,2017-10-06 20:00:00,4369.0,IN_TRADE,3
1507334400000,2017-10-07 00:00:00,4381.0,IN_TRADE,3
1507348800000,2017-10-07 04:00:00,4334.0,IN_TRADE,3
1507363200000,2017-10-07 08:00:00,4335.9,IN_TRADE,3
1507377600000,2017-10-07 12:00:00,4343.01,IN_TRADE,3
1507392000000,2017-10-07 16:00:00,4335.38,IN_TRADE,3
1507406400000,2017-10-07 20:00:00,4423.0,IN_TRADE,3
1507420800000,2017-10-08 00:00:00,4457.62,IN_TRADE,3
1507435200000,2017-10-08 04:00:00,4455.99,IN_TRADE,3
1507449600000,2017-10-08 08:00:00,4487.99,IN_TRADE,3
1507464000000,2017-10-08 12:00:00,4590.0,IN_TRADE,3
1507478400000,2017-10-08 16:00:00,4575.01,IN_TRADE,3
1507492800000,2017-10-08 20:00:00,4640.0,IN_TRADE,3
1507507200000,2017-10-09 00:00:00,4659.0,IN_TRADE,3
1507521600000,2017-10-09 04:00:00,4584.06,IN_TRADE,3
1507536000000,2017-10-09 08:00:00,4615.0,IN_TRADE,3
1507550400000,2017-10-09 12:00:00,4664.31,IN_TRADE,3
1507564800000,2017-10-09 16:00:00,4787.49,IN_TRADE,3
1507579200000,2017-10-09 20:00:00,4786.95,IN_TRADE,3
1507593600000,2017-10-10 00:00:00,4788.02,IN_TRADE,3
1507608000000,2017-10-10 04:00:00,4785.78,IN_TRADE,3
1507622400000,2017-10-10 08:00:00,4790.0,IN_TRADE,3
1507636800000,2017-10-10 12:00:00,4831.99,IN_TRADE,3
1507651200000,2017-10-10 16:00:00,4911.0,IN_TRADE,3
1507665600000,2017-10-10 20:00:00,4783.06,IN_TRADE,3
1507680000000,2017-10-11 00:00:00,4753.16,IN_TRADE,3
1507694400000,2017-10-11 04:00:00,4829.99,IN_TRADE,3
1507708800000,2017-10-11 08:00:00,4818.99,IN_TRADE,3
1507723200000,2017-10-11 12:00:00,4825.01,IN_TRADE,3
1507737600000,2017-10-11 16:00:00,4872.1,IN_TRADE,3
1507752000000,2017-10-11 20:00:00,4821.43,IN_TRADE,3
1507766400000,2017-10-12 00:00:00,4843.37,IN_TRADE,3
1507780800000,2017-10-12 04:00:00,5010.2,IN_TRADE,3
1507795200000,2017-10-12 08:00:00,5184.0,IN_TRADE,3
1507809600000,2017-10-12 12:00:00,5305.01,IN_TRADE,3
1507824000000,2017-10-12 16:00:00,5312.43,IN_TRADE,3
1507838400000,2017-10-12 20:00:00,5430.0,IN_TRADE,3
1507852800000,2017-10-13 00:00:00,5748.0,IN_TRADE,3
1507867200000,2017-10-13 04:00:00,5628.02,IN_TRADE,3
1507881600000,2017-10-13 08:00:00,5649.0,IN_TRADE,3
1507896000000,2017-10-13 12:00:00,5762.25,IN_TRADE,3
1507910400000,2017-10-13 16:00:00,5558.99,IN_TRADE,3
1507924800000,2017-10-13 20:00:00,5649.98,IN_TRADE,3
1507939200000,2017-10-14 00:00:00,5700.51,IN_TRADE,3
1507953600000,2017-10-14 04:00:00,5653.41,IN_TRADE,3
1507968000000,2017-10-14 08:00:00,5720.02,IN_TRADE,3
1507982400000,2017-10-14 12:00:00,5752.04,IN_TRADE,3
1507996800000,2017-10-14 16:00:00,5750.0,IN_TRADE,3
1508011200000,2017-10-14 20:00:00,5869.99,IN_TRADE,3
1508025600000,2017-10-15 00:00:00,5771.07,IN_TRADE,3
1508040000000,2017-10-15 04:00:00,5786.11,IN_TRADE,3
1508054400000,2017-10-15 08:00:00,5400.01,IN_TRADE,3
1508068800000,2017-10-15 12:00:00,5544.14,FLAT,-1
1508083200000,2017-10-15 16:00:00,5533.56,FLAT,-1
1508097600000,2017-10-15 20:00:00,5709.99,FLAT,-1
1508112000000,2017-10-16 00:00:00,5600.05,FLAT,-1
1508126400000,2017-10-16 04:00:00,5628.32,FLAT,-1
1508140800000,2017-10-16 08:00:00,5728.99,FLAT,-1
1508155200000,2017-10-16 12:00:00,5681.22,FLAT,-1
1508169600000,2017-10-16 16:00:00,5703.27,FLAT,-1
1508184000000,2017-10-16 20:00:00,5760.02,FLAT,-1
1508198400000,2017-10-17 00:00:00,5620.01,FLAT,-1
1508212800000,2017-10-17 04:00:00,5650.02,FLAT,-1
1508227200000,2017-10-17 08:00:00,5579.98,FLAT,-1
1508241600000,2017-10-17 12:00:00,5603.01,FLAT,-1
1508256000000,2017-10-17 16:00:00,5622.06,FLAT,-1
1508270400000,2017-10-17 20:00:00,5595.0,FLAT,-1
1508284800000,2017-10-18 00:00:00,5484.86,FLAT,-1
1508299200000,2017-10-18 04:00:00,5277.22,FLAT,-1
1508313600000,2017-10-18 08:00:00,5273.25,FLAT,-1
1508328000000,2017-10-18 12:00:00,5322.28,FLAT,-1
1508342400000,2017-10-18 16:00:00,5382.98,FLAT,-1
1508356800000,2017-10-18 20:00:00,5512.06,FLAT,-1
1508371200000,2017-10-19 00:00:00,5585.0,FLAT,-1
1508385600000,2017-10-19 04:00:00,5577.98,IN_TRADE,4
1508400000000,2017-10-19 08:00:00,5690.12,IN_TRADE,4
1508414400000,2017-10-19 12:00:00,5625.01,IN_TRADE,4
1508428800000,2017-10-19 16:00:00,5609.0,IN_TRADE,4
1508443200000,2017-10-19 20:00:00,5683.9,IN_TRADE,4
1508457600000,2017-10-20 00:00:00,5669.08,IN_TRADE,4
1508472000000,2017-10-20 04:00:00,5639.95,IN_TRADE,4
1508486400000,2017-10-20 08:00:00,5662.75,IN_TRADE,4
1508500800000,2017-10-20 12:00:00,5889.99,IN_TRADE,4
1508515200000,2017-10-20 16:00:00,6060.54,IN_TRADE,4
1508529600000,2017-10-20 20:00:00,6010.01,IN_TRADE,4
1508544000000,2017-10-21 00:00:00,6110.01,IN_TRADE,4
1508558400000,2017-10-21 04:00:00,6091.92,IN_TRADE,4
1508572800000,2017-10-21 08:00:00,6116.98,IN_TRADE,4
1508587200000,2017-10-21 12:00:00,6149.99,IN_TRADE,4
1508601600000,2017-10-21 16:00:00,6024.07,IN_TRADE,4
1508616000000,2017-10-21 20:00:00,6024.97,IN_TRADE,4
1508630400000,2017-10-22 00:00:00,5950.24,IN_TRADE,4
1508644800000,2017-10-22 04:00:00,5907.11,IN_TRADE,4
1508659200000,2017-10-22 08:00:00,5819.98,IN_TRADE,4
1508673600000,2017-10-22 12:00:00,5970.27,IN_TRADE,4
1508688000000,2017-10-22 16:00:00,5866.99,IN_TRADE,4
1508702400000,2017-10-22 20:00:00,5950.02,IN_TRADE,4
1508716800000,2017-10-23 00:00:00,5950.25,IN_TRADE,4
1508731200000,2017-10-23 04:00:00,5865.05,IN_TRADE,4
1508745600000,2017-10-23 08:00:00,5881.99,IN_TRADE,4
1508760000000,2017-10-23 12:00:00,5762.04,IN_TRADE,4
1508774400000,2017-10-23 16:00:00,5880.82,IN_TRADE,4
1508788800000,2017-10-23 20:00:00,5915.93,IN_TRADE,4
1508803200000,2017-10-24 00:00:00,5625.03,IN_TRADE,4
1508817600000,2017-10-24 04:00:00,5721.83,FLAT,-1
1508832000000,2017-10-24 08:00:00,5676.04,FLAT,-1
1508846400000,2017-10-24 12:00:00,5637.96,FLAT,-1
1508860800000,2017-10-24 16:00:00,5635.07,FLAT,-1
1508875200000,2017-10-24 20:00:00,5477.03,IN_TRADE,5
1508889600000,2017-10-25 00:00:00,5515.96,IN_TRADE,5
1508904000000,2017-10-25 04:00:00,5541.51,IN_TRADE,5
1508918400000,2017-10-25 08:00:00,5469.98,IN_TRADE,5
1508932800000,2017-10-25 12:00:00,5456.11,IN_TRADE,5
1508947200000,2017-10-25 16:00:00,5580.07,IN_TRADE,5
1508961600000,2017-10-25 20:00:00,5689.99,IN_TRADE,5
1508976000000,2017-10-26 00:00:00,5719.99,IN_TRADE,5
1508990400000,2017-10-26 04:00:00,5669.13,IN_TRADE,5
1509004800000,2017-10-26 08:00:00,5853.99,IN_TRADE,5
1509019200000,2017-10-26 12:00:00,5918.99,IN_TRADE,5
1509033600000,2017-10-26 16:00:00,5834.38,IN_TRADE,5
1509048000000,2017-10-26 20:00:00,5861.77,IN_TRADE,5
1509062400000,2017-10-27 00:00:00,5905.0,IN_TRADE,5
1509076800000,2017-10-27 04:00:00,5874.49,IN_TRADE,5
