threshold_k,n_signals,per_year,mean_next_bps,std_next_bps,t_stat,p_value,net_50bps,net_30bps,net_20bps,net_15bps
0.0,5174,608.7058823529412,3.0537106733364885,169.97982266350033,1.2922416286252527,0.1963312013447209,-46.94628932666351,-26.94628932666351,-16.94628932666351,-11.94628932666351
0.25,3047,358.47058823529414,4.237171631849739,200.37329630911543,1.167273000815099,0.24319150597043435,-45.76282836815026,-25.76282836815026,-15.762828368150261,-10.762828368150261
0.5,1975,232.35294117647058,7.730353832393925,228.8597502019095,1.501113404963958,0.1334861606137481,-42.269646167606076,-22.269646167606076,-12.269646167606075,-7.269646167606075
0.75,1364,160.47058823529412,9.148294887381526,256.3964412463473,1.3177570473574776,0.18780643120873217,-40.851705112618475,-20.851705112618475,-10.851705112618474,-5.851705112618474
1.0,1005,118.23529411764706,12.193878031944555,274.15854408743917,1.4100129211407217,0.15884557299375002,-37.80612196805544,-17.806121968055443,-7.806121968055445,-2.806121968055445
1.5,538,63.294117647058826,25.90806633800019,311.389468205204,1.9298440641679009,0.05415254351103216,-24.09193366199981,-4.091933661999811,5.908066338000189,10.90806633800019
