flat_idx,start_bar,end_bar,duration_bars,total_return,max_drawdown,max_runup,volatility,next_trade_return
31,2607,2955,349,-0.5243769953167499,-0.5180698180028168,0.27665705143361535,0.016722128798759235,-0.048289319971681365
32,2970,2974,5,-0.001227291921323635,-0.016635603230597318,0.015669739696312353,0.008968710808892144,-0.052185770403524956
33,2987,3035,49,0.06729425877744068,-0.04552570329630457,0.08356079752878404,0.01136346112132082,-0.014848065953060268
34,3067,3249,183,-0.02375594995970672,-0.09988796761488666,0.0896771338012899,0.008265151956380645,0.02897334122042032
35,3339,3357,19,0.008785361661016556,-0.012540884320392985,0.0298726346044941,0.006124720244165524,-0.02749066384777189
36,3385,3397,13,0.04094282010435655,-0.00805136699561658,0.041792534253964904,0.007461025743377366,-0.012164400560658517
37,3433,3437,5,0.0006972792242446972,-0.0032405191007880436,0.0039508442670150275,0.0020850340221431982,0.014214611142023482
38,3513,3515,3,0.003827229882494001,0.0,0.003834563079072673,0.0016240315582605191,0.2469039701027013
39,3569,3578,10,0.00601422360889221,-0.03975064831438269,0.03568957959835724,0.014647305598117746,0.001926376027763404
40,3614,3620,7,0.008606744098622948,-0.011685587511053051,0.011330262714448404,0.006514303211360031,0.031163144983631482
41,3701,3706,6,-0.005683747236825517,-0.015676251171789606,0.01016802233961474,0.008301680961052995,0.2809732591575432
42,3801,3805,5,0.02697676071003435,-0.009289541338672238,0.03697696815557212,0.013846515154101726,0.06566083597295762
43,3814,3831,18,-0.1076116762692559,-0.13839601262087098,0.03614955119791707,0.020090110239947535,0.1527717061680615
44,3911,3915,5,0.021418714375197604,-0.0032797062461199632,0.02164974152452127,0.005337833097442408,-0.043759537631817905
45,3935,3961,27,0.010664906722107704,-0.04377130656783617,0.050649959319945405,0.013744819155638983,-0.01274558188517772
46,3963,3989,27,0.03433167546249692,-0.0342929050602544,0.06717767001873325,0.009790781815166016,0.6126002721737871
47,4073,4086,14,-0.08924857335793708,-0.15098012330881747,0.12507881956194913,0.037496153733269665,-0.12958545266688604
48,4101,4109,9,0.09581147997906109,-0.0713388229381277,0.14417003818805393,0.03339111794138205,0.03129911820567284
49,4158,4163,6,-0.035077602824185525,-0.035619827586206944,0.0063021882283722805,0.009427874309302909,-0.07402164857621524
50,4179,4299,121,0.03397242266587891,-0.15560309651480714,0.19019724757617645,0.017941220183793596,0.052831758194325035
51,4319,4324,6,0.028339265311323282,-0.008747099548727986,0.03782258001613713,0.011260078346707532,-0.058749591886124775
52,4352,4352,1,0.0,0.0,0.0,0.0,-0.07001944393169296
53,4362,4500,139,0.009046527121306366,-0.13916306476821125,0.14047890171872507,0.012350602962991536,-0.03985238110815547
54,4516,4550,35,-0.0023975900575138407,-0.04063953075213723,0.042536238484815476,0.00852345692364432,-0.02769615376673741
55,4564,4804,241,-0.1049464537813575,-0.27754695387183004,0.28919237661384334,0.01640350801080921,-0.01967878001980844
56,4827,4828,2,-0.0051610388893099535,-0.005147743610419024,0.0,0.0,-0.04121181134047102
57,4881,4900,20,-0.008436511194467542,-0.035885233563468975,0.03318108635829043,0.009372828031858925,-0.00415695617292684
58,4902,5183,282,-0.1827372663332236,-0.25013772480882895,0.17026053618025147,0.011530712716398179,-0.020246888558444375
59,5199,5224,26,0.024890752725595915,-0.03900229327678699,0.05783482258444999,0.00955850762181929,0.07556662733762734
60,5251,5259,9,0.022705133028474798,-0.020784233486663837,0.04045154250365676,0.011783609239498236,0.07195444468494079
61,5312,5323,12,0.0028700830808976656,-0.009934840318558525,0.008080445322319985,0.004206835379887963,-0.039348991005403205
62,5337,5339,3,-0.006040200372427508,-0.00998867276179969,0.00400669933508393,0.007018794077993995,0.1639660519197874
63,5448,5450,3,0.04271450584079639,0.0,0.04363989921909162,0.015103707896679808,-0.0315616488586061
64,5476,5478,3,0.005516462399442188,-0.004106761807815117,0.009678214023213234,0.006873448912675606,-0.041445878198215436
65,5501,5762,262,-0.3549078626293712,-0.540518698925164,0.5341763058005646,0.028059179607480767,0.022417286757189247
66,5804,5817,14,0.049828155611153155,-0.015142259062917022,0.05109045685834329,0.010344726795034467,-0.062380170471302156
67,5835,5835,1,0.0,0.0,0.0,0.0,0.0007681644796681961
68,5866,5881,16,0.04392614025514656,-0.012413718911186495,0.050064107376543675,0.008038487700813753,0.23269357525885428
69,5924,5924,1,0.0,0.0,0.0,0.0,-0.022469797677235982
70,5982,5987,6,-0.013209459120865151,-0.03510328768491243,0.025853410702651073,0.014799502934448339,0.03920784389892752
71,6051,6059,9,0.024094268599067444,-0.008060736713843887,0.032355998243576135,0.007031004637619397,-0.06584586286560168
72,6071,6093,23,0.07302838901534484,-0.025776194000774705,0.08860380904361367,0.011284063554345946,-0.0033200880185486796
73,6123,6130,8,0.016418561815704173,-0.006163078295422172,0.018357583604702493,0.005823662223510744,-0.019890599707371164
74,6177,6249,73,0.038009142619856384,-0.03979843295842283,0.06298744528493502,0.006717524100219762,-0.03685056411687746
75,6254,6340,87,0.01992253622361717,-0.03881707710506497,0.0557191509547953,0.005685401544757823,-0.03462575748034908
76,6349,6353,5,0.011580356752940233,-0.002168309945587631,0.013846001032583167,0.004718466648947957,-0.0122685291230953
77,6356,6441,86,0.04736031035475899,-0.02443109063877696,0.06524503915054697,0.003971771212866474,0.16490577575658383
78,6487,6489,3,0.00833074474424004,-0.0023609658447542436,0.010751892656106356,0.006529129691316804,0.011377229247112028
79,6544,6547,4,0.005982727848032028,-0.0009822613605241983,0.006989787266198083,0.002821764842961007,0.027715527424146222
80,6588,6589,2,0.0016175230077069697,0.0,0.0016188319036752235,0.0,-0.04050654841534881
81,6627,6659,33,0.03352845215531553,-0.020201430473548082,0.0415391552362174,0.005026921571884482,-0.028252031806490843
82,6674,6768,95,-0.03370748140291754,-0.126673122331337,0.10528932392991223,0.011867890178494132,-0.033843787932490085
83,6788,6830,43,0.04532905864659988,-0.02736568590859504,0.06448689932880669,0.006083447777453664,-0.04250029192310802
84,6853,6893,41,0.042265135344257534,-0.02046383456215164,0.04684845587129184,0.005848391504499101,0.20321861684177708
85,7012,7014,3,-0.009659510515097565,-0.01070100948799743,0.0010997708496653308,0.005928921802278886,0.10896029141741873
86,7072,7092,21,0.03853772231763779,-0.050715746162447596,0.06641045194118085,0.015909337659525232,0.15831069014687235
87,7182,7191,10,-0.047463171416430534,-0.0636240841321462,0.038300234850792085,0.020306810972928628,0.11106432198688135
88,7256,7270,15,-0.02996511212991514,-0.04709432421526739,0.03443470149357814,0.012074600274638532,0.6757040267069744
89,7418,7421,4,-0.0173398182868965,-0.02465588640492221,0.010206688602204757,0.014520651040878827,0.13053657530689736
90,7458,7463,6,0.01757880800314616,-0.08131817750748056,0.12110417986067135,0.05582329806471181,-0.011359480161982394
91,7495,7497,3,0.01034520971490265,-0.002646628864879959,0.013080153581929113,0.007822742236362146,-0.10068060502665188
92,7520,7589,70,0.06674532476875708,-0.12002039566072734,0.224479027366048,0.027886872499209212,0.578680469644778
93,7713,7720,8,-0.0916140747770824,-0.15834791922077618,0.07398457922368912,0.051841136999566724,-0.084440564865927
94,7735,7758,24,0.0401906110207497,-0.08831896021926838,0.14279159293809748,0.021898537878312654,0.15598793711839354
95,7838,7852,15,0.0467152459695358,-0.04061314087447914,0.0854959550685186,0.01995558402603437,-0.06220891896075518
96,7882,7882,1,0.0,0.0,0.0,0.0,-0.03772805292431773
97,7895,7916,22,0.07805580948184535,-0.024383827960247673,0.10507067690404073,0.013120891669498423,-0.005632126693659448
98,7976,7985,10,0.02681562416574205,-0.010601007861191012,0.03796137682305559,0.009722898853376807,0.04422779784822175
99,8030,8126,97,-0.08395199638985937,-0.23135008554282208,0.2135108267330573,0.02077316751998527,-0.05408588391084404
100,8139,8147,9,0.040529996078962696,-0.02458914950973688,0.08339716477496895,0.021063975267865784,-0.04633328575615494
101,8188,8629,442,-0.3665934290489004,-0.42200125829932766,0.2832380388856858,0.021400020863971674,0.07722738780447688
102,8639,8639,1,0.0,0.0,0.0,0.0,0.06847203514570395
103,8678,8688,11,-0.04840837195176929,-0.0472553665622974,0.005147933368357949,0.005292382747397566,0.1756381615692037
104,8771,8774,4,0.016819399314193226,-0.00686238258443206,0.02398864360390375,0.012830643510597407,0.035273565441270915
105,8813,8825,13,-0.024341336655467092,-0.04437763255584877,0.02949988869037441,0.012235954992448035,-0.008518777232840878
106,8895,8958,64,0.040447996905595904,-0.05617547469078221,0.09604540533180839,0.010681831466363765,-0.06800223854917377
107,8970,9043,74,0.06182081202151993,-0.09125532711848265,0.1818422178022595,0.018682944874348597,0.3140222978432491
108,9159,9178,20,-0.031539732791022825,-0.055490810517413336,0.01903183871535694,0.012414996684939613,-0.01974015026370787
109,9193,9203,11,0.05123934340691683,-0.01163730012157128,0.05528778993327555,0.012195423946721462,-0.018741888779527892
110,9253,9255,3,0.013957592371308995,0.0,0.014055454339457634,0.001669964765699028,0.055306657106238395
111,9281,9305,25,0.014816746113375462,-0.032180088598912394,0.0404824945998744,0.008243120773970897,-0.0777481397234347
112,9312,9550,239,-0.18769203382458902,-0.24391290425977874,0.11280957683717702,0.014965123547247446,-0.03385491943812983
113,9567,9801,235,-0.13793563903196293,-0.29805540505155986,0.23933031645740532,0.014213750491844947,0.008401647902296526
114,9841,9856,16,0.00304818488192454,-0.01748703251358866,0.015949354465540144,0.007991028271345997,-0.019268508117383776
115,9873,9944,72,0.0575811368731673,-0.15205057471041195,0.2492150846855574,0.01875193092347612,-0.055002051568234726
116,9960,10040,81,-0.015526932178117072,-0.11156019650530248,0.13969976096881861,0.015157223024989888,0.11167253983238873
117,10126,10131,6,0.018533703065126736,-0.020003366267973242,0.04331885350621226,0.017131993547938762,-0.05206046719474051
118,10161,10781,621,-0.6919473403489965,-0.5871842408184845,0.25505490491266153,0.01567942142345662,0.00985483916955048
119,10808,10810,3,0.01054307958739179,0.0,0.010598853688915097,0.002714001116067344,-0.05541413347379663
120,10823,10835,13,0.09004026959120234,-0.018670361132803424,0.11503648030709296,0.01761698429127029,-0.012647073424566424
121,10864,10874,11,0.003635722591260756,-0.017831348705798125,0.02405449411480543,0.008535967186591076,-0.01682229843990065
122,10911,10915,5,0.0030373945695906547,-0.012362877673601919,0.011380460335684248,0.00769991967617264,0.02187722325572853
123,10958,10958,1,0.0,0.0,0.0,0.0,-0.06813441902485176
124,10969,11108,140,0.008130207175942417,-0.1381437675715129,0.15521951120595487,0.010690359347248327,-0.04233370289321873
125,11121,11121,1,0.0,0.0,0.0,0.0,-0.0318449122052075
126,11133,11249,117,0.020388380765183487,-0.08214632671791544,0.10164256587813678,0.011260624660086274,-0.04102856519739574
127,11266,11375,110,0.036256216488354046,-0.04396258739406097,0.08104963419576384,0.006544106751006126,-0.01336702044985786
128,11389,11392,4,0.020513122141703095,-0.000842827066151443,0.021585982569419328,0.0066094217452416105,-0.021472619083940533
129,11422,11423,2,0.007848794953376054,0.0,0.007879677488507297,0.0,0.01090817762764714
130,11449,11627,179,-0.19706420623456003,-0.2458101710947734,0.10540476209915223,0.012950529797251309,-0.020296423501911937
131,11629,11640,12,0.024623346174052402,-0.0028379943448788654,0.027292448352883688,0.00572199410530425,0.0075446166304467864
132,11679,11824,146,-0.018190797951181985,-0.06081521537305702,0.04190978947470878,0.004390643033461432,0.3236481201570388
133,11956,11960,5,0.012869086881517298,-0.004909427353879205,0.012952249941404828,0.006049433741515093,-0.01484865465740896
134,11992,11995,4,-0.0023871934192006617,-0.002384346338951328,0.0,0.0006451709653710262,-0.04183540745970677
135,12016,12053,38,0.12637240901546287,-0.01973707538875437,0.14698312203021643,0.009661778241831795,-0.05382487078845547
136,12059,12064,6,0.030217171941078955,-0.008456858277149978,0.03946898596440165,0.008932277793188222,-0.039546130032905386
137,12093,12095,3,0.027493040844388972,0.0,0.02787446194403337,0.002535199024252144,-0.05676592208622507
138,12106,12119,14,0.015676582053109567,-0.008722772067979377,0.024879204457197775,0.004393735204465044,-0.05704910591241645
139,12144,12212,69,0.14672862462231717,-0.12382334918606577,0.31040728149394914,0.01611209989309446,-0.063574696686582
140,12220,12220,1,0.0,0.0,0.0,0.0,0.09265256702784992
141,12262,12264,3,0.013882871300389284,0.0,0.013979685860723456,0.0030661566863372514,-0.031213255067969622
142,12291,12292,2,0.0057666604326913565,0.0,0.00578331962620708,0.0,0.023555592460881722
143,12367,12367,1,0.0,0.0,0.0,0.0,0.06298847792516171
144,12415,12420,6,0.006902211745644919,-0.007186140656951906,0.014214374056272234,0.006021154469585541,-0.02052544002815202
145,12428,12492,65,0.0002046923070006465,-0.06826965008044987,0.09379763810373383,0.01237214891275354,-0.042242655523582286
146,12501,12515,15,0.04403574673636558,-0.013059616943931844,0.04501971026485309,0.008243477145203664,-0.02778842843099397
147,12539,12670,132,-0.016566064234294197,-0.07334969047554031,0.07400061305860754,0.0068139068303910465,-0.027918478728773063
148,12680,12799,120,-0.00013192237112243484,-0.0858922420075838,0.07804663070238525,0.008330465965854001,0.11304729937821524
149,12850,12852,3,0.00870214056243587,0.0,0.00874011425850833,0.0010785554812668963,-0.004468704921707199
150,12891,12892,2,0.0023913327430160453,0.0,0.002394194259651471,0.0,-0.017696236634285906
151,12946,12946,1,0.0,0.0,0.0,0.0,-0.018209385033175405
152,12977,13333,357,-0.11980545568193118,-0.17382391885064838,0.07957101612529718,0.006493947251477439,-0.004338455800321615
153,13359,13377,19,-0.005684558236884448,-0.0084585451437312,0.004016850295542528,0.0018199718661191925,-0.010419067834438798
154,13385,13403,19,0.022664595095235492,-0.01863883108489285,0.03725466630637059,0.008140139284602069,0.014814915541740583
155,13427,13433,7,-0.0062189494730113485,-0.011830857325041503,0.005698625114573796,0.004031450710810854,-0.006449729708125605
156,13475,13480,6,-0.005215298738812173,-0.01592351301245089,0.006670479215133194,0.007647048489334414,-0.00846139165046192
157,13488,13508,21,0.04329683097996946,-0.006257488372092958,0.050823328714040494,0.005779246331744741,0.2513458573411071
158,13684,13687,4,0.019215789358916893,-0.004759334357021645,0.02427647512194776,0.009519418293119282,-0.00045599715387344196
159,13695,13697,3,0.015551173146338153,0.0,0.015672721897296203,0.0010473482547563862,-0.02523331622102362
160,13727,13733,7,0.024965842533300045,-0.0029044325409786744,0.028266630016492482,0.00815343850227032,-0.012023358372882861
161,13760,13761,2,0.003422070101610349,0.0,0.003427932068280097,0.0,0.14159367729311118
162,13842,13846,5,-0.021086118088053253,-0.036936038887200436,0.011608879747150589,0.014375465048400128,-0.002063513716452046
163,13883,13886,4,0.004250774521026804,-0.0005081940824809739,0.004259821877923417,0.001845305176383553,0.022152194724368864
164,13935,13935,1,0.0,0.0,0.0,0.0,0.03267252197200087
165,13982,13996,15,0.026281813887190763,-0.015535060281623774,0.036491819665715665,0.009202276203251222,0.002154818991340238
166,14037,14143,107,0.0014984437403386273,-0.10643475020443946,0.12079063862124785,0.009379980840163544,0.4034875782919971
167,14356,14358,3,0.045290552453795936,-0.007231183348317265,0.05395315855771478,0.029902731308620645,0.03588103848594388
168,14410,14425,16,-0.06411488511731167,-0.08528365878524047,0.025710560679692056,0.017239782803974327,-0.0625605106838871
169,14438,14447,10,0.03982889947735515,-0.0393089264674069,0.09666378438950278,0.021419612716062308,-0.03521432294332942
170,14462,14471,10,0.03391614359536755,-0.017526866608144957,0.052952817395312046,0.009186695389295285,0.00811901455766546
171,14517,14517,1,0.0,0.0,0.0,0.0,-0.05059668393699508
172,14521,14522,2,-0.011227991659176196,-0.011165193014794156,0.0,0.0,0.013437614349476046
173,14533,14537,5,0.022506483167875197,-0.009284817518248098,0.03234681668700468,0.011033783042913912,-0.0253088613710208
174,14540,14540,1,0.0,0.0,0.0,0.0,0.006834033890708683
175,14566,14784,219,-0.044406891462427864,-0.19853214979950629,0.16384523432830572,0.011939387576336901,0.02409701066724628
176,14829,14831,3,0.010242753409233736,-0.001144922770677684,0.01145342602780534,0.0062669554000720495,-0.007886743459174731
177,14857,14861,5,0.006406555571083514,-0.00037852055169288834,0.006659541159456866,0.002735774209170243,0.001165040207118806
178,14920,14920,1,0.0,0.0,0.0,0.0,-0.030602112031105803
179,14941,14943,3,0.00769938981525401,-0.009650618978828062,0.017549084844503255,0.013547182896861187,-0.0031290807110251114
180,14950,15149,200,-0.05281564451762409,-0.20287328648676997,0.18996748142287834,0.009300088501104085,0.004599162786301259
181,15203,15209,7,0.04497507889832115,-0.001525986373390751,0.04600179206688217,0.008369546524331485,-0.011399106845662654
182,15234,15380,147,-0.08440151589091095,-0.23318198112080296,0.201519088430074,0.01538240535478707,-0.002140081462954723
183,15405,15518,114,-0.02885919367051856,-0.13796220122343872,0.13007964242724476,0.011288769333101195,-0.045452518219337525
184,15525,15525,1,0.0,0.0,0.0,0.0,0.09590570155338163
185,15608,15609,2,-0.0011556135234248328,-0.0011549460592520445,0.0,0.0,-0.032132362550418514
186,15616,15647,32,0.04383541270653818,-0.02721659708171492,0.05549924314682785,0.008163738816964774,-0.04411925021215053
187,15664,15684,21,0.03575808465895307,-0.025051744964251922,0.05824708575377955,0.007803872485799123,0.058485342510521676
188,15745,15753,9,0.02814521688702501,-0.0028692745505465365,0.03150470588661645,0.003933363822346451,0.02097348233543844
189,15796,15807,12,-0.011187509483895042,-0.014567943070627726,0.010513513786617398,0.006018874643868635,0.2500367082848394
190,15881,15881,1,0.0,0.0,0.0,0.0,0.06777629067060115
191,15946,15950,5,-0.0021204055817957033,-0.022306381266937608,0.015632618467625207,0.01174091175761408,0.039316925573450845
192,16007,16007,1,0.0,0.0,0.0,0.0,-0.026127721476556943
193,16035,16035,1,0.0,0.0,0.0,0.0,0.04014062869180619
194,16085,16090,6,-0.03756994482944303,-0.05124714995091755,0.01242020828484943,0.016416655655987995,-0.008668672419998361
195,16106,16193,88,0.03765426489219532,-0.07341264573125104,0.07497388750117905,0.009710014833213302,-0.015891435648223273
196,16203,16253,51,0.030891547851240046,-0.06295100356754567,0.10617501889352729,0.01016976994711077,0.01355210097146382
197,16277,16277,1,0.0,0.0,0.0,0.0,-0.001393281192333662
198,16283,16283,1,0.0,0.0,0.0,0.0,-0.008042080530262416
199,16319,16329,11,0.010093311136917364,-0.02598247814205813,0.04079125056588555,0.013782115837620547,-0.012318563359103666
200,16354,16673,320,-0.1379247498952854,-0.2285447585394582,0.1902087997677913,0.012499707253693872,-0.046061585846300365
201,16683,16785,103,0.013423407009685499,-0.13609536568576167,0.1379848209743726,0.014181152213681068,0.10461619241696449
202,16907,16912,6,0.007440072907682051,-0.010464120024596442,0.010273720967756162,0.005831791658989402,0.08145136610886813
203,16994,16994,1,0.0,0.0,0.0,0.0,0.019054258058293343
204,17021,17025,5,0.005463687339461343,-0.007184429107573138,0.015065005077250873,0.008287376567258338,-0.03446769004669757
205,17056,17061,6,-0.009030636182234153,-0.013052004195640772,0.008116786358535471,0.006913681764709351,-0.006023894599769899
206,17097,17116,20,0.036789630492411116,-0.008302037028790277,0.04710247438938239,0.004803055070713965,0.005993994084752953
207,17138,17165,28,0.005306907672429955,-0.025637316805728186,0.04195336239305189,0.006832833267665694,-0.02919150945824925
208,17173,17219,47,0.02833550755539832,-0.06694778209251719,0.09072302130480878,0.009161164316670264,-0.022503186671046692
209,17253,17261,9,0.030182445216279892,-0.009554767335903625,0.040585101139456126,0.005811492518597481,0.07305634574178403
210,17334,17334,1,0.0,0.0,0.0,0.0,-0.01657092481754484
211,17394,17405,12,0.024521872667644523,-0.0070059629196219985,0.025252339121371963,0.005031437847715923,-0.02535170283393076
212,17435,17486,52,0.010703097996677471,-0.029560468950487098,0.04671315239800755,0.005666076049141511,0.008885153917686312
213,17504,17504,1,0.0,0.0,0.0,0.0,-0.018890137236871656
214,17517,17681,165,-0.03052504796876347,-0.09533972275853968,0.06260448981938604,0.006766320098650236,0.004854836669486857
215,17745,17804,60,0.01669122867043007,-0.05616173529540382,0.07733638645403075,0.00652929174431979,0.032485513761515185
216,17841,17845,5,0.010199363072781036,-0.0025010447053314473,0.012784573357855409,0.004862993261850771,-0.03628425910199588
217,17859,17961,103,-0.014843357799292283,-0.09452775765783913,0.09391742695871354,0.010094002714619245,-0.042233757360787764
218,17974,18365,392,-0.19730146524048917,-0.2609133141390893,0.13960900822576594,0.009927596754369493,0.006345241356500236
219,18393,18400,8,-0.000944449689663647,-0.01244897342677916,0.009678058961880173,0.0038756790123284537,0.02311682810005776
220,18461,18463,3,0.005399889010190928,0.0,0.005414494688698758,0.0010664767416290744,-0.04199610524967674
221,18472,18661,190,-0.2613184759931226,-0.3037521985365372,0.13532234851579705,0.012276838671851417,
