peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13821.05,2019-05-12T15:59:59Z,12683.81,2019-05-13T15:59:59Z,8.23,2,8,0.3,1.3
2019-05-14T07:59:59Z,15314.3,2019-05-23T07:59:59Z,13462.66,2019-05-27T03:59:59Z,12.09,54,77,9.0,12.8
2019-05-30T15:59:59Z,15807.33,2019-06-09T23:59:59Z,13981.55,2019-06-15T15:59:59Z,11.55,62,96,10.3,16.0
2019-06-26T19:59:59Z,24973.29,2020-07-05T15:59:59Z,16333.45,2020-11-12T15:59:59Z,34.6,2249,3029,374.8,504.8
2020-11-24T15:59:59Z,29951.6,2020-11-26T11:59:59Z,27291.0,2020-11-30T23:59:59Z,8.88,11,38,1.8,6.3
2020-11-30T23:59:59Z,29966.37,2020-12-12T15:59:59Z,27905.17,2020-12-16T15:59:59Z,6.88,70,94,11.7,15.7
2020-12-21T07:59:59Z,35843.84,2020-12-21T11:59:59Z,33905.71,2020-12-25T11:59:59Z,5.41,1,25,0.2,4.2
2021-01-03T07:59:59Z,51057.06,2021-01-04T11:59:59Z,45668.57,2021-01-06T07:59:59Z,10.55,7,18,1.2,3.0
2021-01-08T11:59:59Z,60985.32,2021-01-27T15:59:59Z,47256.81,2021-02-08T23:59:59Z,22.51,115,189,19.2,31.5
2021-02-09T07:59:59Z,64807.43,2021-02-10T15:59:59Z,61130.54,2021-02-11T15:59:59Z,5.67,8,14,1.3,2.3
2021-02-21T19:59:59Z,77132.98,2021-03-06T15:59:59Z,68021.16,2021-03-10T19:59:59Z,11.81,77,102,12.8,17.0
2021-03-14T03:59:59Z,82972.82,2021-03-25T15:59:59Z,70806.46,2021-04-27T07:59:59Z,14.66,69,265,11.5,44.2
2021-05-03T07:59:59Z,89272.89,2021-09-29T03:59:59Z,66031.8,2021-10-19T19:59:59Z,26.03,893,1017,148.8,169.5
2021-10-20T15:59:59Z,93729.22,2021-10-27T23:59:59Z,84427.28,2021-11-08T23:59:59Z,9.92,44,116,7.3,19.3
2021-11-09T03:59:59Z,95328.87,2023-06-15T15:59:59Z,63835.18,2023-12-05T19:59:59Z,33.04,3501,4540,583.5,756.7
2023-12-09T07:59:59Z,98383.12,2023-12-18T03:59:59Z,88880.09,2024-01-08T19:59:59Z,9.66,53,183,8.8,30.5
2024-01-11T11:59:59Z,100467.54,2024-01-23T19:59:59Z,88356.52,2024-02-08T15:59:59Z,12.05,74,169,12.3,28.2
2024-03-04T23:59:59Z,136645.53,2024-03-05T19:59:59Z,123569.98,2024-03-08T19:59:59Z,9.57,5,23,0.8,3.8
2024-03-13T19:59:59Z,146404.73,2024-08-07T19:59:59Z,92794.19,2024-11-22T03:59:59Z,36.62,882,1520,147.0,253.3
2024-12-05T03:59:59Z,154365.55,2024-12-09T23:59:59Z,145587.37,2024-12-16T15:59:59Z,5.69,29,69,4.8,11.5
2024-12-17T03:59:59Z,156173.43,2024-12-30T15:59:59Z,141159.66,2025-01-17T11:59:59Z,9.61,81,188,13.5,31.3
2025-01-20T11:59:59Z,165025.26,2025-03-31T03:59:59Z,113706.53,,31.1,418,,69.7,
