peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13761.52,2019-05-12T15:59:59Z,12629.79,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15247.52,2019-05-23T07:59:59Z,13428.15,2019-05-27T03:59:59Z,11.93,54,77,9.0,12.8
2019-05-30T15:59:59Z,15729.61,2019-06-09T23:59:59Z,13948.49,2019-06-15T15:59:59Z,11.32,62,96,10.3,16.0
2019-06-26T19:59:59Z,24956.94,2019-07-30T03:59:59Z,19958.14,2019-08-06T07:59:59Z,20.03,200,243,33.3,40.5
2019-08-06T07:59:59Z,25143.93,2019-10-24T03:59:59Z,19521.71,2019-10-27T19:59:59Z,22.36,473,495,78.8,82.5
2019-10-27T19:59:59Z,25382.97,2020-07-05T15:59:59Z,17234.81,2020-11-05T23:59:59Z,32.1,1511,2251,251.8,375.2
2020-11-06T07:59:59Z,26111.89,2020-11-07T19:59:59Z,24452.0,2020-11-09T11:59:59Z,6.36,9,19,1.5,3.2
2020-11-24T15:59:59Z,31958.97,2020-11-26T11:59:59Z,29099.86,2020-12-16T11:59:59Z,8.95,11,131,1.8,21.8
2020-12-21T07:59:59Z,38510.68,2020-12-21T11:59:59Z,36450.16,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,54684.6,2021-01-04T11:59:59Z,48955.83,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,65239.82,2021-02-07T15:59:59Z,47788.5,2021-05-03T07:59:59Z,26.75,181,689,30.2,114.8
2021-05-03T07:59:59Z,65378.84,2021-09-28T23:59:59Z,51192.57,2021-10-06T15:59:59Z,21.7,892,938,148.7,156.3
2021-10-20T15:59:59Z,82102.21,2021-10-27T23:59:59Z,73499.59,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,83138.97,2023-06-15T15:59:59Z,58601.12,2023-12-05T19:59:59Z,29.51,3501,4540,583.5,756.7
2023-12-09T07:59:59Z,86411.74,2023-12-18T03:59:59Z,80062.85,2024-01-02T03:59:59Z,7.35,53,143,8.8,23.8
2024-01-02T07:59:59Z,87459.45,2024-01-23T19:59:59Z,76920.65,2024-02-08T15:59:59Z,12.05,129,224,21.5,37.3
2024-03-04T23:59:59Z,117107.89,2024-03-05T19:59:59Z,106564.53,2024-03-08T19:59:59Z,9.0,5,23,0.8,3.8
2024-03-13T19:59:59Z,124980.68,2024-04-17T15:59:59Z,114929.19,2024-05-15T19:59:59Z,8.04,209,378,34.8,63.0
2024-05-20T23:59:59Z,135960.3,2024-08-07T19:59:59Z,89797.08,2024-11-20T15:59:59Z,33.95,473,1102,78.8,183.7
2024-12-05T03:59:59Z,150069.55,2024-12-05T23:59:59Z,141643.64,2024-12-16T03:59:59Z,5.61,5,66,0.8,11.0
2024-12-17T03:59:59Z,153334.03,2024-12-30T15:59:59Z,138591.02,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,161616.82,2025-04-21T19:59:59Z,99555.73,,38.4,548,,91.3,
