label,trade_id,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason,regime
candidate,1,1554926400000,1556424000000,5193.252696,5301.264757,0.82778933,82.828736,2.079854,17.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,2,1556496000000,1558065600000,5518.099381,7336.597896,1.65208461,2986.132394,32.955161,18.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,3,1558238400000,1558569600000,7924.272634,7620.174107,1.48587088,-468.835039,-3.837558,3.833333,vdo_trend_accel,emergency_dd,AnalyticalRegime.SHOCK
candidate,4,1558771200000,1559606400000,8266.236792,8107.546369,1.07290555,-183.307783,-1.919742,9.666667,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,5,1559793600000,1561651200000,7885.994253,11818.172958,1.50722429,5899.956284,49.862815,21.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,6,1562126400000,1562904000000,11441.570188,11178.323287,1.2039917,-337.134997,-2.300793,9.0,vdo_trend_accel,trailing_stop,AnalyticalRegime.SHOCK
candidate,7,1563436800000,1563897600000,10544.362849,9920.661893,1.05135236,-671.37464,-5.915018,5.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.SHOCK
candidate,8,1564027200000,1565481600000,9880.437531,11297.933587,1.64060992,2297.754839,14.346491,16.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,9,1565971200000,1566403200000,10333.082878,9976.785727,1.79004308,-664.575565,-3.448121,5.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,10,1566576000000,1567022400000,10271.7743,9675.547191,1.54875554,-945.887627,-5.804519,5.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.CHOP
candidate,11,1567209600000,1568001600000,9641.71705,10289.922355,1.84476943,1167.315533,6.722924,9.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,12,1568246400000,1568865600000,10244.807435,9812.879756,1.81479851,-810.574311,-4.216064,7.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.CHOP
candidate,13,1569196800000,1569355200000,10038.080557,8353.720011,0.6322724,-1072.897419,-16.779707,1.833333,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,14,1569528000000,1571054400000,8051.653753,8271.80199,1.79889415,373.70323,2.734199,17.666667,vdo_dip_buy,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,15,1572652800000,1573833600000,9276.333998,8470.97267,1.63384235,-1336.593792,-8.681892,13.666667,vdo_trend,emergency_dd,AnalyticalRegime.BULL
candidate,16,1579248000000,1581883200000,9180.430241,9736.166526,1.66934492,903.336015,6.053488,30.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
