failure_mode,trades,share_of_losing_trades_pct,loss_usd,share_of_total_loss_pct,median_return_pct,median_bars_held,median_mfe_r,median_mae_r,median_giveback_ratio
late_exit_giveback,36,30.252100840336134,-53273.47501838805,14.240933106064027,-1.2410070433330564,26.5,2.803179088025866,1.3454156388504295,1.224247459984573
false_breakout,32,26.89075630252101,-152619.0765138323,40.797752701368964,-3.996530366498054,8.5,0.21187633688621715,3.093990680192344,9.650564864976023
slow_trend_reversal,3,2.5210084033613445,-2833.1329704952514,0.757346073247169,-1.820938503317529,13.0,0.23235956135976482,1.9460547881518604,5.954118792129566
trail_stop_noise,34,28.571428571428573,-145201.58988401984,38.81492858723293,-4.393939392198409,19.0,1.3423135459388484,2.6315736014065014,2.770524742031242
other_loss,14,11.764705882352942,-20159.694645534808,5.389039532086923,-1.07512652179068,2.0,0.5037716732928671,1.0451732312505715,1.5551633013523234
