episode_id,trade_id,entry_ts,exit_ts,pnl_usd,return_pct,failure_mode,exit_reason,entry_context,entry_d1_regime,is_winner
27,177,2025-06-13T08:00:00Z,2025-06-17T16:00:00Z,-2495.55,-1.1185,late_exit_giveback,vtrend_trail_stop,chop,off,False
27,178,2025-06-26T04:00:00Z,2025-07-01T16:00:00Z,-4964.45,-2.2503,false_breakout,vtrend_trail_stop,chop,on,False
27,179,2025-07-02T16:00:00Z,2025-07-15T04:00:00Z,15521.21,7.1975,winner,vtrend_trail_stop,chop,off,True
28,179,2025-07-02T16:00:00Z,2025-07-15T04:00:00Z,15521.21,7.1975,winner,vtrend_trail_stop,chop,off,True
28,180,2025-07-15T08:00:00Z,2025-07-25T04:00:00Z,-3830.66,-1.6571,late_exit_giveback,vtrend_trail_stop,chop,on,False
28,181,2025-07-27T04:00:00Z,2025-08-01T00:00:00Z,-5763.38,-2.5352,trail_stop_noise,vtrend_trail_stop,chop,on,False
28,182,2025-08-09T16:00:00Z,2025-08-14T16:00:00Z,1468.98,0.663,winner,vtrend_trail_stop,chop,on,True
28,183,2025-09-11T04:00:00Z,2025-09-21T12:00:00Z,1222.18,0.548,winner,vtrend_trail_stop,transition,on,True
28,184,2025-10-01T16:00:00Z,2025-10-08T00:00:00Z,6310.38,2.8138,winner,vtrend_trail_stop,trend,on,True
28,185,2025-10-08T12:00:00Z,2025-10-10T20:00:00Z,-12767.69,-5.5373,false_breakout,vtrend_trail_stop,chop,on,False
28,186,2025-10-27T20:00:00Z,2025-10-29T20:00:00Z,-9198.83,-4.2234,false_breakout,vtrend_trail_stop,trend,on,False
28,187,2025-10-30T04:00:00Z,2025-10-30T12:00:00Z,-2978.89,-1.428,other_loss,vtrend_trend_exit,chop,off,False
28,188,2026-01-03T04:00:00Z,2026-01-08T04:00:00Z,89.33,0.0434,winner,vtrend_trail_stop,chop,on,True
28,189,2026-01-09T00:00:00Z,2026-01-18T08:00:00Z,7800.42,3.7918,winner,vtrend_trail_stop,chop,on,True
28,190,2026-01-18T20:00:00Z,2026-01-19T04:00:00Z,-7058.75,-3.3059,false_breakout,vtrend_trail_stop,chop,on,False
28,191,2026-01-19T12:00:00Z,2026-01-20T20:00:00Z,-8670.55,-4.1996,false_breakout,vtrend_trail_stop,chop,on,False
28,192,2026-01-21T08:00:00Z,2026-01-21T16:00:00Z,1382.91,0.6992,winner,vtrend_trend_exit,trend,off,True
