peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-05-23T07:59:59Z,13505.93,2019-05-27T15:59:59Z,11.63,54,80,9.0,13.3
2019-05-30T15:59:59Z,15652.91,2019-06-09T23:59:59Z,13926.7,2019-06-15T15:59:59Z,11.03,62,96,10.3,16.0
2019-06-26T19:59:59Z,24917.96,2020-07-05T15:59:59Z,16641.37,2020-11-12T07:59:59Z,33.22,2249,3027,374.8,504.5
2020-11-24T15:59:59Z,30257.08,2020-11-26T11:59:59Z,27550.23,2020-12-16T15:59:59Z,8.95,11,132,1.8,22.0
2020-12-21T07:59:59Z,35560.97,2020-12-21T11:59:59Z,33658.27,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,50496.05,2021-01-04T11:59:59Z,45206.08,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,60242.8,2021-01-27T15:59:59Z,47774.0,2021-02-14T07:59:59Z,20.7,115,221,19.2,36.8
2021-02-21T19:59:59Z,69923.81,2021-03-06T15:59:59Z,61787.7,2021-03-11T23:59:59Z,11.64,77,109,12.8,18.2
2021-03-14T03:59:59Z,74458.68,2021-03-25T15:59:59Z,65246.16,2021-04-14T07:59:59Z,12.37,69,187,11.5,31.2
2021-04-14T11:59:59Z,74774.65,2021-04-25T23:59:59Z,69261.34,2021-04-27T11:59:59Z,7.37,69,78,11.5,13.0
2021-05-03T07:59:59Z,79084.17,2021-09-28T23:59:59Z,59615.27,2021-10-06T19:59:59Z,24.62,892,939,148.7,156.5
2021-10-20T15:59:59Z,95610.47,2021-10-27T23:59:59Z,85592.47,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,96817.81,2023-06-15T15:59:59Z,66507.18,2023-12-04T19:59:59Z,31.31,3501,4534,583.5,755.7
2023-12-09T07:59:59Z,102159.95,2023-12-18T03:59:59Z,94720.43,2024-01-02T03:59:59Z,7.28,53,143,8.8,23.8
2024-01-02T07:59:59Z,103457.45,2024-01-03T19:59:59Z,96962.24,2024-01-08T19:59:59Z,6.28,9,39,1.5,6.5
2024-01-11T11:59:59Z,107102.74,2024-01-23T19:59:59Z,93953.88,2024-02-09T03:59:59Z,12.28,74,172,12.3,28.7
2024-03-04T23:59:59Z,142838.97,2024-03-05T19:59:59Z,130535.7,2024-03-08T19:59:59Z,8.61,5,23,0.8,3.8
2024-03-13T19:59:59Z,152025.89,2024-05-01T15:59:59Z,132347.05,2024-05-20T19:59:59Z,12.94,293,408,48.8,68.0
2024-05-20T23:59:59Z,155577.42,2024-08-07T19:59:59Z,101470.29,2024-11-22T03:59:59Z,34.78,473,1111,78.8,185.2
2024-12-05T03:59:59Z,162316.87,2024-12-09T23:59:59Z,153682.2,2024-12-16T15:59:59Z,5.32,29,69,4.8,11.5
2024-12-17T03:59:59Z,164739.43,2024-12-30T15:59:59Z,148899.8,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,173638.32,2025-03-31T03:59:59Z,120055.09,,30.86,418,,69.7,
