candidate_trade_id,baseline_trade_id,entry_time,cand_exit_time,base_exit_time,cand_pnl,base_pnl,delta_pnl,cand_return_pct,base_return_pct
40,38,1621497600000,1621785600000,1621785600000,-1629.935396,-1805.414519,175.479123,-16.081681,-16.081681
41,39,1627689600000,1629345600000,1629345600000,573.887136,635.671924,-61.784787,3.370796,3.370796
42,40,1629403200000,1629979200000,1629979200000,-638.03122,-706.72177,68.69055,-1.462758,-1.462758
43,41,1630080000000,1631030400000,1631073600000,-2015.128585,-2445.78067,430.652085,-4.258002,-4.680053
44,42,1631347200000,1632124800000,1632124800000,-116.194759,-128.164675,11.969916,-0.673854,-0.673854
45,43,1632326400000,1632484800000,1632873600000,-2107.088522,-3027.140173,920.051651,-5.208741,-6.179493
47,45,1635134400000,1636718400000,1636718400000,856.37883,880.602129,-24.223299,1.675318,1.675318
48,46,1636963200000,1637726400000,1638576000000,-2736.281878,-5976.726692,3240.444815,-7.554242,-10.217961
50,47,1639267200000,1639425600000,1639411200000,-2418.410218,-2034.027916,-384.382302,-5.62665,-4.591497
51,48,1640419200000,1641412800000,1641528000000,-2481.037638,-4038.590571,1557.552933,-9.946958,-15.756543
52,49,1680163200000,1681718400000,1681718400000,2151.827929,2158.779909,-6.951979,4.773479,4.773479
53,50,1681819200000,1682020800000,1681948800000,-2163.466894,-1539.404126,-624.062768,-7.676526,-5.400927
54,51,1682193600000,1682956800000,1682956800000,472.693884,617.212104,-144.51822,1.288466,1.66211
55,52,1683187200000,1684944000000,1686801600000,-2361.40832,-4913.52587,2552.11755,-5.868821,-9.947647
58,54,1688918400000,1690200000000,1690200000000,-2290.8862,-2158.27001,-132.61619,-4.472907,-4.472907
59,55,1690560000000,1692288000000,1692288000000,-2418.286883,-2278.295646,-139.991237,-5.062707,-5.062707
60,56,1692460800000,1693512000000,1693512000000,-129.16681,-121.689525,-7.477286,-0.12988,-0.12988
61,57,1696219200000,1699963200000,1699963200000,10811.042908,10185.206794,625.836114,24.503658,24.503658
62,58,1700064000000,1702324800000,1702324800000,5086.692237,4792.230756,294.461481,9.547191,9.547191
63,59,1702483200000,1705118400000,1705118400000,203.12043,191.362074,11.758357,0.480971,0.480971
64,60,1705420800000,1708732800000,1705953600000,14818.878536,-1687.380213,16506.258749,24.156616,-8.11908
65,62,1708833600000,1709668800000,1709668800000,8838.815432,7946.836753,891.978679,12.825613,12.825613
66,63,1710806400000,1712044800000,1712044800000,-1294.580929,-1163.936886,-130.644043,-1.439799,-1.439799
67,64,1712246400000,1713038400000,1713052800000,-5629.678471,-5950.441129,320.762658,-6.914293,-8.154933
68,65,1713312000000,1714147200000,1714147200000,175.207434,155.534839,19.672595,0.386941,0.386941
69,66,1714449600000,1716494400000,1716494400000,5566.255984,4941.267095,624.988889,7.511081,7.511081
70,67,1716825600000,1718121600000,1718107200000,-3626.015556,-2632.90429,-993.111266,-4.938285,-4.011955
73,71,1720281600000,1721880000000,1720411200000,5991.736285,-2125.147048,8116.883333,9.043255,-4.136764
75,73,1722916800000,1724025600000,1724025600000,1560.080075,1277.833218,282.246857,2.33578,2.33578
76,74,1724126400000,1724774400000,1724774400000,858.498735,703.180701,155.318034,1.489588,1.489588
77,75,1725062400000,1727712000000,1727712000000,3078.823732,2521.808528,557.015204,4.336804,4.336804
78,76,1728028800000,1729684800000,1729684800000,4756.491717,3895.955865,860.535852,6.222257,6.222257
79,77,1729800000000,1730448000000,1730448000000,1652.981496,1353.927083,299.054413,2.191045,2.191045
80,78,1730692800000,1732464000000,1732464000000,29269.97983,23974.508182,5295.471649,36.080059,36.080059
81,79,1732723200000,1733774400000,1733774400000,660.168012,540.731613,119.436399,0.763097,0.763097
82,80,1733932800000,1734566400000,1734566400000,-1785.632114,-1462.578792,-323.053323,-1.447035,-1.447035
83,81,1734825600000,1736280000000,1736280000000,311.544574,255.180495,56.364079,0.431312,0.431312
84,82,1736539200000,1737633600000,1737633600000,6424.587972,5262.263171,1162.3248,6.016748,6.016748
85,83,1737734400000,1737964800000,1738526400000,-6361.258767,-6473.199948,111.941182,-6.182787,-6.700265
87,84,1738699200000,1740427200000,1740470400000,-4532.061599,-7941.495924,3409.434325,-4.249722,-8.962153
89,86,1741176000000,1741406400000,1741320000000,-4809.531801,-2998.413605,-1811.118196,-5.149111,-3.965516
90,87,1743264000000,1743926400000,1743926400000,207.819626,168.671413,39.148212,0.45712,0.45712
91,88,1745208000000,1746403200000,1746403200000,6158.274338,4998.203768,1160.07057,6.712441,6.712441
92,89,1746561600000,1748174400000,1748174400000,11076.055304,8989.593239,2086.462065,11.103106,11.103106
93,90,1748880000000,1750608000000,1752566400000,-7071.795164,9895.835369,-16967.630533,-6.079997,10.891886
95,91,1753084800000,1754078400000,1754078400000,-5543.148837,-4864.348525,-678.800312,-4.777157,-4.777157
96,92,1754251200000,1755273600000,1755273600000,862.997213,757.316706,105.680507,0.933335,0.933335
97,93,1755734400000,1756483200000,1756152000000,-5679.859598,-2993.147731,-2686.711867,-4.963651,-2.920724
99,95,1758715200000,1760112000000,1760112000000,7644.284402,6821.423732,822.86067,7.368038,7.368038
100,96,1760284800000,1760630400000,1760630400000,-4956.525024,-4422.985285,-533.539739,-5.152269,-5.152269
101,97,1760846400000,1761782400000,1761782400000,333.810552,297.877879,35.932673,0.461013,0.461013
102,98,1762372800000,1763107200000,1763064000000,-4762.564137,-3299.524897,-1463.039239,-6.439401,-4.965806
