episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,pnl_usd,mfe_pct,mae_pct,giveback_ratio,win_flag,native_positive_contribution_rank_desc
1,2019-01-04T08:00:00Z,2019-01-10T08:00:00Z,36,6.0,vtrend_trail_stop,-0.351217,-49.994048,7.465829918037419,2.2047216793095865,1.0470432629534543,0,80
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,89,14.833333,vtrend_trail_stop,3.20649,302.731191,14.78681469168516,2.436402722832599,0.7831520806301132,1,71
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,27,4.5,vtrend_trail_stop,-2.456875,-265.722389,1.858653385904392,3.834480350538736,2.3218575440866953,0,88
4,2019-03-05T04:00:00Z,2019-03-25T16:00:00Z,123,20.5,vtrend_trail_stop,6.517697,631.14789,9.487038250203476,0.1413594939448911,0.3129892777801112,1,64
5,2019-03-26T04:00:00Z,2019-04-11T12:00:00Z,98,16.333333,vtrend_trail_stop,26.799808,2805.262017,37.61151950486541,1.169447260799353,0.28745745046186755,1,43
6,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,80,13.333333,vtrend_trail_stop,3.426128,435.943029,11.056272471268706,1.8341877262892687,0.690119069613807,1,69
7,2019-04-27T00:00:00Z,2019-05-17T04:00:00Z,121,20.166667,vtrend_trail_stop,37.897776,5179.822604,57.24628918018608,2.659923212246277,0.33798720331523135,1,28
8,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,79,13.166667,vtrend_trail_stop,15.623522,2919.196498,27.03945554379214,1.020143714792126,0.4221953924073398,1,42
9,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,19,3.166667,vtrend_trail_stop,-4.088651,-921.880245,4.277842567520009,7.958754919313632,1.9557740696311579,0,112
10,2019-06-05T08:00:00Z,2019-06-08T08:00:00Z,18,3.0,vtrend_trend_exit,0.897309,155.367498,3.4237607851743816,4.9448813498650015,0.737917145413447,1,73
11,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,1,0.166667,vtrend_trend_exit,-0.977937,-236.01477,0.0,2.9829012244929083,,0,86
12,2019-06-13T04:00:00Z,2019-06-27T16:00:00Z,87,14.5,vtrend_trail_stop,46.082022,9486.590029,72.6803167734405,0.9896551349490724,0.3659628349770799,1,19
13,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,14,2.333333,vtrend_trail_stop,-12.697029,-3864.567473,2.982657775353596,15.639002165403742,5.256951335456097,0,153
14,2019-07-03T04:00:00Z,2019-07-11T08:00:00Z,49,8.166667,vtrend_trail_stop,2.418113,593.797487,16.338095658824926,4.462643454305912,0.8519954191421403,1,65
15,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,15,2.5,vtrend_trail_stop,-7.123954,-1944.798538,6.1094177333178585,8.08612069293165,2.166061040669939,0,132
16,2019-08-03T20:00:00Z,2019-08-10T20:00:00Z,42,7.0,vtrend_trail_stop,4.218723,1007.222699,13.52151517370225,2.853931397819581,0.6879992407799892,1,60
17,2019-08-11T12:00:00Z,2019-08-13T16:00:00Z,13,2.166667,vtrend_trail_stop,-4.697393,-1246.989292,1.0355930802905726,6.03297895111544,5.535944754171184,0,121
18,2019-09-06T08:00:00Z,2019-09-09T04:00:00Z,17,2.833333,vtrend_trail_stop,-4.070877,-1031.720492,1.6713743626972108,5.934678542875096,3.435646430181296,0,116
19,2019-09-11T04:00:00Z,2019-09-11T12:00:00Z,2,0.333333,vtrend_trend_exit,-0.4992,-151.81448,0.3813958869515585,2.2115808389405776,2.3088762020745226,0,83
20,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,13,2.166667,vtrend_trend_exit,-2.477486,-609.375716,0.5000861210851835,2.7983838824896665,5.95411869184426,0,101
21,2019-10-27T00:00:00Z,2019-11-01T04:00:00Z,31,5.166667,vtrend_trail_stop,-1.993392,-483.344571,7.17448886416446,3.530946037073167,1.2778444621967016,0,97
22,2019-11-01T08:00:00Z,2019-11-08T12:00:00Z,43,7.166667,vtrend_trail_stop,-1.0022,-253.907082,4.448008835250587,4.5290692107219215,1.2253143006501108,0,87
23,2019-11-09T08:00:00Z,2019-11-12T04:00:00Z,17,2.833333,vtrend_trend_exit,-1.130283,-278.46265,3.571833618837903,2.412381182198485,1.3164433511233196,0,89
24,2019-12-25T12:00:00Z,2019-12-25T16:00:00Z,1,0.166667,vtrend_trend_exit,-0.577875,-156.076093,0.441039094309613,1.3188938867337383,2.310257996299818,0,84
25,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,15,2.5,vtrend_trail_stop,-1.730321,-399.585119,2.9268569347177937,2.315427203856302,1.5911874200188185,0,94
26,2020-01-05T00:00:00Z,2020-01-10T00:00:00Z,30,5.0,vtrend_trail_stop,6.090815,1236.720113,14.85359144251029,0.591533746151356,0.589943279133936,1,56
27,2020-01-10T20:00:00Z,2020-01-19T16:00:00Z,53,8.833333,vtrend_trail_stop,6.896027,1485.423508,14.044811264300542,1.3155047990285496,0.508998243534358,1,52
28,2020-01-21T12:00:00Z,2020-01-24T04:00:00Z,16,2.666667,vtrend_trail_stop,-4.075365,-991.659981,1.760804380471524,4.499712332661363,3.3144904937757262,0,113
29,2020-01-24T08:00:00Z,2020-02-11T04:00:00Z,107,17.833333,vtrend_trail_stop,16.495145,3668.47421,22.057720431072,1.304328532472404,0.2521826971401894,1,36
30,2020-02-11T16:00:00Z,2020-02-16T16:00:00Z,30,5.0,vtrend_trail_stop,-3.208631,-875.586594,3.1924040335563384,5.278021603438086,2.0050829927142977,0,110
31,2020-02-18T08:00:00Z,2020-02-20T12:00:00Z,13,2.166667,vtrend_trail_stop,-2.49744,-666.046394,4.584437407091081,4.598586365238868,1.5447647722569031,0,103
32,2020-02-20T16:00:00Z,2020-02-25T16:00:00Z,30,5.0,vtrend_trail_stop,-2.068129,-542.482219,4.236152826846109,3.1615881495536806,1.4882092513030882,0,99
33,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,41,6.833333,vtrend_trail_stop,2.548915,572.729656,11.006382834944812,1.7552686352128266,0.7684148336266025,1,66
34,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,17,2.833333,vtrend_trail_stop,-5.956309,-1490.728752,0.57051131447201,7.644686922278717,11.440299515378365,0,124
35,2020-04-15T20:00:00Z,2020-04-20T20:00:00Z,30,5.0,vtrend_trail_stop,0.377498,52.020879,8.258269833591497,3.9851860919495032,0.9542884880723463,1,75
36,2020-04-23T12:00:00Z,2020-05-10T04:00:00Z,100,16.666667,vtrend_trail_stop,20.628462,4690.905409,40.97414658601522,0.4592571781950031,0.4965493190518178,1,29
37,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,63,10.5,vtrend_trail_stop,4.233015,1124.781187,14.302933884030574,5.80059720110043,0.7040456850096873,1,58
38,2020-05-22T12:00:00Z,2020-05-25T00:00:00Z,15,2.5,vtrend_trail_stop,-5.076139,-1496.280741,1.4460956441545494,5.803144684793233,4.510237390257636,0,126
39,2020-05-25T20:00:00Z,2020-05-26T00:00:00Z,1,0.166667,vtrend_trend_exit,-0.50955,-178.764759,0.1455714684130888,1.278397852823813,4.500342515980176,0,85
40,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,29,4.833333,vtrend_trail_stop,-0.032556,-49.124199,9.70550662995226,2.068282809909669,1.0033543843965371,0,79
41,2020-06-04T00:00:00Z,2020-06-11T20:00:00Z,47,7.833333,vtrend_trail_stop,-4.17877,-1159.597644,3.273373622158648,5.818410420913243,2.2765942670620904,0,119
42,2020-06-13T00:00:00Z,2020-06-15T00:00:00Z,12,2.0,vtrend_trend_exit,-1.495258,-421.08755,0.2142891944960459,3.719774439905824,7.977757341038448,0,95
43,2020-06-23T20:00:00Z,2020-06-24T16:00:00Z,5,0.833333,vtrend_trail_stop,-4.237869,-1102.831787,0.2107593933728901,4.576972854790324,21.10761623564777,0,118
44,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,8,1.333333,vtrend_trail_stop,-3.172528,-797.301086,0.0,3.393134007151005,,0,106
45,2020-07-11T00:00:00Z,2020-07-11T12:00:00Z,3,0.5,vtrend_trend_exit,-1.145009,-300.03253,0.0177393366112296,1.2839901512534353,65.54632577833662,0,91
