candidate_label,ledger_view,n_threshold,skip_event_count,skipped_trade_count,skipped_winner_count,skipped_loser_count,skipped_top1_count,skipped_top3_count,skipped_top5_count,skipped_top10_count,terminal_value,cagr,sharpe,delta_terminal_value,delta_cagr,delta_sharpe,delta_sharpe_pct,verdict
,native,2,37,37,18,19,0,0,0,3,81580.35,38.11598,0.875371,-146899.44,-23.711959,-0.262521,-23.0708,HARMFUL
,unit_size,2,37,37,18,19,0,0,0,2,110872.53,44.791194,0.875371,-243438.42,-28.336625,-0.262521,-23.0708,HARMFUL
,native,3,16,16,7,9,0,0,0,2,180884.84,56.115666,1.029225,-47594.95,-5.712274,-0.108667,-9.5499,HARMFUL
,unit_size,3,16,16,7,9,0,0,0,1,204059.5,59.038053,1.029225,-150251.45,-14.089767,-0.108667,-9.5499,HARMFUL
,native,4,8,8,3,5,0,0,0,0,229635.83,61.95364,1.138641,1156.04,0.125701,0.000749,0.0659,NEUTRAL
,unit_size,4,8,8,3,5,0,0,0,0,351993.4,72.953115,1.138641,-2317.55,-0.174704,0.000749,0.0659,NEUTRAL
,native,5,5,5,1,4,0,0,0,0,225778.8,61.532141,1.141731,-2700.98,-0.295799,0.003839,0.3374,NEUTRAL
,unit_size,5,5,5,1,4,0,0,0,0,356087.31,73.261073,1.141731,1776.36,0.133254,0.003839,0.3374,NEUTRAL
