trade_id,return_pct,pnl_usd,days_held,mfe_pct,mae_pct,edge_ratio
1,-10.293029,-202.699365,4.0,1.60751461795167,11.61958775675736,0.1383452366472142
2,0.97937,110.688253,6.5,12.309799468702092,1.10290133254464,11.161288054934735
3,87.160098,3252.369231,86.5,115.30627955221502,9.589376236283,12.024377468467087
4,23.65248,971.461711,17.0,66.4220959550288,0.9925526498035591,66.92047617642723
5,-15.778559,-289.107104,5.333333,3.780348603740925,18.73338498925139,0.20179741172831106
6,-0.122106,-6.801493,9.0,12.556020821267728,1.6263280761998744,7.720472274331322
7,11.474106,512.370263,17.333333,21.86592999393052,1.0996014325622339,19.885323305717847
8,3.97092,189.792136,18.833333,12.12777192238306,2.8972427268620566,4.1859702709542725
9,-7.450526,-235.609374,6.333333,3.52455818413883,8.753048711043911,0.4026663509471641
10,14.301411,568.982641,16.5,33.5799498123184,1.9679478282101617,17.063434980824255
11,-4.489027,-179.962726,11.833333,6.92851289037604,6.123358577071595,1.1314890028356788
12,20.907724,1676.831917,30.0,30.86081074670458,0.916808027234711,33.66114805930243
13,-10.691102,-754.613096,2.333333,0.9650343101265014,12.363504741663602,0.07805507663813528
14,-4.708225,-211.447402,2.0,0.2596893556146948,7.662947828475909,0.03388896302408269
15,54.435789,2801.758552,48.0,76.14448286887402,0.44571923604878144,170.835083412331
16,61.808106,2711.599118,27.5,115.13731194578321,2.3035567922009488,49.98240648357295
17,17.466698,462.262478,17.333333,48.00469530250809,5.263785555380729,9.119804520424829
18,-1.436758,-66.197594,13.833333,12.819500204413853,3.3051288995705925,3.878668758147188
19,-5.472303,-301.733202,5.333333,0.7991212552059602,6.567982878402022,0.12166920499043458
20,-9.921689,-648.562057,7.833333,6.32334650005825,16.501892595700852,0.3831891683567033
21,-15.904138,-534.568031,9.666667,1.1102026391124842,21.830767707576904,0.05085495178106637
22,26.699288,1138.732719,24.833333,38.622813395085984,2.4985857541868355,15.457869849120218
23,-3.941674,-186.328153,5.666667,3.55339781279016,4.525797273317066,0.785142947904467
24,-7.888355,-450.224175,4.0,4.582886330688796,15.331635899281615,0.29891698190559907
25,-6.520204,-330.448311,1.833333,0.31619847371469584,8.684175519814916,0.03641088011098086
26,19.830398,785.27482,23.666667,37.22886635648426,3.9582272787775583,9.405439287453413
27,-5.050135,-265.09835,13.5,7.673240234316882,6.293071361293786,1.219315624086511
28,-3.011904,-159.759962,10.833333,7.963189032042853,5.579722259427994,1.427165844785113
