rt_bps,wf_sharpe,wf_cagr,wf_mdd,hold_sharpe,hold_cagr,hold_mdd
0,1.7129836891075327,0.7143434975589187,-0.21998675680869206,1.4766137644349802,0.4403726689201328,-0.14625004966188893
10,1.6705151639652904,0.6896656563409629,-0.22579751481919885,1.4257359436996384,0.4216476077435767,-0.14923359256828028
20,1.627998919433356,0.6653309787919948,-0.23221426704758574,1.3747646041768045,0.40315679641922864,-0.15220819410848074
30,1.58544461467791,0.6413348610018288,-0.2387891226467519,1.3237162333154462,0.38489741942964306,-0.155173876623929
50,1.5002602791632025,0.5943401858661643,-0.2523507847270582,1.2214543400853297,0.3490618683150182,-0.16118990927487054
