metric,value
N,3127.0
mean,0.0008930674428678525
std,0.036122414729547005
skew,-0.9580672685451368
excess_kurtosis,15.441587693925218
JB_stat,31545.462911815084
JB_p,0.0
acf_lag1,-0.05297668674303141
acf_lag5,0.025290742075722062
acf_lag10,0.044243894898468285
acf_lag20,0.024593983805044135
acf_abs_lag1,0.1717513566747285
acf_abs_lag5,0.14366217134963208
acf_abs_lag10,0.10267253538102224
acf_abs_lag20,0.0926934986863031
VR_2d,0.946742
VR_5d,0.975218
VR_10d,1.015013
VR_20d,1.085372
