metric,value
N,18751.0
mean,0.00014790062409199422
std,0.014838736230604844
skew,-0.20082666345163339
excess_kurtosis,20.41451222969105
JB_stat,325731.1487227211
JB_p,0.0
pct_above_2sigma,2.639859207508933
pct_below_2sigma,2.7091888432616926
pct_above_3sigma,0.8479547757452935
pct_below_3sigma,1.018612340675164
normal_expected_2sigma,2.275013194817921
normal_expected_3sigma,0.13498980316301035
