policy,aggregate_sharpe,aggregate_cagr,aggregate_mdd
core_ungated,0.7422209324986158,0.2095892294117616,-0.49915883973437947
vdo_only,1.1307597999722059,0.3503025443385248,-0.37093930671517295
winner_top_candidate,1.3740835418443529,0.42715613356832627,-0.2733669220869338
