block_len,mean,p05,p50,p95,prob_gt0
24,0.23720730922468675,0.002823605250695044,0.23132603107463542,0.4881110502604224,0.9525
72,0.24088522004135512,0.03317605948275279,0.23632032694093164,0.47077964399571914,0.9725
