policy,family,template,support_signal,weak_q,neg_q,fold,oos_sharpe,oos_cagr,oos_mdd,oos_trades,delta_sharpe_vs_vdo,delta_sharpe_vs_core,weak_thr,neg_thr
and_ema28_net_quote_norm_28,unbounded_control,and_support,ema28_net_quote_norm_28,,,2,1.0060097552214597,0.26662062184473534,-0.23131389371932853,38,-0.5314958422948548,-0.5391777309742694,,
and_ema28_net_quote_norm_28,unbounded_control,and_support,ema28_net_quote_norm_28,,,3,1.6802344757989003,0.5471515439821686,-0.13775248567710996,25,-0.1383388574588087,0.48595978745128643,,
and_ema28_net_quote_norm_28,unbounded_control,and_support,ema28_net_quote_norm_28,,,4,0.2614775439723587,0.028263545008461843,-0.0954246429176846,10,0.2836348492766933,0.7302128425855221,,
and_osc_12_28_net_quote_norm_28,unbounded_control,and_support,osc_12_28_net_quote_norm_28,,,1,0.6008110074817438,0.15238451215154636,-0.3392405487062786,29,-0.005868452115389222,0.6355315149292289,,
and_osc_12_28_net_quote_norm_28,unbounded_control,and_support,osc_12_28_net_quote_norm_28,,,2,1.6285616830132792,0.6108312545914953,-0.27585169829546674,41,0.09105608549696464,0.0833741968175501,,
and_osc_12_28_net_quote_norm_28,unbounded_control,and_support,osc_12_28_net_quote_norm_28,,,3,1.4391027946498363,0.44631480366020604,-0.18022270585722922,27,-0.3794705386078727,0.2448281063022224,,
and_osc_12_28_net_quote_norm_28,unbounded_control,and_support,osc_12_28_net_quote_norm_28,,,4,0.2763948061254024,0.03192655165359937,-0.13205426845048707,11,0.29855211142973703,0.7451301047385659,,
and_ema12_net_quote_norm_28,unbounded_control,and_support,ema12_net_quote_norm_28,,,1,0.4385868955718928,0.09285543638100213,-0.39155044397944017,28,-0.1680925640252402,0.4733074030193779,,
and_ema12_net_quote_norm_28,unbounded_control,and_support,ema12_net_quote_norm_28,,,2,1.5562384001178935,0.5354904322674914,-0.23930330445483505,34,0.018732802601578946,0.011050913922164396,,
and_ema12_net_quote_norm_28,unbounded_control,and_support,ema12_net_quote_norm_28,,,3,1.0429782537568384,0.2834625393831154,-0.2359378665148032,24,-0.7755950795008706,-0.15129643459077546,,
and_ema12_net_quote_norm_28,unbounded_control,and_support,ema12_net_quote_norm_28,,,4,-0.08033123909058112,-0.024657038575978563,-0.16289008487869427,11,-0.05817393378624648,0.3884040595225824,,
and_late_and_low_activity,unbounded_control,and_support,late_and_low_activity,,,1,0.7232694429676838,0.20054846659322445,-0.32818818970965347,30,0.11658998337055082,0.7579899504151689,,
and_late_and_low_activity,unbounded_control,and_support,late_and_low_activity,,,2,1.5565362757392576,0.590650707187077,-0.30918733110768204,46,0.01903067822294302,0.01134878954352847,,
and_late_and_low_activity,unbounded_control,and_support,late_and_low_activity,,,3,1.6888898065085989,0.5805190718602411,-0.13236946834247354,28,-0.1296835267491101,0.494615118160985,,
and_late_and_low_activity,unbounded_control,and_support,late_and_low_activity,,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,,
and_late_net_and_low_activity,unbounded_control,and_support,late_net_and_low_activity,,,1,0.6337192035410987,0.16514608135683329,-0.32818818970965347,30,0.02703974394396569,0.6684397109885838,,
and_late_net_and_low_activity,unbounded_control,and_support,late_net_and_low_activity,,,2,1.4899584931274035,0.5524168358640578,-0.30918733110768204,46,-0.04754710438891108,-0.05522899306832563,,
and_late_net_and_low_activity,unbounded_control,and_support,late_net_and_low_activity,,,3,1.6664685171798552,0.5652634323340269,-0.12741423324785028,28,-0.15210481607785376,0.47219382883224137,,
and_late_net_and_low_activity,unbounded_control,and_support,late_net_and_low_activity,,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,,
and_low_activity_and_no_altmom,unbounded_control,and_support,low_activity_and_no_altmom,,,1,0.5460616579574737,0.13362176836232553,-0.3719964251130443,31,-0.06061780163965924,0.5807821654049589,,
and_low_activity_and_no_altmom,unbounded_control,and_support,low_activity_and_no_altmom,,,2,1.4914486369961124,0.5555035375519897,-0.3141228508165954,45,-0.04605696052020214,-0.05373884919961669,,
and_low_activity_and_no_altmom,unbounded_control,and_support,low_activity_and_no_altmom,,,3,1.8484336915583117,0.6505884214336894,-0.13236946834247354,27,0.02986035830060274,0.6541590032106979,,
and_low_activity_and_no_altmom,unbounded_control,and_support,low_activity_and_no_altmom,,,4,0.3539490211492046,0.044965465404561034,-0.12477834959494816,11,0.37610632645353925,0.8226843197623681,,
and_activity_or_fresh_imb,unbounded_control,and_support,activity_or_fresh_imb,,,1,0.7232694429676838,0.20054846659322445,-0.32818818970965347,30,0.11658998337055082,0.7579899504151689,,
and_activity_or_fresh_imb,unbounded_control,and_support,activity_or_fresh_imb,,,2,1.5565362757392576,0.590650707187077,-0.30918733110768204,46,0.01903067822294302,0.01134878954352847,,
and_activity_or_fresh_imb,unbounded_control,and_support,activity_or_fresh_imb,,,3,1.6888898065085989,0.5805190718602411,-0.13236946834247354,28,-0.1296835267491101,0.494615118160985,,
and_activity_or_fresh_imb,unbounded_control,and_support,activity_or_fresh_imb,,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,,
and_activity_or_altmom,unbounded_control,and_support,activity_or_altmom,,,1,0.5460616579574737,0.13362176836232553,-0.3719964251130443,31,-0.06061780163965924,0.5807821654049589,,
and_activity_or_altmom,unbounded_control,and_support,activity_or_altmom,,,2,1.4914486369961124,0.5555035375519897,-0.3141228508165954,45,-0.04605696052020214,-0.05373884919961669,,
and_activity_or_altmom,unbounded_control,and_support,activity_or_altmom,,,3,1.8484336915583117,0.6505884214336894,-0.13236946834247354,27,0.02986035830060274,0.6541590032106979,,
and_activity_or_altmom,unbounded_control,and_support,activity_or_altmom,,,4,0.3539490211492046,0.044965465404561034,-0.12477834959494816,11,0.37610632645353925,0.8226843197623681,,
and_activity_and_fresh_imb,unbounded_control,and_support,activity_and_fresh_imb,,,1,0.7034600129377682,0.1578625660967532,-0.18674442089428966,19,0.09678055334063518,0.7381805203852533,,
and_activity_and_fresh_imb,unbounded_control,and_support,activity_and_fresh_imb,,,2,2.0159107660168543,0.6978894996301506,-0.20264468140641922,32,0.4784051685005397,0.47072327982112516,,
and_activity_and_fresh_imb,unbounded_control,and_support,activity_and_fresh_imb,,,3,1.126083858508222,0.29953719954835,-0.13684484995206847,23,-0.692489474749487,-0.06819082983939184,,
and_activity_and_fresh_imb,unbounded_control,and_support,activity_and_fresh_imb,,,4,0.5613407371402245,0.07245847252907178,-0.10855505935695298,8,0.5834980424445592,1.030076035753388,,
and_activity_and_altmom,unbounded_control,and_support,activity_and_altmom,,,1,0.346845840856659,0.060228662434522295,-0.30044258805316026,25,-0.259833618740474,0.3815663483041441,,
and_activity_and_altmom,unbounded_control,and_support,activity_and_altmom,,,2,1.572132826871439,0.5477015231061144,-0.2770220280385999,36,0.03462722935512441,0.02694534067570986,,
and_activity_and_altmom,unbounded_control,and_support,activity_and_altmom,,,3,1.2542905450250572,0.353250992971488,-0.18445125256265815,24,-0.5642827882326518,0.06001585667744336,,
and_activity_and_altmom,unbounded_control,and_support,activity_and_altmom,,,4,0.1548189626940542,0.012060302659932631,-0.1431994896165264,11,0.17697626799838886,0.6235542613072177,,
and_fresh_imb_or_altmom,unbounded_control,and_support,fresh_imb_or_altmom,,,1,0.6456001369188276,0.17090384650206913,-0.35295952680975096,30,0.038920677321694575,0.6803206443663127,,
and_fresh_imb_or_altmom,unbounded_control,and_support,fresh_imb_or_altmom,,,2,1.40121728193099,0.510791299363972,-0.3197398675028654,47,-0.1362883155853245,-0.14397020426473905,,
and_fresh_imb_or_altmom,unbounded_control,and_support,fresh_imb_or_altmom,,,3,1.7237866791015826,0.5972402357865791,-0.13236946834247343,28,-0.09478665415612642,0.5295119907539687,,
and_fresh_imb_or_altmom,unbounded_control,and_support,fresh_imb_or_altmom,,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,,
and_fresh_imb_and_altmom,unbounded_control,and_support,fresh_imb_and_altmom,,,1,0.817428742058245,0.20633184575311936,-0.2334850380597785,22,0.21074928246111202,0.8521492495057301,,
and_fresh_imb_and_altmom,unbounded_control,and_support,fresh_imb_and_altmom,,,2,1.9763068581752312,0.7263067906720231,-0.22633505030314194,34,0.43880126065891667,0.4311193719795021,,
and_fresh_imb_and_altmom,unbounded_control,and_support,fresh_imb_and_altmom,,,3,1.4740584161475743,0.449835548146414,-0.1835910770371333,25,-0.3445149171101347,0.2797837277999604,,
and_fresh_imb_and_altmom,unbounded_control,and_support,fresh_imb_and_altmom,,,4,0.3661713769277291,0.044019165748524935,-0.11772116120953868,9,0.38832868223206374,0.8349066755408926,,
and_all_three,unbounded_control,and_support,all_three,,,1,0.5834466560269742,0.11454624905431499,-0.17738973794413804,17,-0.023232803570158778,0.6181671634744593,,
and_all_three,unbounded_control,and_support,all_three,,,2,2.322542817732441,0.8118524651932941,-0.15919162214200833,26,0.7850372202161267,0.7773553315367121,,
and_all_three,unbounded_control,and_support,all_three,,,3,0.7373951119189549,0.1648502819265607,-0.1878022491275817,22,-1.081178221338754,-0.45687957642865895,,
and_all_three,unbounded_control,and_support,all_three,,,4,0.47542816729705806,0.059076505384942246,-0.10928160729364533,8,0.4975854726013927,0.9441634659102216,,
and_at_least_two_of_three,unbounded_control,and_support,at_least_two_of_three,,,1,,0.0,0.0,0,,,,
and_at_least_two_of_three,unbounded_control,and_support,at_least_two_of_three,,,2,,0.0,0.0,0,,,,
and_at_least_two_of_three,unbounded_control,and_support,at_least_two_of_three,,,3,,0.0,0.0,0,,,,
and_at_least_two_of_three,unbounded_control,and_support,at_least_two_of_three,,,4,,0.0,0.0,0,,,,
and_any_of_three,unbounded_control,and_support,any_of_three,,,1,0.5839850957831761,0.1478631377995434,-0.37199642511304454,31,-0.02269436381395684,0.6187056032306613,,
and_any_of_three,unbounded_control,and_support,any_of_three,,,2,1.4748382842643057,0.5502433081891336,-0.30918733110768204,47,-0.0626673132520088,-0.07034920193142336,,
and_any_of_three,unbounded_control,and_support,any_of_three,,,3,1.7237866791015826,0.5972402357865791,-0.13236946834247343,28,-0.09478665415612642,0.5295119907539687,,
and_any_of_three,unbounded_control,and_support,any_of_three,,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,,
or_osc_12_28_net_quote_norm_28,or_control,or_support,osc_12_28_net_quote_norm_28,,,1,0.6186981840544785,0.16120491870656362,-0.3577039238356927,31,0.012018724457345531,0.6534186915019636,,
or_osc_12_28_net_quote_norm_28,or_control,or_support,osc_12_28_net_quote_norm_28,,,2,1.5624820910581316,0.5994648205083677,-0.3079549689152755,47,0.02497649354181708,0.01729460486240253,,
or_osc_12_28_net_quote_norm_28,or_control,or_support,osc_12_28_net_quote_norm_28,,,3,1.8558670430299404,0.6751898396269258,-0.12870641247846826,28,0.037293709772231454,0.6615923546823266,,
or_osc_12_28_net_quote_norm_28,or_control,or_support,osc_12_28_net_quote_norm_28,,,4,-0.010701221662339097,-0.014833298572354936,-0.126768106584212,12,0.01145608364199555,0.4580340769508244,,
or_ema12_vol_surprise_quote_28,or_control,or_support,ema12_vol_surprise_quote_28,,,1,0.08792186100613938,-0.03032276856972904,-0.4898968267656507,42,-0.5187575985909936,0.12264236845362449,,
or_ema12_vol_surprise_quote_28,or_control,or_support,ema12_vol_surprise_quote_28,,,2,1.491161708899029,0.598450453158528,-0.2668936000007073,55,-0.046343888617285556,-0.054025777296700106,,
or_ema12_vol_surprise_quote_28,or_control,or_support,ema12_vol_surprise_quote_28,,,3,1.1907429382605532,0.3923916532669962,-0.21898982244685428,35,-0.6278303949971558,-0.0035317500870606366,,
or_ema12_vol_surprise_quote_28,or_control,or_support,ema12_vol_surprise_quote_28,,,4,-0.13643321408029493,-0.03874987615318426,-0.16003774029545537,15,-0.11427590877596029,0.3323020845328686,,
or_activity_and_altmom,or_control,or_support,activity_and_altmom,,,1,0.6094048324923851,0.15757539275727517,-0.3639950699632346,31,0.0027253728952520984,0.6441253399398702,,
or_activity_and_altmom,or_control,or_support,activity_and_altmom,,,2,1.5540087546694847,0.5945321606853682,-0.30795496891527596,47,0.01650315715317019,0.008821268473755639,,
or_activity_and_altmom,or_control,or_support,activity_and_altmom,,,3,1.818573333257709,0.6554226646434065,-0.13236946834247343,28,0.0,0.6242986449100951,,
or_activity_and_altmom,or_control,or_support,activity_and_altmom,,,4,0.010283071552535564,-0.011454896253418223,-0.12477834959494816,12,0.03244037685687021,0.47901837016569904,,
or_activity_and_fresh_imb,or_control,or_support,activity_and_fresh_imb,,,1,0.07130144874624413,-0.03596146272839962,-0.4943474811711531,42,-0.5353780108508889,0.10602195619372923,,
or_activity_and_fresh_imb,or_control,or_support,activity_and_fresh_imb,,,2,1.5993917282154473,0.6528189365151935,-0.2524009112934843,54,0.061886130699132735,0.054204242019718185,,
or_activity_and_fresh_imb,or_control,or_support,activity_and_fresh_imb,,,3,1.1907429382605532,0.3923916532669962,-0.21898982244685428,35,-0.6278303949971558,-0.0035317500870606366,,
or_activity_and_fresh_imb,or_control,or_support,activity_and_fresh_imb,,,4,-0.20966002071076748,-0.05100583555055116,-0.16717318408433135,15,-0.18750271540643282,0.25907527790239604,,
or_fresh_imb_and_altmom,or_control,or_support,fresh_imb_and_altmom,,,1,0.6159749245309881,0.16016773917596727,-0.3585657766091018,31,0.009295464933855135,0.6506954319784732,,
or_fresh_imb_and_altmom,or_control,or_support,fresh_imb_and_altmom,,,2,1.5589552353199074,0.5975618045278195,-0.3091873311076815,47,0.02144963780359288,0.01376774912417833,,
or_fresh_imb_and_altmom,or_control,or_support,fresh_imb_and_altmom,,,3,1.8558670430299404,0.6751898396269258,-0.12870641247846826,28,0.037293709772231454,0.6615923546823266,,
or_fresh_imb_and_altmom,or_control,or_support,fresh_imb_and_altmom,,,4,-0.010701221662339097,-0.014833298572354936,-0.126768106584212,12,0.01145608364199555,0.4580340769508244,,
or_at_least_two_of_three,or_control,or_support,at_least_two_of_three,,,1,0.606679459597133,0.1565414550920552,-0.3648484810818692,31,0.0,0.6413999670446181,,
or_at_least_two_of_three,or_control,or_support,at_least_two_of_three,,,2,1.5375055975163145,0.5856032823972903,-0.30918733110768204,47,0.0,-0.00768188867941455,,
or_at_least_two_of_three,or_control,or_support,at_least_two_of_three,,,3,1.818573333257709,0.6554226646434065,-0.13236946834247343,28,0.0,0.6242986449100951,,
or_at_least_two_of_three,or_control,or_support,at_least_two_of_three,,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,,
weakvdo_q0.25_ema12_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,ema12_vol_surprise_quote_28,0.25,,1,0.5464396930994293,0.13319056040386523,-0.37235533832203016,31,-0.060239766497703684,0.5811602005469144,0.0030793793954540347,
weakvdo_q0.25_ema12_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,ema12_vol_surprise_quote_28,0.25,,2,1.5594938643295215,0.586703147049221,-0.3177778168383846,44,0.02198826681320698,0.01430637813379243,0.0025132202120133696,
weakvdo_q0.25_ema12_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,ema12_vol_surprise_quote_28,0.25,,3,1.7613669001864152,0.623776601132054,-0.13424392761707127,28,-0.057206433071293805,0.5670922118388013,0.0023551379207772706,
weakvdo_q0.25_ema12_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,ema12_vol_surprise_quote_28,0.25,,4,0.3222358854220594,0.039629685918125324,-0.12775209903264362,11,0.344393190726394,0.7909711840352229,0.002538862721573864,
weakvdo_q0.25_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,vol_surprise_quote_28,0.25,,1,0.516578638933839,0.12230358999258262,-0.3918043565478563,30,-0.09010082066329395,0.5512991463813242,0.0030793793954540347,
weakvdo_q0.25_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,vol_surprise_quote_28,0.25,,2,1.6264855003620948,0.6207591501131842,-0.2731487152275518,44,0.08897990284578028,0.08129801416636573,0.0025132202120133696,
weakvdo_q0.25_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,vol_surprise_quote_28,0.25,,3,1.7613669001864152,0.623776601132054,-0.13424392761707127,28,-0.057206433071293805,0.5670922118388013,0.0023551379207772706,
weakvdo_q0.25_vol_surprise_quote_28,bounded_veto,weak_vdo_require_support,vol_surprise_quote_28,0.25,,4,0.3222358854220594,0.039629685918125324,-0.12775209903264362,11,0.344393190726394,0.7909711840352229,0.002538862721573864,
weakvdo_q0.25_ema28_imbalance_ratio_base,bounded_veto,weak_vdo_require_support,ema28_imbalance_ratio_base,0.25,,1,0.7258635533367633,0.2014766493219302,-0.32740757624348216,29,0.11918409373963035,0.7605840607842485,0.0030793793954540347,
weakvdo_q0.25_ema28_imbalance_ratio_base,bounded_veto,weak_vdo_require_support,ema28_imbalance_ratio_base,0.25,,2,1.3791561793656464,0.4943087223558027,-0.34834068013364394,46,-0.15834941815066816,-0.16603130683008271,0.0025132202120133696,
weakvdo_q0.25_ema28_imbalance_ratio_base,bounded_veto,weak_vdo_require_support,ema28_imbalance_ratio_base,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_ema28_imbalance_ratio_base,bounded_veto,weak_vdo_require_support,ema28_imbalance_ratio_base,0.25,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,0.002538862721573864,
weakvdo_q0.25_ema28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema28_net_quote_norm_28,0.25,,1,0.6699147264874374,0.17936406458050458,-0.32857370388405516,29,0.06323526689030445,0.7046352339349226,0.0030793793954540347,
weakvdo_q0.25_ema28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema28_net_quote_norm_28,0.25,,2,1.3791561793656464,0.4943087223558027,-0.34834068013364394,46,-0.15834941815066816,-0.16603130683008271,0.0025132202120133696,
weakvdo_q0.25_ema28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema28_net_quote_norm_28,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_ema28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema28_net_quote_norm_28,0.25,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,0.002538862721573864,
weakvdo_q0.25_osc_12_28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,osc_12_28_net_quote_norm_28,0.25,,1,0.6008110074817438,0.15238451215154636,-0.3392405487062786,29,-0.005868452115389222,0.6355315149292289,0.0030793793954540347,
weakvdo_q0.25_osc_12_28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,osc_12_28_net_quote_norm_28,0.25,,2,1.6175842311398967,0.6133750028135918,-0.2758227011946819,43,0.08007863362358214,0.07239674494416759,0.0025132202120133696,
weakvdo_q0.25_osc_12_28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,osc_12_28_net_quote_norm_28,0.25,,3,1.7314002346804946,0.6079905128306984,-0.12431367557457196,28,-0.08717309857721434,0.5371255463328808,0.0023551379207772706,
weakvdo_q0.25_osc_12_28_net_quote_norm_28,bounded_veto,weak_vdo_require_support,osc_12_28_net_quote_norm_28,0.25,,4,0.32708511778092436,0.04047478472375121,-0.12728076621197526,11,0.349242423085259,0.7958204163940878,0.002538862721573864,
weakvdo_q0.25_ema12_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema12_net_quote_norm_28,0.25,,1,0.5780923137281089,0.14378604890483615,-0.35230437304805107,29,-0.02858714586902411,0.612812821175594,0.0030793793954540347,
weakvdo_q0.25_ema12_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema12_net_quote_norm_28,0.25,,2,1.627307383967408,0.6091812702491597,-0.24478812723944565,42,0.08980178645109338,0.08211989777167883,0.0025132202120133696,
weakvdo_q0.25_ema12_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema12_net_quote_norm_28,0.25,,3,1.778058964558455,0.6322451798124875,-0.12620553886495411,28,-0.040514368699253955,0.5837842762108412,0.0023551379207772706,
weakvdo_q0.25_ema12_net_quote_norm_28,bounded_veto,weak_vdo_require_support,ema12_net_quote_norm_28,0.25,,4,0.2953625560367888,0.03516193545142321,-0.13024601316346707,11,0.3175198613411234,0.7640978546499523,0.002538862721573864,
weakvdo_q0.25_late_and_low_activity,bounded_veto,weak_vdo_require_support,late_and_low_activity,0.25,,1,0.58737192027317,0.14909061983232164,-0.3709870465344203,31,-0.019307539323963008,0.6220924277206551,0.0030793793954540347,
weakvdo_q0.25_late_and_low_activity,bounded_veto,weak_vdo_require_support,late_and_low_activity,0.25,,2,1.5786600081901037,0.603522530995279,-0.30918733110768204,46,0.04115441067378911,0.03347252199437456,0.0025132202120133696,
weakvdo_q0.25_late_and_low_activity,bounded_veto,weak_vdo_require_support,late_and_low_activity,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_late_and_low_activity,bounded_veto,weak_vdo_require_support,late_and_low_activity,0.25,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,0.002538862721573864,
weakvdo_q0.25_late_net_and_low_activity,bounded_veto,weak_vdo_require_support,late_net_and_low_activity,0.25,,1,0.58737192027317,0.14909061983232164,-0.3709870465344203,31,-0.019307539323963008,0.6220924277206551,0.0030793793954540347,
weakvdo_q0.25_late_net_and_low_activity,bounded_veto,weak_vdo_require_support,late_net_and_low_activity,0.25,,2,1.5786600081901037,0.603522530995279,-0.30918733110768204,46,0.04115441067378911,0.03347252199437456,0.0025132202120133696,
weakvdo_q0.25_late_net_and_low_activity,bounded_veto,weak_vdo_require_support,late_net_and_low_activity,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_late_net_and_low_activity,bounded_veto,weak_vdo_require_support,late_net_and_low_activity,0.25,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,0.002538862721573864,
weakvdo_q0.25_low_activity_and_no_altmom,bounded_veto,weak_vdo_require_support,low_activity_and_no_altmom,0.25,,1,0.5460616579574737,0.13362176836232553,-0.3719964251130443,31,-0.06061780163965924,0.5807821654049589,0.0030793793954540347,
weakvdo_q0.25_low_activity_and_no_altmom,bounded_veto,weak_vdo_require_support,low_activity_and_no_altmom,0.25,,2,1.5115042822211735,0.5665361144097341,-0.3141228508165954,45,-0.026001315295141048,-0.0336832039745556,0.0025132202120133696,
weakvdo_q0.25_low_activity_and_no_altmom,bounded_veto,weak_vdo_require_support,low_activity_and_no_altmom,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_low_activity_and_no_altmom,bounded_veto,weak_vdo_require_support,low_activity_and_no_altmom,0.25,,4,0.3539490211492046,0.044965465404561034,-0.12477834959494816,11,0.37610632645353925,0.8226843197623681,0.002538862721573864,
weakvdo_q0.25_activity_or_fresh_imb,bounded_veto,weak_vdo_require_support,activity_or_fresh_imb,0.25,,1,0.58737192027317,0.14909061983232164,-0.3709870465344203,31,-0.019307539323963008,0.6220924277206551,0.0030793793954540347,
weakvdo_q0.25_activity_or_fresh_imb,bounded_veto,weak_vdo_require_support,activity_or_fresh_imb,0.25,,2,1.5786600081901037,0.603522530995279,-0.30918733110768204,46,0.04115441067378911,0.03347252199437456,0.0025132202120133696,
weakvdo_q0.25_activity_or_fresh_imb,bounded_veto,weak_vdo_require_support,activity_or_fresh_imb,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_activity_or_fresh_imb,bounded_veto,weak_vdo_require_support,activity_or_fresh_imb,0.25,,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,0.002538862721573864,
weakvdo_q0.25_activity_or_altmom,bounded_veto,weak_vdo_require_support,activity_or_altmom,0.25,,1,0.5460616579574737,0.13362176836232553,-0.3719964251130443,31,-0.06061780163965924,0.5807821654049589,0.0030793793954540347,
weakvdo_q0.25_activity_or_altmom,bounded_veto,weak_vdo_require_support,activity_or_altmom,0.25,,2,1.5115042822211735,0.5665361144097341,-0.3141228508165954,45,-0.026001315295141048,-0.0336832039745556,0.0025132202120133696,
weakvdo_q0.25_activity_or_altmom,bounded_veto,weak_vdo_require_support,activity_or_altmom,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
weakvdo_q0.25_activity_or_altmom,bounded_veto,weak_vdo_require_support,activity_or_altmom,0.25,,4,0.3539490211492046,0.044965465404561034,-0.12477834959494816,11,0.37610632645353925,0.8226843197623681,0.002538862721573864,
weakvdo_q0.25_activity_and_fresh_imb,bounded_veto,weak_vdo_require_support,activity_and_fresh_imb,0.25,,1,0.6857022309113723,0.18485172018543716,-0.3288706664465759,29,0.07902277131423929,0.7204227383588574,0.0030793793954540347,
weakvdo_q0.25_activity_and_fresh_imb,bounded_veto,weak_vdo_require_support,activity_and_fresh_imb,0.25,,2,1.3578849507080926,0.47863488450854463,-0.3583576854505218,44,-0.17962064680822198,-0.18730253548763653,0.0025132202120133696,
weakvdo_q0.25_activity_and_fresh_imb,bounded_veto,weak_vdo_require_support,activity_and_fresh_imb,0.25,,3,1.7613669001864152,0.623776601132054,-0.13424392761707127,28,-0.057206433071293805,0.5670922118388013,0.0023551379207772706,
weakvdo_q0.25_activity_and_fresh_imb,bounded_veto,weak_vdo_require_support,activity_and_fresh_imb,0.25,,4,0.3222358854220594,0.039629685918125324,-0.12775209903264362,11,0.344393190726394,0.7909711840352229,0.002538862721573864,
weakvdo_q0.25_activity_and_altmom,bounded_veto,weak_vdo_require_support,activity_and_altmom,0.25,,1,0.6073430791458131,0.1540271515307956,-0.3378247745902554,29,0.0006636195486801055,0.6420635865932982,0.0030793793954540347,
weakvdo_q0.25_activity_and_altmom,bounded_veto,weak_vdo_require_support,activity_and_altmom,0.25,,2,1.6298772207905967,0.6137566739881175,-0.2770220280385999,42,0.09237162327428217,0.08468973459486762,0.0025132202120133696,
weakvdo_q0.25_activity_and_altmom,bounded_veto,weak_vdo_require_support,activity_and_altmom,0.25,,3,1.7259359025110586,0.6045125907952966,-0.12620553886495411,28,-0.09263743074665043,0.5316612141634447,0.0023551379207772706,
weakvdo_q0.25_activity_and_altmom,bounded_veto,weak_vdo_require_support,activity_and_altmom,0.25,,4,0.2953625560367888,0.03516193545142321,-0.13024601316346707,11,0.3175198613411234,0.7640978546499523,0.002538862721573864,
weakvdo_q0.25_fresh_imb_or_altmom,bounded_veto,weak_vdo_require_support,fresh_imb_or_altmom,0.25,,1,0.6456001369188276,0.17090384650206913,-0.35295952680975096,30,0.038920677321694575,0.6803206443663127,0.0030793793954540347,
weakvdo_q0.25_fresh_imb_or_altmom,bounded_veto,weak_vdo_require_support,fresh_imb_or_altmom,0.25,,2,1.4529715513521568,0.5378015480230094,-0.3197398675028654,47,-0.08453404616415772,-0.09221593484357227,0.0025132202120133696,
weakvdo_q0.25_fresh_imb_or_altmom,bounded_veto,weak_vdo_require_support,fresh_imb_or_altmom,0.25,,3,1.7667782788683761,0.627296279602666,-0.13236946834247332,28,-0.05179505438933285,0.5725035905207623,0.0023551379207772706,
