threshold,aggregate_sharpe,aggregate_cagr,aggregate_mdd,positive_folds_vs_vdo
0.006,1.2253666093328761,0.374605232490105,-0.2968996241383951,4
0.00648105072393846,1.3404104320598558,0.41257096350760825,-0.28561783607987157,3
