scenario,d_sharpe,d_cagr_pct,d_mdd_pct,d_trades,d_win_rate_pct,d_avg_days_held
smart,0.04940000000000011,6.019999999999996,-2.6499999999999986,-35,0.07000000000000028,1.9800000000000004
base,0.07489999999999997,7.260000000000005,-1.3599999999999994,-35,0.3499999999999943,1.9800000000000004
harsh,0.1019000000000001,8.470000000000006,0.6300000000000026,-35,0.7800000000000011,1.9800000000000004
