total_trades,trail_stop_exits,trend_exits,mean_bars_held,median_bars_held,mean_gross_return,median_gross_return,mean_net_return,median_net_return,win_rate_gross,win_rate_net,first_entry_dt,last_entry_dt
204,183,21,40.2,29.0,0.02915,-0.007344,0.02415,-0.012344,0.4265,0.3873,2017-08-31 16:00:00,2026-01-19 08:00:00
