trade_id,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,bars_held,exit_reason,gross_return,net_return,peak_price,entry_vdo,entry_tbr,entry_atr20_pct,entry_vol_rel
159,14517,14521,2024-04-01 16:00:00,2024-04-02 08:00:00,69648.01,65622.69,4,trail_stop,-0.057795,-0.062795,69649.8,0.006474,0.539317,0.014221,2.4351
160,14522,14532,2024-04-02 12:00:00,2024-04-04 04:00:00,64890.0,66091.6,10,trend_exit,0.018517,0.013517,66225.79,3.7e-05,0.509134,0.017766,4.7873
161,14537,14539,2024-04-05 00:00:00,2024-04-05 08:00:00,67863.99,66478.0,2,trend_exit,-0.020423,-0.025423,67863.99,0.001594,0.47476,0.017288,0.8361
162,14540,14569,2024-04-05 12:00:00,2024-04-10 08:00:00,68190.62,69043.0,29,trail_stop,0.0125,0.0075,72404.0,0.00488,0.527796,0.018665,1.8234
163,14784,14828,2024-05-16 04:00:00,2024-05-23 12:00:00,66142.62,68076.0,44,trail_stop,0.02923,0.02423,71446.62,0.003711,0.513684,0.01384,0.7407
164,14831,14864,2024-05-24 00:00:00,2024-05-29 12:00:00,67891.83,67379.13,33,trail_stop,-0.007552,-0.012552,70373.85,0.00283,0.535693,0.015161,0.5694
165,14865,14923,2024-05-29 16:00:00,2024-06-08 08:00:00,67266.78,69365.93,58,trail_stop,0.031206,0.026206,71699.99,0.007229,0.507325,0.013312,1.0464
166,14925,14940,2024-06-08 16:00:00,2024-06-11 04:00:00,69460.01,67570.18,15,trail_stop,-0.027207,-0.032207,70066.12,0.00185,0.541288,0.010151,0.6151
167,14943,14952,2024-06-11 16:00:00,2024-06-13 04:00:00,67407.01,67724.81,9,trend_exit,0.004715,-0.000285,69734.0,0.000559,0.503953,0.010811,3.0218
168,15149,15202,2024-07-16 00:00:00,2024-07-24 20:00:00,64752.14,65376.0,53,trail_stop,0.009635,0.004635,68232.07,0.007287,0.542359,0.014744,1.1963
169,15209,15235,2024-07-26 00:00:00,2024-07-30 08:00:00,67042.01,66574.01,26,trail_stop,-0.006981,-0.011981,69580.01,0.005934,0.518641,0.01537,1.2907
170,15380,15404,2024-08-23 12:00:00,2024-08-27 12:00:00,61533.05,61709.13,24,trail_stop,0.002862,-0.002138,64315.0,0.006843,0.552106,0.015678,3.852
171,15518,15524,2024-09-15 12:00:00,2024-09-16 12:00:00,60335.41,57881.69,6,trail_stop,-0.040668,-0.045668,60335.41,0.007966,0.566379,0.011449,0.9136
172,15525,15607,2024-09-16 16:00:00,2024-09-30 08:00:00,57943.99,63819.44,82,trail_stop,0.101399,0.096399,66063.76,0.00548,0.514891,0.013029,1.7093
173,15609,15616,2024-09-30 16:00:00,2024-10-01 20:00:00,63488.0,60805.78,7,trail_stop,-0.042248,-0.047248,64045.92,0.00436,0.563305,0.010461,3.2173
174,15647,15663,2024-10-07 00:00:00,2024-10-09 16:00:00,63530.51,61031.98,16,trail_stop,-0.039328,-0.044328,63651.6,0.0173,0.526581,0.010834,2.8618
175,15684,15744,2024-10-13 04:00:00,2024-10-23 04:00:00,62843.48,66852.34,60,trail_stop,0.063791,0.058791,69031.99,0.005011,0.52398,0.011217,0.3853
176,15753,15795,2024-10-24 16:00:00,2024-10-31 16:00:00,68309.79,70092.07,42,trail_stop,0.026091,0.021091,72736.42,0.011311,0.605771,0.010881,0.9937
177,15807,15945,2024-11-02 16:00:00,2024-11-25 16:00:00,69510.0,94669.48,138,trail_stop,0.361955,0.356955,99173.7,0.002498,0.562059,0.012577,0.4312
178,15950,16027,2024-11-26 12:00:00,2024-12-09 08:00:00,92813.0,98088.47,77,trail_stop,0.05684,0.05184,102964.0,0.003618,0.519281,0.017081,2.528
179,16029,16084,2024-12-09 16:00:00,2024-12-18 20:00:00,97070.32,100204.01,55,trail_stop,0.032283,0.027283,106866.49,0.000475,0.484849,0.017253,2.381
180,16090,16105,2024-12-19 20:00:00,2024-12-22 08:00:00,97461.86,97101.28,15,trend_exit,-0.0037,-0.0087,99040.0,0.000539,0.536175,0.019575,1.6022
181,16193,16202,2025-01-06 00:00:00,2025-01-07 12:00:00,99037.57,97952.26,9,trail_stop,-0.010959,-0.015959,102235.6,0.003112,0.5398,0.009858,2.0582
182,16253,16297,2025-01-16 00:00:00,2025-01-23 08:00:00,99478.03,101944.49,44,trail_stop,0.024794,0.019794,108239.19,0.003873,0.447891,0.014996,0.988
183,16300,16319,2025-01-23 20:00:00,2025-01-27 00:00:00,103910.34,101395.64,19,trail_stop,-0.024201,-0.029201,105859.98,0.003108,0.517423,0.022676,2.6018
184,16329,16353,2025-01-28 16:00:00,2025-02-01 16:00:00,102424.24,101669.6,24,trail_stop,-0.007368,-0.012368,105711.27,0.001702,0.497629,0.016823,1.485
185,16673,16682,2025-03-27 00:00:00,2025-03-28 12:00:00,87670.18,84051.16,9,trail_stop,-0.04128,-0.04628,87670.18,0.004508,0.491987,0.011465,0.6026
186,16785,16906,2025-04-14 16:00:00,2025-05-04 20:00:00,84923.07,94277.62,121,trail_stop,0.110153,0.105153,97330.19,0.020591,0.640805,0.017861,1.2177
187,16912,17029,2025-05-05 20:00:00,2025-05-25 08:00:00,94733.68,107260.0,117,trail_stop,0.132227,0.127227,111780.84,0.006955,0.510389,0.009552,0.8465
188,17038,17055,2025-05-26 20:00:00,2025-05-29 16:00:00,109434.79,105731.74,17,trail_stop,-0.033838,-0.038838,110140.11,0.000728,0.511377,0.012051,0.4489
189,17061,17096,2025-05-30 16:00:00,2025-06-05 12:00:00,104640.5,104531.49,35,trend_exit,-0.001042,-0.006042,106610.66,0.00038,0.48817,0.012795,1.8037
190,17116,17137,2025-06-08 20:00:00,2025-06-12 08:00:00,105734.0,106900.95,21,trail_stop,0.011037,0.006037,110274.39,0.024725,0.449702,0.008429,0.8525
191,17165,17172,2025-06-17 00:00:00,2025-06-18 04:00:00,107590.41,104973.24,7,trend_exit,-0.024325,-0.029325,107590.41,0.013579,0.511624,0.010471,1.9767
192,17219,17252,2025-06-26 00:00:00,2025-07-01 12:00:00,107853.79,105955.18,33,trail_stop,-0.017604,-0.022604,108503.74,0.027433,0.524896,0.011655,0.7532
193,17261,17333,2025-07-03 00:00:00,2025-07-15 00:00:00,108628.21,117148.47,72,trail_stop,0.078435,0.073435,122736.04,0.017682,0.489449,0.008296,0.9526
194,17334,17393,2025-07-15 04:00:00,2025-07-25 00:00:00,116779.12,115419.66,59,trail_stop,-0.011641,-0.016641,120223.09,0.001991,0.475762,0.011347,3.2135
195,17405,17434,2025-07-27 00:00:00,2025-07-31 20:00:00,118182.83,115764.08,29,trail_stop,-0.020466,-0.025466,119415.55,0.000638,0.571354,0.009475,0.4981
196,17486,17516,2025-08-09 12:00:00,2025-08-14 12:00:00,116892.47,118257.25,30,trail_stop,0.011676,0.006676,123337.14,0.007504,0.524459,0.008055,0.8089
197,17681,17743,2025-09-11 00:00:00,2025-09-21 08:00:00,114400.01,115603.45,62,trail_stop,0.01052,0.00552,117583.56,0.020862,0.60222,0.008365,0.8103
198,17804,17842,2025-10-01 12:00:00,2025-10-07 20:00:00,117423.73,121332.95,38,trail_stop,0.033292,0.028292,125410.81,0.005077,0.484741,0.008086,1.9542
199,17845,17859,2025-10-08 08:00:00,2025-10-10 16:00:00,122884.14,116661.5,14,trail_stop,-0.050638,-0.055638,123450.0,0.010437,0.604207,0.010267,1.33
200,17961,17973,2025-10-27 16:00:00,2025-10-29 16:00:00,114942.64,110640.0,12,trail_stop,-0.037433,-0.042433,114942.64,0.031228,0.545227,0.010243,1.3912
201,18365,18395,2026-01-03 00:00:00,2026-01-08 00:00:00,90321.22,90813.4,30,trail_stop,0.005449,0.000449,94303.4,0.035008,0.607011,0.009079,0.7846
202,18400,18456,2026-01-08 20:00:00,2026-01-18 04:00:00,91099.99,95028.27,56,trail_stop,0.043121,0.038121,97267.42,0.013854,0.575469,0.011606,0.669
203,18459,18461,2026-01-18 16:00:00,2026-01-19 00:00:00,95380.99,92690.09,2,trail_stop,-0.028212,-0.033212,95380.99,0.00216,0.592864,0.007878,0.781
204,18463,18471,2026-01-19 08:00:00,2026-01-20 16:00:00,93191.96,89725.76,8,trail_stop,-0.037194,-0.042194,93191.96,0.001775,0.503537,0.008902,1.618
