time_iso,close_time_ms,nav_mid,cash,btc_qty,exposure
2023-01-06T19:59:59Z,1673035199999,10000.00,10000.00,0.00000000,0.000000
2023-01-06T23:59:59Z,1673049599999,10000.00,10000.00,0.00000000,0.000000
2023-01-07T03:59:59Z,1673063999999,10000.00,10000.00,0.00000000,0.000000
2023-01-07T07:59:59Z,1673078399999,10000.00,10000.00,0.00000000,0.000000
2023-01-07T11:59:59Z,1673092799999,10000.00,10000.00,0.00000000,0.000000
2023-01-07T15:59:59Z,1673107199999,10000.00,10000.00,0.00000000,0.000000
2023-01-07T19:59:59Z,1673121599999,10000.00,10000.00,0.00000000,0.000000
2023-01-07T23:59:59Z,1673135999999,10000.00,10000.00,0.00000000,0.000000
2023-01-08T03:59:59Z,1673150399999,10000.00,10000.00,0.00000000,0.000000
2023-01-08T07:59:59Z,1673164799999,10000.00,10000.00,0.00000000,0.000000
2023-01-08T11:59:59Z,1673179199999,10000.00,10000.00,0.00000000,0.000000
2023-01-08T15:59:59Z,1673193599999,10000.00,10000.00,0.00000000,0.000000
2023-01-08T19:59:59Z,1673207999999,10000.00,10000.00,0.00000000,0.000000
2023-01-08T23:59:59Z,1673222399999,10000.00,10000.00,0.00000000,0.000000
2023-01-09T03:59:59Z,1673236799999,10000.00,10000.00,0.00000000,0.000000
2023-01-09T07:59:59Z,1673251199999,10000.00,10000.00,0.00000000,0.000000
2023-01-09T11:59:59Z,1673265599999,10000.00,10000.00,0.00000000,0.000000
2023-01-09T15:59:59Z,1673279999999,10000.00,10000.00,0.00000000,0.000000
2023-01-09T19:59:59Z,1673294399999,10000.00,10000.00,0.00000000,0.000000
2023-01-09T23:59:59Z,1673308799999,10000.00,10000.00,0.00000000,0.000000
2023-01-10T03:59:59Z,1673323199999,10000.00,10000.00,0.00000000,0.000000
2023-01-10T07:59:59Z,1673337599999,10000.00,10000.00,0.00000000,0.000000
2023-01-10T11:59:59Z,1673351999999,10000.00,10000.00,0.00000000,0.000000
2023-01-10T15:59:59Z,1673366399999,10000.00,10000.00,0.00000000,0.000000
2023-01-10T19:59:59Z,1673380799999,10000.00,10000.00,0.00000000,0.000000
2023-01-10T23:59:59Z,1673395199999,10000.00,10000.00,0.00000000,0.000000
2023-01-11T03:59:59Z,1673409599999,10000.00,10000.00,0.00000000,0.000000
2023-01-11T07:59:59Z,1673423999999,10000.00,10000.00,0.00000000,0.000000
2023-01-11T11:59:59Z,1673438399999,10000.00,10000.00,0.00000000,0.000000
2023-01-11T15:59:59Z,1673452799999,10000.00,10000.00,0.00000000,0.000000
2023-01-11T19:59:59Z,1673467199999,10000.00,10000.00,0.00000000,0.000000
2023-01-11T23:59:59Z,1673481599999,10000.00,10000.00,0.00000000,0.000000
2023-01-12T03:59:59Z,1673495999999,10000.00,10000.00,0.00000000,0.000000
2023-01-12T07:59:59Z,1673510399999,10000.00,10000.00,0.00000000,0.000000
2023-01-12T11:59:59Z,1673524799999,10000.00,10000.00,0.00000000,0.000000
2023-01-12T15:59:59Z,1673539199999,10000.00,10000.00,0.00000000,0.000000
2023-01-12T19:59:59Z,1673553599999,10000.00,10000.00,0.00000000,0.000000
2023-01-12T23:59:59Z,1673567999999,10000.00,10000.00,0.00000000,0.000000
2023-01-13T03:59:59Z,1673582399999,10000.00,10000.00,0.00000000,0.000000
2023-01-13T07:59:59Z,1673596799999,10000.00,10000.00,0.00000000,0.000000
2023-01-13T11:59:59Z,1673611199999,10000.00,10000.00,0.00000000,0.000000
2023-01-13T15:59:59Z,1673625599999,10000.00,10000.00,0.00000000,0.000000
2023-01-13T19:59:59Z,1673639999999,10000.00,10000.00,0.00000000,0.000000
2023-01-13T23:59:59Z,1673654399999,10000.00,10000.00,0.00000000,0.000000
2023-01-14T03:59:59Z,1673668799999,10000.00,10000.00,0.00000000,0.000000
2023-01-14T07:59:59Z,1673683199999,10000.00,10000.00,0.00000000,0.000000
2023-01-14T11:59:59Z,1673697599999,10000.00,10000.00,0.00000000,0.000000
2023-01-14T15:59:59Z,1673711999999,10000.00,10000.00,0.00000000,0.000000
2023-01-14T19:59:59Z,1673726399999,10000.00,10000.00,0.00000000,0.000000
2023-01-14T23:59:59Z,1673740799999,10000.00,10000.00,0.00000000,0.000000
2023-01-15T03:59:59Z,1673755199999,10000.00,10000.00,0.00000000,0.000000
2023-01-15T07:59:59Z,1673769599999,10000.00,10000.00,0.00000000,0.000000
2023-01-15T11:59:59Z,1673783999999,10000.00,10000.00,0.00000000,0.000000
2023-01-15T15:59:59Z,1673798399999,10000.00,10000.00,0.00000000,0.000000
2023-01-15T19:59:59Z,1673812799999,10000.00,10000.00,0.00000000,0.000000
2023-01-15T23:59:59Z,1673827199999,10000.00,10000.00,0.00000000,0.000000
2023-01-16T03:59:59Z,1673841599999,10000.00,10000.00,0.00000000,0.000000
2023-01-16T07:59:59Z,1673855999999,10000.00,10000.00,0.00000000,0.000000
2023-01-16T11:59:59Z,1673870399999,10000.00,10000.00,0.00000000,0.000000
2023-01-16T15:59:59Z,1673884799999,10000.00,10000.00,0.00000000,0.000000
2023-01-16T19:59:59Z,1673899199999,10000.00,10000.00,0.00000000,0.000000
2023-01-16T23:59:59Z,1673913599999,10000.00,10000.00,0.00000000,0.000000
2023-01-17T03:59:59Z,1673927999999,10000.00,10000.00,0.00000000,0.000000
2023-01-17T07:59:59Z,1673942399999,10000.00,10000.00,0.00000000,0.000000
2023-01-17T11:59:59Z,1673956799999,10000.00,10000.00,0.00000000,0.000000
2023-01-17T15:59:59Z,1673971199999,10000.00,10000.00,0.00000000,0.000000
2023-01-17T19:59:59Z,1673985599999,10000.00,10000.00,0.00000000,0.000000
2023-01-17T23:59:59Z,1673999999999,10000.00,10000.00,0.00000000,0.000000
2023-01-18T03:59:59Z,1674014399999,10000.00,10000.00,0.00000000,0.000000
2023-01-18T07:59:59Z,1674028799999,10000.00,10000.00,0.00000000,0.000000
2023-01-18T11:59:59Z,1674043199999,10000.00,10000.00,0.00000000,0.000000
2023-01-18T15:59:59Z,1674057599999,10000.00,10000.00,0.00000000,0.000000
2023-01-18T19:59:59Z,1674071999999,10000.00,10000.00,0.00000000,0.000000
2023-01-18T23:59:59Z,1674086399999,10000.00,10000.00,0.00000000,0.000000
2023-01-19T03:59:59Z,1674100799999,10000.00,10000.00,0.00000000,0.000000
2023-01-19T07:59:59Z,1674115199999,10000.00,10000.00,0.00000000,0.000000
2023-01-19T11:59:59Z,1674129599999,10000.00,10000.00,0.00000000,0.000000
2023-01-19T15:59:59Z,1674143999999,10000.00,10000.00,0.00000000,0.000000
2023-01-19T19:59:59Z,1674158399999,10000.00,10000.00,0.00000000,0.000000
2023-01-19T23:59:59Z,1674172799999,10000.00,10000.00,0.00000000,0.000000
2023-01-20T03:59:59Z,1674187199999,10000.00,10000.00,0.00000000,0.000000
2023-01-20T07:59:59Z,1674201599999,10000.00,10000.00,0.00000000,0.000000
2023-01-20T11:59:59Z,1674215999999,10000.00,10000.00,0.00000000,0.000000
2023-01-20T15:59:59Z,1674230399999,10000.00,10000.00,0.00000000,0.000000
2023-01-20T19:59:59Z,1674244799999,10000.00,10000.00,0.00000000,0.000000
2023-01-20T23:59:59Z,1674259199999,10000.00,10000.00,0.00000000,0.000000
2023-01-21T03:59:59Z,1674273599999,10000.00,10000.00,0.00000000,0.000000
2023-01-21T07:59:59Z,1674287999999,10000.00,10000.00,0.00000000,0.000000
2023-01-21T11:59:59Z,1674302399999,10000.00,10000.00,0.00000000,0.000000
2023-01-21T15:59:59Z,1674316799999,10000.00,10000.00,0.00000000,0.000000
2023-01-21T19:59:59Z,1674331199999,10000.00,10000.00,0.00000000,0.000000
2023-01-21T23:59:59Z,1674345599999,10000.00,10000.00,0.00000000,0.000000
2023-01-22T03:59:59Z,1674359999999,10000.00,10000.00,0.00000000,0.000000
2023-01-22T07:59:59Z,1674374399999,10000.00,10000.00,0.00000000,0.000000
2023-01-22T11:59:59Z,1674388799999,10000.00,10000.00,0.00000000,0.000000
2023-01-22T15:59:59Z,1674403199999,10000.00,10000.00,0.00000000,0.000000
2023-01-22T19:59:59Z,1674417599999,10000.00,10000.00,0.00000000,0.000000
2023-01-22T23:59:59Z,1674431999999,10000.00,10000.00,0.00000000,0.000000
2023-01-23T03:59:59Z,1674446399999,10000.00,10000.00,0.00000000,0.000000
2023-01-23T07:59:59Z,1674460799999,10000.00,10000.00,0.00000000,0.000000
2023-01-23T11:59:59Z,1674475199999,10000.00,10000.00,0.00000000,0.000000
2023-01-23T15:59:59Z,1674489599999,10000.00,10000.00,0.00000000,0.000000
2023-01-23T19:59:59Z,1674503999999,10000.00,10000.00,0.00000000,0.000000
2023-01-23T23:59:59Z,1674518399999,10000.00,10000.00,0.00000000,0.000000
2023-01-24T03:59:59Z,1674532799999,10000.00,10000.00,0.00000000,0.000000
2023-01-24T07:59:59Z,1674547199999,10000.00,10000.00,0.00000000,0.000000
2023-01-24T11:59:59Z,1674561599999,10000.00,10000.00,0.00000000,0.000000
2023-01-24T15:59:59Z,1674575999999,10000.00,10000.00,0.00000000,0.000000
2023-01-24T19:59:59Z,1674590399999,10000.00,10000.00,0.00000000,0.000000
2023-01-24T23:59:59Z,1674604799999,10000.00,10000.00,0.00000000,0.000000
2023-01-25T03:59:59Z,1674619199999,10000.00,10000.00,0.00000000,0.000000
2023-01-25T07:59:59Z,1674633599999,10000.00,10000.00,0.00000000,0.000000
2023-01-25T11:59:59Z,1674647999999,10000.00,10000.00,0.00000000,0.000000
2023-01-25T15:59:59Z,1674662399999,10000.00,10000.00,0.00000000,0.000000
2023-01-25T19:59:59Z,1674676799999,10000.00,10000.00,0.00000000,0.000000
2023-01-25T23:59:59Z,1674691199999,10000.00,10000.00,0.00000000,0.000000
2023-01-26T03:59:59Z,1674705599999,10000.00,10000.00,0.00000000,0.000000
2023-01-26T07:59:59Z,1674719999999,10000.00,10000.00,0.00000000,0.000000
2023-01-26T11:59:59Z,1674734399999,10000.00,10000.00,0.00000000,0.000000
2023-01-26T15:59:59Z,1674748799999,10000.00,10000.00,0.00000000,0.000000
2023-01-26T19:59:59Z,1674763199999,10000.00,10000.00,0.00000000,0.000000
2023-01-26T23:59:59Z,1674777599999,10000.00,10000.00,0.00000000,0.000000
2023-01-27T03:59:59Z,1674791999999,10000.00,10000.00,0.00000000,0.000000
2023-01-27T07:59:59Z,1674806399999,10000.00,10000.00,0.00000000,0.000000
2023-01-27T11:59:59Z,1674820799999,10000.00,10000.00,0.00000000,0.000000
2023-01-27T15:59:59Z,1674835199999,10000.00,10000.00,0.00000000,0.000000
2023-01-27T19:59:59Z,1674849599999,10000.00,10000.00,0.00000000,0.000000
2023-01-27T23:59:59Z,1674863999999,10000.00,10000.00,0.00000000,0.000000
2023-01-28T03:59:59Z,1674878399999,10000.00,10000.00,0.00000000,0.000000
2023-01-28T07:59:59Z,1674892799999,10000.00,10000.00,0.00000000,0.000000
2023-01-28T11:59:59Z,1674907199999,10000.00,10000.00,0.00000000,0.000000
2023-01-28T15:59:59Z,1674921599999,10000.00,10000.00,0.00000000,0.000000
2023-01-28T19:59:59Z,1674935999999,10000.00,10000.00,0.00000000,0.000000
2023-01-28T23:59:59Z,1674950399999,10000.00,10000.00,0.00000000,0.000000
2023-01-29T03:59:59Z,1674964799999,10000.00,10000.00,0.00000000,0.000000
2023-01-29T07:59:59Z,1674979199999,10000.00,10000.00,0.00000000,0.000000
2023-01-29T11:59:59Z,1674993599999,10000.00,10000.00,0.00000000,0.000000
2023-01-29T15:59:59Z,1675007999999,10000.00,10000.00,0.00000000,0.000000
2023-01-29T19:59:59Z,1675022399999,10000.00,10000.00,0.00000000,0.000000
2023-01-29T23:59:59Z,1675036799999,10000.00,10000.00,0.00000000,0.000000
2023-01-30T03:59:59Z,1675051199999,10000.00,10000.00,0.00000000,0.000000
2023-01-30T07:59:59Z,1675065599999,10000.00,10000.00,0.00000000,0.000000
2023-01-30T11:59:59Z,1675079999999,10000.00,10000.00,0.00000000,0.000000
2023-01-30T15:59:59Z,1675094399999,10000.00,10000.00,0.00000000,0.000000
2023-01-30T19:59:59Z,1675108799999,10000.00,10000.00,0.00000000,0.000000
2023-01-30T23:59:59Z,1675123199999,10000.00,10000.00,0.00000000,0.000000
2023-01-31T03:59:59Z,1675137599999,10000.00,10000.00,0.00000000,0.000000
2023-01-31T07:59:59Z,1675151999999,10000.00,10000.00,0.00000000,0.000000
2023-01-31T11:59:59Z,1675166399999,10000.00,10000.00,0.00000000,0.000000
2023-01-31T15:59:59Z,1675180799999,10000.00,10000.00,0.00000000,0.000000
2023-01-31T19:59:59Z,1675195199999,10000.00,10000.00,0.00000000,0.000000
2023-01-31T23:59:59Z,1675209599999,10000.00,10000.00,0.00000000,0.000000
2023-02-01T03:59:59Z,1675223999999,10000.00,10000.00,0.00000000,0.000000
2023-02-01T07:59:59Z,1675238399999,10000.00,10000.00,0.00000000,0.000000
2023-02-01T11:59:59Z,1675252799999,10000.00,10000.00,0.00000000,0.000000
2023-02-01T15:59:59Z,1675267199999,10000.00,10000.00,0.00000000,0.000000
2023-02-01T19:59:59Z,1675281599999,10000.00,10000.00,0.00000000,0.000000
2023-02-01T23:59:59Z,1675295999999,10000.00,10000.00,0.00000000,0.000000
2023-02-02T03:59:59Z,1675310399999,10000.00,10000.00,0.00000000,0.000000
2023-02-02T07:59:59Z,1675324799999,10000.00,10000.00,0.00000000,0.000000
2023-02-02T11:59:59Z,1675339199999,10000.00,10000.00,0.00000000,0.000000
2023-02-02T15:59:59Z,1675353599999,10000.00,10000.00,0.00000000,0.000000
2023-02-02T19:59:59Z,1675367999999,10000.00,10000.00,0.00000000,0.000000
2023-02-02T23:59:59Z,1675382399999,10000.00,10000.00,0.00000000,0.000000
2023-02-03T03:59:59Z,1675396799999,10000.00,10000.00,0.00000000,0.000000
2023-02-03T07:59:59Z,1675411199999,10000.00,10000.00,0.00000000,0.000000
2023-02-03T11:59:59Z,1675425599999,10000.00,10000.00,0.00000000,0.000000
2023-02-03T15:59:59Z,1675439999999,10000.00,10000.00,0.00000000,0.000000
2023-02-03T19:59:59Z,1675454399999,10000.00,10000.00,0.00000000,0.000000
2023-02-03T23:59:59Z,1675468799999,10000.00,10000.00,0.00000000,0.000000
2023-02-04T03:59:59Z,1675483199999,10000.00,10000.00,0.00000000,0.000000
2023-02-04T07:59:59Z,1675497599999,10000.00,10000.00,0.00000000,0.000000
2023-02-04T11:59:59Z,1675511999999,10000.00,10000.00,0.00000000,0.000000
2023-02-04T15:59:59Z,1675526399999,10000.00,10000.00,0.00000000,0.000000
2023-02-04T19:59:59Z,1675540799999,10000.00,10000.00,0.00000000,0.000000
2023-02-04T23:59:59Z,1675555199999,10000.00,10000.00,0.00000000,0.000000
2023-02-05T03:59:59Z,1675569599999,10000.00,10000.00,0.00000000,0.000000
2023-02-05T07:59:59Z,1675583999999,10000.00,10000.00,0.00000000,0.000000
2023-02-05T11:59:59Z,1675598399999,10000.00,10000.00,0.00000000,0.000000
2023-02-05T15:59:59Z,1675612799999,10000.00,10000.00,0.00000000,0.000000
2023-02-05T19:59:59Z,1675627199999,10000.00,10000.00,0.00000000,0.000000
2023-02-05T23:59:59Z,1675641599999,10000.00,10000.00,0.00000000,0.000000
2023-02-06T03:59:59Z,1675655999999,10000.00,10000.00,0.00000000,0.000000
2023-02-06T07:59:59Z,1675670399999,10000.00,10000.00,0.00000000,0.000000
2023-02-06T11:59:59Z,1675684799999,10000.00,10000.00,0.00000000,0.000000
2023-02-06T15:59:59Z,1675699199999,10000.00,10000.00,0.00000000,0.000000
2023-02-06T19:59:59Z,1675713599999,10000.00,10000.00,0.00000000,0.000000
2023-02-06T23:59:59Z,1675727999999,10000.00,10000.00,0.00000000,0.000000
2023-02-07T03:59:59Z,1675742399999,10000.00,10000.00,0.00000000,0.000000
2023-02-07T07:59:59Z,1675756799999,10000.00,10000.00,0.00000000,0.000000
2023-02-07T11:59:59Z,1675771199999,10000.00,10000.00,0.00000000,0.000000
2023-02-07T15:59:59Z,1675785599999,10000.00,10000.00,0.00000000,0.000000
2023-02-07T19:59:59Z,1675799999999,10000.00,10000.00,0.00000000,0.000000
2023-02-07T23:59:59Z,1675814399999,10000.00,10000.00,0.00000000,0.000000
2023-02-08T03:59:59Z,1675828799999,10000.00,10000.00,0.00000000,0.000000
2023-02-08T07:59:59Z,1675843199999,10000.00,10000.00,0.00000000,0.000000
2023-02-08T11:59:59Z,1675857599999,10000.00,10000.00,0.00000000,0.000000
2023-02-08T15:59:59Z,1675871999999,10000.00,10000.00,0.00000000,0.000000
2023-02-08T19:59:59Z,1675886399999,10000.00,10000.00,0.00000000,0.000000
2023-02-08T23:59:59Z,1675900799999,10000.00,10000.00,0.00000000,0.000000
2023-02-09T03:59:59Z,1675915199999,10000.00,10000.00,0.00000000,0.000000
2023-02-09T07:59:59Z,1675929599999,10000.00,10000.00,0.00000000,0.000000
2023-02-09T11:59:59Z,1675943999999,10000.00,10000.00,0.00000000,0.000000
2023-02-09T15:59:59Z,1675958399999,10000.00,10000.00,0.00000000,0.000000
2023-02-09T19:59:59Z,1675972799999,10000.00,10000.00,0.00000000,0.000000
2023-02-09T23:59:59Z,1675987199999,10000.00,10000.00,0.00000000,0.000000
2023-02-10T03:59:59Z,1676001599999,10000.00,10000.00,0.00000000,0.000000
2023-02-10T07:59:59Z,1676015999999,10000.00,10000.00,0.00000000,0.000000
2023-02-10T11:59:59Z,1676030399999,10000.00,10000.00,0.00000000,0.000000
2023-02-10T15:59:59Z,1676044799999,10000.00,10000.00,0.00000000,0.000000
2023-02-10T19:59:59Z,1676059199999,10000.00,10000.00,0.00000000,0.000000
2023-02-10T23:59:59Z,1676073599999,10000.00,10000.00,0.00000000,0.000000
2023-02-11T03:59:59Z,1676087999999,10000.00,10000.00,0.00000000,0.000000
2023-02-11T07:59:59Z,1676102399999,10000.00,10000.00,0.00000000,0.000000
2023-02-11T11:59:59Z,1676116799999,10000.00,10000.00,0.00000000,0.000000
2023-02-11T15:59:59Z,1676131199999,10000.00,10000.00,0.00000000,0.000000
2023-02-11T19:59:59Z,1676145599999,10000.00,10000.00,0.00000000,0.000000
2023-02-11T23:59:59Z,1676159999999,10000.00,10000.00,0.00000000,0.000000
2023-02-12T03:59:59Z,1676174399999,10000.00,10000.00,0.00000000,0.000000
2023-02-12T07:59:59Z,1676188799999,10000.00,10000.00,0.00000000,0.000000
2023-02-12T11:59:59Z,1676203199999,10000.00,10000.00,0.00000000,0.000000
2023-02-12T15:59:59Z,1676217599999,10000.00,10000.00,0.00000000,0.000000
2023-02-12T19:59:59Z,1676231999999,10000.00,10000.00,0.00000000,0.000000
2023-02-12T23:59:59Z,1676246399999,10000.00,10000.00,0.00000000,0.000000
2023-02-13T03:59:59Z,1676260799999,10000.00,10000.00,0.00000000,0.000000
2023-02-13T07:59:59Z,1676275199999,10000.00,10000.00,0.00000000,0.000000
2023-02-13T11:59:59Z,1676289599999,10000.00,10000.00,0.00000000,0.000000
2023-02-13T15:59:59Z,1676303999999,10000.00,10000.00,0.00000000,0.000000
2023-02-13T19:59:59Z,1676318399999,10000.00,10000.00,0.00000000,0.000000
2023-02-13T23:59:59Z,1676332799999,10000.00,10000.00,0.00000000,0.000000
2023-02-14T03:59:59Z,1676347199999,10000.00,10000.00,0.00000000,0.000000
2023-02-14T07:59:59Z,1676361599999,10000.00,10000.00,0.00000000,0.000000
2023-02-14T11:59:59Z,1676375999999,10000.00,10000.00,0.00000000,0.000000
2023-02-14T15:59:59Z,1676390399999,10000.00,10000.00,0.00000000,0.000000
2023-02-14T19:59:59Z,1676404799999,10000.00,10000.00,0.00000000,0.000000
2023-02-14T23:59:59Z,1676419199999,10000.00,10000.00,0.00000000,0.000000
2023-02-15T03:59:59Z,1676433599999,10000.00,10000.00,0.00000000,0.000000
2023-02-15T07:59:59Z,1676447999999,10000.00,10000.00,0.00000000,0.000000
2023-02-15T11:59:59Z,1676462399999,10000.00,10000.00,0.00000000,0.000000
2023-02-15T15:59:59Z,1676476799999,10000.00,10000.00,0.00000000,0.000000
2023-02-15T19:59:59Z,1676491199999,10000.00,10000.00,0.00000000,0.000000
2023-02-15T23:59:59Z,1676505599999,10000.00,10000.00,0.00000000,0.000000
2023-02-16T03:59:59Z,1676519999999,10000.00,10000.00,0.00000000,0.000000
2023-02-16T07:59:59Z,1676534399999,10000.00,10000.00,0.00000000,0.000000
2023-02-16T11:59:59Z,1676548799999,10000.00,10000.00,0.00000000,0.000000
2023-02-16T15:59:59Z,1676563199999,10000.00,10000.00,0.00000000,0.000000
2023-02-16T19:59:59Z,1676577599999,10000.00,10000.00,0.00000000,0.000000
2023-02-16T23:59:59Z,1676591999999,10000.00,10000.00,0.00000000,0.000000
2023-02-17T03:59:59Z,1676606399999,10000.00,10000.00,0.00000000,0.000000
2023-02-17T07:59:59Z,1676620799999,10000.00,10000.00,0.00000000,0.000000
2023-02-17T11:59:59Z,1676635199999,10000.00,10000.00,0.00000000,0.000000
2023-02-17T15:59:59Z,1676649599999,10000.00,10000.00,0.00000000,0.000000
2023-02-17T19:59:59Z,1676663999999,10000.00,10000.00,0.00000000,0.000000
2023-02-17T23:59:59Z,1676678399999,10000.00,10000.00,0.00000000,0.000000
2023-02-18T03:59:59Z,1676692799999,10000.00,10000.00,0.00000000,0.000000
2023-02-18T07:59:59Z,1676707199999,10000.00,10000.00,0.00000000,0.000000
2023-02-18T11:59:59Z,1676721599999,10000.00,10000.00,0.00000000,0.000000
2023-02-18T15:59:59Z,1676735999999,10000.00,10000.00,0.00000000,0.000000
2023-02-18T19:59:59Z,1676750399999,10000.00,10000.00,0.00000000,0.000000
2023-02-18T23:59:59Z,1676764799999,10000.00,10000.00,0.00000000,0.000000
2023-02-19T03:59:59Z,1676779199999,10000.00,10000.00,0.00000000,0.000000
2023-02-19T07:59:59Z,1676793599999,10000.00,10000.00,0.00000000,0.000000
2023-02-19T11:59:59Z,1676807999999,10000.00,10000.00,0.00000000,0.000000
2023-02-19T15:59:59Z,1676822399999,10000.00,10000.00,0.00000000,0.000000
2023-02-19T19:59:59Z,1676836799999,10000.00,10000.00,0.00000000,0.000000
2023-02-19T23:59:59Z,1676851199999,10000.00,10000.00,0.00000000,0.000000
2023-02-20T03:59:59Z,1676865599999,10000.00,10000.00,0.00000000,0.000000
2023-02-20T07:59:59Z,1676879999999,10000.00,10000.00,0.00000000,0.000000
2023-02-20T11:59:59Z,1676894399999,10000.00,10000.00,0.00000000,0.000000
2023-02-20T15:59:59Z,1676908799999,10000.00,10000.00,0.00000000,0.000000
2023-02-20T19:59:59Z,1676923199999,10000.00,10000.00,0.00000000,0.000000
2023-02-20T23:59:59Z,1676937599999,10000.00,10000.00,0.00000000,0.000000
2023-02-21T03:59:59Z,1676951999999,10000.00,10000.00,0.00000000,0.000000
2023-02-21T07:59:59Z,1676966399999,10000.00,10000.00,0.00000000,0.000000
2023-02-21T11:59:59Z,1676980799999,10000.00,10000.00,0.00000000,0.000000
2023-02-21T15:59:59Z,1676995199999,10000.00,10000.00,0.00000000,0.000000
2023-02-21T19:59:59Z,1677009599999,10000.00,10000.00,0.00000000,0.000000
2023-02-21T23:59:59Z,1677023999999,10000.00,10000.00,0.00000000,0.000000
2023-02-22T03:59:59Z,1677038399999,10000.00,10000.00,0.00000000,0.000000
2023-02-22T07:59:59Z,1677052799999,10000.00,10000.00,0.00000000,0.000000
2023-02-22T11:59:59Z,1677067199999,10000.00,10000.00,0.00000000,0.000000
2023-02-22T15:59:59Z,1677081599999,10000.00,10000.00,0.00000000,0.000000
2023-02-22T19:59:59Z,1677095999999,10000.00,10000.00,0.00000000,0.000000
2023-02-22T23:59:59Z,1677110399999,10000.00,10000.00,0.00000000,0.000000
2023-02-23T03:59:59Z,1677124799999,10000.00,10000.00,0.00000000,0.000000
2023-02-23T07:59:59Z,1677139199999,10000.00,10000.00,0.00000000,0.000000
2023-02-23T11:59:59Z,1677153599999,10000.00,10000.00,0.00000000,0.000000
2023-02-23T15:59:59Z,1677167999999,10000.00,10000.00,0.00000000,0.000000
2023-02-23T19:59:59Z,1677182399999,10000.00,10000.00,0.00000000,0.000000
2023-02-23T23:59:59Z,1677196799999,10000.00,10000.00,0.00000000,0.000000
2023-02-24T03:59:59Z,1677211199999,10000.00,10000.00,0.00000000,0.000000
2023-02-24T07:59:59Z,1677225599999,10000.00,10000.00,0.00000000,0.000000
2023-02-24T11:59:59Z,1677239999999,10000.00,10000.00,0.00000000,0.000000
2023-02-24T15:59:59Z,1677254399999,10000.00,10000.00,0.00000000,0.000000
2023-02-24T19:59:59Z,1677268799999,10000.00,10000.00,0.00000000,0.000000
2023-02-24T23:59:59Z,1677283199999,10000.00,10000.00,0.00000000,0.000000
2023-02-25T03:59:59Z,1677297599999,10000.00,10000.00,0.00000000,0.000000
