time_iso,h4_close_ms,d1_close_ms,target_exposure,entry_reason,exit_reason,flags_json
2023-06-15T23:59:59Z,1686873599999,1686787199999,0.325482,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-06-20T03:59:59Z,1687233599999,1687219199999,0.542849,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-06-20T15:59:59Z,1687276799999,1687219199999,0.678171,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-06-21T03:59:59Z,1687319999999,1687305599999,0.777311,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-06-21T15:59:59Z,1687363199999,1687305599999,0.857439,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-06-22T03:59:59Z,1687406399999,1687391999999,0.895365,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-06-30T03:59:59Z,1688097599999,1688083199999,0.935001,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-06T11:59:59Z,1688644799999,1688601599999,0.975361,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-08T07:59:59Z,1688803199999,1688774399999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2023-07-09T15:59:59Z,1688918399999,1688860799999,0.345716,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-10T19:59:59Z,1689019199999,1688947199999,0.540273,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-11T07:59:59Z,1689062399999,1689033599999,0.768588,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-11T19:59:59Z,1689105599999,1689033599999,0.838389,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-07-12T07:59:59Z,1689148799999,1689119999999,0.886338,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-13T11:59:59Z,1689249599999,1689206399999,0.930913,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-13T23:59:59Z,1689292799999,1689206399999,0.973045,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-24T11:59:59Z,1690199999999,1690156799999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2023-07-28T15:59:59Z,1690559999999,1690502399999,0.326821,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-29T03:59:59Z,1690603199999,1690588799999,0.633085,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-29T15:59:59Z,1690646399999,1690588799999,0.799988,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-30T15:59:59Z,1690732799999,1690675199999,0.887968,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-07-31T03:59:59Z,1690775999999,1690761599999,0.954373,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-08-17T15:59:59Z,1692287999999,1692230399999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2023-08-18T07:59:59Z,1692345599999,1692316799999,0.331500,vdo_dip_buy,,"{""has_orders"": false, ""signal_reason"": ""vdo_dip_buy""}"
2023-08-19T15:59:59Z,1692460799999,1692403199999,0.679871,vdo_dip_buy,,"{""has_orders"": false, ""signal_reason"": ""vdo_dip_buy""}"
2023-08-20T03:59:59Z,1692503999999,1692489599999,1.000000,vdo_dip_buy,,"{""has_orders"": false, ""signal_reason"": ""vdo_dip_buy""}"
2023-08-31T19:59:59Z,1693511999999,1693439999999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2023-10-02T03:59:59Z,1696219199999,1696204799999,0.047646,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-10-02T15:59:59Z,1696262399999,1696204799999,0.118685,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-10-08T03:59:59Z,1696737599999,1696723199999,0.343537,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-10-17T03:59:59Z,1697515199999,1697500799999,0.521959,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-10-17T15:59:59Z,1697558399999,1697500799999,0.632589,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-10-18T03:59:59Z,1697601599999,1697587199999,0.746267,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-10-20T03:59:59Z,1697774399999,1697759999999,0.824457,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-10-23T03:59:59Z,1698033599999,1698019199999,0.856358,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-10-24T03:59:59Z,1698119999999,1698105599999,0.888772,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-10-29T03:59:59Z,1698551999999,1698537599999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2023-10-31T23:59:59Z,1698796799999,1698710399999,0.291279,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-11-02T03:59:59Z,1698897599999,1698883199999,0.540688,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-02T19:59:59Z,1698955199999,1698883199999,0.742592,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-04T23:59:59Z,1699142399999,1699055999999,0.862003,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-07T23:59:59Z,1699401599999,1699315199999,0.903383,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-08T11:59:59Z,1699444799999,1699401599999,0.935619,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-08T23:59:59Z,1699487999999,1699401599999,0.976559,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-15T03:59:59Z,1700020799999,1700006399999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2023-11-15T19:59:59Z,1700078399999,1700006399999,0.350000,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-16T07:59:59Z,1700121599999,1700092799999,0.558257,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-22T19:59:59Z,1700683199999,1700611199999,0.795425,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-28T19:59:59Z,1701201599999,1701129599999,0.863280,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-11-30T03:59:59Z,1701316799999,1701302399999,0.898064,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-12-01T11:59:59Z,1701431999999,1701388799999,0.956701,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-12-11T19:59:59Z,1702324799999,1702252799999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2023-12-13T15:59:59Z,1702483199999,1702425599999,0.296771,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-12-15T19:59:59Z,1702670399999,1702598399999,0.547690,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-12-16T07:59:59Z,1702713599999,1702684799999,0.663741,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-12-16T19:59:59Z,1702756799999,1702684799999,0.792472,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-12-19T03:59:59Z,1702958399999,1702943999999,0.873946,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2023-12-22T03:59:59Z,1703217599999,1703203199999,0.911193,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2023-12-27T11:59:59Z,1703678399999,1703635199999,0.996488,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-01-13T03:59:59Z,1705118399999,1705103999999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-01-16T15:59:59Z,1705420799999,1705363199999,0.350000,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-01-22T19:59:59Z,1705953599999,1705881599999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-01-23T15:59:59Z,1706025599999,1705967999999,0.350000,vdo_dip_buy,,"{""has_orders"": false, ""signal_reason"": ""vdo_dip_buy""}"
2024-01-24T07:59:59Z,1706083199999,1706054399999,0.704670,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-01-24T19:59:59Z,1706126399999,1706054399999,0.913792,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-01-25T23:59:59Z,1706227199999,1706140799999,0.936228,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-01-26T11:59:59Z,1706270399999,1706227199999,0.956688,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-02-23T23:59:59Z,1708732799999,1708646399999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-02-25T03:59:59Z,1708833599999,1708819199999,0.293250,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-02-26T15:59:59Z,1708963199999,1708905599999,0.605387,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-02-27T03:59:59Z,1709006399999,1708991999999,0.709206,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-02-27T15:59:59Z,1709049599999,1708991999999,0.765039,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-02-28T07:59:59Z,1709107199999,1709078399999,0.815913,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-02-28T19:59:59Z,1709150399999,1709078399999,0.848699,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-02-29T07:59:59Z,1709193599999,1709164799999,0.876964,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-03-04T07:59:59Z,1709539199999,1709510399999,0.901506,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-03-04T19:59:59Z,1709582399999,1709510399999,0.928006,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-03-05T19:59:59Z,1709668799999,1709596799999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-03-18T23:59:59Z,1710806399999,1710719999999,0.340136,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-03-21T07:59:59Z,1711007999999,1710979199999,0.551529,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-03-24T15:59:59Z,1711295999999,1711238399999,0.662377,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-03-25T03:59:59Z,1711339199999,1711324799999,0.900857,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-03-25T15:59:59Z,1711382399999,1711324799999,0.957684,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-02T07:59:59Z,1712044799999,1712015999999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-04-04T15:59:59Z,1712246399999,1712188799999,0.293250,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-07T03:59:59Z,1712462399999,1712447999999,0.504382,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-07T15:59:59Z,1712505599999,1712447999999,0.650181,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-08T07:59:59Z,1712563199999,1712534399999,0.781189,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-08T19:59:59Z,1712606399999,1712534399999,0.952922,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-13T23:59:59Z,1713052799999,1712966399999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-04-16T23:59:59Z,1713311999999,1713225599999,0.293250,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-17T11:59:59Z,1713355199999,1713311999999,0.587091,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-18T03:59:59Z,1713412799999,1713398399999,0.742948,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-18T15:59:59Z,1713455999999,1713398399999,0.821686,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-19T23:59:59Z,1713571199999,1713484799999,0.869160,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-04-20T11:59:59Z,1713614399999,1713571199999,0.911759,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-20T23:59:59Z,1713657599999,1713571199999,0.950279,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-04-26T15:59:59Z,1714147199999,1714089599999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-04-30T03:59:59Z,1714449599999,1714435199999,0.293250,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-05-02T15:59:59Z,1714665599999,1714607999999,0.530082,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-05-03T23:59:59Z,1714780799999,1714694399999,0.731751,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-05-04T11:59:59Z,1714823999999,1714780799999,0.946325,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-05-04T23:59:59Z,1714867199999,1714780799999,0.969460,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-05-23T19:59:59Z,1716494399999,1716422399999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-05-27T15:59:59Z,1716825599999,1716767999999,0.350000,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-02T15:59:59Z,1717343999999,1717286399999,0.535589,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-03T07:59:59Z,1717401599999,1717372799999,0.719160,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-03T19:59:59Z,1717444799999,1717372799999,0.791571,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-06-07T11:59:59Z,1717761599999,1717718399999,0.856843,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-11T11:59:59Z,1718107199999,1718063999999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-06-12T15:59:59Z,1718207999999,1718150399999,0.350000,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-13T07:59:59Z,1718265599999,1718236799999,0.510957,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-06-16T23:59:59Z,1718582399999,1718495999999,0.660070,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-17T15:59:59Z,1718639999999,1718582399999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-06-20T07:59:59Z,1718870399999,1718841599999,0.318093,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-22T07:59:59Z,1719043199999,1719014399999,0.620019,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-22T19:59:59Z,1719086399999,1719014399999,0.874711,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-23T19:59:59Z,1719172799999,1719100799999,0.916425,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-24T11:59:59Z,1719230399999,1719187199999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-06-26T03:59:59Z,1719374399999,1719359999999,0.293250,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-26T23:59:59Z,1719446399999,1719359999999,0.563004,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-06-27T11:59:59Z,1719489599999,1719446399999,0.880743,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-27T23:59:59Z,1719532799999,1719446399999,0.924602,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-06-28T11:59:59Z,1719575999999,1719532799999,0.951846,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-07-05T03:59:59Z,1720151999999,1720137599999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-07-06T15:59:59Z,1720281599999,1720223999999,0.350000,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-07-07T03:59:59Z,1720324799999,1720310399999,0.610817,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-07-07T15:59:59Z,1720367999999,1720310399999,0.773545,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-07-08T03:59:59Z,1720411199999,1720396799999,0.000000,,emergency_dd,"{""has_orders"": false, ""signal_reason"": ""emergency_dd""}"
2024-07-16T15:59:59Z,1721145599999,1721087999999,0.290356,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-07-17T03:59:59Z,1721188799999,1721174399999,0.562540,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-07-21T19:59:59Z,1721591999999,1721519999999,0.702858,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-07-26T07:59:59Z,1721980799999,1721951999999,0.825496,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-07-26T19:59:59Z,1722023999999,1721951999999,0.929901,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-07-27T07:59:59Z,1722067199999,1722038399999,0.947919,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-07-28T11:59:59Z,1722167999999,1722124799999,0.963887,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-07-30T19:59:59Z,1722369599999,1722297599999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-08-06T03:59:59Z,1722916799999,1722902399999,0.192883,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-06T15:59:59Z,1722959999999,1722902399999,0.282201,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-07T03:59:59Z,1723003199999,1722988799999,0.616178,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-07T15:59:59Z,1723046399999,1722988799999,0.753939,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-08-16T19:59:59Z,1723838399999,1723766399999,0.860269,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-17T07:59:59Z,1723881599999,1723852799999,0.957099,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-18T23:59:59Z,1724025599999,1723939199999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-08-20T03:59:59Z,1724126399999,1724111999999,0.350000,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-20T19:59:59Z,1724183999999,1724111999999,0.686981,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-23T19:59:59Z,1724443199999,1724371199999,0.847448,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-08-27T15:59:59Z,1724774399999,1724716799999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-08-30T23:59:59Z,1725062399999,1724975999999,0.255000,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-09-17T15:59:59Z,1726588799999,1726531199999,0.558185,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-09-18T19:59:59Z,1726689599999,1726617599999,0.677830,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-09-19T07:59:59Z,1726732799999,1726703999999,0.884913,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-09-19T19:59:59Z,1726775999999,1726703999999,0.957763,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-09-30T15:59:59Z,1727711999999,1727654399999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
2024-10-04T07:59:59Z,1728028799999,1727999999999,0.331411,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-10-05T07:59:59Z,1728115199999,1728086399999,0.534423,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-10-06T15:59:59Z,1728230399999,1728172799999,0.698611,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-10-07T03:59:59Z,1728273599999,1728259199999,0.859236,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-10-11T19:59:59Z,1728676799999,1728604799999,0.912194,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-10-13T23:59:59Z,1728863999999,1728777599999,0.936522,vdo_trend,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend""}"
2024-10-14T11:59:59Z,1728907199999,1728863999999,0.981621,vdo_trend_accel,,"{""has_orders"": false, ""signal_reason"": ""vdo_trend_accel""}"
2024-10-23T11:59:59Z,1729684799999,1729641599999,0.000000,,trailing_stop,"{""has_orders"": false, ""signal_reason"": ""trailing_stop""}"
