open_dt,close_dt,open,high,low,close,trendvol_10,dist_high_60,threshold_trendvol_10,threshold_dist_high_60,signal_close,position_next_open,entry_at_open,exit_at_next_open
2017-10-03 00:00:00+00:00,2017-10-03 23:59:59.999000+00:00,4380.0,4467.33,4180.8,4310.0,1.1525225430203616,,,,False,False,False,False
2017-10-04 00:00:00+00:00,2017-10-04 23:59:59.999000+00:00,4314.9,4373.0,4142.0,4208.59,1.2651206021603647,,,,False,False,False,False
2017-10-05 00:00:00+00:00,2017-10-05 23:59:59.999000+00:00,4208.59,4355.0,4110.0,4292.43,0.9377766412491837,,,,False,False,False,False
2017-10-06 00:00:00+00:00,2017-10-06 23:59:59.999000+00:00,4318.99,4417.0,4292.0,4369.0,1.2665432183894851,,,,False,False,False,False
2017-10-07 00:00:00+00:00,2017-10-07 23:59:59.999000+00:00,4369.0,4479.5,4312.56,4423.0,0.847174678592479,,,,False,False,False,False
2017-10-08 00:00:00+00:00,2017-10-08 23:59:59.999000+00:00,4425.0,4658.0,4425.0,4640.0,1.455551955856572,,,,False,False,False,False
2017-10-09 00:00:00+00:00,2017-10-09 23:59:59.999000+00:00,4640.0,4889.98,4550.0,4786.95,1.8766662354448898,,,,False,False,False,False
2017-10-10 00:00:00+00:00,2017-10-10 23:59:59.999000+00:00,4786.95,4960.0,4680.59,4783.06,1.3426441150408153,,,,False,False,False,False
2017-10-11 00:00:00+00:00,2017-10-11 23:59:59.999000+00:00,4783.06,4881.61,4710.0,4821.43,1.4855158700370272,,,,False,False,False,False
2017-10-12 00:00:00+00:00,2017-10-12 23:59:59.999000+00:00,4821.43,5439.99,4810.16,5430.0,1.7961695277368623,,,,False,False,False,False
2017-10-13 00:00:00+00:00,2017-10-13 23:59:59.999000+00:00,5439.99,5846.17,5379.84,5649.98,2.4444524065949613,,,,False,False,False,False
2017-10-14 00:00:00+00:00,2017-10-14 23:59:59.999000+00:00,5650.0,5900.0,5580.01,5869.99,3.47464788955328,,,,False,False,False,False
2017-10-15 00:00:00+00:00,2017-10-15 23:59:59.999000+00:00,5855.03,5922.3,5400.01,5709.99,2.5594476421781036,-0.035849247758472313,,,False,False,False,False
2017-10-16 00:00:00+00:00,2017-10-16 23:59:59.999000+00:00,5710.0,5788.91,5585.19,5760.02,2.4440822341355024,-0.027401516302787754,,,False,False,False,False
2017-10-17 00:00:00+00:00,2017-10-17 23:59:59.999000+00:00,5760.0,5774.98,5508.63,5595.0,1.8669355453222272,-0.05526569069449372,,,False,False,False,False
2017-10-18 00:00:00+00:00,2017-10-18 23:59:59.999000+00:00,5595.0,5596.0,5037.95,5512.06,1.3044098345375978,-0.06927038481670966,,,False,False,False,False
2017-10-19 00:00:00+00:00,2017-10-19 23:59:59.999000+00:00,5513.0,5710.0,5490.26,5683.9,1.3009087042617862,-0.04025463080222225,,,False,False,False,False
2017-10-20 00:00:00+00:00,2017-10-20 23:59:59.999000+00:00,5683.31,6110.0,5600.0,6010.01,1.742507101249258,-0.016364975450081753,,,False,False,False,False
2017-10-21 00:00:00+00:00,2017-10-21 23:59:59.999000+00:00,6013.72,6171.0,5850.03,6024.97,1.6868306145324838,-0.023663911845730023,,,False,False,False,False
2017-10-22 00:00:00+00:00,2017-10-22 23:59:59.999000+00:00,6003.27,6060.0,5720.03,5950.02,0.9843286265520604,-0.03580943121050062,,,False,False,False,False
2017-10-23 00:00:00+00:00,2017-10-23 23:59:59.999000+00:00,5975.0,6080.0,5621.03,5915.93,0.5127172301796327,-0.04133365742991402,,,False,False,False,False
2017-10-24 00:00:00+00:00,2017-10-24 23:59:59.999000+00:00,5909.47,5925.0,5450.0,5477.03,-0.5942577087184234,-0.11245665208232059,,,False,False,False,False
2017-10-25 00:00:00+00:00,2017-10-25 23:59:59.999000+00:00,5506.92,5704.96,5286.98,5689.99,-0.029614531797878395,-0.07794684816075192,,,False,False,False,False
2017-10-26 00:00:00+00:00,2017-10-26 23:59:59.999000+00:00,5670.1,5939.99,5650.0,5861.77,0.14495198851217234,-0.05011019283746554,,,False,False,False,False
2017-10-27 00:00:00+00:00,2017-10-27 23:59:59.999000+00:00,5861.77,5980.0,5649.24,5768.83,0.26135290012393947,-0.06517096094636199,,,False,False,False,False
2017-10-28 00:00:00+00:00,2017-10-28 23:59:59.999000+00:00,5768.79,5850.02,5630.03,5719.64,0.3192832369128933,-0.07314211635067247,,,False,False,False,False
2017-10-29 00:00:00+00:00,2017-10-29 23:59:59.999000+00:00,5709.98,6189.88,5648.01,6169.98,0.6202456502805564,-0.003214925006623792,,,False,False,False,False
2017-10-30 00:00:00+00:00,2017-10-30 23:59:59.999000+00:00,6133.01,6248.68,6030.0,6120.5,0.14412674075469542,-0.02051313237355734,,,False,False,False,False
2017-10-31 00:00:00+00:00,2017-10-31 23:59:59.999000+00:00,6120.52,6498.01,6100.0,6463.0,0.5257520600558819,-0.00538780334286959,,,False,False,False,False
2017-11-01 00:00:00+00:00,2017-11-01 23:59:59.999000+00:00,6463.0,6774.67,6338.02,6753.98,0.9596021428476821,-0.0030540232955996727,,,False,False,False,False
2017-11-02 00:00:00+00:00,2017-11-02 23:59:59.999000+00:00,6753.98,7300.0,6685.1,7019.98,1.3222935278843817,-0.03835890410958909,,,False,False,False,False
2017-11-03 00:00:00+00:00,2017-11-03 23:59:59.999000+00:00,7010.31,7346.34,6923.0,7115.04,3.050425604912887,-0.0314850660328817,,,False,False,False,False
2017-11-04 00:00:00+00:00,2017-11-04 23:59:59.999000+00:00,7115.02,7480.99,6901.0,7357.09,3.0049390588272393,-0.01656197909634949,,,False,False,False,False
2017-11-05 00:00:00+00:00,2017-11-05 23:59:59.999000+00:00,7357.27,7590.25,7279.02,7345.01,2.4986978386761036,-0.032309871216363084,,,False,False,False,False
2017-11-06 00:00:00+00:00,2017-11-06 23:59:59.999000+00:00,7345.1,7401.0,6906.0,6960.12,1.6993217711568342,-0.08301834590428514,,,False,False,False,False
2017-11-07 00:00:00+00:00,2017-11-07 23:59:59.999000+00:00,6981.72,7198.49,6901.0,7064.04,1.997173086414848,-0.06932709726293595,,,False,False,False,False
2017-11-08 00:00:00+00:00,2017-11-08 23:59:59.999000+00:00,7070.0,7770.02,6651.0,7303.0,1.8181353347608566,-0.06010537939413285,,,False,False,False,False
2017-11-09 00:00:00+00:00,2017-11-09 23:59:59.999000+00:00,7303.01,7392.0,7015.0,7079.99,1.4320684313056984,-0.08880672121822086,,,False,False,False,False
2017-11-10 00:00:00+00:00,2017-11-10 23:59:59.999000+00:00,7079.0,7279.91,6255.01,6506.98,0.05026610833380083,-0.16255299214159047,,,False,False,False,False
2017-11-11 00:00:00+00:00,2017-11-11 23:59:59.999000+00:00,6503.0,6797.98,6100.0,6245.05,-0.5719796225219002,-0.19626333008151853,,,False,False,False,False
2017-11-12 00:00:00+00:00,2017-11-12 23:59:59.999000+00:00,6245.05,6630.0,5325.01,5811.03,-1.284115131572211,-0.25212161616057627,,,False,False,False,False
2017-11-13 00:00:00+00:00,2017-11-13 23:59:59.999000+00:00,5839.94,6697.47,5699.99,6465.99,-0.48936716981382544,-0.16782839683810347,,,False,False,False,False
2017-11-14 00:00:00+00:00,2017-11-14 23:59:59.999000+00:00,6465.99,6684.98,6311.07,6574.99,-0.5813216104452933,-0.1538001189186129,,,False,False,False,False
2017-11-15 00:00:00+00:00,2017-11-15 23:59:59.999000+00:00,6575.99,7298.0,6575.99,7240.06,-0.0667321826774601,-0.06820574464415796,,,False,False,False,False
2017-11-16 00:00:00+00:00,2017-11-16 23:59:59.999000+00:00,7240.14,7940.0,7076.0,7864.5,0.5885323837491786,-0.009508816120906816,,,False,False,False,False
2017-11-17 00:00:00+00:00,2017-11-17 23:59:59.999000+00:00,7876.98,7989.0,7451.0,7699.19,0.4021086455281794,-0.036276129678307734,,,False,False,False,False
2017-11-18 00:00:00+00:00,2017-11-18 23:59:59.999000+00:00,7680.01,7819.99,7422.0,7761.94,0.28289349596629565,-0.02842157967204917,,,False,False,False,False
2017-11-19 00:00:00+00:00,2017-11-19 23:59:59.999000+00:00,7761.94,8123.15,7650.33,8038.0,0.6175249209689339,-0.010482386758831175,,,False,False,False,False
2017-11-20 00:00:00+00:00,2017-11-20 23:59:59.999000+00:00,8057.11,8319.99,7954.0,8212.0,1.367948005606867,-0.012979582908152487,,,False,False,False,False
2017-11-21 00:00:00+00:00,2017-11-21 23:59:59.999000+00:00,8212.49,8400.0,7801.0,8119.51,1.6443840434913015,-0.0333916666666666,,,False,False,False,False
2017-11-22 00:00:00+00:00,2017-11-22 23:59:59.999000+00:00,8091.09,8322.68,8091.09,8205.92,2.7556860077459304,-0.02310476190476185,,,False,False,False,False
2017-11-23 00:00:00+00:00,2017-11-23 23:59:59.999000+00:00,8233.03,8260.0,8000.0,8019.99,1.8097167578994344,-0.045239285714285704,,,False,False,False,False
2017-11-24 00:00:00+00:00,2017-11-24 23:59:59.999000+00:00,8019.97,8369.0,7850.0,8138.0,1.7884317072680724,-0.031190476190476213,,,False,False,False,False
2017-11-25 00:00:00+00:00,2017-11-25 23:59:59.999000+00:00,8138.99,8734.78,8090.0,8700.01,1.763434832566344,-0.003980638321743668,,,False,False,False,False
2017-11-26 00:00:00+00:00,2017-11-26 23:59:59.999000+00:00,8700.04,9350.0,8604.72,9128.02,1.7010243869876087,-0.023741176470588155,,,False,False,False,False
2017-11-27 00:00:00+00:00,2017-11-27 23:59:59.999000+00:00,9128.0,9654.28,9112.04,9650.0,2.715454800196896,-0.0004433266903384192,,,False,False,False,False
2017-11-28 00:00:00+00:00,2017-11-28 23:59:59.999000+00:00,9650.0,9939.0,9570.5,9896.8,2.996203564903955,-0.0042458999899387395,,,False,False,False,False
2017-11-29 00:00:00+00:00,2017-11-29 23:59:59.999000+00:00,9896.79,11300.03,8520.0,9687.88,2.0221090420450194,-0.14266776282894833,,,False,False,False,False
2017-11-30 00:00:00+00:00,2017-11-30 23:59:59.999000+00:00,9687.88,10900.0,8850.8,9838.96,1.951289857092974,-0.12929788681976961,,,False,False,False,False
2017-12-01 00:00:00+00:00,2017-12-01 23:59:59.999000+00:00,9837.0,10898.0,9380.0,10782.99,2.7087123079215654,-0.04575563073726363,,,False,False,False,False
2017-12-02 00:00:00+00:00,2017-12-02 23:59:59.999000+00:00,10775.04,11190.0,10620.0,10890.01,2.6981296151208873,-0.036284859420727233,,,False,False,False,False
2017-12-03 00:00:00+00:00,2017-12-03 23:59:59.999000+00:00,10902.69,11825.0,10500.0,11165.41,3.664476170432086,-0.05577928118393238,,,False,False,False,False
2017-12-04 00:00:00+00:00,2017-12-04 23:59:59.999000+00:00,11165.41,11600.0,10802.0,11579.0,4.033452415123966,-0.020803382663847736,,,False,False,False,False
2017-12-05 00:00:00+00:00,2017-12-05 23:59:59.999000+00:00,11571.03,11853.0,11447.68,11699.99,3.4197936843330266,-0.012908968193706238,,,False,False,False,False
2017-12-06 00:00:00+00:00,2017-12-06 23:59:59.999000+00:00,11699.99,13615.23,11665.58,13550.05,2.9727891427994244,-0.004787286002513436,,,False,False,False,False
2017-12-07 00:00:00+00:00,2017-12-07 23:59:59.999000+00:00,13541.01,16649.96,13050.0,16599.0,2.9250104645338726,-0.0030606680136168185,,,False,False,False,False
2017-12-08 00:00:00+00:00,2017-12-08 23:59:59.999000+00:00,16599.0,17204.99,14015.0,15880.0,2.279375652823374,-0.07701195990233078,,,False,False,False,False
2017-12-09 00:00:00+00:00,2017-12-09 23:59:59.999000+00:00,15880.01,16269.3,12535.0,14656.07,1.7856053578181634,-0.14815004251673503,,,False,False,False,False
2017-12-10 00:00:00+00:00,2017-12-10 23:59:59.999000+00:00,14664.01,15720.12,12368.0,14899.98,1.7917877761842926,-0.13397334145500817,,,False,False,False,False
2017-12-11 00:00:00+00:00,2017-12-11 23:59:59.999000+00:00,14946.26,17470.0,14901.08,16587.97,1.8503519323650404,-0.050488265598168214,,,False,False,False,False
2017-12-12 00:00:00+00:00,2017-12-12 23:59:59.999000+00:00,16587.97,16976.45,15875.0,16349.99,1.6972340750788109,-0.06411047510017176,,,False,False,False,False
2017-12-13 00:00:00+00:00,2017-12-13 23:59:59.999000+00:00,16349.99,16546.0,14666.56,16033.29,1.443455414941588,-0.08223869490555236,,,False,False,False,False
2017-12-14 00:00:00+00:00,2017-12-14 23:59:59.999000+00:00,16030.34,16445.0,15450.0,16334.98,1.3563509430899838,-0.06496966227819123,,,False,False,False,False
2017-12-15 00:00:00+00:00,2017-12-15 23:59:59.999000+00:00,16334.98,17991.0,16298.45,17539.83,1.6480866683433697,-0.025077538769384566,,,False,False,False,False
2017-12-16 00:00:00+00:00,2017-12-16 23:59:59.999000+00:00,17516.81,19539.0,17190.01,19102.66,1.4564983955284512,-0.02233174676288452,,,False,False,False,False
2017-12-17 00:00:00+00:00,2017-12-17 23:59:59.999000+00:00,19120.19,19798.68,18510.0,18860.02,0.7080696476778426,-0.04741023138916334,,,False,False,False,False
2017-12-18 00:00:00+00:00,2017-12-18 23:59:59.999000+00:00,18860.04,19300.0,17029.98,18856.25,1.0266129346733763,-0.04760064812401632,,,False,False,False,False
2017-12-19 00:00:00+00:00,2017-12-19 23:59:59.999000+00:00,18856.25,18950.0,16300.0,17295.2,0.9683617834189165,-0.1264468136259589,,,False,False,False,False
2017-12-20 00:00:00+00:00,2017-12-20 23:59:59.999000+00:00,17295.2,17720.35,14777.66,16488.98,0.5413895250204275,-0.16716771017057708,,,False,False,False,False
2017-12-21 00:00:00+00:00,2017-12-21 23:59:59.999000+00:00,16480.52,17309.5,14022.0,15492.64,-0.3822700084995356,-0.217491267094574,,,False,False,False,False
2017-12-22 00:00:00+00:00,2017-12-22 23:59:59.999000+00:00,15514.03,15699.34,10961.0,13326.61,-0.8435699864894909,-0.326894015156566,,,False,False,False,False
2017-12-23 00:00:00+00:00,2017-12-23 23:59:59.999000+00:00,13326.61,14950.0,12978.18,13300.0,-0.7756804839507289,-0.3282380441524384,,,False,False,False,False
2017-12-24 00:00:00+00:00,2017-12-24 23:59:59.999000+00:00,13300.0,13819.99,11640.0,13500.0,-0.7919830137539355,-0.3181363606058586,,,False,False,False,False
2017-12-25 00:00:00+00:00,2017-12-25 23:59:59.999000+00:00,13500.0,14300.0,12708.0,13699.34,-1.0996519071782487,-0.3080680126149824,,,False,False,False,False
2017-12-26 00:00:00+00:00,2017-12-26 23:59:59.999000+00:00,13699.34,16050.0,13533.0,15689.01,-0.7502823516825465,-0.20757292910436453,,,False,False,False,False
2017-12-27 00:00:00+00:00,2017-12-27 23:59:59.999000+00:00,15709.98,16498.05,14200.15,15459.99,-0.7569983387581031,-0.2191403669335532,,,False,False,False,False
2017-12-28 00:00:00+00:00,2017-12-28 23:59:59.999000+00:00,15459.97,15539.99,13150.0,14182.11,-1.0085417380669455,-0.2836840637860706,,,False,False,False,False
2017-12-29 00:00:00+00:00,2017-12-29 23:59:59.999000+00:00,14199.14,14981.0,13850.0,14378.9,-0.7036624503647043,-0.2737445122604133,,,False,False,False,False
2017-12-30 00:00:00+00:00,2017-12-30 23:59:59.999000+00:00,14378.99,14398.85,11750.0,12440.01,-0.9198434514569528,-0.37167477831855456,,,False,False,False,False
2017-12-31 00:00:00+00:00,2017-12-31 23:59:59.999000+00:00,12345.1,14050.11,12149.98,13716.36,-0.3936232174122618,-0.30720835934516844,,,False,False,False,False
2018-01-01 00:00:00+00:00,2018-01-01 23:59:59.999000+00:00,13715.65,13818.55,12750.0,13380.0,0.01578382701143635,-0.3241973707338065,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-02 00:00:00+00:00,2018-01-02 23:59:59.999000+00:00,13382.16,15473.49,12890.02,14675.11,0.3826064166300065,-0.25878341384375114,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-03 00:00:00+00:00,2018-01-03 23:59:59.999000+00:00,14690.0,15307.56,14150.0,14919.51,0.38908403658490875,-0.24643915654983062,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-04 00:00:00+00:00,2018-01-04 23:59:59.999000+00:00,14919.51,15280.0,13918.04,15059.54,0.3673726320532721,-0.23936646281469265,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-05 00:00:00+00:00,2018-01-05 23:59:59.999000+00:00,15059.56,17176.24,14600.0,16960.39,0.31119501927032317,-0.14335753696711095,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-06 00:00:00+00:00,2018-01-06 23:59:59.999000+00:00,16960.39,17143.13,16011.21,17069.79,0.4020943160185218,-0.13783191606713174,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-07 00:00:00+00:00,2018-01-07 23:59:59.999000+00:00,17069.79,17099.96,15610.0,16150.03,0.5583020087020141,-0.1842875383611432,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-08 00:00:00+00:00,2018-01-08 23:59:59.999000+00:00,16218.85,16322.3,12812.0,14902.54,0.13717499996735913,-0.24729628439875784,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-09 00:00:00+00:00,2018-01-09 23:59:59.999000+00:00,14902.54,15500.0,14011.05,14400.0,0.7126003579062367,-0.2726787846462492,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-10 00:00:00+00:00,2018-01-10 23:59:59.999000+00:00,14401.0,14955.66,13131.31,14907.09,0.4308968218933095,-0.24706647109807323,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-11 00:00:00+00:00,2018-01-11 23:59:59.999000+00:00,14940.0,14968.68,11400.0,13238.78,-0.04502268546647033,-0.33133016948604654,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-12 00:00:00+00:00,2018-01-12 23:59:59.999000+00:00,13238.76,14109.78,12500.0,13740.01,-0.29730446738959826,-0.3060138352657854,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-13 00:00:00+00:00,2018-01-13 23:59:59.999000+00:00,13749.95,14580.0,13706.15,14210.0,-0.21919844815021938,-0.2822753840155,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-14 00:00:00+00:00,2018-01-14 23:59:59.999000+00:00,14210.0,14339.5,12569.2,13474.99,-0.4745747925584848,-0.31939957613335845,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-15 00:00:00+00:00,2018-01-15 23:59:59.999000+00:00,13477.98,14249.99,13147.79,13539.93,-1.217161783327831,-0.31611955948578385,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-16 00:00:00+00:00,2018-01-16 23:59:59.999000+00:00,13500.0,13542.93,9035.0,10900.0,-1.530925617157015,-0.4494582467113969,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-17 00:00:00+00:00,2018-01-17 23:59:59.999000+00:00,10899.99,11680.99,9037.94,10988.79,-1.3289163783304745,-0.4449736043008927,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-18 00:00:00+00:00,2018-01-18 23:59:59.999000+00:00,10972.59,11878.82,10435.33,10961.97,-1.113480031780774,-0.44632824006448923,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-19 00:00:00+00:00,2018-01-19 23:59:59.999000+00:00,10960.0,11795.0,10360.0,11474.98,-0.8173862646212849,-0.4204169166833345,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-20 00:00:00+00:00,2018-01-20 23:59:59.999000+00:00,11474.98,13099.0,11412.45,12799.94,-0.5063305247531081,-0.3534952835239521,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-21 00:00:00+00:00,2018-01-21 23:59:59.999000+00:00,12799.8,12799.8,10965.0,11530.0,-0.4704967789884908,-0.4176379435396703,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-22 00:00:00+00:00,2018-01-22 23:59:59.999000+00:00,11530.0,11926.35,9900.24,10760.05,-0.7916486097256726,-0.4565268997731162,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-23 00:00:00+00:00,2018-01-23 23:59:59.999000+00:00,10760.05,11399.0,9905.0,10799.18,-0.8928718095060344,-0.45455050538722785,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-24 00:00:00+00:00,2018-01-24 23:59:59.999000+00:00,10799.14,11570.48,10500.0,11349.99,-0.570508080452857,-0.42672996381576955,1.843908612844204,-0.037944095171816725,False,False,False,False
2018-01-25 00:00:00+00:00,2018-01-25 23:59:59.999000+00:00,11349.96,11794.05,10950.21,11175.27,-0.6334982658526229,-0.4355547945620617,1.843908612844204,-0.037944095171816725,False,False,False,False
