label,scenario,score,cagr_pct,max_drawdown_mid_pct,sharpe,sortino,calmar,profit_factor,win_rate_pct,trades,avg_trade_pnl,fees_total,fee_drag_pct_per_year,turnover_per_year,avg_exposure,time_in_market_pct,total_return_pct,initial_cash,final_nav_mid
candidate,smart,-1000000.0,230.37,12.22,3.5887,3.9307,18.8471,5.195,50.0,4,689.44,26.94,0.96,27.56,0.5642,77.11,34.61,10000.0,13460.78
candidate,base,-1000000.0,222.2,12.34,3.5166,3.856,18.0032,5.0462,50.0,4,677.34,76.73,2.76,27.57,0.5643,77.11,33.77,10000.0,13377.14
candidate,harsh,-1000000.0,213.78,12.47,3.4403,3.7861,17.1473,4.8746,50.0,4,663.21,114.72,4.14,27.58,0.5645,77.11,32.89,10000.0,13289.37
baseline,smart,-1000000.0,230.37,12.22,3.5887,3.9307,18.8471,5.195,50.0,4,689.44,26.94,0.96,27.56,0.5642,77.11,34.61,10000.0,13460.78
baseline,base,-1000000.0,222.2,12.34,3.5166,3.856,18.0032,5.0462,50.0,4,677.34,76.73,2.76,27.57,0.5643,77.11,33.77,10000.0,13377.14
baseline,harsh,-1000000.0,213.78,12.47,3.4403,3.7861,17.1473,4.8746,50.0,4,663.21,114.72,4.14,27.58,0.5645,77.11,32.89,10000.0,13289.37
