episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,mfe_pct,mae_pct,giveback_ratio,win_flag,unit_size_positive_contribution_rank_desc
133,2024-05-24T04:00:00Z,2024-05-29T16:00:00Z,33,5.5,vtrend_ema21_d1_trail_stop,-0.953463,4.013878283004203,2.000623938448666,1.2375415826726008,0,90
134,2024-05-29T20:00:00Z,2024-06-08T12:00:00Z,58,9.666667,vtrend_ema21_d1_trail_stop,2.914614,6.925107670477439,0.9862223687767848,0.5791236557338527,1,45
135,2024-06-08T20:00:00Z,2024-06-11T08:00:00Z,15,2.5,vtrend_ema21_d1_trail_stop,-2.915095,0.9585324962265428,4.023440806716323,4.041206230853791,0,122
136,2024-06-11T20:00:00Z,2024-06-13T08:00:00Z,9,1.5,vtrend_ema21_d1_trend_exit,0.270693,3.74149971919608,0.8439400746751566,0.9276512039781303,1,70
137,2024-07-16T04:00:00Z,2024-07-25T00:00:00Z,53,8.833333,vtrend_ema21_d1_trail_stop,0.761749,5.643036310048678,3.770109360406456,0.8650107923914051,1,67
138,2024-07-26T04:00:00Z,2024-07-30T12:00:00Z,26,4.333333,vtrend_ema21_d1_trail_stop,-0.896475,4.427019682431924,2.3157212881762077,1.2025007938314685,0,88
139,2024-08-23T16:00:00Z,2024-08-27T16:00:00Z,24,4.0,vtrend_ema21_d1_trail_stop,0.0858,5.528751249400972,0.3971102482578936,0.9844811249178019,1,75
140,2024-09-15T16:00:00Z,2024-09-16T16:00:00Z,6,1.0,vtrend_ema21_d1_trail_stop,-4.258457,0.0,4.805735485834876,,0,147
141,2024-09-16T20:00:00Z,2024-09-30T12:00:00Z,82,13.666667,vtrend_ema21_d1_trail_stop,9.919836,14.647872609858084,0.6791986930628813,0.32277974664225945,1,26
142,2024-09-30T20:00:00Z,2024-10-02T00:00:00Z,7,1.166667,vtrend_ema21_d1_trail_stop,-4.417478,0.9112705328994614,5.330328419643415,5.84760325338795,0,149
143,2024-10-07T04:00:00Z,2024-10-09T20:00:00Z,16,2.666667,vtrend_ema21_d1_trail_stop,-4.12473,1.3902771063009638,5.178245546485498,3.966840194164204,0,144
144,2024-10-13T08:00:00Z,2024-10-23T08:00:00Z,60,10.0,vtrend_ema21_d1_trail_stop,6.166557,10.51274147255759,1.3612923626026476,0.41342065567795505,1,30
145,2024-10-24T20:00:00Z,2024-10-31T20:00:00Z,42,7.0,vtrend_ema21_d1_trail_stop,2.4041,7.666199908950457,4.068299910058724,0.6864026468716058,1,52
146,2024-11-02T20:00:00Z,2024-11-25T20:00:00Z,138,23.0,vtrend_ema21_d1_trail_stop,35.923378,43.12832201404044,3.944446707907976,0.16705829667323646,1,6
147,2024-11-26T16:00:00Z,2024-12-09T12:00:00Z,77,12.833333,vtrend_ema21_d1_trail_stop,5.472832,12.036030747706242,2.58953210103552,0.5452959439271139,1,32
148,2024-12-09T20:00:00Z,2024-12-19T00:00:00Z,55,9.166667,vtrend_ema21_d1_trail_stop,3.022007,11.51165161398158,3.1053355694909524,0.7374827608290722,1,44
