episode_id,entry_time,exit_time,hold_bars,hold_days,exit_reason,realized_return_pct,pnl_usd,mfe_pct,mae_pct,giveback_ratio,win_flag,native_positive_contribution_rank_desc
1,2019-01-05T00:00:00Z,2019-01-10T08:00:00Z,32,5.333333,vtrend_ema21_d1_trail_stop,-0.530265,-67.845218,7.272736262322418,2.0620319197262056,1.0729113473765195,0,75
2,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,89,14.833333,vtrend_ema21_d1_trail_stop,3.20649,302.187246,14.78681469168516,2.436402722832599,0.7831520806301132,1,67
3,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,27,4.5,vtrend_ema21_d1_trail_stop,-2.456875,-265.244941,1.858653385904392,3.834480350538736,2.3218575440866953,0,80
4,2019-03-06T00:00:00Z,2019-03-25T16:00:00Z,118,19.666667,vtrend_ema21_d1_trail_stop,2.525471,235.0129,5.383523617720434,1.591079161300258,0.5308888417082175,1,68
5,2019-03-26T04:00:00Z,2019-04-11T12:00:00Z,98,16.333333,vtrend_ema21_d1_trail_stop,26.799808,2695.270767,37.61151950486541,1.169447260799353,0.28745745046186755,1,42
6,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,80,13.333333,vtrend_ema21_d1_trail_stop,3.426128,418.85018,11.056272471268706,1.8341877262892687,0.690119069613807,1,66
7,2019-04-27T00:00:00Z,2019-05-17T04:00:00Z,121,20.166667,vtrend_ema21_d1_trail_stop,37.897776,4976.727434,57.24628918018608,2.659923212246277,0.33798720331523135,1,27
8,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,79,13.166667,vtrend_ema21_d1_trail_stop,15.623522,2804.738002,27.03945554379214,1.020143714792126,0.4221953924073398,1,41
9,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,19,3.166667,vtrend_ema21_d1_trail_stop,-4.088651,-885.734331,4.277842567520009,7.958754919313632,1.9557740696311579,0,100
10,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,1,0.166667,vtrend_ema21_d1_trend_exit,-0.977937,-225.419485,0.0,2.9829012244929083,,0,78
