branch_id,slow_period,e0_trade_id,entry_bar,exit_bar,entry_price_exec,exit_price_exec,bars_held,ATR_entry,MFE_R_final,MAE_R_final,realized_R,giveback_R,giveback_ratio,exit_reason,partial_exit_done,net_pnl_per_unit,gross_pnl_per_unit,cost_per_unit,time_from_peak_to_exit,entry_ER30_context_bin
E3,120,92,7954,7992,45820.0,47674.01,38,990.9766,4.7226,1.9095,1.3286,3.3941,0.7187,trail_stop,True,1316.5728,1549.5467,232.9739,36.0,<0.10
E4,120,92,7954,7990,45820.0,48310.74,36,990.9766,4.7226,1.9095,1.7558,2.9668,0.6282,trail_stop,True,1739.9982,1974.0333,234.0351,28.0,<0.10
E5,120,92,7954,7992,45820.0,47674.01,38,990.9766,4.7226,1.9095,1.635,3.0876,0.6538,trail_stop,False,1620.275,1854.01,233.735,36.0,<0.10
E0,120,93,8005,8074,46822.23,46656.07,69,927.1712,6.5767,4.2917,-0.4313,7.008,1.0656,trail_stop,False,-399.8558,-166.16,233.6958,16.0,0.15-0.20
E1,120,93,8005,8028,46822.23,46982.91,23,927.1712,3.0308,0.2695,-0.0796,3.1104,1.0263,trail_stop,False,-73.8328,160.68,234.5128,72.0,0.15-0.20
E2,120,93,8005,8028,46822.23,46982.91,23,927.1712,3.0308,0.2695,-0.0796,3.1104,1.0263,trail_stop,False,-73.8328,160.68,234.5128,72.0,0.15-0.20
E3,120,93,8005,8074,46822.23,46656.07,69,927.1712,6.5767,4.2917,-0.1452,6.7219,1.0221,trail_stop,True,-134.6006,99.76,234.3606,16.0,0.15-0.20
E4,120,93,8005,8028,46822.23,46982.91,23,927.1712,3.0308,0.2695,0.0892,2.9415,0.9706,trail_stop,True,82.748,317.6533,234.9053,72.0,0.15-0.20
E5,120,93,8005,8074,46822.23,46656.07,69,927.1712,6.5767,4.2917,-0.4313,7.008,1.0656,trail_stop,False,-399.8558,-166.16,233.6958,16.0,0.15-0.20
E0,120,94,8138,8149,48622.01,45542.76,11,836.3213,0.2422,4.2113,-3.9634,4.2056,17.3663,trail_stop,False,-3314.6619,-3079.25,235.4119,36.0,>=0.25
E1,120,94,8138,8149,48622.01,45542.76,11,836.3213,0.2422,4.2113,-3.9634,4.2056,17.3663,trail_stop,False,-3314.6619,-3079.25,235.4119,36.0,>=0.25
E2,120,94,8138,8149,48622.01,45542.76,11,836.3213,0.2422,4.2113,-3.9634,4.2056,17.3663,trail_stop,False,-3314.6619,-3079.25,235.4119,36.0,>=0.25
E3,120,94,8138,8149,48622.01,45542.76,11,836.3213,0.2422,4.2113,-3.9634,4.2056,17.3663,trail_stop,False,-3314.6619,-3079.25,235.4119,36.0,>=0.25
E4,120,94,8138,8149,48622.01,45542.76,11,836.3213,0.2422,4.2113,-3.9634,4.2056,17.3663,trail_stop,False,-3314.6619,-3079.25,235.4119,36.0,>=0.25
E5,120,94,8138,8149,48622.01,45542.76,11,836.3213,0.2422,4.2113,-3.9634,4.2056,17.3663,trail_stop,False,-3314.6619,-3079.25,235.4119,36.0,>=0.25
E0,120,95,8223,8340,47683.45,62193.15,117,1003.0342,19.2581,0.7901,14.1919,5.0662,0.2631,trail_stop,False,14235.0085,14509.7,274.6915,32.0,0.20-0.25
E1,120,95,8223,8285,47683.45,55329.78,62,1003.0342,10.1249,0.7901,7.3664,2.7584,0.2724,trail_stop,False,7388.7969,7646.33,257.5331,28.0,0.20-0.25
E2,120,95,8223,8285,47683.45,55329.78,62,1003.0342,10.1249,0.7901,7.3664,2.7584,0.2724,trail_stop,False,7388.7969,7646.33,257.5331,28.0,0.20-0.25
E3,120,95,8223,8340,47683.45,62193.15,117,1003.0342,19.2581,0.7901,9.7438,9.5143,0.494,trail_stop,True,9773.3938,10036.9033,263.5095,32.0,0.20-0.25
E4,120,95,8223,8285,47683.45,55329.78,62,1003.0342,10.1249,0.7901,5.1935,4.9314,0.4871,trail_stop,True,5209.2528,5461.3233,252.0706,28.0,0.20-0.25
E5,120,95,8223,8338,47683.45,62971.2,115,1003.0342,19.2581,0.7901,14.9657,4.2924,0.2229,trail_stop,False,15011.1134,15287.75,276.6366,24.0,0.20-0.25
E0,120,96,8358,8372,60852.22,59949.93,14,1206.0041,2.3701,0.8579,-0.9986,3.3687,1.4213,trail_stop,False,-1204.2954,-902.29,302.0054,40.0,0.15-0.20
E1,120,96,8358,8369,60852.22,62000.0,11,1206.0041,2.3701,0.1677,0.6971,1.6731,0.7059,trail_stop,False,840.6494,1147.78,307.1305,28.0,0.15-0.20
E2,120,96,8358,8369,60852.22,62000.0,11,1206.0041,2.3701,0.1677,0.6971,1.6731,0.7059,trail_stop,False,840.6494,1147.78,307.1305,28.0,0.15-0.20
E3,120,96,8358,8372,60852.22,59949.93,14,1206.0041,2.3701,0.8579,-0.2512,2.6214,1.106,trail_stop,True,-302.981,1.2833,304.2643,40.0,0.15-0.20
E4,120,96,8358,8369,60852.22,62000.0,11,1206.0041,2.3701,0.1677,0.8792,1.491,0.6291,trail_stop,True,1060.3156,1367.9967,307.6811,28.0,0.15-0.20
E5,120,96,8358,8372,60852.22,59949.93,14,1206.0041,2.3701,0.8579,-0.9986,3.3687,1.4213,trail_stop,False,-1204.2954,-902.29,302.0054,40.0,0.15-0.20
E0,120,97,8380,8432,61138.62,60790.88,52,1203.3028,2.6023,2.7579,-0.5423,3.1446,1.2084,trail_stop,False,-652.5638,-347.74,304.8238,88.0,<0.10
E1,120,97,8380,8401,61138.62,59922.98,21,1203.3028,1.5303,2.7579,-1.2618,2.792,1.8245,trail_stop,False,-1518.294,-1215.64,302.654,56.0,<0.10
E2,120,97,8380,8398,61138.62,60460.23,18,1203.3028,1.5303,2.7579,-0.8164,2.3467,1.5335,trail_stop,False,-982.3871,-678.39,303.9971,44.0,<0.10
E3,120,97,8380,8432,61138.62,60790.88,52,1203.3028,2.6023,2.7579,-0.6017,3.204,1.2312,trail_stop,True,-724.0479,-419.4033,304.6446,88.0,<0.10
E4,120,97,8380,8401,61138.62,59922.98,21,1203.3028,1.5303,2.7579,-1.0814,2.6116,1.7066,trail_stop,True,-1301.2014,-998.0033,303.1981,56.0,<0.10
E5,120,97,8380,8432,61138.62,60790.88,52,1203.3028,2.6023,2.7579,-0.5423,3.1446,1.2084,trail_stop,False,-652.5638,-347.74,304.8238,88.0,<0.10
E0,120,98,8435,8468,61175.4,64488.12,33,999.4356,7.829,0.0764,3.0003,4.8288,0.6168,trail_stop,False,2998.5612,3312.72,314.1588,76.0,<0.10
E1,120,98,8435,8452,61175.4,66771.1,17,999.4356,7.353,0.0764,5.2788,2.0742,0.2821,trail_stop,False,5275.8338,5595.7,319.8663,12.0,<0.10
E2,120,98,8435,8452,61175.4,66771.1,17,999.4356,7.353,0.0764,5.2788,2.0742,0.2821,trail_stop,False,5275.8338,5595.7,319.8663,12.0,<0.10
E3,120,98,8435,8468,61175.4,64488.12,33,999.4356,7.829,0.0764,2.2167,5.6123,0.7169,trail_stop,True,2215.4971,2527.6933,312.1962,76.0,<0.10
E4,120,98,8435,8452,61175.4,66771.1,17,999.4356,7.353,0.0764,3.7358,3.6172,0.4919,trail_stop,True,3733.6788,4049.68,316.0012,12.0,<0.10
E5,120,98,8435,8460,61175.4,64882.43,25,999.4356,7.829,0.0764,3.3938,4.4352,0.5665,trail_stop,False,3391.8854,3707.03,315.1446,44.0,<0.10
E0,120,99,8485,8491,65712.65,60907.41,6,1059.3854,0.6505,4.9939,-4.8347,5.4852,8.4318,trail_stop,False,-5121.7901,-4805.24,316.5502,16.0,<0.10
E1,120,99,8485,8491,65712.65,60907.41,6,1059.3854,0.6505,4.9939,-4.8347,5.4852,8.4318,trail_stop,False,-5121.7901,-4805.24,316.5502,16.0,<0.10
E2,120,99,8485,8491,65712.65,60907.41,6,1059.3854,0.6505,4.9939,-4.8347,5.4852,8.4318,trail_stop,False,-5121.7901,-4805.24,316.5502,16.0,<0.10
E3,120,99,8485,8491,65712.65,60907.41,6,1059.3854,0.6505,4.9939,-4.8347,5.4852,8.4318,trail_stop,False,-5121.7901,-4805.24,316.5502,16.0,<0.10
E4,120,99,8485,8491,65712.65,60907.41,6,1059.3854,0.6505,4.9939,-4.8347,5.4852,8.4318,trail_stop,False,-5121.7901,-4805.24,316.5502,16.0,<0.10
E5,120,99,8485,8491,65712.65,60907.41,6,1059.3854,0.6505,4.9939,-4.8347,5.4852,8.4318,trail_stop,False,-5121.7901,-4805.24,316.5502,16.0,<0.10
E0,120,100,8730,8746,50399.66,48937.48,16,764.0643,2.2097,2.7456,-2.2387,4.4484,2.0131,trail_stop,False,-1710.5229,-1462.18,248.3429,24.0,>=0.25
E1,120,100,8730,8743,50399.66,49828.06,13,764.0643,2.2097,1.2926,-1.076,3.2857,1.487,trail_stop,False,-822.1693,-571.6,250.5693,12.0,>=0.25
E2,120,100,8730,8743,50399.66,49828.06,13,764.0643,2.2097,1.2926,-1.076,3.2857,1.487,trail_stop,False,-822.1693,-571.6,250.5693,12.0,>=0.25
E3,120,100,8730,8746,50399.66,48937.48,16,764.0643,2.2097,2.7456,-1.4389,3.6485,1.6512,trail_stop,True,-1099.3845,-849.51,249.8745,24.0,>=0.25
E4,120,100,8730,8743,50399.66,49828.06,13,764.0643,2.2097,1.2926,-0.6638,2.8734,1.3004,trail_stop,True,-507.1488,-255.79,251.3588,12.0,>=0.25
E5,120,100,8730,8746,50399.66,48937.48,16,764.0643,2.2097,2.7456,-2.2387,4.4484,2.0131,trail_stop,False,-1710.5229,-1462.18,248.3429,24.0,>=0.25
E0,120,101,8981,9022,41544.9,42123.93,41,843.0978,5.0719,0.5081,0.4387,4.6332,0.9135,trail_stop,False,369.8579,579.03,209.1721,48.0,>=0.25
E1,120,101,8981,8998,41544.9,43429.31,17,843.0978,4.6817,0.5081,1.9831,2.6985,0.5764,trail_stop,False,1671.9745,1884.41,212.4355,8.0,>=0.25
E2,120,101,8981,8998,41544.9,43429.31,17,843.0978,4.6817,0.5081,1.9831,2.6985,0.5764,trail_stop,False,1671.9745,1884.41,212.4355,8.0,>=0.25
E3,120,101,8981,9022,41544.9,42123.93,41,843.0978,5.0719,0.5081,0.54,4.5319,0.8935,trail_stop,True,455.2905,664.6767,209.3862,48.0,>=0.25
E4,120,101,8981,8998,41544.9,43429.31,17,843.0978,4.6817,0.5081,1.5696,3.112,0.6647,trail_stop,True,1323.3682,1534.93,211.5618,8.0,>=0.25
E5,120,101,8981,9020,41544.9,42103.94,39,843.0978,5.0719,0.5081,0.415,4.6569,0.9182,trail_stop,False,349.9179,559.04,209.1221,40.0,>=0.25
E0,120,102,9036,9052,42535.94,41925.44,16,785.184,2.8216,1.0646,-1.0464,3.868,1.3709,trail_stop,False,-821.6534,-610.5,211.1534,40.0,0.15-0.20
E1,120,102,9036,9051,42535.94,43164.05,15,785.184,2.8216,0.1387,0.5271,2.2945,0.8132,trail_stop,False,413.86,628.11,214.25,36.0,0.15-0.20
E2,120,102,9036,9051,42535.94,43164.05,15,785.184,2.8216,0.1387,0.5271,2.2945,0.8132,trail_stop,False,413.86,628.11,214.25,36.0,0.15-0.20
E3,120,102,9036,9052,42535.94,41925.44,16,785.184,2.8216,1.0646,-0.2985,3.1201,1.1058,trail_stop,True,-234.4152,-21.79,212.6252,40.0,0.15-0.20
E4,120,102,9036,9051,42535.94,43164.05,15,785.184,2.8216,0.1387,0.7505,2.0711,0.734,trail_stop,True,589.2604,803.95,214.6896,36.0,0.15-0.20
E5,120,102,9036,9052,42535.94,41925.44,16,785.184,2.8216,1.0646,-1.0464,3.868,1.3709,trail_stop,False,-821.6534,-610.5,211.1534,40.0,0.15-0.20
E0,120,103,9124,9142,43643.69,40694.32,18,1212.0636,1.449,2.5524,-2.6073,4.0563,2.7993,trail_stop,False,-3160.215,-2949.37,210.845,64.0,>=0.25
E1,120,103,9124,9137,43643.69,42226.74,13,1212.0636,1.449,1.3102,-1.3462,2.7952,1.929,trail_stop,False,-1631.6261,-1416.95,214.6761,44.0,>=0.25
E2,120,103,9124,9137,43643.69,42226.74,13,1212.0636,1.449,1.3102,-1.3462,2.7952,1.929,trail_stop,False,-1631.6261,-1416.95,214.6761,44.0,>=0.25
E3,120,103,9124,9142,43643.69,40694.32,18,1212.0636,1.449,2.5524,-1.6658,3.1148,2.1496,trail_stop,True,-2019.0085,-1805.3033,213.7052,64.0,>=0.25
E4,120,103,9124,9137,43643.69,42226.74,13,1212.0636,1.449,1.3102,-0.825,2.274,1.5693,trail_stop,True,-999.9492,-783.69,216.2592,44.0,>=0.25
E5,120,103,9124,9139,43643.69,41449.94,15,1212.0636,1.449,2.1235,-1.9854,3.4345,2.3702,trail_stop,False,-2406.4841,-2193.75,212.7341,52.0,>=0.25
E0,120,104,9220,9305,40798.56,45581.97,85,879.6913,8.4021,0.7543,5.1921,3.21,0.382,trail_stop,False,4567.4587,4783.41,215.9513,72.0,0.15-0.20
E1,120,104,9220,9241,40798.56,40832.93,21,879.6913,1.8205,0.7543,-0.1929,2.0134,1.106,trail_stop,False,-169.7087,34.37,204.0787,28.0,0.15-0.20
E2,120,104,9220,9241,40798.56,40832.93,21,879.6913,1.8205,0.7543,-0.1929,2.0134,1.106,trail_stop,False,-169.7087,34.37,204.0787,28.0,0.15-0.20
E3,120,104,9220,9305,40798.56,45581.97,85,879.6913,8.4021,0.7543,3.8544,4.5478,0.5413,trail_stop,True,3390.6581,3603.66,213.002,72.0,0.15-0.20
E4,120,104,9220,9241,40798.56,40832.93,21,879.6913,1.8205,0.7543,0.2644,1.5561,0.8548,trail_stop,True,232.5465,437.6333,205.0869,28.0,0.15-0.20
E5,120,104,9220,9305,40798.56,45581.97,85,879.6913,8.4021,0.7543,5.1921,3.21,0.382,trail_stop,False,4567.4587,4783.41,215.9513,72.0,0.15-0.20
E0,120,105,9311,9340,46361.68,44168.35,29,781.8468,1.3845,3.3971,-3.0948,4.4792,3.2354,trail_stop,False,-2419.6551,-2193.33,226.3251,32.0,0.10-0.15
E1,120,105,9311,9337,46361.68,45215.88,26,781.8468,1.3845,2.4937,-1.7583,3.1428,2.2701,trail_stop,False,-1374.7439,-1145.8,228.9439,20.0,0.10-0.15
E2,120,105,9311,9337,46361.68,45215.88,26,781.8468,1.3845,2.4937,-1.7583,3.1428,2.2701,trail_stop,False,-1374.7439,-1145.8,228.9439,20.0,0.10-0.15
E3,120,105,9311,9340,46361.68,44168.35,29,781.8468,1.3845,3.3971,-2.0607,3.4452,2.4885,trail_stop,True,-1611.1547,-1382.8033,228.3514,32.0,0.10-0.15
E4,120,105,9311,9337,46361.68,45215.88,26,781.8468,1.3845,2.4937,-1.1697,2.5542,1.8449,trail_stop,True,-914.5473,-684.45,230.0973,20.0,0.10-0.15
E5,120,105,9311,9340,46361.68,44168.35,29,781.8468,1.3845,3.3971,-3.0948,4.4792,3.2354,trail_stop,False,-2419.6551,-2193.33,226.3251,32.0,0.10-0.15
E0,120,106,9345,9354,43766.74,42252.01,9,751.3043,0.2714,2.209,-2.3024,2.5737,9.4843,ema_cross_down,False,-1729.7769,-1514.73,215.0469,16.0,>=0.25
E1,120,106,9345,9354,43766.74,42252.01,9,751.3043,0.2714,2.209,-2.3024,2.5737,9.4843,ema_cross_down,False,-1729.7769,-1514.73,215.0469,16.0,>=0.25
E2,120,106,9345,9354,43766.74,42252.01,9,751.3043,0.2714,2.209,-2.3024,2.5737,9.4843,ema_cross_down,False,-1729.7769,-1514.73,215.0469,16.0,>=0.25
E3,120,106,9345,9354,43766.74,42252.01,9,751.3043,0.2714,2.209,-2.3024,2.5737,9.4843,ema_cross_down,False,-1729.7769,-1514.73,215.0469,16.0,>=0.25
E4,120,106,9345,9354,43766.74,42252.01,9,751.3043,0.2714,2.209,-2.3024,2.5737,9.4843,ema_cross_down,False,-1729.7769,-1514.73,215.0469,16.0,>=0.25
E5,120,106,9345,9354,43766.74,42252.01,9,751.3043,0.2714,2.209,-2.3024,2.5737,9.4843,ema_cross_down,False,-1729.7769,-1514.73,215.0469,16.0,>=0.25
E0,120,107,9956,9987,22245.93,22227.53,31,498.8931,4.0706,1.7197,-0.2597,4.3304,1.0638,trail_stop,False,-129.5837,-18.4,111.1836,68.0,>=0.25
E1,120,107,9956,9973,22245.93,22777.2,17,498.8931,4.0706,1.7197,0.8393,3.2313,0.7938,trail_stop,False,418.7122,531.27,112.5578,12.0,>=0.25
E2,120,107,9956,9973,22245.93,22777.2,17,498.8931,4.0706,1.7197,0.8393,3.2313,0.7938,trail_stop,False,418.7122,531.27,112.5578,12.0,>=0.25
E3,120,107,9956,9987,22245.93,22227.53,31,498.8931,4.0706,1.7197,0.039,4.0316,0.9904,trail_stop,True,19.4761,131.0333,111.5572,68.0,>=0.25
E4,120,107,9956,9973,22245.93,22777.2,17,498.8931,4.0706,1.7197,0.7717,3.2989,0.8104,trail_stop,True,385.0067,497.48,112.4734,12.0,>=0.25
E5,120,107,9956,9987,22245.93,22227.53,31,498.8931,4.0706,1.7197,-0.2597,4.3304,1.0638,trail_stop,False,-129.5837,-18.4,111.1836,68.0,>=0.25
E0,120,108,9990,10002,22451.07,21310.9,12,530.247,1.0628,2.2651,-2.3566,3.4194,3.2172,trail_stop,False,-1249.5749,-1140.17,109.4049,32.0,<0.10
E1,120,108,9990,10000,22451.07,21895.79,10,530.247,1.0628,1.4478,-1.2563,2.3191,2.182,trail_stop,False,-666.1471,-555.28,110.8672,24.0,<0.10
E2,120,108,9990,10002,22451.07,21310.9,12,530.247,1.0628,2.2651,-2.3566,3.4194,3.2172,trail_stop,False,-1249.5749,-1140.17,109.4049,32.0,<0.10
E3,120,108,9990,10002,22451.07,21310.9,12,530.247,1.0628,2.2651,-1.561,2.6238,2.4687,trail_stop,True,-827.7056,-717.2433,110.4622,32.0,<0.10
E4,120,108,9990,10000,22451.07,21895.79,10,530.247,1.0628,1.4478,-0.8275,1.8903,1.7785,trail_stop,True,-438.7537,-327.3167,111.4371,24.0,<0.10
E5,120,108,9990,10002,22451.07,21310.9,12,530.247,1.0628,2.2651,-2.3566,3.4194,3.2172,trail_stop,False,-1249.5749,-1140.17,109.4049,32.0,<0.10
E0,120,109,10010,10043,21347.36,22953.59,33,446.2557,7.4411,0.4879,3.3512,4.0899,0.5496,trail_stop,False,1495.4776,1606.23,110.7524,52.0,>=0.25
E1,120,109,10010,10032,21347.36,23643.51,22,446.2557,7.4411,0.4879,4.8933,2.5478,0.3424,trail_stop,False,2183.6728,2296.15,112.4772,8.0,>=0.25
E2,120,109,10010,10032,21347.36,23643.51,22,446.2557,7.4411,0.4879,4.8933,2.5478,0.3424,trail_stop,False,2183.6728,2296.15,112.4772,8.0,>=0.25
E3,120,109,10010,10043,21347.36,22953.59,33,446.2557,7.4411,0.4879,3.2171,4.224,0.5677,trail_stop,True,1435.6376,1546.24,110.6024,52.0,>=0.25
E4,120,109,10010,10032,21347.36,23643.51,22,446.2557,7.4411,0.4879,4.2452,3.1959,0.4295,trail_stop,True,1894.4344,2006.1867,111.7523,8.0,>=0.25
E5,120,109,10010,10043,21347.36,22953.59,33,446.2557,7.4411,0.4879,3.3512,4.0899,0.5496,trail_stop,False,1495.4776,1606.23,110.7524,52.0,>=0.25
E0,120,110,10054,10090,23352.76,23075.0,36,441.848,2.0193,2.1563,-0.8913,2.9107,1.4414,trail_stop,False,-393.8294,-277.76,116.0694,28.0,0.10-0.15
E1,120,110,10054,10089,23352.76,23263.92,35,441.848,2.0193,2.1563,-0.4648,2.4842,1.2302,trail_stop,False,-205.3817,-88.84,116.5417,24.0,0.10-0.15
E2,120,110,10054,10089,23352.76,23263.92,35,441.848,2.0193,2.1563,-0.4648,2.4842,1.2302,trail_stop,False,-205.3817,-88.84,116.5417,24.0,0.10-0.15
E3,120,110,10054,10090,23352.76,23075.0,36,441.848,2.0193,2.1563,-0.34,2.3593,1.1684,trail_stop,True,-150.2133,-33.5333,116.68,28.0,0.10-0.15
E4,120,110,10054,10089,23352.76,23263.92,35,441.848,2.0193,2.1563,-0.0556,2.075,1.0276,trail_stop,True,-24.5815,92.4133,116.9948,24.0,0.10-0.15
E5,120,110,10054,10090,23352.76,23075.0,36,441.848,2.0193,2.1563,-0.8913,2.9107,1.4414,trail_stop,False,-393.8294,-277.76,116.0694,28.0,0.10-0.15
E0,120,111,10095,10138,23123.95,23391.9,43,320.0901,6.5212,0.3729,0.4738,6.0474,0.9273,trail_stop,False,151.6604,267.95,116.2896,80.0,<0.10
E1,120,111,10095,10107,23123.95,23672.99,12,320.0901,5.6065,0.3729,1.3498,4.2567,0.7592,trail_stop,False,432.0477,549.04,116.9924,24.0,<0.10
E2,120,111,10095,10107,23123.95,23672.99,12,320.0901,5.6065,0.3729,1.3498,4.2567,0.7592,trail_stop,False,432.0477,549.04,116.9924,24.0,<0.10
E3,120,111,10095,10138,23123.95,23391.9,43,320.0901,6.5212,0.3729,0.7304,5.7908,0.888,trail_stop,True,233.8045,350.3,116.4955,80.0,<0.10
E4,120,111,10095,10107,23123.95,23672.99,12,320.0901,5.6065,0.3729,1.3144,4.2921,0.7656,trail_stop,True,420.7294,537.6933,116.964,24.0,<0.10
E5,120,111,10095,10137,23123.95,23746.65,42,320.0901,6.5212,0.3729,1.5793,4.9419,0.7578,trail_stop,False,505.5235,622.7,117.1765,76.0,<0.10
E0,120,112,10141,10148,23433.31,21905.88,7,374.498,0.4451,5.3019,-4.3813,4.8264,10.8433,trail_stop,False,-1640.778,-1527.43,113.348,20.0,>=0.25
E1,120,112,10141,10148,23433.31,21905.88,7,374.498,0.4451,5.3019,-4.3813,4.8264,10.8433,trail_stop,False,-1640.778,-1527.43,113.348,20.0,>=0.25
E2,120,112,10141,10148,23433.31,21905.88,7,374.498,0.4451,5.3019,-4.3813,4.8264,10.8433,trail_stop,False,-1640.778,-1527.43,113.348,20.0,>=0.25
E3,120,112,10141,10148,23433.31,21905.88,7,374.498,0.4451,5.3019,-4.3813,4.8264,10.8433,trail_stop,False,-1640.778,-1527.43,113.348,20.0,>=0.25
E4,120,112,10141,10148,23433.31,21905.88,7,374.498,0.4451,5.3019,-4.3813,4.8264,10.8433,trail_stop,False,-1640.778,-1527.43,113.348,20.0,>=0.25
E5,120,112,10141,10148,23433.31,21905.88,7,374.498,0.4451,5.3019,-4.3813,4.8264,10.8433,trail_stop,False,-1640.778,-1527.43,113.348,20.0,>=0.25
E0,120,113,10288,10300,21643.16,20829.77,12,337.4521,3.4252,2.6438,-2.725,6.1502,1.7956,trail_stop,False,-919.5723,-813.39,106.1823,4.0,>=0.25
E1,120,113,10288,10300,21643.16,20829.77,12,337.4521,3.4252,2.6438,-2.725,6.1502,1.7956,trail_stop,False,-919.5723,-813.39,106.1823,4.0,>=0.25
E2,120,113,10288,10300,21643.16,20829.77,12,337.4521,3.4252,2.6438,-2.725,6.1502,1.7956,trail_stop,False,-919.5723,-813.39,106.1823,4.0,>=0.25
E3,120,113,10288,10300,21643.16,20829.77,12,337.4521,3.4252,2.6438,-1.9101,5.3353,1.5577,trail_stop,True,-644.5616,-537.69,106.8716,4.0,>=0.25
E4,120,113,10288,10300,21643.16,20829.77,12,337.4521,3.4252,2.6438,-1.9101,5.3353,1.5577,trail_stop,True,-644.5616,-537.69,106.8716,4.0,>=0.25
E5,120,113,10288,10300,21643.16,20829.77,12,337.4521,3.4252,2.6438,-2.725,6.1502,1.7956,trail_stop,False,-919.5723,-813.39,106.1823,4.0,>=0.25
E0,120,114,10301,10312,20283.58,19737.36,11,552.7942,0.4665,1.4229,-1.1691,1.6356,3.5059,ema_cross_down,False,-646.2724,-546.22,100.0524,36.0,0.10-0.15
E1,120,114,10301,10312,20283.58,19737.36,11,552.7942,0.4665,1.4229,-1.1691,1.6356,3.5059,ema_cross_down,False,-646.2724,-546.22,100.0524,36.0,0.10-0.15
E2,120,114,10301,10312,20283.58,19737.36,11,552.7942,0.4665,1.4229,-1.1691,1.6356,3.5059,ema_cross_down,False,-646.2724,-546.22,100.0524,36.0,0.10-0.15
E3,120,114,10301,10312,20283.58,19737.36,11,552.7942,0.4665,1.4229,-1.1691,1.6356,3.5059,ema_cross_down,False,-646.2724,-546.22,100.0524,36.0,0.10-0.15
E4,120,114,10301,10312,20283.58,19737.36,11,552.7942,0.4665,1.4229,-1.1691,1.6356,3.5059,ema_cross_down,False,-646.2724,-546.22,100.0524,36.0,0.10-0.15
E5,120,114,10301,10312,20283.58,19737.36,11,552.7942,0.4665,1.4229,-1.1691,1.6356,3.5059,ema_cross_down,False,-646.2724,-546.22,100.0524,36.0,0.10-0.15
E0,120,115,10429,10445,20189.83,19459.32,16,303.4411,0.8791,2.8666,-2.7341,3.6132,4.1099,trail_stop,False,-829.6329,-730.51,99.1229,40.0,0.20-0.25
E1,120,115,10429,10445,20189.83,19459.32,16,303.4411,0.8791,2.8666,-2.7341,3.6132,4.1099,trail_stop,False,-829.6329,-730.51,99.1229,40.0,0.20-0.25
E2,120,115,10429,10444,20189.83,19577.65,15,303.4411,0.8791,2.3567,-2.3451,3.2242,3.6675,trail_stop,False,-711.5987,-612.18,99.4187,36.0,0.20-0.25
E3,120,115,10429,10445,20189.83,19459.32,16,303.4411,0.8791,2.8666,-2.7341,3.6132,4.1099,trail_stop,False,-829.6329,-730.51,99.1229,40.0,0.20-0.25
E4,120,115,10429,10445,20189.83,19459.32,16,303.4411,0.8791,2.8666,-2.7341,3.6132,4.1099,trail_stop,False,-829.6329,-730.51,99.1229,40.0,0.20-0.25
E5,120,115,10429,10445,20189.83,19459.32,16,303.4411,0.8791,2.8666,-2.7341,3.6132,4.1099,trail_stop,False,-829.6329,-730.51,99.1229,40.0,0.20-0.25
E0,120,116,10455,10457,19468.35,19468.96,2,215.9039,0.4055,0.5343,-0.448,0.8535,2.105,ema_cross_down,False,-96.7333,0.61,97.3433,4.0,0.15-0.20
E1,120,116,10455,10457,19468.35,19468.96,2,215.9039,0.4055,0.5343,-0.448,0.8535,2.105,ema_cross_down,False,-96.7333,0.61,97.3433,4.0,0.15-0.20
E2,120,116,10455,10457,19468.35,19468.96,2,215.9039,0.4055,0.5343,-0.448,0.8535,2.105,ema_cross_down,False,-96.7333,0.61,97.3433,4.0,0.15-0.20
E3,120,116,10455,10457,19468.35,19468.96,2,215.9039,0.4055,0.5343,-0.448,0.8535,2.105,ema_cross_down,False,-96.7333,0.61,97.3433,4.0,0.15-0.20
E4,120,116,10455,10457,19468.35,19468.96,2,215.9039,0.4055,0.5343,-0.448,0.8535,2.105,ema_cross_down,False,-96.7333,0.61,97.3433,4.0,0.15-0.20
E5,120,116,10455,10457,19468.35,19468.96,2,215.9039,0.4055,0.5343,-0.448,0.8535,2.105,ema_cross_down,False,-96.7333,0.61,97.3433,4.0,0.15-0.20
E0,120,117,10553,10602,20273.14,20151.84,49,223.7307,3.6287,1.3052,-0.9939,4.6226,1.2739,trail_stop,False,-222.3624,-121.3,101.0625,104.0,>=0.25
E1,120,117,10553,10566,20273.14,20295.11,13,223.7307,3.3382,1.3052,-0.3551,3.6933,1.1064,trail_stop,False,-79.4506,21.97,101.4206,32.0,>=0.25
E2,120,117,10553,10566,20273.14,20295.11,13,223.7307,3.3382,1.3052,-0.3551,3.6933,1.1064,trail_stop,False,-79.4506,21.97,101.4206,32.0,>=0.25
E3,120,117,10553,10602,20273.14,20151.84,49,223.7307,3.6287,1.3052,-0.3162,3.945,1.0871,trail_stop,True,-70.7524,30.69,101.4424,104.0,>=0.25
E4,120,117,10553,10566,20273.14,20295.11,13,223.7307,3.3382,1.3052,0.1096,3.2286,0.9672,trail_stop,True,24.5221,126.2033,101.6812,32.0,>=0.25
E5,120,117,10553,10568,20273.14,20080.01,15,223.7307,3.3382,1.3052,-1.3141,4.6523,1.3937,trail_stop,False,-294.0129,-193.13,100.8829,40.0,>=0.25
