branch_id,slow_period,trades,cagr,sharpe,sortino,mar,mdd,ulcer_index,win_rate,profit_factor,total_cost
E0,120,211,52.69986412376755,1.2385746329447598,1.0670426359325487,1.3171634599970596,40.01011698569682,22.099462766719416,36.492890995260666,1.5032167514936203,66627.3047
E1,120,315,51.059087758047305,1.243317222098424,1.0947045919046023,1.3525997340036235,37.74885243169101,18.156426688841176,43.492063492063494,1.373043212018406,116222.78689999999
E2,120,325,50.978835701174205,1.2482720457036405,1.1084239557289512,1.3504737870753472,37.74885243169103,18.382557566159353,42.46153846153846,1.3661297976301392,128009.15399999998
E3,120,211,38.65195846469127,1.2303303912789898,1.0431507362170014,1.1681696702371194,33.08762369840124,16.279235466532764,41.70616113744076,1.538216655336557,43295.79159999998
E4,120,315,35.60612100469582,1.1396531031436319,0.9576681120907113,1.0515966975366757,33.85910310302588,15.168378377554356,50.476190476190474,1.3455105229606448,68505.28919999997
E5,120,225,57.06016196553556,1.3201022754668956,1.1385360112791232,1.4483814959005474,39.395809824301686,20.39716795809933,38.666666666666664,1.5512815631328845,90222.16500000001
E0,144,199,55.88784272363125,1.2825327086981264,1.089723593350538,1.4450812249943903,38.6745338303376,20.9379415274987,37.68844221105528,1.5658609139346609,62002.328900000015
E1,144,301,50.08506688896554,1.2171654577342235,1.0539739115424829,1.2798575536749293,39.133313504423505,20.365064570745584,45.51495016611295,1.3589688801424131,95024.79350000001
E2,144,307,54.60183628641726,1.2994291611821447,1.1424804240237172,1.465296042747923,37.26334794709501,17.823213367905947,44.62540716612378,1.410218517178191,110696.2096
E3,144,199,39.59822444536067,1.24178516253138,1.0364212348572734,1.2698242985094774,31.184018522752442,15.65347975271036,41.70854271356784,1.5591933021888604,35875.509300000005
E4,144,301,34.18607621489726,1.0915589506444243,0.9056871879159129,0.8981820129452162,38.06141263372462,18.455869753205214,51.162790697674424,1.3050210134034057,54241.423399999985
E5,144,212,61.39861482823028,1.378974359791687,1.177703344649282,1.624490447744161,37.795614565472576,19.361660651624764,40.09433962264151,1.6268584346797996,88051.9617
